train/std,time/fps,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/entropy_loss,train/explained_variance,train/value_loss,train/learning_rate,time/total_timesteps,train/policy_loss
0.9938633441925049,1715,5874,35.73,-158803.67471435,273,-16.953155517578125,-1.1920928955078125e-07,1184024832.0,0.0001,470000,-334313.8125
0.99457186460495,1715,5999,35.72,-163952.44891441,279,-16.961566925048828,0.0,2056581888.0,0.0001,480000,-495163.0625
0.9943726658821106,1715,6124,35.53,-158092.51943013,285,-16.959318161010742,1.1920928955078125e-07,1166725376.0,0.0001,490000,-414928.75
0.994584858417511,1715,6249,37.07,-162773.93317439998,291,-16.9625301361084,0.0,1706996608.0,0.0001,500000,-502056.59375
0.9948694109916687,1715,6374,35.61,-153021.62333419998,297,-16.965930938720703,0.0,217047040.0,0.0001,510000,-172385.53125
0.9940680861473083,1715,6499,35.04,-154117.12522422,303,-16.95547103881836,0.0,353430144.0,0.0001,520000,-207178.421875
0.9940004944801331,1715,6624,30.37,-140863.69757157,309,-16.954322814941406,0.0,1936200448.0,0.0001,530000,-507864.0625
0.9936161041259766,1715,6749,35.47,-158045.98689584,314,-16.94997787475586,-1.1920928955078125e-07,1940230400.0,0.0001,540000,-572590.625
0.9933969378471375,1714,6874,36.83,-154299.29748008,320,-16.947010040283203,0.0,1734504064.0,0.0001,550000,-472558.90625
0.9936533570289612,1713,6999,37.42,-161253.35555656,326,-16.94993782043457,-2.384185791015625e-07,684730560.0,0.0001,560000,-300131.34375
0.9934878349304199,1712,7124,34.27,-156504.02923806998,332,-16.94837760925293,-1.1920928955078125e-07,1489395072.0,0.0001,570000,-510005.8125
0.9931178092956543,1713,7249,32.25,-145755.28528975,338,-16.943132400512695,0.0,1335832448.0,0.0001,580000,-454518.3125
0.9930589199066162,1713,7374,36.67,-158205.95100781,344,-16.943140029907227,1.7881393432617188e-07,1650246528.0,0.0001,590000,-488921.90625
0.9926943182945251,1714,7499,35.86,-145282.68173690003,350,-16.938146591186523,-1.1920928955078125e-07,1084994304.0,0.0001,600000,-302877.9375
0.9922573566436768,1714,7624,30.66,-143710.66081203,355,-16.93333625793457,0.0,1455493632.0,0.0001,610000,-447048.3125
0.9922425746917725,1714,7749,34.94,-144372.67980575998,361,-16.93303108215332,0.0,721535360.0,0.0001,620000,-247041.46875
0.9922096729278564,1714,7874,30.59,-137916.68220530002,367,-16.932151794433594,0.0,1450131968.0,0.0001,630000,-364783.0625
0.9924681186676025,1713,7999,36.68,-155116.41761039998,373,-16.93516731262207,5.960464477539063e-08,624079488.0,0.0001,640000,-229728.46875
0.9926695227622986,1711,8124,36.42,-150154.08418890001,379,-16.938093185424805,1.7881393432617188e-07,1597371776.0,0.0001,650000,-435700.5
0.992961585521698,1709,8249,38.3,-160075.83612814,386,-16.941997528076172,0.0,2424704512.0,0.0001,660000,-655939.1875
0.9924165606498718,1709,8374,39.68,-159594.33137544,391,-16.934919357299805,0.0,1065151680.0,0.0001,670000,-339623.78125
0.99188631772995,1710,8499,35.41,-144386.35587109003,397,-16.928064346313477,0.0,563552576.0,0.0001,680000,-190839.8125
0.9921190738677979,1710,8624,33.38,-146400.50907285,403,-16.93132972717285,0.0,1973571584.0,0.0001,690000,-515206.8125
0.9919347167015076,1710,8749,34.86,-146009.16914100002,409,-16.92874526977539,-1.1920928955078125e-07,631606784.0,0.0001,700000,-251290.59375
0.9917998909950256,1711,8874,39.52,-148792.95310636,414,-16.927457809448242,0.0,656274048.0,0.0001,710000,-183893.59375
0.9917812943458557,1711,8999,33.66,-143241.68276252,420,-16.926454544067383,0.0,301949728.0,0.0001,720000,-121668.5
0.9920158982276917,1711,9124,37.0,-150367.78700369,426,-16.93008804321289,0.0,1381191296.0,0.0001,730000,-418099.25
0.9924405217170715,1712,9249,34.58,-139766.65692794,432,-16.93480110168457,0.0,850877184.0,0.0001,740000,-301811.9375
0.9924871921539307,1711,9374,35.84,-147111.30656406,438,-16.935266494750977,-1.1920928955078125e-07,407863232.0,0.0001,750000,-152901.328125
0.9925665855407715,1711,9499,38.8,-155572.75530825,443,-16.93623161315918,5.960464477539063e-08,1006508672.0,0.0001,760000,-361773.0
0.9929041266441345,1712,9624,36.44,-145906.37731109004,449,-16.940000534057617,1.1920928955078125e-07,652881024.0,0.0001,770000,-190079.625
0.9929227828979492,1712,9749,35.5,-146203.53196241,455,-16.941516876220703,0.0,1255660800.0,0.0001,780000,-349621.5
0.9923825263977051,1712,9874,38.35,-153346.50161356997,461,-16.934337615966797,-1.1920928955078125e-07,1939103488.0,0.0001,790000,-536967.625
0.9918871521949768,1712,9999,37.48,-145728.26484810997,467,-16.92860221862793,0.0,144374432.0,0.0001,800000,-143702.078125
0.992161214351654,1710,10124,37.18,-139692.85199095999,473,-16.93210220336914,1.1920928955078125e-07,2170187008.0,0.0001,810000,-602690.0625
0.9920828938484192,1709,10249,35.75,-146919.87691862998,479,-16.93126106262207,0.0,694579392.0,0.0001,820000,-268040.75
0.9921148419380188,1709,10374,34.43,-141886.3090618,485,-16.931474685668945,0.0,651313344.0,0.0001,830000,-283648.28125
0.992132842540741,1710,10499,35.01,-135710.13616246998,491,-16.93102264404297,0.0,476813248.0,0.0001,840000,-218516.703125
0.992389976978302,1710,10624,34.96,-136904.59354170001,497,-16.933563232421875,5.960464477539063e-08,1738781440.0,0.0001,850000,-424405.84375
0.9923558831214905,1710,10749,38.11,-143261.70238995002,502,-16.934064865112305,0.0,1388423424.0,0.0001,860000,-368979.25
0.9921789765357971,1710,10874,35.38,-140101.69299369003,508,-16.931943893432617,0.0,862820544.0,0.0001,870000,-291398.5625
0.9920801520347595,1710,10999,36.41,-142622.06834946002,514,-16.929718017578125,0.0,754806144.0,0.0001,880000,-236045.40625
0.9923771023750305,1710,11124,34.43,-132880.57223981,520,-16.93406867980957,0.0,1565437440.0,0.0001,890000,-445549.9375
0.992482602596283,1710,11249,32.21,-132225.63189849997,526,-16.935333251953125,-1.1920928955078125e-07,1698435840.0,0.0001,900000,-461328.59375
0.9927108883857727,1710,11374,31.3,-132042.65179886,532,-16.937623977661133,0.0,986308736.0,0.0001,910000,-324486.375
0.9925399422645569,1710,11499,39.6,-143688.18003973004,537,-16.936107635498047,-1.1920928955078125e-07,1120787712.0,0.0001,920000,-344709.78125
0.9921380877494812,1710,11624,37.24,-141469.91287351,543,-16.931127548217773,-1.1920928955078125e-07,961503744.0,0.0001,930000,-310877.4375
0.9917591214179993,1710,11749,40.64,-147570.37600466,549,-16.926210403442383,1.1920928955078125e-07,729565824.0,0.0001,940000,-279751.1875
0.991935670375824,1710,11874,36.54,-143747.36761796,555,-16.928363800048828,0.0,1349446784.0,0.0001,950000,-381714.9375
0.9918838143348694,1709,11999,36.26,-133931.12441807,561,-16.927330017089844,0.0,1018046656.0,0.0001,960000,-273509.1875
0.9918799996376038,1709,12124,34.94,-135441.06788617,567,-16.92795181274414,0.0,142593120.0,0.0001,970000,-27971.724609375
0.9918532371520996,1709,12249,36.12,-136096.62707746,573,-16.927894592285156,0.0,1143641600.0,0.0001,980000,-358669.21875
0.991572380065918,1709,12374,36.98,-134388.50896619997,579,-16.92460823059082,0.0,1845308160.0,0.0001,990000,-522468.1875
0.9918356537818909,1708,12499,36.24,-133878.25807229997,585,-16.92725944519043,0.0,219386368.0,0.0001,1000000,-157386.484375
