rollout/ep_rew_mean,train/entropy_loss,train/value_loss,train/std,time/time_elapsed,rollout/ep_len_mean,train/learning_rate,train/explained_variance,time/fps,time/total_timesteps,train/n_updates,train/policy_loss
-114932.53591556998,-8.424434661865234,9393030.0,0.9854784607887268,171,96.63,0.0001,0.0,3378,580000,7249,-3339.260986328125
-146966.17032667997,-8.42179012298584,62467560.0,0.9849657416343689,174,113.82,0.0001,-1.1920928955078125e-07,3377,590000,7374,-19978.845703125
-129736.96217641,-8.424567222595215,14922253.0,0.9853248000144958,177,103.84,0.0001,0.0,3376,600000,7499,-9872.8701171875
-132667.26469308,-8.42337703704834,17057446.0,0.9852171540260315,180,97.15,0.0001,0.0,3375,610000,7624,-2535.75439453125
-118562.41147970999,-8.422226905822754,56869996.0,0.9849939942359924,183,99.45,0.0001,5.960464477539063e-08,3375,620000,7749,-44265.83984375
-119803.59378956999,-8.419587135314941,105127200.0,0.9846086502075195,186,93.2,0.0001,0.0,3374,630000,7874,-59842.65625
-122225.84474402,-8.421185493469238,321547552.0,0.9849212765693665,189,94.41,0.0001,0.0,3373,640000,7999,-40389.79296875
-121945.87197151998,-8.420061111450195,18208224.0,0.9847144484519958,192,85.97,0.0001,0.0,3371,650000,8124,-20684.13671875
-124113.36982644003,-8.418752670288086,40027832.0,0.9845011234283447,195,86.09,0.0001,0.0,3370,660000,8249,-40336.54296875
-125613.45582765,-8.413147926330566,28279924.0,0.983576238155365,198,88.32,0.0001,1.1920928955078125e-07,3369,670000,8374,-23155.30859375
-117973.46155935999,-8.413496971130371,536827488.0,0.9836427569389343,201,93.09,0.0001,5.960464477539063e-08,3368,680000,8499,-79678.890625
-116527.18150247999,-8.41312313079834,57617352.0,0.9835777282714844,204,84.98,0.0001,-1.1920928955078125e-07,3367,690000,8624,-45694.60546875
-112004.91926043999,-8.413825035095215,923190912.0,0.9836819171905518,207,78.98,0.0001,0.0,3366,700000,8749,-122406.703125
-100386.67876383002,-8.41367244720459,933783424.0,0.9835689067840576,210,74.33,0.0001,-1.1920928955078125e-07,3364,710000,8874,-100307.921875
-111936.17341214,-8.408685684204102,314649152.0,0.9829022288322449,214,101.13,0.0001,0.0,3364,720000,8999,-34628.5703125
-108743.04794149999,-8.40676212310791,19458780.0,0.9825016856193542,217,96.55,0.0001,0.0,3362,730000,9124,-22154.9609375
-104743.38155728002,-8.403003692626953,21627158.0,0.9818811416625977,220,103.67,0.0001,0.0,3362,740000,9249,-21976.001953125
-100598.24350695999,-8.401459693908691,17337534.0,0.9816671013832092,223,102.41,0.0001,1.1920928955078125e-07,3361,750000,9374,-22730.802734375
-107971.12877057999,-8.396677017211914,23023148.0,0.9808452725410461,226,90.99,0.0001,0.0,3360,760000,9499,-22032.24609375
-110038.01612871,-8.392327308654785,568428288.0,0.980161726474762,229,87.78,0.0001,1.7881393432617188e-07,3359,770000,9624,-62474.13671875
-96043.62882131,-8.392966270446777,1687006720.0,0.9802818298339844,232,92.79,0.0001,0.0,3358,780000,9749,-220406.875
-88628.67033826999,-8.387969017028809,432635072.0,0.979472815990448,235,86.81,0.0001,0.0,3357,790000,9874,-38999.41796875
-91548.40394061999,-8.385025024414062,1130371072.0,0.9790136814117432,238,87.52,0.0001,0.0,3355,800000,9999,-173734.65625
-81824.81463488999,-8.383228302001953,363528416.0,0.9787611961364746,241,96.5,0.0001,0.0,3354,810000,10124,-22525.6328125
-103130.57369091999,-8.381988525390625,452723296.0,0.9785785675048828,244,85.31,0.0001,0.0,3353,820000,10249,-36231.9453125
-101240.63051128,-8.378710746765137,42890776.0,0.9780035614967346,247,98.2,0.0001,0.0,3352,830000,10374,-16618.51171875
-90699.6949697,-8.377979278564453,26055750.0,0.9778644442558289,250,87.46,0.0001,0.0,3351,840000,10499,-17857.955078125
-109506.93239265999,-8.377617835998535,798413632.0,0.9777490496635437,253,101.3,0.0001,5.960464477539063e-08,3349,850000,10624,-69268.7421875
-96837.45955144,-8.375835418701172,541222784.0,0.9774507880210876,256,105.07,0.0001,0.0,3348,860000,10749,-110016.1484375
-97057.43032949998,-8.37368106842041,402821440.0,0.977236270904541,259,119.44,0.0001,-1.1920928955078125e-07,3348,870000,10874,-53152.0390625
-81098.76412750999,-8.37504768371582,13859304.0,0.9774153828620911,262,92.72,0.0001,-1.1920928955078125e-07,3347,880000,10999,-14033.8720703125
-81489.39448068,-8.377325057983398,495862080.0,0.9777780175209045,265,92.21,0.0001,0.0,3346,890000,11124,47431.640625
-63147.999673110004,-8.37282657623291,404066368.0,0.9771308898925781,269,84.03,0.0001,0.0,3345,900000,11249,-52924.7265625
-44218.38180787999,-8.365514755249023,855830464.0,0.9758545756340027,272,83.63,0.0001,0.0,3343,910000,11374,8174.984375
-78710.65772157999,-8.357137680053711,93089736.0,0.9744723439216614,275,97.92,0.0001,0.0,3343,920000,11499,-54661.3984375
-49762.90136279,-8.35201358795166,494720832.0,0.9736142158508301,278,98.05,0.0001,5.960464477539063e-08,3342,930000,11624,-81586.890625
-51619.02944049,-8.346746444702148,15611955.0,0.9728500247001648,281,95.38,0.0001,-2.384185791015625e-07,3341,940000,11749,-5440.72216796875
-63786.96544566001,-8.342438697814941,37598860.0,0.9721607565879822,284,99.21,0.0001,1.1920928955078125e-07,3340,950000,11874,-36843.8671875
-77069.32670836,-8.337531089782715,507090944.0,0.971405565738678,287,102.91,0.0001,5.960464477539063e-08,3340,960000,11999,-56497.69921875
-77252.80796983,-8.33181095123291,14863602.0,0.970494270324707,290,84.79,0.0001,0.0,3339,970000,12124,-11672.3330078125
-84324.95867152001,-8.325726509094238,5577408.5,0.9694029688835144,293,116.54,0.0001,1.1920928955078125e-07,3339,980000,12249,5860.53369140625
-73731.13756137001,-8.323223114013672,14915488.0,0.9690737128257751,296,112.32,0.0001,0.0,3338,990000,12374,20135.326171875
-57692.909368279994,-8.324237823486328,594746880.0,0.9692698121070862,299,110.86,0.0001,0.0,3336,1000000,12499,-96017.734375
