train/ent_coef_loss,time/episodes,rollout/ep_len_mean,train/learning_rate,time/total_timesteps,train/ent_coef,time/fps,train/actor_loss,time/time_elapsed,train/critic_loss,train/n_updates,rollout/ep_rew_mean
-2.0180983543395996,23852,11.95,0.0003,660000,223.0425262451172,121,1541095.0,5453,33705.6875,164974,-358610.1721186
-1.8062760829925537,24091,53.59,0.0003,670000,240.06295776367188,120,1340615.5,5537,26955.779296875,167474,-1489616.1229031398
2.341864585876465,24117,142.49,0.0003,680000,233.39794921875,120,1133406.125,5621,43199.21484375,169974,-5163913.14157837
-0.8738550543785095,24180,229.91,0.0003,690000,228.68246459960938,120,974172.0,5705,30248.708984375,172474,-8927013.513526091
5.22427225112915,24610,15.41,0.0003,700000,246.320556640625,120,905036.625,5788,35453.27734375,174974,-393022.6855997001
-0.1843973696231842,25008,38.79,0.0003,710000,251.14010620117188,120,781549.5625,5872,38687.33984375,177474,-1324772.5402981502
4.1222076416015625,25548,14.98,0.0003,720000,272.8114318847656,120,676822.1875,5954,40364.375,179974,-340524.87445005996
2.5702383518218994,26201,15.34,0.0003,730000,242.4580078125,120,655150.5625,6037,47013.66796875,182474,-354108.25756031
-0.520080029964447,26859,19.04,0.0003,740000,254.43292236328125,120,721086.1875,6121,57609.4609375,184974,-495125.14510268
0.8423587083816528,27388,16.88,0.0003,750000,282.42730712890625,120,770514.5,6205,73196.2890625,187474,-364914.362799
-3.6623382568359375,28121,12.15,0.0003,760000,348.36956787109375,120,899486.8125,6287,85648.6953125,189974,-277432.13906234
-1.3596677780151367,28832,15.99,0.0003,770000,393.91729736328125,120,944711.5,6370,98427.96875,192474,-423377.2371095999
-2.2583091259002686,29417,15.1,0.0003,780000,422.54931640625,120,912948.875,6452,101895.9765625,194974,-422555.4833105999
-0.46218258142471313,30039,17.27,0.0003,790000,446.04400634765625,120,930508.0,6535,107195.140625,197474,-491638.64213934
1.850621223449707,30540,18.42,0.0003,800000,478.3186340332031,120,916393.375,6619,104178.6484375,199974,-558781.3222868901
6.555577278137207,31164,13.26,0.0003,810000,479.5031433105469,120,832258.625,6701,95801.3515625,202474,-348627.63618777
1.0630534887313843,31747,14.32,0.0003,820000,457.7818908691406,120,917843.4375,6784,95329.4921875,204974,-395577.69463621
2.8513894081115723,32291,34.39,0.0003,830000,453.0038146972656,120,958357.1875,6865,94105.625,207474,-1293381.7739519703
0.27539944648742676,32911,13.76,0.0003,840000,434.1170349121094,120,974123.6875,6946,89927.0,209974,-394071.35089121014
-1.4163528680801392,33364,31.08,0.0003,850000,437.3543701171875,120,969052.125,7027,81752.7265625,212474,-1047963.5779072
3.476447105407715,33863,14.27,0.0003,860000,397.70086669921875,120,965002.375,7108,67974.9140625,214974,-517627.04787267
4.760941505432129,34171,54.82,0.0003,870000,371.4389953613281,121,1005020.875,7189,83776.4375,217474,-2322863.4288872797
0.5614763498306274,34413,46.22,0.0003,880000,378.6226806640625,121,1099056.375,7270,79633.8671875,219974,-1669424.5184876698
0.9261163473129272,34823,20.82,0.0003,890000,391.7250061035156,121,1137417.125,7351,92605.6484375,222474,-637053.10160344
-0.9572858810424805,35454,14.61,0.0003,900000,404.5541687011719,121,1185723.625,7433,112264.1484375,224974,-423757.46386363
-0.787440299987793,36164,12.42,0.0003,910000,445.80755615234375,121,1181424.25,7515,128771.0625,227474,-359326.64781736
1.5186963081359863,37484,5.13,0.0003,920000,505.9146423339844,121,1104395.375,7598,139000.796875,229974,-175833.56636973002
-2.7560925483703613,38807,11.49,0.0003,930000,540.2351684570312,121,1063815.25,7681,133724.375,232474,-306265.13127489
-1.8806111812591553,39625,13.48,0.0003,940000,525.6489868164062,121,917040.75,7765,138304.5,234974,-353467.80508835
0.7693264484405518,39900,25.21,0.0003,950000,480.3507995605469,121,810438.8125,7849,128066.0859375,237474,-710726.6977182202
0.9511309266090393,40312,20.19,0.0003,960000,464.6260986328125,121,770606.5,7932,120719.078125,239974,-535854.5651421599
3.406402349472046,40910,10.55,0.0003,970000,433.1181640625,121,760837.5,8016,109804.5703125,242474,-269059.27479197
-4.588082313537598,42583,4.15,0.0003,980000,416.3338623046875,120,747958.0625,8100,99010.046875,244974,-162877.25678511
-0.0062094926834106445,44979,4.0,0.0003,990000,428.5924072265625,120,700046.1875,8184,106144.6015625,247474,-159712.31463948003
4.067135810852051,47391,4.19,0.0003,1000000,427.58685302734375,120,704419.9375,8268,88304.7265625,249974,-164277.15791269
