train/std,train/policy_gradient_loss,rollout/ep_rew_mean,train/learning_rate,train/value_loss,train/clip_fraction,time/fps,train/entropy_loss,train/approx_kl,rollout/ep_len_mean,time/total_timesteps,train/loss,train/n_updates,train/explained_variance,train/clip_range,time/time_elapsed
1.2913737297058105,-0.00569769795256434,-236686.12349238002,0.0017,1198339027.5,0.03924560546875,1399,-15.01594844982028,0.006311655,100.18,170000,413921120.0,200,-1.1920928955078125e-07,0.2,121
1.3100565671920776,-0.0036952973689039935,-238918.35681756,0.0017,1101557644.8,0.03179931640625,1403,-15.138419116288423,0.0054745497,109.73,180000,548062976.0,210,0.0,0.2,128
1.3543628454208374,-0.0046814194753096675,-249906.38681035995,0.0017,1013687966.725,0.0366455078125,1375,-15.420983196049928,0.0065876986,113.75,190000,511149888.0,230,0.0,0.2,138
1.376900315284729,-0.005491789334337227,-253153.11303867,0.0017,1068196865.825,0.040087890625,1381,-15.571894657611846,0.0064406926,119.47,200000,377608416.0,240,0.0,0.2,144
1.397628664970398,-0.0037922874915238937,-239665.36707869,0.0017,1013608316.175,0.03172607421875,1387,-15.713013434410096,0.0056410213,108.47,210000,404497696.0,250,-1.1920928955078125e-07,0.2,151
1.417076587677002,-0.004454247837566072,-231251.7073546,0.0017,1054194217.85,0.03282470703125,1387,-15.839966825395823,0.0054745204,106.25,220000,488835968.0,260,0.0,0.2,158
1.4633762836456299,-0.005336769898895,-216917.70160238002,0.0017,1001955782.875,0.04136962890625,1348,-16.12286227941513,0.0063717198,101.76,230000,328261888.0,280,0.0,0.2,170
1.488439917564392,-0.004374990085489116,-226823.7019292201,0.0017,896160613.9,0.038427734375,1341,-16.26958384811878,0.006355224,113.36,240000,304209920.0,290,0.0,0.2,178
1.509976863861084,-0.00395175127141556,-222825.37561882997,0.0017,1027889101.0,0.03369140625,1333,-16.4071670666337,0.00558943,100.79,250000,422379968.0,300,5.960464477539063e-08,0.2,187
1.5385844707489014,-0.004092358212710678,-222120.55830645,0.0017,982407738.775,0.03873291015625,1324,-16.556478817760944,0.0064199585,109.72,260000,270741536.0,310,0.0,0.2,196
1.5628268718719482,-0.003549198305881873,-234017.33093482998,0.0017,960728147.325,0.03978271484375,1317,-16.70866829007864,0.005814437,112.43,270000,600460544.0,320,-1.1920928955078125e-07,0.2,204
1.6146643161773682,-0.00494034297826147,-220655.93664263998,0.0017,992295205.55,0.052978515625,1286,-17.004900120198727,0.007594933,104.0,280000,532655360.0,340,0.0,0.2,217
1.6507691144943237,-0.006522641778428806,-240709.86419028003,0.0017,786796730.025,0.062353515625,1284,-17.17679895311594,0.009201809,120.27,290000,447351168.0,350,0.0,0.2,225
1.6750245094299316,-0.004384468998796365,-224128.80785435,0.0017,1019097216.825,0.04674072265625,1281,-17.334842458367348,0.00690174,102.38,300000,323524000.0,360,0.0,0.2,234
1.7082905769348145,-0.005148563578040921,-232913.19919085,0.0017,934384513.375,0.055419921875,1278,-17.49000516086817,0.0075079743,110.15,310000,458660832.0,370,-1.1920928955078125e-07,0.2,242
1.768618106842041,-0.004003695367828186,-235727.28437208003,0.0017,982506122.75,0.0435302734375,1256,-17.805794627964495,0.0068068737,108.78,320000,832673536.0,390,1.1920928955078125e-07,0.2,254
1.7980611324310303,-0.004788568997355469,-205411.48693293,0.0017,961398043.275,0.05245361328125,1254,-17.957362718880177,0.0076999366,96.84,330000,457335360.0,400,-1.1920928955078125e-07,0.2,262
1.8306857347488403,-0.005223579310950299,-224203.16556347001,0.0017,945708489.25,0.0502685546875,1253,-18.115783834457396,0.0073222574,106.26,340000,461251264.0,410,0.0,0.2,271
1.8693678379058838,-0.00413513134499226,-226061.01808810997,0.0017,881014416.85,0.04893798828125,1253,-18.291530410945416,0.0072793122,108.75,350000,417786912.0,420,0.0,0.2,279
1.90427565574646,-0.002170927421138913,-214360.61683092,0.0017,972158843.85,0.03699951171875,1252,-18.46466730982065,0.0058415597,104.18,360000,633396864.0,430,5.960464477539063e-08,0.2,287
1.9794014692306519,-0.0037413718371681172,-220856.52296163997,0.0017,916162177.075,0.04468994140625,1234,-18.802159385383128,0.0074177086,111.28,370000,346528896.0,450,0.0,0.2,299
2.0131595134735107,-0.004605750589325908,-236524.54801609003,0.0017,860202856.3,0.04703369140625,1233,-18.96405996531248,0.0071768104,113.86,380000,597109376.0,460,0.0,0.2,307
2.051222085952759,-0.0033824704853032015,-215579.4639457,0.0017,845177000.225,0.03834228515625,1233,-19.1221980124712,0.006065513,108.08,390000,519777216.0,470,5.960464477539063e-08,0.2,316
2.09037184715271,-0.003586145391818718,-233363.26107549,0.0017,856160753.9,0.04300537109375,1231,-19.29132392257452,0.0071931733,117.94,400000,409537440.0,480,0.0,0.2,324
2.1714494228363037,-0.003334766090119956,-251270.39124484002,0.0017,844197129.5,0.04786376953125,1215,-19.634205450117587,0.0069759665,127.15,410000,479444896.0,500,0.0,0.2,337
2.2049784660339355,-0.004088489782498072,-245070.72873035996,0.0017,834899881.775,0.03729248046875,1214,-19.78318042010069,0.006207192,115.54,420000,313000000.0,510,0.0,0.2,345
2.2494919300079346,-0.0027599194787399028,-218666.77659444002,0.0017,862662923.525,0.04168701171875,1214,-19.94198252260685,0.0071499594,106.39,430000,425480320.0,520,5.960464477539063e-08,0.2,354
2.2965426445007324,-0.004227713208638306,-228578.98589505997,0.0017,896299086.275,0.05916748046875,1213,-20.124056780338286,0.0074457275,114.7,440000,499785856.0,530,0.0,0.2,362
