time/total_timesteps,time/time_elapsed,train/n_updates,train/actor_loss,train/ent_coef,train/ent_coef_loss,rollout/ep_rew_mean,time/episodes,train/critic_loss,train/learning_rate,time/fps,rollout/ep_len_mean,eval/mean_ep_length,eval/mean_reward
20080,76,2497,562.0336303710938,1.131806492805481,0.18806007504463196,-14443.452173412497,80,5115.72900390625,0.001,261,234.5125,,
20920,79,2602,679.1707763671875,1.1198148727416992,0.12861257791519165,-13996.57636738095,84,1880.152099609375,0.001,263,235.17857142857142,,
21480,81,2672,642.282958984375,1.1110025644302368,0.18647247552871704,-13425.58669803409,88,3693.790283203125,0.001,265,226.3068181818182,,
22176,83,2759,684.344482421875,1.0947773456573486,0.21600298583507538,-12938.659033858696,92,1611.701904296875,0.001,266,219.97826086956522,,
22744,84,2830,687.1483154296875,1.0794110298156738,0.1543588638305664,-12678.893075812499,96,2082.200439453125,0.001,267,223.38541666666666,,
23304,86,2900,648.0789794921875,1.0657888650894165,0.11882138252258301,-12393.52611767,100,2058.370361328125,0.001,268,224.02,,
23488,87,2923,718.1527099609375,1.0613903999328613,0.12143158912658691,-12483.38777062,104,2948.806396484375,0.001,269,228.27,,
24816,91,3089,623.40087890625,1.027227520942688,0.053772833198308945,-12376.25272202,108,5529.20751953125,0.001,271,230.32,,
25496,93,3174,647.4564208984375,1.0123119354248047,0.025771930813789368,-12039.812672310001,112,1658.557861328125,0.001,272,233.7,,
26616,97,3314,760.1697998046875,0.9811316132545471,-0.040606480091810226,-11611.81001946,116,1925.9581298828125,0.001,274,236.27,,
27496,99,3424,703.015869140625,0.9558192491531372,-0.12089934945106506,-10020.942725500001,120,1691.94921875,0.001,275,230.04,,
27920,101,3477,748.5409545898438,0.9426076412200928,-0.16334262490272522,-9022.41378157,124,2889.98486328125,0.001,275,230.14,,
28208,102,3513,788.3668823242188,0.9335041046142578,-0.17706897854804993,-8786.608611059999,128,4610.861328125,0.001,275,227.29,,
28368,102,3533,848.5172119140625,0.9284363389015198,-0.1905633807182312,-8163.1239864300005,132,1475.58837890625,0.001,275,223.81,,
28480,103,3547,740.24462890625,0.924931526184082,-0.2003842443227768,-7965.80694567,136,1395.1231689453125,0.001,275,220.81,,
29336,106,3654,721.1563720703125,0.8984440565109253,-0.2998148202896118,-7831.2788070299985,140,2459.2822265625,0.001,276,220.7,,
30000,108,3737,668.8654174804688,0.8760640025138855,-0.45470091700553894,-7382.388957179999,142,2381.357421875,0.001,277,217.33,,
30000,,,,,,,,,,,,732.0,-8970.6344478
30064,116,3745,714.6700439453125,0.8736357092857361,-0.45007938146591187,-7190.03715168,144,1341.4549560546875,0.001,258,219.13,,
30960,119,3857,716.0279541015625,0.8436595797538757,-0.4417398273944855,-7195.871232070001,148,1125.718505859375,0.001,260,217.18,,
31952,122,3981,801.22607421875,0.8129526376724243,-0.6037142276763916,-7017.212033599999,152,1372.790283203125,0.001,261,216.78,,
32392,123,4036,785.4578857421875,0.7989405989646912,-0.6249759197235107,-6509.9828210099995,156,1169.03662109375,0.001,262,204.0,,
32952,125,4106,812.6002807617188,0.7830110192298889,-0.7606674432754517,-5963.96447213,160,972.9217529296875,0.001,263,194.93,,
33440,126,4167,806.8995361328125,0.769120454788208,-0.9690019488334656,-5326.8033201299995,164,987.8133544921875,0.001,263,177.9,,
33856,128,4219,729.0032958984375,0.7567254304885864,-0.9166374206542969,-4960.087817830001,168,2078.3984375,0.001,264,166.52,,
34320,129,4277,766.150390625,0.7443895936012268,-0.786115288734436,-4587.89398783,172,1409.224853515625,0.001,264,161.32,,
35072,132,4371,843.1541748046875,0.7251937985420227,-0.7888479828834534,-4284.61522126,176,2974.55908203125,0.001,265,156.89,,
36016,135,4489,793.1412963867188,0.702851414680481,-1.0166466236114502,-3962.64108067,180,1450.4599609375,0.001,265,156.68,,
36744,138,4580,748.0852661132812,0.6833028793334961,-1.2117571830749512,-3843.5035128100003,184,1743.8577880859375,0.001,265,150.9,,
37784,141,4710,810.764404296875,0.6550113558769226,-1.1300221681594849,-4019.4385085699996,188,1229.351806640625,0.001,266,161.36,,
38296,143,4774,801.0653076171875,0.6408631205558777,-1.6295509338378906,-4031.9652313000006,192,767.558349609375,0.001,267,163.87,,
38712,144,4826,798.0626220703125,0.6302461624145508,-1.2971469163894653,-3834.7104955699997,196,980.18212890625,0.001,267,155.83,,
39048,145,4868,787.1185302734375,0.6215400695800781,-1.5454288721084595,-3711.62910977,200,1209.607666015625,0.001,267,151.78,,
39504,147,4925,765.6427612304688,0.6101098656654358,-1.5342684984207153,-3670.8572699499996,204,1156.671630859375,0.001,268,153.83,,
40000,148,4987,782.501708984375,0.5976348519325256,-1.4250426292419434,-3676.399049390001,207,913.4097900390625,0.001,268,154.14,,
40000,,,,,,,,,,,,304.6,-3483.9357476000005
40088,152,4998,804.3409423828125,0.5959373712539673,-1.3453649282455444,-3635.9398276800002,208,767.740234375,0.001,263,152.25,,
40472,153,5046,767.131103515625,0.5871707797050476,-1.347171664237976,-3600.5350950900006,212,812.8209228515625,0.001,263,149.53,,
40992,155,5111,780.562255859375,0.5762577652931213,-1.284135341644287,-3542.772411879999,216,996.65625,0.001,264,145.24,,
42024,158,5240,763.7459106445312,0.556080162525177,-1.816413164138794,-3376.4529246499997,220,1122.232666015625,0.001,265,152.54,,
43544,163,5430,768.9537353515625,0.5245693922042847,-1.8541147708892822,-3274.1570584399997,224,907.9303588867188,0.001,267,146.86,,
44328,165,5528,767.18212890625,0.5097414255142212,-1.2429962158203125,-3282.0463002599995,228,704.5386962890625,0.001,267,147.92,,
45160,168,5632,752.6224975585938,0.4952203929424286,-2.036862850189209,-3399.49326896,232,833.599853515625,0.001,268,155.83,,
45664,169,5695,740.2724609375,0.48650792241096497,-2.029919147491455,-3463.73771034,236,633.21484375,0.001,268,163.74,,
46640,173,5817,770.490966796875,0.4701062738895416,-2.1115474700927734,-3482.86854159,240,511.16754150390625,0.001,269,169.37,,
47256,175,5894,783.6292724609375,0.4598493278026581,-1.935145616531372,-3394.82479935,244,627.3353271484375,0.001,269,163.99,,
47680,176,5947,744.779052734375,0.4530671536922455,-1.449104905128479,-3293.6365442600004,248,848.9696044921875,0.001,269,166.5,,
48688,180,6073,720.0462036132812,0.4391322135925293,-1.971998929977417,-3087.6953018100007,252,521.8471069335938,0.001,270,166.04,,
49728,183,6203,741.0223388671875,0.4244362413883209,-1.700270414352417,-3118.07158398,256,1086.22509765625,0.001,270,172.66,,
50000,184,6237,702.6417846679688,0.4211174249649048,-1.4915488958358765,-3124.4773036600004,257,1308.03125,0.001,271,173.43,,
50000,,,,,,,,,,,,673.2,-7239.1690836
50264,191,6270,704.7684326171875,0.4180310070514679,-1.7946720123291016,-2970.67042816,260,1840.750244140625,0.001,262,170.71,,
51240,194,6392,697.4105224609375,0.4061780869960785,-1.696209192276001,-2895.7074881199997,264,1280.453857421875,0.001,263,170.76,,
53272,201,6646,681.0113525390625,0.3843279480934143,-1.1624077558517456,-3076.7697245299996,268,665.5374145507812,0.001,264,186.74,,
54024,203,6740,662.544189453125,0.3777715861797333,-1.6729450225830078,-3121.60440416,272,806.1884155273438,0.001,264,190.53,,
54808,206,6838,653.8331298828125,0.3704466223716736,-1.6153311729431152,-3279.5803349899998,276,688.247802734375,0.001,265,207.86,,
55272,208,6896,649.7156982421875,0.36643725633621216,-1.3710688352584839,-3147.93722412,280,522.8949584960938,0.001,265,201.33,,
55960,210,6982,635.3970947265625,0.36004310846328735,-1.9057235717773438,-3137.62539419,284,1050.561279296875,0.001,265,201.27,,
56504,212,7050,645.8309326171875,0.3548855781555176,-1.6497015953063965,-2970.0974328400002,288,498.08477783203125,0.001,266,193.55,,
57032,214,7116,632.8216552734375,0.3494121730327606,-2.6974899768829346,-2929.9286595500002,292,1349.101318359375,0.001,266,190.28,,
57344,215,7155,658.2670288085938,0.34598204493522644,-3.186859130859375,-2922.1112702799996,296,434.676513671875,0.001,266,189.69,,
58152,217,7256,674.9962158203125,0.336561918258667,-1.7743560075759888,-2968.45910904,300,618.9900512695312,0.001,267,191.28,,
58688,219,7323,668.2900390625,0.33219727873802185,-1.5221199989318848,-2986.50966705,304,1401.7109375,0.001,267,193.31,,
59656,222,7444,651.9930419921875,0.32461121678352356,-2.136789083480835,-3016.5672959,308,725.1610717773438,0.001,267,195.32,,
60000,223,7487,646.09228515625,0.32184073328971863,-1.5853382349014282,-3016.5672959,308,674.902587890625,0.001,268,195.32,,
60000,,,,,,,,,,,,807.2,-9021.239376599999
60960,235,7607,613.2056884765625,0.31630438566207886,-1.3200750350952148,-3005.19867002,312,542.8845825195312,0.001,259,197.76,,
62024,238,7740,612.1356201171875,0.30976560711860657,-1.878884196281433,-3029.94285393,316,1720.2222900390625,0.001,259,201.64,,
63120,242,7877,626.5745849609375,0.30192291736602783,-1.3604021072387695,-3005.2995181399997,320,768.0283203125,0.001,260,201.52,,
63712,244,7951,624.869384765625,0.2986120283603668,-1.5891270637512207,-3273.6007045799993,324,1446.3084716796875,0.001,260,204.12,,
63936,245,7979,640.7372436523438,0.297574520111084,-1.4406161308288574,-3360.3644922699987,328,2043.497314453125,0.001,260,208.25,,
64432,246,8041,642.3338623046875,0.29530128836631775,-1.4844176769256592,-3221.7908325099997,332,730.0096435546875,0.001,261,197.6,,
65496,250,8174,667.5995483398438,0.2907699644565582,-0.19155219197273254,-3238.32510014,336,1573.491943359375,0.001,261,198.34,,
67688,257,8448,604.70263671875,0.2842552661895752,-1.5310193300247192,-3262.47764459,340,1045.1539306640625,0.001,262,195.55,,
68328,259,8528,616.0965576171875,0.2807318866252899,-0.8833626508712769,-3326.5455697099997,344,468.992919921875,0.001,263,203.68,,
68920,261,8602,624.2059326171875,0.2786877155303955,-0.6633210182189941,-3337.42583061,348,1461.417236328125,0.001,263,204.04,,
69464,263,8670,622.7215576171875,0.2766628861427307,-1.036926507949829,-3345.66465424,352,2189.9775390625,0.001,263,204.72,,
70000,265,8737,598.40625,0.2746386229991913,-1.3559439182281494,-3295.8333502999994,353,546.9549560546875,0.001,264,200.52,,
70000,,,,,,,,,,,,307.6,-3328.2187984
70384,269,8785,620.9285888671875,0.27329230308532715,-1.1722705364227295,-3364.0815788,356,434.4604797363281,0.001,261,210.84,,
71264,272,8895,607.4046630859375,0.2712220251560211,-0.5411038398742676,-3324.9390773099994,360,1451.572509765625,0.001,261,208.6,,
73720,281,9202,578.7632446289062,0.26216110587120056,-1.1639494895935059,-3383.868864939999,364,496.8307800292969,0.001,261,219.39,,
76072,289,9496,577.9680786132812,0.25386667251586914,-0.5305268168449402,-3344.4868379499994,368,1564.799072265625,0.001,262,219.24,,
77736,294,9704,545.4002075195312,0.252247154712677,-1.2325435876846313,-3315.29532411,372,733.255859375,0.001,263,222.32,,
80000,301,9987,557.4488525390625,0.2472001314163208,-1.0896780490875244,-3342.3388900100003,374,2489.478515625,0.001,264,232.67,,
80000,,,,,,,,,,,,619.6,-6326.092646
80776,310,10084,545.9572143554688,0.24560758471488953,0.3608352541923523,-3396.87297717,376,1027.54052734375,0.001,260,239.05,,
81104,311,10125,519.9158935546875,0.24541419744491577,-0.08026868104934692,-3474.6696555900003,380,2527.336181640625,0.001,260,245.93,,
82120,315,10252,573.400390625,0.24595700204372406,0.33087313175201416,-3582.4132065999997,384,520.5506591796875,0.001,260,255.4,,
82544,316,10305,497.89208984375,0.24599477648735046,-0.4581185281276703,-3593.8415599299997,388,1245.8978271484375,0.001,260,258.02,,
84816,324,10589,499.3677062988281,0.24666306376457214,-0.11156075447797775,-3645.31238328,392,1366.453369140625,0.001,261,268.34,,
86536,330,10804,485.28985595703125,0.24375244975090027,-0.6937434673309326,-3667.6348215999997,396,631.6576538085938,0.001,261,269.54,,
88600,336,11062,476.2049560546875,0.24204987287521362,-0.5826476812362671,-3650.9294679,400,569.148681640625,0.001,262,279.89,,
88792,337,11086,498.3489990234375,0.24182502925395966,-0.3774074912071228,-3726.93611402,404,1772.163818359375,0.001,263,293.28,,
89824,341,11215,478.62054443359375,0.24159306287765503,0.0716499462723732,-3674.2057682699997,408,486.7292785644531,0.001,263,290.18,,
90000,341,11237,483.8553161621094,0.2416517436504364,-0.2408563494682312,-3671.40149892,409,4100.54296875,0.001,263,290.14,,
90000,,,,,,,,,,,,607.2,-5118.8430494
90816,350,11339,444.9322509765625,0.24209368228912354,-0.41763585805892944,-3750.24201717,412,1847.47998046875,0.001,259,302.5,,
91720,353,11452,463.80987548828125,0.23905673623085022,-0.3651466965675354,-3734.704080639999,416,1206.563720703125,0.001,259,303.05,,
92936,357,11604,450.19451904296875,0.23662693798542023,-0.7372994422912598,-3631.7248849699995,420,721.9649047851562,0.001,259,291.03,,
93840,360,11717,453.09027099609375,0.23497161269187927,0.5302505493164062,-3449.9130518599995,424,1614.6094970703125,0.001,259,294.23,,
95656,366,11944,445.289794921875,0.2399836629629135,1.0716015100479126,-3498.95589066,428,1958.109619140625,0.001,260,309.41,,
96856,370,12094,440.3975830078125,0.24320025742053986,-1.3752933740615845,-3536.81673591,432,575.8369140625,0.001,261,313.12,,
98904,377,12350,422.6861572265625,0.23717591166496277,-0.025911442935466766,-3522.5534292300003,436,2283.87158203125,0.001,262,317.25,,
99752,379,12456,406.75927734375,0.23744234442710876,0.9737369418144226,-3581.0641554300005,440,1608.363525390625,0.001,262,330.01,,
100000,380,12487,405.16217041015625,0.23854149878025055,0.5990331172943115,-3572.81554049,441,2054.833984375,0.001,262,329.39,,
100000,,,,,,,,,,,,345.8,-4452.260118
100816,412,12589,403.104736328125,0.24189473688602448,-0.6113802194595337,-3632.09808575,444,860.8729248046875,0.001,244,330.66,,
101552,414,12681,408.9358215332031,0.24176457524299622,0.006060659885406494,-3604.3713890500007,448,3899.70263671875,0.001,244,327.62,,
107944,435,13480,398.98028564453125,0.24954189360141754,-0.5170393586158752,-3744.53607845,452,1311.5377197265625,0.001,248,351.62,,
109096,438,13624,393.615478515625,0.24642613530158997,-0.3993743658065796,-3782.23251077,456,506.4356384277344,0.001,248,357.53,,
109560,440,13682,377.73907470703125,0.24524842202663422,0.05975306034088135,-3907.6831519299994,460,1256.969970703125,0.001,248,383.91,,
110000,442,13737,403.4102478027344,0.24544040858745575,0.5951364040374756,-3907.6831519299994,460,1152.052734375,0.001,248,383.91,,
110000,,,,,,,,,,,,252.8,-2249.7382488000003
111192,448,13886,371.6747741699219,0.24699780344963074,0.3022305965423584,-3891.83026378,464,2375.38525390625,0.001,247,385.43,,
111472,449,13921,381.892822265625,0.24724340438842773,0.48675456643104553,-3776.5327362299995,468,773.1265869140625,0.001,247,374.95,,
112152,451,14006,384.75970458984375,0.2473730891942978,-0.22595182061195374,-3709.10827877,472,881.7772216796875,0.001,248,364.05,,
114608,460,14313,396.16351318359375,0.2387835830450058,-0.2764563262462616,-3451.8925193699997,476,774.1292724609375,0.001,249,330.28,,
117032,467,14616,392.41619873046875,0.24378298223018646,0.5180147290229797,-3406.47976556,480,4583.18505859375,0.001,250,335.15,,
118504,472,14800,385.1368408203125,0.24233943223953247,-0.2829821705818176,-3377.71627422,484,752.7757568359375,0.001,250,344.2,,
119352,475,14906,365.07763671875,0.2408766895532608,-0.7825021743774414,-3546.2922573399997,488,1072.85400390625,0.001,251,368.4,,
120000,477,14987,351.01318359375,0.23871704936027527,-0.8092502355575562,-3546.2922573399997,488,575.281005859375,0.001,251,368.4,,
120000,,,,,,,,,,,,805.2,-10509.1525916
123760,497,15457,376.544189453125,0.24704009294509888,0.5036301612854004,-3549.041508990001,492,2482.08935546875,0.001,248,367.98,,
125088,501,15623,366.11981201171875,0.24550282955169678,0.46154505014419556,-3626.77280308,496,2983.942626953125,0.001,249,385.24,,
125416,502,15664,378.5946350097656,0.24594362080097198,-0.21846352517604828,-3601.6464025,500,594.8190307617188,0.001,249,376.37,,
126624,506,15815,364.7769775390625,0.2420557290315628,-0.2813165783882141,-3596.55445788,504,768.0330810546875,0.001,250,375.67,,
127192,508,15886,386.42120361328125,0.23996242880821228,-0.8818511962890625,-3734.969552939999,508,2802.63623046875,0.001,250,391.43,,
127464,508,15920,397.70928955078125,0.2391122728586197,-0.9063587784767151,-3629.0565683500004,512,507.7440490722656,0.001,250,376.02,,
127976,510,15984,372.4226989746094,0.23715434968471527,-0.23814837634563446,-3592.2899270400003,516,533.6690673828125,0.001,250,370.06,,
130000,517,16237,380.63623046875,0.22587546706199646,-0.39637720584869385,-3587.7516023100006,518,1242.3018798828125,0.001,251,370.92,,
130000,,,,,,,,,,,,473.4,-4756.938571599999
131736,527,16454,395.32159423828125,0.21735796332359314,0.05181467533111572,-3615.2450047599996,520,589.7728271484375,0.001,249,373.22,,
133072,531,16621,368.5732727050781,0.21887026727199554,0.3937881588935852,-3488.9329392000004,524,1290.9483642578125,0.001,250,374.88,,
134784,537,16835,361.0520935058594,0.21990051865577698,0.17959648370742798,-3504.40635529,528,578.5228271484375,0.001,250,383.38,,
136232,541,17016,344.6075439453125,0.2256975769996643,-0.4985836148262024,-3587.31657361,532,1974.338623046875,0.001,251,399.8,,
137240,545,17142,349.50390625,0.2234860211610794,-0.22754240036010742,-3513.1640191899996,536,762.3875732421875,0.001,251,388.73,,
140000,554,17487,351.20428466796875,0.23104335367679596,0.39157748222351074,-3492.5734580099997,539,2198.404296875,0.001,252,382.52,,
140000,,,,,,,,,,,,822.4,-7158.0409612
140056,562,17494,348.11431884765625,0.2314891815185547,0.3199813961982727,-3474.3895818400006,540,1467.2333984375,0.001,248,390.13,,
141672,568,17696,345.55511474609375,0.23591740429401398,0.06295275688171387,-3436.5680673,544,4764.0234375,0.001,249,400.85,,
144280,576,18022,355.2885437011719,0.2311326414346695,-1.0851939916610718,-3472.8414203699995,548,612.65576171875,0.001,250,408.52,,
145064,578,18120,370.7116394042969,0.22454747557640076,-0.33799099922180176,-3514.182089,552,570.720947265625,0.001,250,393.04,,
147064,585,18370,357.7384033203125,0.2171693593263626,-0.1394842565059662,-3427.2798030799995,556,966.1031494140625,0.001,251,384.74,,
147856,588,18469,400.89459228515625,0.2113124579191208,-0.7862893342971802,-3340.73038422,560,699.3799438476562,0.001,251,366.23,,
149120,592,18627,402.059326171875,0.2037251889705658,-1.3210899829864502,-3378.6047048,564,1309.18994140625,0.001,251,365.51,,
150000,595,18737,394.4397888183594,0.19903387129306793,-0.5761598348617554,-3378.6047048,564,1841.864013671875,0.001,251,365.51,,
150000,,,,,,,,,,,,506.2,-2743.869106
152712,609,19076,358.43609619140625,0.2042415291070938,0.3814931809902191,-3602.27989237,568,2457.949951171875,0.001,250,373.62,,
152992,609,19111,392.544677734375,0.20469649136066437,-0.408311128616333,-3715.23486636,572,2952.9638671875,0.001,250,398.74,,
153152,610,19131,370.8262634277344,0.20455367863178253,-0.17593732476234436,-3732.0594628899994,576,1402.206787109375,0.001,250,405.64,,
153392,611,19161,356.3670654296875,0.20442746579647064,-0.6994377374649048,-3657.25386995,580,3131.3935546875,0.001,250,389.56,,
154104,613,19250,365.6988525390625,0.2060624212026596,0.46577364206314087,-3553.11115437,584,944.0078125,0.001,251,367.89,,
154512,614,19301,379.81781005859375,0.20725607872009277,0.1221047043800354,-3363.219231760001,588,549.77734375,0.001,251,338.56,,
158080,627,19747,384.728759765625,0.20467549562454224,1.3616845607757568,-3424.05904638,592,1487.651123046875,0.001,252,357.54,,
160000,633,19987,365.1949768066406,0.21393640339374542,-1.3071813583374023,-3386.65238467,594,2480.9228515625,0.001,252,351.89,,
160000,,,,,,,,,,,,254.6,-2270.8153460000003
160184,637,20010,387.5631103515625,0.21300487220287323,-0.5987904071807861,-3435.2819155800007,596,2782.43212890625,0.001,251,356.34,,
160992,639,20111,403.6217041015625,0.20790235698223114,-0.27719539403915405,-3447.88560732,600,4422.08935546875,0.001,251,358.6,,
165120,652,20627,381.2822265625,0.21447612345218658,0.917644739151001,-3415.14246328,604,749.2361450195312,0.001,252,367.14,,
168624,664,21065,370.58489990234375,0.20169410109519958,-0.7181423902511597,-3428.7610308699996,608,4298.00390625,0.001,253,388.96,,
169624,667,21190,391.61614990234375,0.192489892244339,-0.5969822406768799,-3474.8791711000003,612,1645.6748046875,0.001,253,405.45,,
170000,669,21237,387.66436767578125,0.19060242176055908,-1.463463306427002,-3474.8791711000003,612,2828.4833984375,0.001,254,405.45,,
170000,,,,,,,,,,,,619.8,-4093.5464563999994
171656,680,21444,353.48858642578125,0.18686826527118683,0.6084562540054321,-3650.08334743,616,1233.4752197265625,0.001,252,425.12,,
172016,681,21489,358.0050964355469,0.18870817124843597,1.054970622062683,-3707.31119812,620,3721.194091796875,0.001,252,431.18,,
173848,687,21718,368.8385009765625,0.19581028819084167,-0.6290595531463623,-3696.19247106,624,636.552490234375,0.001,252,431.08,,
174568,689,21808,381.65374755859375,0.19508196413516998,-0.4828241467475891,-3525.129294210001,628,1232.0567626953125,0.001,253,402.76,,
177984,701,22235,363.7200927734375,0.19231706857681274,-0.29673102498054504,-3497.5605510300006,632,1624.3486328125,0.001,253,399.33,,
179208,705,22388,387.8348388671875,0.1954839527606964,-0.4710874855518341,-3582.1912275600002,636,2548.95703125,0.001,254,410.28,,
180000,707,22487,354.45001220703125,0.1954866498708725,-0.43279868364334106,-3563.8789893699995,639,2485.65673828125,0.001,254,408.74,,
180000,,,,,,,,,,,,809.6,-10790.5110888
180016,715,22489,374.6033935546875,0.19544516503810883,0.15290667116641998,-3570.76528399,640,549.7613525390625,0.001,251,410.01,,
183552,727,22931,351.93243408203125,0.2148837000131607,0.29635581374168396,-3636.2773317700003,644,1375.7022705078125,0.001,252,407.28,,
184168,729,23008,393.59783935546875,0.21832334995269775,0.3420698344707489,-3719.06156919,648,1244.2191162109375,0.001,252,418.11,,
186048,735,23243,334.2906188964844,0.21745619177818298,-0.5119936466217041,-3498.62072864,652,3089.365966796875,0.001,253,412.84,,
186920,738,23352,374.328125,0.21498629450798035,0.13038042187690735,-3451.91626834,656,500.28271484375,0.001,253,401.8,,
188240,742,23517,360.1077880859375,0.21294552087783813,0.05402307212352753,-3492.5233793199995,660,1918.5435791015625,0.001,253,414.94,,
190000,748,23737,403.3502197265625,0.2046891450881958,-0.052495211362838745,-3447.8549681399995,662,479.4345703125,0.001,253,417.18,,
190000,,,,,,,,,,,,32.0,-981.6417474
191552,754,23931,384.4093322753906,0.1961180865764618,-0.16682854294776917,-3486.4263358399994,664,1143.91064453125,0.001,254,424.21,,
195072,765,24371,373.96136474609375,0.18503007292747498,0.017372220754623413,-3317.1903701200004,668,426.2186279296875,0.001,254,429.12,,
196240,769,24517,399.2646484375,0.18734437227249146,0.4790191650390625,-3351.6750664600004,672,547.179931640625,0.001,255,439.78,,
197864,774,24720,390.40924072265625,0.19531553983688354,-0.12796872854232788,-3381.0214291499997,676,678.8904418945312,0.001,255,445.18,,
198352,776,24781,374.3824462890625,0.1942046880722046,-0.0817248672246933,-3393.22941541,680,2427.7861328125,0.001,255,446.27,,
198720,777,24827,406.57720947265625,0.1947048157453537,0.04682546854019165,-3385.75152359,684,1258.032958984375,0.001,255,446.48,,
199032,778,24866,380.1300048828125,0.19451279938220978,-0.21877911686897278,-3408.5624906499997,688,542.4898071289062,0.001,255,449.97,,
199752,781,24956,390.614501953125,0.19146747887134552,-0.5923447608947754,-3351.304604900001,692,2904.840576171875,0.001,255,433.79,,
200000,781,24987,398.01531982421875,0.1897660195827484,-0.7775915861129761,-3333.3811157299997,693,486.99609375,0.001,255,429.63,,
200000,,,,,,,,,,,,805.0,-5411.324635999999
200368,790,25033,368.234130859375,0.18776503205299377,-0.5490974187850952,-3227.16406735,696,3077.3916015625,0.001,253,416.02,,
201240,793,25142,385.46014404296875,0.186695396900177,0.4272557497024536,-3228.0894349800005,700,579.876220703125,0.001,253,414.82,,
201528,794,25178,383.58544921875,0.18730823695659637,-0.2100043147802353,-3146.2469383000002,704,1401.1568603515625,0.001,253,390.6,,
205576,807,25684,389.8489990234375,0.20007817447185516,-0.47668910026550293,-3035.44938126,708,2221.9560546875,0.001,254,365.34,,
206288,809,25773,407.93701171875,0.19928398728370667,-0.8914613127708435,-3019.08031011,712,1993.2479248046875,0.001,254,352.05,,
206976,811,25859,416.1985778808594,0.19508785009384155,-1.4216811656951904,-2981.9042570100005,716,566.23583984375,0.001,254,352.09,,
208808,818,26088,392.0107727050781,0.17823046445846558,-0.8870801329612732,-2971.9721827900003,720,578.96630859375,0.001,255,349.03,,
209600,820,26187,396.82489013671875,0.17200055718421936,-0.4687817692756653,-2953.6548699800005,724,1599.99853515625,0.001,255,348.8,,
210000,822,26237,364.0061340332031,0.17092101275920868,0.6404596567153931,-3012.15095322,727,2160.570068359375,0.001,255,357.96,,
