train/policy_gradient_loss,train/n_updates,time/time_elapsed,time/total_timesteps,train/explained_variance,train/value_loss,train/entropy_loss,rollout/ep_rew_mean,time/fps,train/std,train/clip_fraction,train/loss,rollout/ep_len_mean,train/clip_range,train/learning_rate,train/approx_kl
-0.003342246438842267,700,678,580000,0.0,9718161998.0,-21.510326792299747,-113233.09069835999,854,1.457330346107483,0.02225341796875,4061539328.0,8.53,0.2,0.0017,0.0049293768
-0.004530268702546891,720,694,590000,0.0,8453382096.0,-21.69855144023895,-105698.63835395999,849,1.4835375547409058,0.0302978515625,4865863680.0,8.13,0.2,0.0017,0.005941037
-0.002913577583240112,730,706,600000,5.960464477539063e-08,10295725035.2,-21.793285079300404,-110356.88631244,849,1.4937195777893066,0.02078857421875,5849013760.0,8.99,0.2,0.0017,0.0044983895
-0.004596432884136447,740,717,610000,0.0,10316299121.6,-21.881892631947995,-120941.00414165002,850,1.5056171417236328,0.032568359375,4679061504.0,8.44,0.2,0.0017,0.0059442692
-0.0025909508052791353,750,728,620000,0.0,10769519751.6,-21.971930287778378,-118995.62033269001,851,1.5164432525634766,0.01832275390625,5385735680.0,8.92,0.2,0.0017,0.004500132
-0.0030570016095225585,760,739,630000,0.0,11459434124.8,-22.04618444889784,-105967.14853952,852,1.5246920585632324,0.02205810546875,4362613760.0,9.24,0.2,0.0017,0.005319582
-0.0034997485970961863,780,755,640000,0.0,10271357428.0,-22.232439155876637,-97217.69210867,847,1.5507529973983765,0.0264404296875,4333471744.0,8.82,0.2,0.0017,0.0059171645
-0.0020351781389763347,790,766,650000,0.0,10671155672.4,-22.327498538792135,-101926.40775826,848,1.5628350973129272,0.013134765625,5087665664.0,9.95,0.2,0.0017,0.0040146206
-0.003140096495189937,800,777,660000,0.0,11002412539.6,-22.428179620206357,-107630.57617922,849,1.5770807266235352,0.0251953125,5049405952.0,10.46,0.2,0.0017,0.005669822
-0.003364870541372511,810,788,670000,0.0,10971393573.2,-22.53669470101595,-106794.44794097001,850,1.591540813446045,0.02686767578125,6062025216.0,9.79,0.2,0.0017,0.005416253
-0.002767889612186991,830,803,680000,0.0,11163811501.2,-22.762803493440153,-106942.22799993998,845,1.6230459213256836,0.018603515625,6152791552.0,9.65,0.2,0.0017,0.004653191
-0.0035636207427160115,840,814,690000,0.0,11772817870.0,-22.869063730537892,-116762.91196483,846,1.635777473449707,0.03079833984375,7250165760.0,10.59,0.2,0.0017,0.0049689002
-0.002247389179683523,850,825,700000,0.0,11382972091.6,-22.96634349375963,-112294.57068162,847,1.6498538255691528,0.0205322265625,5084782592.0,10.03,0.2,0.0017,0.004545293
-0.0037170650906773518,860,836,710000,0.0,10299309733.2,-23.0654760196805,-103431.14173982,848,1.6633529663085938,0.03157958984375,5683904000.0,10.34,0.2,0.0017,0.0051460546
-0.003875918902122066,870,847,720000,0.0,10942775045.2,-23.155434235930443,-104431.48857845,849,1.6755017042160034,0.03240966796875,4456574976.0,10.45,0.2,0.0017,0.005379046
-0.0032955055961792824,890,863,730000,0.0,10160759234.4,-23.35773125439882,-100160.4887672,845,1.7044992446899414,0.03074951171875,5085237248.0,9.77,0.2,0.0017,0.0050934884
-0.002776488589734072,900,874,740000,0.0,11403203625.2,-23.45637203902006,-85830.77131434,846,1.7204251289367676,0.02451171875,4395076096.0,9.98,0.2,0.0017,0.0050361967
-0.0016328505686033167,910,885,750000,-1.1920928955078125e-07,10480994151.2,-23.573251396417618,-65411.0982374,846,1.738206386566162,0.0176513671875,4111229696.0,9.4,0.2,0.0017,0.004550582
-0.003386044120452425,920,896,760000,0.0,11070203953.6,-23.707418951392174,-84075.10687325001,847,1.7596168518066406,0.03284912109375,5870797312.0,9.16,0.2,0.0017,0.005544138
-0.002543426373813418,930,908,770000,0.0,10297896948.0,-23.843957214057447,-89563.80006988999,847,1.779349446296692,0.01759033203125,5495702528.0,9.35,0.2,0.0017,0.004454278
-0.0010438762459671126,950,924,780000,1.1920928955078125e-07,10184071257.6,-24.118679040670393,-106732.98773478,844,1.8215221166610718,0.016748046875,6262783488.0,10.67,0.2,0.0017,0.004135456
-0.0026317996636862516,960,935,790000,-2.384185791015625e-07,11042511136.0,-24.238187272846698,-101656.62256731,844,1.8365963697433472,0.02275390625,7190596096.0,9.61,0.2,0.0017,0.0045219427
-0.002640773736129631,970,946,800000,0.0,10402967214.4,-24.350662575662135,-83411.48438369,845,1.8560357093811035,0.02548828125,7225652224.0,9.56,0.2,0.0017,0.005566912
-0.0015347594027844025,980,957,810000,0.0,9349201490.6,-24.487124824523924,-103286.56743281001,845,1.8790699243545532,0.03414306640625,4314951680.0,10.35,0.2,0.0017,0.004958443
-0.0049992212556389855,1000,973,820000,0.0,9441016022.0,-24.775292032957076,-94857.09721655001,842,1.9259129762649536,0.0510986328125,4745695744.0,10.41,0.2,0.0017,0.0066336812
-0.0013963779003461241,1010,984,830000,0.0,10280439266.8,-24.90667178183794,-84204.90031089,843,1.943867802619934,0.0599609375,5764567552.0,9.41,0.2,0.0017,0.0066294195
-0.0030937356124923097,1020,995,840000,0.0,10090247346.8,-25.028810107707976,-73230.63191082,843,1.9676650762557983,0.03619384765625,4320228352.0,9.3,0.2,0.0017,0.005918735
-0.0006186525821249234,1030,1006,850000,0.0,11543136730.0,-25.150923170149326,-85216.30820774,844,1.9867340326309204,0.03797607421875,5862890496.0,9.74,0.2,0.0017,0.005727811
-0.0013632435405725118,1040,1017,860000,0.0,10572938633.6,-25.27305591404438,-95446.2047428,844,2.0085017681121826,0.01815185546875,5689968640.0,9.64,0.2,0.0017,0.005112651
0.01858824359915161,1060,1033,870000,0.0,9053940284.8,-25.616328682005406,-103609.85892708,841,2.071272134780884,0.20106201171875,4741436928.0,10.04,0.2,0.0017,0.009805792
-0.001636388531915145,1070,1044,880000,0.0,10701302061.2,-25.73683542609215,-77203.89174380002,842,2.0848982334136963,0.01761474609375,4598891008.0,9.91,0.2,0.0017,0.004136011
0.025073476808393023,1080,1055,890000,5.960464477539063e-08,8973493709.2,-25.859923912584783,-287898.63010222,842,2.1236484050750732,0.10517578125,4034580992.0,14.36,0.2,0.0017,1.7635646
-0.0038090562407887773,1090,1066,900000,5.960464477539063e-08,23832494030.4,-25.98355467021465,-276444.62013000005,843,2.1270768642425537,0.00029296875,13768596480.0,14.44,0.2,0.0017,0.0019662157
-0.003533058768880437,1110,1082,910000,0.0,20940393068.8,-26.040115593373777,-261309.10684611998,840,2.138700246810913,0.00159912109375,11990728704.0,13.02,0.2,0.0017,0.002350512
-0.005179608927755907,1120,1093,920000,0.0,18623950972.0,-26.08510150462389,-204963.74486673996,841,2.1475939750671387,0.0063232421875,9905203200.0,10.82,0.2,0.0017,0.003919868
-0.004431637224115548,1130,1104,930000,1.1920928955078125e-07,17275048396.8,-26.13945795148611,-237911.1541668,842,2.157729387283325,0.00625,10054452224.0,12.61,0.2,0.0017,0.003636512
-0.004053626055701897,1140,1115,940000,-1.1920928955078125e-07,17260857158.4,-26.19724385589361,-183920.61424256998,842,2.1682512760162354,0.00579833984375,10386104320.0,10.01,0.2,0.0017,0.003517291
-0.0036203528021360397,1150,1126,950000,0.0,15638826505.6,-26.254421347379683,-200316.95307587006,843,2.1787073612213135,0.00511474609375,7837221888.0,10.39,0.2,0.0017,0.0036266018
-0.0038219365088480116,1170,1142,960000,2.384185791015625e-07,13059067980.0,-26.380383256077767,-192522.84447242,840,2.2025399208068848,0.0078125,7069143552.0,10.3,0.2,0.0017,0.004139454
-0.003541875694099872,1180,1152,970000,0.0,13047839573.6,-26.450800712406636,-162849.31995144,841,2.2170159816741943,0.00701904296875,6514185728.0,9.09,0.2,0.0017,0.003930633
-0.0026378581818789827,1190,1162,980000,0.0,12874451714.4,-26.523835079371928,-167034.16577704,842,2.2300572395324707,0.00411376953125,6765361152.0,9.29,0.2,0.0017,0.0030575257
-0.0026844332824111916,1200,1172,990000,0.0,11058350553.6,-26.595393332839013,-151061.92196946003,844,2.2441599369049072,0.0056396484375,4771761152.0,9.01,0.2,0.0017,0.0038408972
-0.002869694550827262,1220,1186,1000000,0.0,10416551526.0,-26.74752184152603,-161307.81156998,843,2.2736668586730957,0.0078125,4927637504.0,9.44,0.2,0.0017,0.003928116
