rollout/ep_len_mean,train/actor_loss,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/ent_coef_loss,train/n_updates,time/episodes,train/critic_loss,train/ent_coef,rollout/ep_rew_mean
3.0,117673.375,314,2288,720000,0.001,0.7702618837356567,179974,220654,13989602.0,12.173969268798828,-136034.72114675998
3.0,117269.0078125,314,2321,730000,0.001,4.447504997253418,182474,223988,3553518.0,15.71325969696045,-136016.58819262
3.0,120959.28125,314,2355,740000,0.001,-2.2892253398895264,184974,227321,9688368.0,11.2708101272583,-136083.09373894997
3.0,120231.078125,313,2388,750000,0.001,-1.0458474159240723,187474,230632,2363901.5,14.707061767578125,-135992.64673684997
3.0,117953.609375,313,2422,760000,0.001,3.896333694458008,189974,233964,39123496.0,12.041377067565918,-135973.95640021
3.0,116371.78125,313,2455,770000,0.001,-1.8103505373001099,192474,237299,11832426.0,14.48178482055664,-136033.02939293996
3.0,117021.0234375,313,2489,780000,0.001,-0.3595393896102905,194974,240632,21287852.0,11.067935943603516,-136066.02638648002
3.0,117262.421875,313,2522,790000,0.001,1.673837661743164,197474,243964,5162253.0,12.529253005981445,-136173.2694869
3.0,120458.9375,312,2556,800000,0.001,1.685376763343811,199974,247289,2989873.75,10.94495677947998,-135995.49289443
3.0,117017.421875,312,2589,810000,0.001,-1.178810954093933,202474,250624,7404003.0,11.63726806640625,-135999.7818471
3.0,118334.5078125,312,2623,820000,0.001,-0.5562601089477539,204974,253957,2728974.25,12.063252449035645,-136157.55937683
3.0,115841.21875,312,2656,830000,0.001,5.477073669433594,207474,257289,3347693.5,12.598535537719727,-136129.04980028002
3.0,117665.5078125,312,2690,840000,0.001,4.198105812072754,209974,260624,6342445.5,10.821682929992676,-136032.48957694
3.0,119261.390625,312,2723,850000,0.001,-0.13469111919403076,212474,263957,9152097.0,11.54045581817627,-136082.84471909
3.0,118799.0,311,2757,860000,0.001,-1.159599781036377,214974,267289,8387021.5,12.120767593383789,-135973.27024862
3.0,117502.46875,311,2790,870000,0.001,-6.854474067687988,217474,270591,5247876.0,15.738102912902832,-136180.48305675
3.0,119213.828125,311,2824,880000,0.001,-1.580377459526062,219974,273922,4585105.5,12.25308609008789,-136040.10721605
3.0,118334.3515625,311,2857,890000,0.001,2.143860340118408,222474,277254,7460741.5,11.49034595489502,-135981.97476206
3.0,119091.5625,311,2891,900000,0.001,-9.062549591064453,224974,280589,5524494.0,11.817679405212402,-136599.78812259005
3.0,117900.40625,311,2924,910000,0.001,6.2985734939575195,227474,283922,29181948.0,13.096563339233398,-135976.88003581998
3.0,117353.421875,310,2958,920000,0.001,1.7522306442260742,229974,287247,5142080.5,12.983284950256348,-136175.78608927
3.0,118719.734375,310,2991,930000,0.001,3.498760461807251,232474,290579,8417052.0,12.357514381408691,-135971.85249838
3.0,118545.8984375,310,3025,940000,0.001,0.7374687790870667,234974,293914,23105000.0,12.939292907714844,-136139.15101782998
3.0,118592.28125,310,3059,950000,0.001,7.053088188171387,237474,297247,2736983.0,13.408561706542969,-135988.2641903
3.0,117303.203125,310,3092,960000,0.001,5.910113334655762,239974,300579,3769237.5,12.638596534729004,-136232.04594702998
3.0,115889.21875,310,3126,970000,0.001,0.8499727249145508,242474,303913,1246343.75,11.219595909118652,-136041.19309438998
3.0,117637.28125,310,3159,980000,0.001,-2.0119242668151855,244974,307247,40399056.0,11.123733520507812,-135949.00567578
3.0,120685.40625,310,3193,990000,0.001,3.3689382076263428,247474,310558,9351232.0,11.471461296081543,-136052.12354797
3.0,118357.6640625,309,3226,1000000,0.001,3.7139244079589844,249974,313891,3898246.0,11.228611946105957,-135991.39367721998
