train/actor_loss,rollout/ep_rew_mean,time/total_timesteps,train/ent_coef_loss,time/fps,time/episodes,train/critic_loss,train/n_updates,rollout/ep_len_mean,train/learning_rate,time/time_elapsed,train/ent_coef,eval/mean_ep_length,eval/mean_reward
610.660400390625,-5719.776339570001,170000,0.03438714146614075,274,472,278.5731201171875,21237,600.49,0.001,619,0.13078850507736206,,
,,170000,,,,,,,,,,831.2,-6477.2009766
599.1708984375,-5671.71365429,174456,1.7407772541046143,272,476,1374.170166015625,21794,592.07,0.001,639,0.1297590136528015,,
582.2408447265625,-5656.60910839,175904,1.296274185180664,273,480,246.44827270507812,21975,592.5,0.001,644,0.13921265304088593,,
621.5208740234375,-5548.7540524900005,178176,-0.5051500201225281,273,484,246.53192138671875,22259,588.3,0.001,650,0.1332501620054245,,
619.8221435546875,-5526.31214275,179176,-2.1923584938049316,274,488,326.73199462890625,22384,589.97,0.001,653,0.1267295777797699,,
622.6984252929688,-5523.897333459999,180000,-1.13148832321167,274,489,220.12002563476562,22487,589.24,0.001,656,0.12174946069717407,,
,,180000,,,,,,,,,,1000.0,-5945.193487400001
609.1202392578125,-5442.27374331,180680,-0.8622345328330994,271,492,240.03343200683594,22572,577.55,0.001,665,0.11932515352964401,,
564.7615356445312,-5415.876716,185856,0.918184757232666,272,496,417.425048828125,23219,585.28,0.001,682,0.1399836391210556,,
613.276611328125,-5345.4614907899995,187176,-1.5515575408935547,272,500,218.49154663085938,23384,584.13,0.001,686,0.13664983212947845,,
589.3328857421875,-5373.17525552,190000,-0.7668970227241516,273,501,1501.8272705078125,23737,584.13,0.001,694,0.1352546066045761,,
,,190000,,,,,,,,,,830.8,-13195.5130882
589.2810668945312,-5303.64556003,191608,-0.44507724046707153,270,504,237.54588317871094,23938,590.51,0.001,709,0.14041563868522644,,
602.9486694335938,-5255.430037019999,194504,0.5111353397369385,270,508,715.6776123046875,24300,584.81,0.001,719,0.13637582957744598,,
597.984130859375,-5382.95810299,196600,0.4438421130180359,270,512,755.343505859375,24562,601.0,0.001,725,0.14317190647125244,,
619.6694946289062,-5455.97797621,200000,1.2597781419754028,271,515,629.758544921875,24987,613.06,0.001,735,0.13394159078598022,,
,,200000,,,,,,,,,,1000.0,-7225.516967999999
590.0966796875,-5493.273997709999,200872,-1.1320433616638184,269,516,405.4203186035156,25096,621.32,0.001,745,0.13552957773208618,,
585.7001953125,-5465.416894449999,203160,1.1857140064239502,269,520,318.4590759277344,25382,620.28,0.001,752,0.12658464908599854,,
614.0740966796875,-5622.182881170002,204160,1.2852232456207275,270,524,303.87567138671875,25507,634.91,0.001,755,0.130064457654953,,
566.7184448242188,-5615.526424120001,210000,0.7650195360183716,271,527,833.6089477539062,26237,642.46,0.001,773,0.1259366124868393,,
,,210000,,,,,,,,,,1000.0,-11546.9891488
582.4514770507812,-5654.567826960002,210024,0.6748561859130859,268,528,1208.505859375,26240,652.21,0.001,781,0.12601853907108307,,
593.8255615234375,-5738.33061538,212160,-1.2647078037261963,269,532,675.0520629882812,26507,666.8,0.001,787,0.1258586198091507,,
621.706298828125,-5601.130912819999,214400,0.12144339084625244,269,536,241.06295776367188,26787,662.11,0.001,794,0.1198347955942154,,
610.86474609375,-5457.634803109999,216112,-0.2930997610092163,270,540,301.17059326171875,27001,658.03,0.001,799,0.1243177279829979,,
588.5469360351562,-5523.30995725,220000,-1.4356147050857544,271,543,282.1575927734375,27487,673.93,0.001,811,0.12607623636722565,,
,,220000,,,,,,,,,,637.0,-4576.749506599999
