train/entropy_loss,time/fps,train/value_loss,train/clip_range,train/clip_fraction,train/learning_rate,train/explained_variance,rollout/ep_len_mean,train/loss,train/std,time/time_elapsed,time/total_timesteps,train/n_updates,train/approx_kl,train/policy_gradient_loss,rollout/ep_rew_mean
-12.643392222374677,1319,2516656718.2,0.2,1.220703125e-05,0.0003,0.0,56.69,1343514496.0,0.9858675003051758,469,620000,750,0.0007094975,-0.0011068078834796324,-174984.26283917
-12.642186325788497,1321,2527221477.8,0.2,0.0,0.0003,0.0,55.26,1079276416.0,0.9860074520111084,476,630000,760,0.0005478155,-0.0011837947116873694,-177303.05472128995
-12.641874124854803,1314,2496653767.3,0.2,0.0,0.0003,-2.384185791015625e-07,60.61,1172116224.0,0.9857041239738464,486,640000,780,0.0006545783,-0.0011348564919899217,-176861.90646055003
-12.637221848219633,1316,2613661827.7,0.2,0.0,0.0003,0.0,56.94,1166247168.0,0.9851169586181641,493,650000,790,0.0005577386,-0.0010893956221480039,-183976.52255132998
-12.632197123765945,1318,2269667814.6,0.2,0.0001220703125,0.0003,0.0,65.25,1161513600.0,0.9846055507659912,500,660000,800,0.0014835247,-0.0019054613705520751,-185493.45713324996
-12.627287547290326,1320,2422219587.1,0.2,0.0,0.0003,-1.1920928955078125e-07,54.92,1196905728.0,0.9840436577796936,507,670000,810,0.00024075662,-0.0007913203194220841,-170049.72331876
-12.619499911367893,1314,2172382530.6,0.2,0.0,0.0003,1.1920928955078125e-07,71.91,1263081728.0,0.9832763671875,517,680000,830,0.00046706258,-0.00098030074750568,-194908.86424770995
-12.613996627926827,1316,2593089923.3,0.2,0.0,0.0003,1.1920928955078125e-07,59.9,1406013312.0,0.9824774861335754,524,690000,840,0.00076742325,-0.0012548458018500242,-179854.04301267
-12.610410457104445,1318,2406665589.2,0.2,0.0,0.0003,0.0,56.64,1171064064.0,0.982539713382721,531,700000,850,0.0006160727,-0.0010647104809322627,-169909.20157779998
-12.610351284593344,1319,2621541362.3,0.2,0.0,0.0003,0.0,54.33,1230818304.0,0.9824642539024353,537,710000,860,0.00072347955,-0.0012934085972119646,-164842.14218925
-12.60652208328247,1321,2359598652.2,0.2,0.0,0.0003,0.0,62.5,1314081920.0,0.9816907048225403,544,720000,870,0.0010046173,-0.0014447000213294813,-187669.74038052
-12.595757978409528,1315,2449947092.0,0.2,1.220703125e-05,0.0003,0.0,62.07,891101888.0,0.9806693196296692,555,730000,890,0.0010034103,-0.0014885527156366153,-184550.94390732
-12.592050582170486,1316,2226438840.1,0.2,0.0,0.0003,1.1920928955078125e-07,63.68,1461552256.0,0.9803548455238342,561,740000,900,0.0009631881,-0.0013106282385706436,-182289.20675744998
-12.590312404930591,1318,2390709135.6,0.2,3.662109375e-05,0.0003,-1.1920928955078125e-07,63.02,1338185984.0,0.980270266532898,568,750000,910,0.001250877,-0.0017444179259655356,-187507.34123773995
-12.58938147202134,1320,2365772094.4,0.2,4.8828125e-05,0.0003,1.1920928955078125e-07,66.3,1404809344.0,0.980194091796875,575,760000,920,0.0011507702,-0.0017514880868475303,-182787.42094800997
-12.587143747508525,1322,2172538414.9,0.2,0.0,0.0003,0.0,66.4,1041869184.0,0.9797853827476501,582,770000,930,0.000468852,-0.0009704006344691152,-191678.0622467
-12.58519226014614,1316,2436424666.2,0.2,0.0,0.0003,1.1920928955078125e-07,56.91,1059912896.0,0.979868471622467,592,780000,950,0.0005305561,-0.0009428973347894498,-177023.38243891994
-12.586699127405883,1317,2374680165.6,0.2,0.0,0.0003,0.0,63.23,1254283264.0,0.9800262451171875,599,790000,960,0.00027842604,-0.000700222329760436,-174889.61718775
-12.586839798092843,1319,2075770394.9,0.2,0.0,0.0003,0.0,59.89,942675840.0,0.9799044728279114,606,800000,970,0.0007414181,-0.0011162748231072328,-170045.34249826
-12.585839188098907,1321,2390727448.0,0.2,0.0,0.0003,0.0,54.25,1137114496.0,0.9798333644866943,613,810000,980,0.00049868063,-0.0009084627348784124,-166141.68539942
-12.58169715926051,1315,2138138225.4,0.2,0.0,0.0003,1.7881393432617188e-07,67.28,837065600.0,0.9793830513954163,623,820000,1000,0.00048812598,-0.0009685152230304084,-184658.75827917998
-12.580242487043142,1317,2370346046.1,0.2,0.0,0.0003,0.0,57.6,1130808448.0,0.9791343212127686,630,830000,1010,0.0005090053,-0.0010875114105147077,-165116.16908785
-12.579730285704136,1318,2268212485.8,0.2,0.0,0.0003,0.0,58.69,1137100416.0,0.9792887568473816,637,840000,1020,0.00044041168,-0.000995857041743875,-171727.36617482998
-12.579658559709788,1319,2235768390.1,0.2,0.0,0.0003,0.0,62.49,1062860928.0,0.9790875911712646,643,850000,1030,0.0006116956,-0.0011339869488438126,-172171.92463943004
-12.577368919551372,1321,2260678337.3,0.2,0.0,0.0003,0.0,58.87,873117824.0,0.9788153767585754,650,860000,1040,0.00054278574,-0.001086072580983455,-159850.75421685
-12.573476516455411,1315,2192370260.7,0.2,2.44140625e-05,0.0003,1.1920928955078125e-07,59.68,1160664448.0,0.9784205555915833,661,870000,1060,0.0009475179,-0.0015887505616774434,-170436.60882481
-12.572529770433903,1317,2312552305.7,0.2,0.0,0.0003,0.0,55.62,1432808704.0,0.9784409999847412,667,880000,1070,0.0006886463,-0.0010650650684510764,-165231.53447074004
-12.572054404765368,1318,2241881836.8,0.2,0.0,0.0003,1.1920928955078125e-07,58.21,1115850752.0,0.97832190990448,674,890000,1080,0.00074521825,-0.0012814703284675488,-162014.95796912
-12.569491269439458,1320,2304315057.0,0.2,0.0,0.0003,0.0,55.94,1341155584.0,0.9778855443000793,681,900000,1090,0.0005221907,-0.0010180315130128292,-164926.79996124998
-12.560347712039947,1315,2353885048.6,0.2,3.662109375e-05,0.0003,1.1920928955078125e-07,60.08,1209245824.0,0.9771367311477661,691,910000,1110,0.0009317858,-0.0012595766684171394,-159935.73178741
-12.560706248879432,1316,1971995621.6,0.2,0.000146484375,0.0003,0.0,63.59,921525696.0,0.9771487712860107,698,920000,1120,0.0014031774,-0.001611174869685783,-179687.42427212003
-12.558146414160728,1317,2352669190.5,0.2,0.0,0.0003,-1.1920928955078125e-07,62.64,1315207552.0,0.9765913486480713,705,930000,1130,0.0011325832,-0.0016865888697793706,-180236.67780591003
-12.553401152044534,1319,2352932210.4,0.2,0.0,0.0003,0.0,61.32,1029249344.0,0.9761408567428589,712,940000,1140,0.00061034574,-0.0012703512846201192,-170720.88590613997
-12.551200795173646,1319,2212276792.3,0.2,0.00047607421875,0.0003,-1.1920928955078125e-07,67.05,1095819264.0,0.976089596748352,719,950000,1150,0.001755546,-0.0020992431374907026,-172056.11835016997
-12.543682008981705,1315,2274424275.4,0.2,0.0009765625,0.0003,1.1920928955078125e-07,71.15,1049174144.0,0.9750144481658936,730,960000,1170,0.0021159188,-0.002407818591746036,-183530.57145319
-12.53949827104807,1316,2156617153.3,0.2,1.220703125e-05,0.0003,-1.1920928955078125e-07,61.0,817842176.0,0.9747171401977539,736,970000,1180,0.0010233409,-0.0015124768955502078,-171596.77118369003
-12.537886810302734,1317,2115596919.5,0.2,0.0001220703125,0.0003,0.0,52.84,1272850176.0,0.9746738076210022,743,980000,1190,0.0013315717,-0.0016751934417698067,-156910.05963538
-12.535113026946783,1318,2274484486.9,0.2,0.0,0.0003,0.0,55.02,1174256512.0,0.9741197228431702,750,990000,1200,0.0005475435,-0.0011500138396513648,-156133.00563419
-12.532480049878359,1314,2125320223.0,0.2,0.00029296875,0.0003,0.0,65.15,1318643072.0,0.9741156697273254,760,1000000,1220,0.0017459575,-0.0021209462351180265,-168729.44621596002
