time/fps,rollout/ep_rew_mean,time/total_timesteps,train/loss,train/clip_range,rollout/ep_len_mean,train/explained_variance,time/time_elapsed,train/n_updates,train/value_loss,train/learning_rate,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/std,train/entropy_loss
1088,-353191.39224391006,240000,2110908160.0,0.2,87.73,0.0,220,290,4124285450.8,0.0003,0.0,0.00070190954,-0.0016447785552372806,0.9963551163673401,-16.983144570887088
1092,-388533.4851804799,250000,2051534592.0,0.2,104.1,0.0,228,300,3759677207.8,0.0003,0.0,0.00072901184,-0.0016058719142165502,0.9960171580314636,-16.981291979551315
1096,-356386.74812609004,260000,1798958464.0,0.2,96.25,1.1920928955078125e-07,237,310,3992265587.0,0.0003,0.0,0.00038710283,-0.0009359207688248716,0.9960789084434509,-16.979648488759995
1099,-376105.5594108301,270000,1650816768.0,0.2,105.83,0.0,245,320,3582615767.2,0.0003,0.0,0.00072871696,-0.0014298620350018608,0.9957011342048645,-16.977774348855018
1085,-395374.47186712007,280000,1993802880.0,0.2,110.53,0.0,257,340,3581659668.8,0.0003,0.0,0.0010072618,-0.00173798159994476,0.9954476952552795,-16.973255833983423
1089,-348311.46136386006,290000,1832797568.0,0.2,96.0,-1.1920928955078125e-07,266,350,3274311086.2,0.0003,0.0,0.00071554957,-0.0013171371578209802,0.9954407811164856,-16.97238731831312
1091,-333229.41765953996,300000,1707039744.0,0.2,92.0,0.0,274,360,3856145802.4,0.0003,0.0,0.0005138644,-0.0012005101521936012,0.9951831698417664,-16.970838212966918
1094,-338949.02686955995,310000,1695088000.0,0.2,95.9,0.0,283,370,3267246280.2,0.0003,0.0,0.00057825586,-0.00126653410243307,0.9949833750724792,-16.968095716834068
1082,-361359.11723271006,320000,1388903424.0,0.2,100.07,-1.1920928955078125e-07,295,390,3544401603.2,0.0003,0.0,0.0008899082,-0.001483505560827325,0.9945712685585022,-16.962038476765155
1085,-377179.22319886007,330000,1270527616.0,0.2,111.92,5.960464477539063e-08,304,400,3147178508.1,0.0003,0.0,0.00060462684,-0.0012431910930899904,0.994354784488678,-16.96059667170048
1087,-329080.69656302995,340000,1713462272.0,0.2,93.24,0.0,312,410,3295972366.2,0.0003,0.0,0.00037003902,-0.000924726118955732,0.9939466118812561,-16.956848216056823
1089,-287100.58772664,350000,1902433536.0,0.2,77.65,0.0,321,420,3562839622.6,0.0003,0.0,0.0008127111,-0.0015349262233030458,0.9935670495033264,-16.952060294151305
1091,-318956.30494526995,360000,1644199680.0,0.2,88.47,1.1920928955078125e-07,329,430,3388446226.4,0.0003,0.0,0.0009644873,-0.0016081710364233004,0.9931227564811707,-16.946943564713003
1081,-347215.92680924997,370000,1532286720.0,0.2,97.41,0.0,342,450,3492052157.0,0.0003,0.0,0.0007904819,-0.0015118614182938472,0.9926322102546692,-16.9405359596014
1082,-307877.33536948997,380000,1774641152.0,0.2,91.23,0.0,350,460,3278292621.6,0.0003,2.44140625e-05,0.0009714372,-0.0017500788762845332,0.9924461841583252,-16.93726064115763
1085,-297636.66297559004,390000,1902309248.0,0.2,85.12,1.1920928955078125e-07,359,470,2990354952.2,0.0003,0.0,0.00067940087,-0.0011115329200038105,0.9924214482307434,-16.935887056589127
1087,-362297.41591255995,400000,1660583168.0,0.2,105.33,0.0,367,480,3339578309.8,0.0003,0.0,0.0010658219,-0.001739645720590488,0.9920006394386292,-16.933332623541354
1077,-285844.39378524007,410000,1284279552.0,0.2,84.51,0.0,380,500,2971288973.1,0.0003,1.220703125e-05,0.0011190337,-0.0017851234864792787,0.9915619492530823,-16.927402865886688
1080,-290974.63956254,420000,1574973184.0,0.2,82.41,-1.1920928955078125e-07,388,510,3288210545.0,0.0003,2.44140625e-05,0.0013264443,-0.0020683254677351217,0.9913630485534668,-16.924184353649615
1081,-304247.01796452,430000,1483651584.0,0.2,89.1,0.0,397,520,3345151622.2,0.0003,0.0,0.0004784573,-0.001180418409057893,0.9913305640220642,-16.92269640415907
1083,-304606.45736299007,440000,1426277376.0,0.2,93.2,0.0,405,530,3067883408.6,0.0003,1.220703125e-05,0.0009807261,-0.0015219844952298444,0.9912455081939697,-16.922051499783993
1085,-306479.48618807,450000,1296567552.0,0.2,86.41,0.0,414,540,2949781045.1,0.0003,0.0,0.00085753057,-0.001314270563852915,0.991058349609375,-16.920300199091436
1077,-324100.62847880006,460000,1562330240.0,0.2,99.18,-2.384185791015625e-07,426,560,2952821811.7,0.0003,0.00023193359375,0.0016654438,-0.002149182439006836,0.9905270934104919,-16.91410741955042
1079,-297458.50105952,470000,1786335744.0,0.2,88.09,-1.1920928955078125e-07,435,570,3203571249.8,0.0003,8.544921875e-05,0.0015481154,-0.0021053453912827534,0.990070641040802,-16.910034662485124
1081,-327279.67344527,480000,1549547264.0,0.2,99.82,1.1920928955078125e-07,443,580,2846904530.8,0.0003,3.662109375e-05,0.0012412294,-0.0019140386893923278,0.9898276925086975,-16.905632042884825
1082,-315123.14084305,490000,1761591040.0,0.2,93.32,1.1920928955078125e-07,452,590,3092359397.8,0.0003,0.0,0.00048959797,-0.0011773356067351416,0.989947497844696,-16.904835093021394
1074,-268538.88854059996,500000,1370415360.0,0.2,80.23,5.960464477539063e-08,465,610,2967557279.0,0.0003,0.0,0.0005176163,-0.0009683041680546012,0.9898602366447449,-16.904651388525963
1076,-303170.02198665,510000,1236217856.0,0.2,96.3,0.0,473,620,2802329063.1,0.0003,1.220703125e-05,0.00093422015,-0.0015834547240956454,0.9896149635314941,-16.903192783892155
1077,-267882.80203517,520000,1246979456.0,0.2,80.8,0.0,482,630,2929241531.4,0.0003,0.0,0.0005592932,-0.0012321559503106982,0.9894147515296936,-16.900517544150354
1079,-281444.58549018996,530000,1363460736.0,0.2,84.82,0.0,491,640,3173060705.6,0.0003,0.0,0.000786643,-0.0013003999301872682,0.9892682433128357,-16.898320043087004
1081,-294983.04587100993,540000,1311990400.0,0.2,87.19,0.0,499,650,2790363962.5,0.0003,0.0,0.0011892049,-0.0017134226147391019,0.9893473982810974,-16.89790226817131
1074,-291122.49985496997,550000,1352964352.0,0.2,89.46,0.0,511,670,3013677837.2,0.0003,0.0001220703125,0.0015739452,-0.0022273729442531475,0.9888948798179626,-16.893923787772657
1076,-294092.88225183997,560000,1575572864.0,0.2,84.78,0.0,520,680,3110727660.3,0.0003,0.0,0.0009491093,-0.0016204427638513152,0.9886817932128906,-16.89148974865675
1077,-286523.28949185996,570000,1543385984.0,0.2,79.88,-1.1920928955078125e-07,528,690,3240302297.0,0.0003,9.765625e-05,0.001495602,-0.0019957889198849443,0.9886629581451416,-16.890124639868738
1079,-271906.80108773,580000,1356549376.0,0.2,86.67,-2.384185791015625e-07,537,700,3203511925.2,0.0003,0.0,0.0009258402,-0.001522129435034003,0.9885416030883789,-16.889251804351808
1072,-294409.80901733006,590000,1187064448.0,0.2,93.27,-1.1920928955078125e-07,550,720,2727183188.8,0.0003,0.0,0.00064890436,-0.0012760153906128835,0.9885610938072205,-16.887389494478704
1073,-263385.90883368,600000,1129133952.0,0.2,83.84,-1.1920928955078125e-07,558,730,2810346965.8,0.0003,0.0,0.0011435815,-0.0017037325833371142,0.9883362650871277,-16.88731065839529
1075,-266478.16648519004,610000,1304472192.0,0.2,80.21,1.1920928955078125e-07,567,740,2902634569.7,0.0003,1.220703125e-05,0.0008888809,-0.0013070349667032132,0.9879310131072998,-16.883384193480016
1075,-259012.69527881,620000,1602674048.0,0.2,79.89,2.384185791015625e-07,576,750,3033048906.1,0.0003,0.00013427734375,0.0017246203,-0.0023145560520788423,0.9874212145805359,-16.877965722978114
1075,-280204.44818783,630000,1264680960.0,0.2,90.15,0.0,585,760,2735975704.0,0.0003,0.0,0.000817781,-0.001336189137873589,0.9874687790870667,-16.87504911273718
1067,-279052.02008985,640000,1677335552.0,0.2,85.04,5.960464477539063e-08,599,780,2933352084.4,0.0003,1.220703125e-05,0.000747466,-0.0013079424055831624,0.9871160387992859,-16.873204746842383
1067,-257792.79403396,650000,1430412288.0,0.2,81.83,0.0,608,790,2798809706.0,0.0003,3.662109375e-05,0.0013523678,-0.0018675361836358207,0.9873154163360596,-16.8722944021225
1068,-269778.32688554,660000,1483713280.0,0.2,83.7,0.0,617,800,2763928147.3,0.0003,0.0,0.00083422073,-0.001405871534916514,0.986976146697998,-16.871450093388557
1068,-271849.63251269003,670000,1396851968.0,0.2,86.42,0.0,626,810,2761501780.7,0.0003,9.765625e-05,0.0013660007,-0.0020537975240586094,0.9869176745414734,-16.868944565951825
1061,-249665.91281874,680000,910052864.0,0.2,78.96,0.0,640,830,2743316127.0,0.0003,0.0001708984375,0.001568911,-0.0021069171651106446,0.9862127304077148,-16.86067030727863
1060,-277106.10468606,690000,1386914816.0,0.2,91.54,-1.1920928955078125e-07,650,840,2669678755.2,0.0003,0.00045166015625,0.0020690614,-0.0024357676245926997,0.9858167767524719,-16.8575945481658
1060,-243495.28406292998,700000,1177955456.0,0.2,77.5,0.0,659,850,2838496710.5,0.0003,1.220703125e-05,0.001024815,-0.0017594551634829258,0.9859275817871094,-16.855852469801903
1060,-293411.83518525003,710000,1326300544.0,0.2,91.6,0.0,669,860,2814136221.9,0.0003,7.32421875e-05,0.0014899012,-0.0023348878443357536,0.9855439066886902,-16.854153966903688
1060,-273937.18612669,720000,1438051072.0,0.2,89.55,-1.1920928955078125e-07,679,870,2989809090.7,0.0003,0.0,0.0009524363,-0.0017693249272269895,0.9851297736167908,-16.849212343990803
1053,-245129.68604697005,730000,1391412608.0,0.2,78.6,-1.1920928955078125e-07,693,890,2739712511.0,0.0003,0.0003662109375,0.0018973344,-0.002751265794813662,0.9843659400939941,-16.84033547639847
1053,-240386.27924257002,740000,1334809728.0,0.2,81.58,5.960464477539063e-08,702,900,2465511837.1,0.0003,0.0001220703125,0.0012728574,-0.0018598705770273226,0.9839078783988953,-16.834633445739748
1053,-247975.18175539,750000,1191814912.0,0.2,84.34,0.0,712,910,2474705229.7,0.0003,4.8828125e-05,0.001342659,-0.0017897706082294462,0.9834396243095398,-16.82893404662609
1053,-230329.74152864006,760000,1412671360.0,0.2,72.58,0.0,721,920,2607856918.6,0.0003,0.0,0.0005547153,-0.001282861136678548,0.9831047058105469,-16.823996551334858
1053,-243712.84539437998,770000,1659531904.0,0.2,83.12,0.0,731,930,2817203422.6,0.0003,0.0,0.0003736207,-0.000986285991712066,0.9826951026916504,-16.819411852955817
1047,-243228.94473673002,780000,1699696128.0,0.2,78.55,-1.1920928955078125e-07,744,950,2852653144.1,0.0003,0.0,0.0008179008,-0.0014460111156040512,0.9821794033050537,-16.812717348337173
1047,-244152.90600966002,790000,1325663104.0,0.2,82.45,2.384185791015625e-07,754,960,2704610068.6,0.0003,0.00015869140625,0.0016382736,-0.0020304629959355227,0.9823386073112488,-16.81149604320526
1047,-228265.11648325998,800000,1153869312.0,0.2,74.56,0.0,763,970,2536750518.1,0.0003,2.44140625e-05,0.0011224104,-0.0017355894180582255,0.9822375178337097,-16.81184940189123
1047,-252834.40097635996,810000,1434809728.0,0.2,83.35,0.0,773,980,2678530484.6,0.0003,0.0,0.00081240514,-0.0016269759040369535,0.9818062782287598,-16.80859427601099
1041,-218583.75263672002,820000,1218802816.0,0.2,69.57,0.0,787,1000,2750469931.9,0.0003,0.0006591796875,0.0019406157,-0.0027109045538963985,0.9815123677253723,-16.803332844376563
1041,-256682.86032391002,830000,1088230528.0,0.2,92.14,0.0,797,1010,2353819667.8,0.0003,0.0,0.00086893747,-0.0014494844601358637,0.9812838435173035,-16.80089889764786
1041,-230558.3217607,840000,1236760320.0,0.2,73.93,0.0,806,1020,2554012103.9,0.0003,0.0,0.00091252325,-0.0015440414668773882,0.981124222278595,-16.798576353490354
1041,-213998.86087933995,850000,1121151360.0,0.2,66.41,-1.1920928955078125e-07,816,1030,2638013385.2,0.0003,0.0,0.00042101354,-0.0012358806012343847,0.9808469414710999,-16.795989191532136
1041,-236990.60143472004,860000,1374066816.0,0.2,79.31,1.1920928955078125e-07,825,1040,2791476146.9,0.0003,0.0,0.0005582067,-0.0011408518583266413,0.9806478023529053,-16.79302976578474
1034,-263604.47257725,870000,1534943360.0,0.2,88.46,2.384185791015625e-07,840,1060,2584488659.8,0.0003,0.0002197265625,0.0017154339,-0.002232324381111539,0.9803506731987,-16.78939030915499
1035,-226186.68950734,880000,1527388800.0,0.2,75.92,5.960464477539063e-08,849,1070,2487395709.6,0.0003,3.662109375e-05,0.0011682874,-0.001722412964045361,0.9800036549568176,-16.785984894633295
1036,-241990.5108355,890000,1101009024.0,0.2,77.51,0.0,858,1080,2611533279.3,0.0003,0.0,0.00058141607,-0.00126782870011084,0.9798598885536194,-16.782896634936332
1037,-230623.65701847,900000,1099196800.0,0.2,75.65,1.1920928955078125e-07,867,1090,2615158204.7,0.0003,2.44140625e-05,0.0010344884,-0.0016078890772405429,0.9796769618988037,-16.78092806190252
1033,-213082.36239287,910000,1220533504.0,0.2,69.83,0.0,880,1110,2515706418.2,0.0003,0.0001220703125,0.0010047865,-0.001638885117790778,0.9789244532585144,-16.77268512994051
1034,-213264.54108434002,920000,1309233408.0,0.2,72.21,5.960464477539063e-08,889,1120,2390198522.9,0.0003,0.0,0.00052249443,-0.0011716314499608416,0.9788177609443665,-16.76985620111227
1035,-222219.73997476004,930000,926331008.0,0.2,75.13,0.0,897,1130,2434992958.3,0.0003,9.765625e-05,0.0014010656,-0.0019463909633486765,0.9788129329681396,-16.769072103500367
1036,-256763.92564183997,940000,1239374208.0,0.2,91.85,5.960464477539063e-08,906,1140,2352827132.4,0.0003,4.8828125e-05,0.0013533656,-0.001940224326972384,0.9782345294952393,-16.765419432520865
1038,-210948.00331612007,950000,1440757504.0,0.2,69.29,0.0,915,1150,2516531927.5,0.0003,3.662109375e-05,0.0011940466,-0.0019299217674415559,0.978010892868042,-16.760451878607274
1034,-227431.28496382997,960000,952412352.0,0.2,77.41,1.7881393432617188e-07,927,1170,2449196072.7,0.0003,0.00010986328125,0.0008847929,-0.001521941780265479,0.9782399535179138,-16.76258851289749
1036,-208550.64342957997,970000,981765440.0,0.2,73.56,0.0,936,1180,2235450421.3,0.0003,0.00028076171875,0.0012149203,-0.002107796054951905,0.9786816239356995,-16.76460708081722
1037,-212319.31880197005,980000,1271726592.0,0.2,72.33,-1.1920928955078125e-07,944,1190,2429090863.8,0.0003,0.0,0.00077189016,-0.0015006138211901999,0.9786126613616943,-16.766786517202853
1038,-257791.29239171007,990000,1192702976.0,0.2,91.64,1.1920928955078125e-07,953,1200,2452343149.7,0.0003,0.0,0.00070703425,-0.001705163017504674,0.9779264330863953,-16.76206872165203
1034,-224658.9960511,1000000,1173857792.0,0.2,79.0,5.960464477539063e-08,966,1220,2299038724.4,0.0003,2.44140625e-05,0.0011908687,-0.0018308396596694366,0.9777770638465881,-16.755674438178538
