train/entropy_loss,train/value_loss,time/fps,train/explained_variance,train/n_updates,time/time_elapsed,train/policy_loss,train/learning_rate,train/std,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps
-17.031822204589844,213211616.0,1781,0.0,2874,129,-150739.3125,0.0001,1.0003775358200073,-265168.26247351,76.59,230000
-17.02933120727539,731691648.0,1781,0.0,2999,134,-295960.6875,0.0001,1.0002259016036987,-243355.20538511,68.75,240000
-17.031160354614258,359310752.0,1779,0.0,3124,140,-140316.0625,0.0001,1.0003409385681152,-225011.21508088004,62.66,250000
-17.030298233032227,564823232.0,1777,-1.1920928955078125e-07,3249,146,-222282.59375,0.0001,1.00029456615448,-216943.06305122003,63.19,260000
-17.023693084716797,291043712.0,1775,0.0,3374,152,-197962.15625,0.0001,0.99974125623703,-240817.77596799002,70.23,270000
-17.022680282592773,760155456.0,1777,-1.1920928955078125e-07,3499,157,-306231.65625,0.0001,0.9996746182441711,-256363.80132636,75.68,280000
-17.029804229736328,824922752.0,1781,5.960464477539063e-08,3624,162,-332476.40625,0.0001,1.0002673864364624,-246163.64894006003,76.96,290000
-17.026914596557617,495211584.0,1781,0.0,3749,168,-237123.203125,0.0001,0.9998955130577087,-213009.32403447,64.19,300000
-17.02178955078125,810182016.0,1785,0.0,3874,173,-251639.796875,0.0001,0.9995328783988953,-222951.18565754,67.84,310000
-17.017967224121094,882833600.0,1788,-1.1920928955078125e-07,3999,178,-331311.71875,0.0001,0.9991920590400696,-218515.08277752998,65.12,320000
-17.01799774169922,400586816.0,1791,0.0,4124,184,-167405.109375,0.0001,0.9992430210113525,-229682.80962421,70.39,330000
-17.021080017089844,1462322048.0,1793,0.0,4249,189,-497409.0,0.0001,0.999528169631958,-207583.25501325,61.86,340000
-17.022197723388672,752302656.0,1796,0.0,4374,194,-245984.78125,0.0001,0.9996493458747864,-213647.22754826,66.96,350000
-17.02216911315918,1293226368.0,1799,5.960464477539063e-08,4499,200,-413266.3125,0.0001,0.9995849132537842,-214923.14565248002,64.93,360000
-17.020973205566406,164518400.0,1801,0.0,4624,205,-138806.34375,0.0001,0.9994921088218689,-227661.03448372,69.32,370000
-17.017240524291992,351144096.0,1801,-1.1920928955078125e-07,4749,210,-255819.5,0.0001,0.9992037415504456,-202004.53374659,60.78,380000
-17.01692008972168,1353991936.0,1802,0.0,4874,216,-178969.859375,0.0001,0.9991039633750916,-198844.36613438,60.64,390000
-17.019447326660156,1204196096.0,1799,0.0,4999,222,-445672.3125,0.0001,0.9993478655815125,-189497.00404172,56.44,400000
-17.026073455810547,326550112.0,1798,0.0,5124,228,-255323.28125,0.0001,0.9999455809593201,-193178.39438867,58.66,410000
-17.021595001220703,1551251200.0,1798,-1.1920928955078125e-07,5249,233,-431707.40625,0.0001,0.9994847774505615,-190167.94512196002,59.89,420000
-17.01596450805664,937178752.0,1800,-1.1920928955078125e-07,5374,238,-292075.0625,0.0001,0.999086856842041,-188062.59520860997,60.25,430000
-17.01634407043457,216928432.0,1802,0.0,5499,244,-193586.96875,0.0001,0.9991073608398438,-196967.40203764997,63.5,440000
-17.013336181640625,292274880.0,1804,0.0,5624,249,-228708.171875,0.0001,0.9988507628440857,-204833.30679771994,67.61,450000
-17.0046329498291,1296916864.0,1804,-1.1920928955078125e-07,5749,254,-416867.125,0.0001,0.9981663227081299,-188597.23987734,62.8,460000
-16.999059677124023,679356288.0,1805,-1.1920928955078125e-07,5874,260,-238593.203125,0.0001,0.9976707100868225,-207400.98521083,71.15,470000
-17.00177574157715,850217792.0,1807,0.0,5999,265,-297051.9375,0.0001,0.9979581832885742,-184550.45892513997,61.5,480000
-17.00476837158203,228095904.0,1809,0.0,6124,270,-127686.9765625,0.0001,0.9981780052185059,-177149.77702212,60.26,490000
-17.00621795654297,1187592192.0,1808,-1.1920928955078125e-07,6249,276,-366224.8125,0.0001,0.9982699751853943,-210744.19397760998,71.76,500000
-17.007776260375977,144123952.0,1809,0.0,6374,281,-157190.0625,0.0001,0.9983955025672913,-197078.81223037004,66.66,510000
-17.000085830688477,1692761088.0,1811,-1.1920928955078125e-07,6499,287,-474876.0,0.0001,0.9978026747703552,-196239.38313928002,66.13,520000
-16.999845504760742,743280320.0,1812,5.960464477539063e-08,6624,292,-322107.9375,0.0001,0.9977893233299255,-184584.41750739,60.62,530000
-16.990663528442383,460442880.0,1809,0.0,6749,298,-289450.9375,0.0001,0.9970321655273438,-214025.31001048992,73.89,540000
-16.984825134277344,1169614848.0,1807,0.0,6874,304,-355368.9375,0.0001,0.9965634346008301,-210546.41925504993,71.69,550000
-16.986425399780273,1051232960.0,1806,-1.1920928955078125e-07,6999,310,-371272.84375,0.0001,0.9966786503791809,-203510.34727139,68.4,560000
-16.987876892089844,998844416.0,1804,0.0,7124,315,-320066.03125,0.0001,0.9968152046203613,-203967.21750018,62.97,570000
-16.982929229736328,809104512.0,1802,0.0,7249,321,-349056.5,0.0001,0.9963995814323425,-230166.95753815002,77.34,580000
-16.97931480407715,1665647360.0,1802,0.0,7374,327,-393892.5,0.0001,0.9960798621177673,-194345.96161186,67.12,590000
-16.973491668701172,171126272.0,1804,0.0,7499,332,-187662.03125,0.0001,0.9956163763999939,-183789.22347423996,64.14,600000
-16.973085403442383,229539744.0,1805,5.960464477539063e-08,7624,337,-189469.15625,0.0001,0.995577335357666,-175744.30435477995,59.05,610000
-16.970521926879883,971088576.0,1806,-1.1920928955078125e-07,7749,343,-357217.4375,0.0001,0.9954045414924622,-181909.43456322004,59.17,620000
-16.967302322387695,88913152.0,1807,0.0,7874,348,-119584.8125,0.0001,0.9951422214508057,-174280.33322110996,58.6,630000
-16.967735290527344,687232384.0,1807,5.960464477539063e-08,7999,354,-282870.5625,0.0001,0.9951416850090027,-177411.02730524,56.34,640000
-16.973072052001953,995944256.0,1808,-2.384185791015625e-07,8124,359,-336879.6875,0.0001,0.9955692291259766,-164617.97507694,53.02,650000
-16.975374221801758,1536736512.0,1809,0.0,8249,364,-417742.46875,0.0001,0.9957902431488037,-175927.11998130006,62.33,660000
-16.978761672973633,580883584.0,1810,-1.1920928955078125e-07,8374,370,-164519.78125,0.0001,0.9960419535636902,-187692.01951858,68.38,670000
-16.972339630126953,1134151296.0,1811,0.0,8499,375,-337337.0625,0.0001,0.9955483078956604,-185790.23773541997,62.57,680000
-16.97484016418457,83144856.0,1810,-1.1920928955078125e-07,8624,381,-99775.3828125,0.0001,0.995797872543335,-168969.83752061005,63.72,690000
-16.972570419311523,309307712.0,1809,0.0,8749,386,-200400.78125,0.0001,0.9955737590789795,-176146.65318803996,62.92,700000
-16.97091293334961,658555008.0,1806,1.1920928955078125e-07,8874,392,-220364.828125,0.0001,0.9954087734222412,-176147.90618006003,68.37,710000
-16.967077255249023,148408880.0,1805,0.0,8999,398,-140445.4375,0.0001,0.9951264262199402,-162289.29855522997,59.75,720000
-16.972393035888672,724652032.0,1804,-1.1920928955078125e-07,9124,404,-242214.03125,0.0001,0.9955355525016785,-150978.47549088002,51.0,730000
-16.980384826660156,1051569152.0,1805,0.0,9249,409,-242044.453125,0.0001,0.9961555004119873,-165721.88313736,60.02,740000
-16.97871208190918,559925248.0,1806,0.0,9374,415,-205478.0625,0.0001,0.9960577487945557,-168741.06762474,62.97,750000
-16.981952667236328,768733120.0,1807,0.0,9499,420,-218057.25,0.0001,0.9963323473930359,-162831.75014805,58.59,760000
-16.98369789123535,1086947328.0,1801,0.0,9624,427,-313203.34375,0.0001,0.9965429306030273,-175569.95248297002,64.36,770000
-16.97789764404297,690103424.0,1801,1.1920928955078125e-07,9749,433,-247262.96875,0.0001,0.9959999918937683,-154030.30467776002,56.54,780000
-16.979503631591797,249279312.0,1802,0.0,9874,438,-190050.34375,0.0001,0.9961578249931335,-155521.87760767003,56.46,790000
-16.9741268157959,850886912.0,1802,0.0,9999,443,-352023.53125,0.0001,0.9956953525543213,-158350.21810081002,54.45,800000
-16.98398208618164,596618944.0,1801,0.0,10124,449,-203678.34375,0.0001,0.9964811205863953,-150270.92852747,51.47,810000
-16.991687774658203,1280728192.0,1800,0.0,10249,455,-422095.0625,0.0001,0.9971399903297424,-165012.11678455002,64.02,820000
-16.991313934326172,120315856.0,1785,0.0,10374,464,-119714.8359375,0.0001,0.9971272945404053,-163368.24492708998,59.28,830000
-16.989320755004883,684358080.0,1786,2.384185791015625e-07,10499,470,-267319.5625,0.0001,0.996955931186676,-174086.07570981997,63.21,840000
-16.99139404296875,132089104.0,1787,0.0,10624,475,-155133.453125,0.0001,0.9971570372581482,-166216.64103397,62.38,850000
-16.992645263671875,944758592.0,1788,0.0,10749,480,-280556.40625,0.0001,0.9972963333129883,-172758.13289852,70.56,860000
-16.99028205871582,977342080.0,1788,0.0,10874,486,-297414.03125,0.0001,0.997122049331665,-171191.42476711998,70.55,870000
-16.9903621673584,112118608.0,1789,0.0,10999,491,-136046.671875,0.0001,0.9971175193786621,-183224.19114384998,73.99,880000
-16.98900032043457,1178784128.0,1790,0.0,11124,497,-349126.78125,0.0001,0.9969682693481445,-185697.74038418996,74.32,890000
-16.99029541015625,686756032.0,1790,-1.1920928955078125e-07,11249,502,-287647.5,0.0001,0.997086763381958,-170726.79588154997,66.0,900000
-16.994890213012695,618998144.0,1791,0.0,11374,507,-248114.296875,0.0001,0.997488260269165,-171428.55203541997,71.08,910000
-17.0001163482666,905598336.0,1792,1.1920928955078125e-07,11499,513,-257467.5,0.0001,0.9978907704353333,-173697.66122985005,69.11,920000
-17.000272750854492,830641536.0,1793,0.0,11624,518,-274062.53125,0.0001,0.9979465007781982,-182257.12660319998,70.95,930000
-16.9966983795166,537098368.0,1787,0.0,11749,525,-174879.109375,0.0001,0.9976677298545837,-147943.96229269,51.27,940000
-16.996122360229492,686110848.0,1788,0.0,11874,531,-220657.0,0.0001,0.9976141452789307,-164652.91813059003,60.64,950000
-17.000267028808594,1648274944.0,1789,0.0,11999,536,-379521.0625,0.0001,0.9979753494262695,-149963.10300579,56.58,960000
-17.001134872436523,1105203840.0,1790,0.0,12124,541,-297675.3125,0.0001,0.9980491995811462,-164209.61975294002,66.7,970000
-16.997461318969727,1033583296.0,1791,0.0,12249,547,-188575.34375,0.0001,0.9976817965507507,-162633.02326756,66.57,980000
-16.99608039855957,960027520.0,1792,0.0,12374,552,-317577.28125,0.0001,0.9975666999816895,-158990.4637391,62.5,990000
-16.99952507019043,557842496.0,1793,0.0,12499,557,-146714.6875,0.0001,0.9979405999183655,-146178.35057106,57.04,1000000
