train/ent_coef_loss,train/actor_loss,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,time/episodes,time/time_elapsed,time/fps,train/ent_coef,train/critic_loss
0.15917333960533142,-842.789794921875,160000,0.001,-49678.99268885,917.86,39974,295,835,191,13.45654582977295,658813.125
-0.39419615268707275,-237.44866943359375,170000,0.001,-52281.869620050005,902.53,42474,306,886,191,12.870076179504395,8111863.0
-0.6038564443588257,-667.2423706054688,180000,0.001,-55150.45854028001,880.02,44974,319,937,191,12.038491249084473,538339.6875
-0.0243375301361084,-1496.945068359375,190000,0.001,-52599.889487019995,880.02,47474,328,989,192,13.796806335449219,541861.1875
-1.1947484016418457,-1174.467529296875,200000,0.001,-53059.24546446,888.37,49974,339,1043,191,10.994599342346191,1041489.125
1.1739965677261353,-2642.259765625,210000,0.001,-63428.494317969984,888.37,52474,348,1094,191,13.316254615783691,1164057.5
0.3165026009082794,-1550.175537109375,220000,0.001,-61472.31767093,884.38,54974,360,1146,191,9.348773956298828,583968.8125
-1.23085355758667,-4503.259765625,230000,0.001,-61707.059581810005,884.97,57474,371,1195,192,9.16914176940918,1521979.875
-0.13667970895767212,-3337.25,240000,0.001,-62746.496784890005,888.54,59974,380,1249,192,7.937664031982422,888660.5625
-1.2101151943206787,-3523.07958984375,250000,0.001,-60650.41103714,911.01,62474,391,1303,191,8.9036283493042,347451.5625
1.3490644693374634,-3574.752197265625,260000,0.001,-65853.3715261,918.63,64974,403,1357,191,9.05102825164795,674358.5
-0.5283019542694092,-5020.7080078125,270000,0.001,-64331.51958345999,947.27,67474,413,1410,191,8.125553131103516,689142.9375
2.353616237640381,-3920.672607421875,280000,0.001,-69730.05092281,955.57,69974,423,1464,191,8.132704734802246,6169283.5
-0.4593667984008789,-3958.14892578125,290000,0.001,-74044.98962929999,941.93,72474,435,1518,190,9.010924339294434,495525.15625
2.3834853172302246,-4888.7353515625,300000,0.001,-71803.66529271999,923.26,74974,446,1572,190,9.803955078125,594819.125
-0.5804189443588257,-5383.24169921875,310000,0.001,-85865.38672955001,935.09,77474,458,1625,190,7.991073131561279,539969.8125
-0.28077876567840576,-4544.4658203125,320000,0.001,-85957.67204147,935.19,79974,466,1679,190,6.228024005889893,1623260.125
-0.8511757850646973,-5550.03271484375,330000,0.001,-86630.351531,937.47,82474,478,1732,190,9.64378547668457,6791622.0
0.19511650502681732,-5066.27783203125,340000,0.001,-102395.98433087999,937.47,84974,486,1784,190,6.633721351623535,500126.25
0.6384323239326477,-4635.7451171875,350000,0.001,-102127.02379720999,953.27,87474,498,1836,190,7.277188777923584,247525.015625
0.4154261648654938,-4968.0703125,360000,0.001,-98326.28876302001,960.0,89974,506,1889,190,7.064846038818359,3055677.0
0.3812234401702881,-5384.89697265625,370000,0.001,-94825.49157726002,960.0,92474,518,1941,190,6.104377269744873,1181343.0
0.056605756282806396,-7481.0771484375,380000,0.001,-97294.8950237,954.46,94974,528,1995,190,6.1177144050598145,5384408.0
0.49270564317703247,-5230.12109375,390000,0.001,-93186.14805690001,966.48,97474,538,2047,190,5.986089706420898,315872.75
0.6224418878555298,-5507.705078125,400000,0.001,-90428.21796869,983.14,99974,548,2098,190,7.619574546813965,309010.0625
-0.6964049339294434,-5531.130859375,410000,0.001,-90828.90541923999,964.51,102474,561,2155,190,4.472564220428467,3887098.5
0.2009166032075882,-6214.18359375,420000,0.001,-117664.70148766,963.29,104974,569,2213,189,4.663877010345459,310622.4375
0.8054260015487671,-8478.013671875,430000,0.001,-137081.47114421,957.48,107474,582,2271,189,4.01253080368042,12982324.0
-0.3476985991001129,-7271.16064453125,440000,0.001,-127020.91284646,953.83,109974,591,2330,188,4.543217182159424,192281.21875
-0.8982465863227844,-6884.0927734375,450000,0.001,-139248.96777422997,953.15,112474,602,2390,188,4.546523094177246,561260.4375
-0.5016242861747742,-7667.65185546875,460000,0.001,-151687.72426063,947.99,114974,611,2449,187,5.59792947769165,391369.3125
0.35286861658096313,-7654.22265625,470000,0.001,-164911.77076093998,947.99,117474,623,2508,187,3.940486192703247,187198.859375
-0.759132981300354,-7543.3291015625,480000,0.001,-197065.24164374,946.49,119974,632,2567,186,4.235690116882324,30621280.0
-0.23203256726264954,-8588.7021484375,490000,0.001,-226201.76921535,953.75,122474,644,2627,186,4.853602886199951,863515.9375
-0.3481307625770569,-9251.654296875,500000,0.001,-249930.14383922995,953.75,124974,652,2686,186,4.972984313964844,307658.96875
-0.1330762803554535,-7203.001953125,510000,0.001,-252621.74384164,972.38,127474,664,2746,185,5.019344329833984,364728.75
-0.9457523822784424,-8316.9482421875,520000,0.001,-228064.95855527,973.6,129974,672,2806,185,5.496083736419678,7777510.5
0.4038243889808655,-7978.40283203125,530000,0.001,-211298.27064439998,981.85,132474,684,2866,184,5.824680328369141,537490.25
0.16635338962078094,-8169.888671875,540000,0.001,-225434.18964990997,985.5,134974,692,2924,184,4.351385593414307,3245667.5
0.5563752055168152,-8667.05078125,550000,0.001,-209641.32489868999,980.11,137474,704,2983,184,4.541503429412842,238915.5
-0.09268113970756531,-9170.11328125,560000,0.001,-199145.16864504002,985.27,139974,713,3043,184,5.133151531219482,115782.9375
0.5604918003082275,-8931.330078125,570000,0.001,-195304.72240242,985.27,142474,724,3102,183,5.068896293640137,802898.0
-0.08240138739347458,-9421.634765625,580000,0.001,-151803.67854228002,993.93,144974,733,3161,183,4.929542541503906,622068.375
0.2775096297264099,-9608.412109375,590000,0.001,-135908.9568462,993.93,147474,744,3219,183,4.773396015167236,323184.75
0.41761505603790283,-9612.26171875,600000,0.001,-94841.68440623001,993.93,149974,753,3277,183,4.0674896240234375,644727.25
0.27188464999198914,-8592.662109375,610000,0.001,-85894.43911689002,993.93,152474,764,3334,182,5.786494255065918,602334.5
-0.4205167293548584,-9121.359375,620000,0.001,-82997.88495816,993.93,154974,773,3392,182,4.544229984283447,168351.84375
0.09447464346885681,-8145.0126953125,630000,0.001,-88433.61030246,993.93,157474,784,3454,182,4.217875957489014,306625.6875
-0.45976853370666504,-7885.4150390625,640000,0.001,-74941.82800211999,993.93,159974,793,3512,182,4.411674499511719,759139.75
-1.4010608196258545,-8259.4609375,650000,0.001,-84018.81203819001,992.0,162474,805,3571,182,3.6994709968566895,707278.25
-0.24442103505134583,-8325.498046875,660000,0.001,-78384.12557931,992.0,164974,815,3628,181,4.292862415313721,472186.625
0.7415845394134521,-6681.84619140625,670000,0.001,-77405.87018364001,992.0,167474,825,3686,181,3.8378703594207764,1550600.25
-0.026847008615732193,-7235.6416015625,680000,0.001,-78389.97130579001,992.0,169974,835,3743,181,4.057565689086914,318488.34375
0.5666457414627075,-7142.6328125,690000,0.001,-73581.66034263,985.42,172474,846,3800,181,3.0660560131073,369514.53125
-0.6647378206253052,-7660.8671875,700000,0.001,-84203.46962564999,985.42,174974,855,3857,181,3.337068557739258,346330.21875
0.5602964162826538,-8147.17138671875,710000,0.001,-83742.43048698,985.42,177474,866,3915,181,5.068724632263184,344459.4375
1.1894878149032593,-7675.64697265625,720000,0.001,-85950.26886436,984.87,179974,875,3972,181,4.056919574737549,472855.0
0.2815006971359253,-6892.078125,730000,0.001,-115260.443954,984.87,182474,886,4030,181,3.997175931930542,456818.0
-1.6359927654266357,-6869.94140625,740000,0.001,-111678.04602499,980.04,184974,896,4088,180,3.6610965728759766,13746042.0
0.36231884360313416,-6001.685546875,750000,0.001,-98001.01663872998,979.68,187474,907,4147,180,4.1514153480529785,275222.6875
0.5641953945159912,-6216.9619140625,760000,0.001,-101961.29386124,967.73,189974,917,4206,180,3.4809770584106445,103916.3125
-0.2451501190662384,-6081.064453125,770000,0.001,-103019.21662278,961.18,192474,929,4265,180,3.557415008544922,543023.4375
0.12282441556453705,-6059.529296875,780000,0.001,-101802.04893230001,967.76,194974,938,4325,180,3.51859974861145,141379.34375
-0.29975390434265137,-6515.3896484375,790000,0.001,-91086.94475398002,967.76,197474,949,4384,180,3.479327917098999,251247.421875
0.39814358949661255,-5574.66015625,800000,0.001,-86036.58524639999,957.37,199974,958,4444,180,3.1915814876556396,281703.5
-0.025080088526010513,-5776.15576171875,810000,0.001,-115450.48766615998,957.37,202474,970,4503,179,3.4150280952453613,331706.78125
0.27643394470214844,-5382.6806640625,820000,0.001,-107606.48929892,945.35,204974,980,4562,179,3.335408926010132,421773.21875
0.07579919695854187,-4590.591796875,830000,0.001,-93075.99601968,945.35,207474,990,4620,179,3.7011330127716064,142710.84375
-0.5009428858757019,-4384.931640625,840000,0.001,-95009.99667828003,958.54,209974,1000,4679,179,4.136397838592529,214480.3125
0.10153892636299133,-4494.7158203125,850000,0.001,-97175.73359243,958.54,212474,1010,4738,179,3.401010751724243,554581.8125
-0.5798056125640869,-4232.4794921875,860000,0.001,-102941.51455174,970.49,214974,1020,4797,179,3.3408074378967285,171887.515625
0.37546297907829285,-4199.6064453125,870000,0.001,-110667.90842558,977.04,217474,1030,4856,179,3.5028493404388428,267209.46875
0.5820666551589966,-4261.767578125,880000,0.001,-110330.44075479999,977.04,219974,1040,4914,179,2.946552038192749,292402.625
-0.1765960156917572,-3964.59912109375,890000,0.001,-108616.51059327,977.04,222474,1050,4973,178,2.9388670921325684,521352.75
0.3664477467536926,-3984.135986328125,900000,0.001,-95128.71706141999,987.43,224974,1060,5032,178,3.3380470275878906,130766.703125
-0.22004055976867676,-4708.197265625,910000,0.001,-89303.07211784,988.25,227474,1071,5091,178,2.564368724822998,479154.5625
-0.8153090476989746,-3990.8701171875,920000,0.001,-91041.65759491999,990.42,229974,1081,5150,178,2.989522695541382,144182.375
-0.5859272480010986,-4069.384521484375,930000,0.001,-90206.82902497001,988.01,232474,1092,5209,178,5.006765365600586,567925.0625
-0.7055419087409973,-3982.86328125,940000,0.001,-92057.00482494,988.01,234974,1102,5268,178,3.3478121757507324,192545.5625
0.14475341141223907,-3646.394775390625,950000,0.001,-97204.44141348999,983.72,237474,1113,5327,178,3.84187388420105,262945.25
0.42850565910339355,-3993.1728515625,960000,0.001,-96303.49801683999,975.85,239974,1123,5386,178,3.6552987098693848,157417.3125
-0.47450780868530273,-3240.30908203125,970000,0.001,-80851.52702525,968.88,242474,1133,5445,178,3.0638821125030518,1049834.0
-0.4557109773159027,-3824.607421875,980000,0.001,-102216.93406695999,891.2,244974,1153,5504,178,3.6481847763061523,549472.5
-0.6692901849746704,-3789.224609375,990000,0.001,-100343.60721270001,891.2,247474,1161,5562,177,3.4324657917022705,1094538.25
-1.1937315464019775,-4223.57861328125,1000000,0.001,-100343.04536112999,897.31,249974,1173,5621,177,3.098144054412842,31587676.0
