train/critic_loss,train/learning_rate,train/ent_coef,time/fps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,time/episodes,time/total_timesteps,train/ent_coef_loss,train/actor_loss
32336380.0,0.001,25.50881004333496,171,1397,-86058.28996318,451.57,59974,1482,240000,1.6905789375305176,6876.3740234375
9556135.0,0.001,24.287738800048828,171,1455,-82907.07407494001,464.9,62474,1506,250000,-5.457855701446533,6208.443359375
6385089.0,0.001,23.72376251220703,171,1514,-78694.29399246,496.84,64974,1528,260000,-0.37987035512924194,6994.08984375
27945288.0,0.001,23.91380500793457,171,1573,-86783.12245750999,462.77,67474,1556,270000,-0.8823405504226685,6252.908203125
15162529.0,0.001,22.970661163330078,171,1632,-89654.08353635,460.86,69974,1569,280000,2.195244073867798,4513.615234375
16885168.0,0.001,21.826095581054688,171,1691,-87957.80509012999,487.14,72474,1586,290000,0.5194814205169678,3711.90771484375
9281606.0,0.001,20.867128372192383,171,1750,-90492.31815122,493.95,74974,1605,300000,0.02756553888320923,3355.466796875
5814088.0,0.001,21.519704818725586,171,1808,-99991.18007919998,546.29,77474,1619,310000,3.3141772747039795,4687.58935546875
5910621.5,0.001,18.861419677734375,171,1867,-96339.23882619997,537.18,79974,1638,320000,-1.1671857833862305,1718.962890625
56598352.0,0.001,19.485401153564453,171,1926,-99731.88296394002,609.69,82474,1651,330000,1.7894830703735352,2030.9910888671875
5482710.0,0.001,21.68061637878418,171,1984,-94987.33591352002,643.53,84974,1663,340000,-3.015009880065918,776.937744140625
5866526.0,0.001,19.18195343017578,171,2043,-111217.64003418999,668.22,87474,1675,350000,-2.1052300930023193,457.7783203125
21211088.0,0.001,19.780820846557617,171,2101,-113875.71439321,702.97,89974,1685,360000,-2.6514391899108887,1800.09814453125
5134949.0,0.001,22.262413024902344,171,2160,-116658.87703638998,755.42,92474,1696,370000,2.3282830715179443,-336.3077392578125
7768600.0,0.001,21.33182716369629,171,2219,-133280.05845528,781.82,94974,1713,380000,2.1325485706329346,201.521484375
3135976.0,0.001,20.95051383972168,171,2278,-132064.16146992004,768.76,97474,1725,390000,0.6515083312988281,-592.3992919921875
4645679.5,0.001,19.937347412109375,171,2337,-133072.12989485,787.18,99974,1740,400000,-1.5111241340637207,-358.14288330078125
15681394.0,0.001,18.769214630126953,170,2402,-139812.30392283,805.0,102474,1749,410000,2.905677556991577,-2872.919189453125
4442525.0,0.001,14.14547061920166,170,2467,-135001.12574457997,748.87,104974,1769,420000,0.2117408812046051,-2609.55419921875
14095483.0,0.001,17.198619842529297,169,2532,-121778.22632345,755.97,107474,1779,430000,-1.2389805316925049,-2450.349365234375
4603275.0,0.001,16.29810333251953,169,2597,-132745.95839337996,752.79,109974,1791,440000,2.287928819656372,-3813.73828125
6251161.5,0.001,14.767485618591309,169,2662,-129612.38953642,768.68,112474,1804,450000,0.34518080949783325,-4062.82470703125
35725676.0,0.001,14.968226432800293,168,2727,-138963.76963891,745.96,114974,1819,460000,-0.3961675763130188,-6265.4404296875
35345604.0,0.001,17.86089515686035,168,2792,-152520.32904753002,762.89,117474,1830,470000,-0.3308793902397156,-4636.0517578125
9199440.0,0.001,16.187049865722656,167,2858,-201281.46425380997,733.62,119974,1847,480000,1.091066598892212,-5793.21826171875
4642955.0,0.001,18.38206672668457,167,2923,-194824.64925801006,697.3,122474,1866,490000,1.2960302829742432,-4701.57373046875
4069303.25,0.001,16.75235939025879,167,2989,-206848.335229,692.34,124974,1878,500000,-3.1253044605255127,-4639.50390625
10244538.0,0.001,17.314910888671875,166,3054,-201104.37455177,699.45,127474,1890,510000,0.6648346781730652,-6483.00244140625
4203239.0,0.001,16.683134078979492,166,3119,-204301.52668049998,659.19,129974,1909,520000,-2.3592875003814697,-6245.875
67058172.0,0.001,17.853797912597656,166,3184,-182538.13210356,656.68,132474,1925,530000,-1.7580314874649048,-5569.99267578125
3993539.5,0.001,16.38197135925293,166,3249,-188421.12869436998,670.81,134974,1935,540000,-1.5737364292144775,-6023.90625
5848612.5,0.001,15.240925788879395,165,3314,-174117.16157321003,692.88,137474,1952,550000,-1.3776755332946777,-6220.40625
5632364.5,0.001,18.042890548706055,165,3379,-179490.83878681,712.91,139974,1965,560000,1.25747811794281,-7047.3359375
2396207.5,0.001,16.83480453491211,165,3443,-212464.34283524004,751.96,142474,1974,570000,0.42791861295700073,-5161.25146484375
3469679.5,0.001,15.179228782653809,165,3508,-211716.24840687,691.14,144974,1991,580000,-0.6997137665748596,-6604.26953125
15697450.0,0.001,15.267729759216309,165,3572,-206447.12386062,758.97,147474,2001,590000,0.45406240224838257,-7004.27978515625
3331302.25,0.001,14.303457260131836,164,3637,-210220.74916479003,745.41,149974,2017,600000,-0.002958163619041443,-6962.3359375
40367028.0,0.001,12.857452392578125,164,3701,-212897.58989391007,747.99,152474,2030,610000,-0.9882926940917969,-8064.71142578125
31166934.0,0.001,15.232467651367188,164,3766,-246115.80507701996,738.66,154974,2042,620000,0.7822686433792114,-9010.21875
4955381.0,0.001,15.946440696716309,164,3830,-230752.54088497997,772.03,157474,2055,630000,-1.2490119934082031,-8218.412109375
3998193.5,0.001,13.209272384643555,164,3893,-180298.11379914999,758.46,159974,2069,640000,1.5404942035675049,-9527.912109375
83739872.0,0.001,16.23162841796875,164,3956,-182422.00221592997,756.86,162474,2083,650000,-1.1582298278808594,-10113.263671875
4085007.5,0.001,13.992583274841309,164,4020,-195101.65407514002,739.61,164974,2097,660000,-0.053503453731536865,-7423.7939453125
23867384.0,0.001,17.86897850036621,164,4083,-202922.33871028002,735.85,167474,2108,670000,-0.9702795743942261,-10225.837890625
4154360.5,0.001,15.568166732788086,163,4147,-225816.20806824998,773.56,169974,2122,680000,-2.1517834663391113,-9847.109375
32003242.0,0.001,15.116684913635254,163,4209,-181025.57180649,730.99,172474,2138,690000,-1.8116247653961182,-11103.56640625
14046729.0,0.001,15.498114585876465,163,4271,-175014.24001953003,733.98,174974,2148,700000,-1.132367730140686,-9827.40234375
2951349.0,0.001,13.770936012268066,163,4333,-186203.78151628998,752.53,177474,2161,710000,0.5032347440719604,-12145.296875
8921577.0,0.001,14.737518310546875,163,4395,-220552.06732681004,769.45,179974,2175,720000,3.153301239013672,-13473.6044921875
3125652.25,0.001,14.848652839660645,163,4456,-218761.62393893997,778.11,182474,2186,730000,-0.6735728979110718,-12749.2958984375
3936789.0,0.001,16.798107147216797,163,4518,-222095.54757471997,766.13,184974,2202,740000,3.4149062633514404,-13474.880859375
8534651.0,0.001,12.94942855834961,163,4579,-195489.27665976004,770.51,187474,2211,750000,0.23703435063362122,-12479.8935546875
5170515.0,0.001,15.863168716430664,163,4641,-187892.12033542,738.57,189974,2229,760000,1.613036870956421,-14709.142578125
3583644.5,0.001,15.545472145080566,163,4703,-183131.84998939998,772.74,192474,2242,770000,0.6000630855560303,-12775.271484375
34908632.0,0.001,13.266600608825684,163,4765,-184169.55813737,724.18,194974,2256,780000,-0.15381687879562378,-12343.888671875
4137811.5,0.001,13.871899604797363,163,4826,-261871.78978304006,745.04,197474,2269,790000,-1.4670794010162354,-13661.94921875
19710486.0,0.001,13.138226509094238,163,4888,-249668.75894997,725.43,199974,2283,800000,0.45130982995033264,-12646.6015625
45811932.0,0.001,14.661398887634277,163,4950,-327283.10671473,721.78,202474,2299,810000,1.5074198246002197,-12954.474609375
2269100.5,0.001,14.40047836303711,163,5011,-384151.1408187199,717.83,204974,2309,820000,2.797375440597534,-13438.767578125
21406928.0,0.001,14.61591911315918,163,5073,-398340.02319924004,743.1,207474,2323,830000,-0.6766887903213501,-12263.1416015625
4575775.5,0.001,14.292736053466797,163,5135,-405497.12617527996,772.66,209974,2332,840000,1.0453696250915527,-13916.255859375
4034034.75,0.001,14.339692115783691,163,5197,-410392.80530229,773.02,212474,2346,850000,-0.7742257118225098,-14565.216796875
35473264.0,0.001,13.37791633605957,163,5260,-406207.44525209,811.19,214974,2355,860000,-0.3065955638885498,-13247.4404296875
2264579.75,0.001,11.644678115844727,163,5321,-311071.62338707,789.45,217474,2370,870000,-0.11015200614929199,-15271.0517578125
3308497.0,0.001,15.427740097045898,163,5383,-295044.16708601994,807.98,219974,2383,880000,0.8818395137786865,-13859.703125
7788061.5,0.001,13.366935729980469,163,5444,-341016.04104884,825.81,222474,2392,890000,-0.7203761339187622,-16419.21875
8046048.5,0.001,16.015060424804688,163,5506,-226371.41559047,841.97,224974,2406,900000,0.5791977047920227,-14247.8037109375
17091558.0,0.001,13.674718856811523,163,5568,-246826.19800817996,848.14,227474,2415,910000,0.019597366452217102,-14343.318359375
19314098.0,0.001,14.21885871887207,163,5630,-219383.17107008997,854.67,229974,2426,920000,-0.8210010528564453,-14771.533203125
4302667.5,0.001,11.933096885681152,163,5691,-218818.13757885003,858.57,232474,2436,930000,0.8770588636398315,-15267.716796875
2140200.5,0.001,12.650251388549805,163,5753,-207710.7778953,872.15,234974,2448,940000,1.1185433864593506,-14124.248046875
2930424.25,0.001,13.900345802307129,163,5815,-226278.74958173,878.02,237474,2458,950000,-0.6024512052536011,-15525.55859375
18894676.0,0.001,13.333895683288574,163,5877,-244079.98879523002,901.93,239974,2469,960000,-1.795156717300415,-15473.658203125
5702930.5,0.001,13.60671329498291,163,5939,-253944.92856153997,927.16,242474,2479,970000,0.5717716813087463,-15391.8759765625
7387978.0,0.001,14.056862831115723,163,6000,-256831.80492553997,935.23,244974,2490,980000,0.03180110454559326,-15317.595703125
2927040.0,0.001,15.331629753112793,163,6062,-182957.17005081,937.97,247474,2502,990000,0.28688564896583557,-15593.7060546875
17258266.0,0.001,13.087360382080078,163,6124,-155178.67351055,927.59,249974,2513,1000000,-0.8489535450935364,-15683.2177734375
