time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,train/ent_coef,time/episodes,time/time_elapsed,train/critic_loss,time/fps,train/ent_coef_loss,train/actor_loss,train/n_updates,train/learning_rate,eval/mean_ep_length,eval/mean_reward
8016,-5271.348555279412,103.69117647058823,1.0260260105133057,68,22,3488.63134765625,351,0.034854955971241,56.66975402832031,989,0.001,,
8688,-5179.511775527779,106.84722222222223,1.020587682723999,72,24,4574.9208984375,352,0.02807179093360901,178.54342651367188,1073,0.001,,
8992,-4996.740009894737,103.42105263157895,1.0174343585968018,76,25,4893.52392578125,352,0.017324622720479965,200.25599670410156,1111,0.001,,
9576,-5391.31967535,107.9875,1.0163850784301758,80,27,1660.090087890625,352,-0.0040381597355008125,196.82852172851562,1184,0.001,,
9832,-5270.758179761904,107.97619047619048,1.0165690183639526,84,27,1689.2835693359375,352,0.011296198703348637,184.56903076171875,1216,0.001,,
10000,-5224.971661929411,107.07058823529412,1.0158467292785645,85,28,3080.32958984375,351,0.019369477406144142,233.8797149658203,1237,0.001,,
10000,,,,,,,,,,,,75.2,-1848.3184136
10944,-5372.856913806818,110.125,1.0066637992858887,88,32,2736.279541015625,341,0.014030933380126953,290.9681396484375,1355,0.001,,
12200,-5293.688034271739,111.3913043478261,0.9839634299278259,92,36,5641.1396484375,336,-0.029402034357190132,225.4049072265625,1512,0.001,,
12968,-5400.1821651875,113.92708333333333,0.9702008366584778,96,38,2628.205078125,333,-0.0400974303483963,372.4971618652344,1608,0.001,,
13272,-5544.847003450001,119.04,0.9652686715126038,100,40,1860.33544921875,328,-0.08047883957624435,383.7300109863281,1646,0.001,,
15240,-5591.85045456,122.25,0.9440091252326965,104,46,1761.5545654296875,330,-0.028506716713309288,394.775146484375,1892,0.001,,
15680,-6316.060260869999,135.53,0.941726565361023,108,47,1414.0245361328125,330,-0.08619742095470428,392.7540283203125,1947,0.001,,
16320,-6273.592572719999,136.69,0.9341784715652466,112,49,2285.89599609375,331,-0.08431009948253632,430.6936950683594,2027,0.001,,
17784,-6457.641527129999,152.01,0.9124505519866943,116,53,1569.3319091796875,333,-0.18281254172325134,462.4779052734375,2210,0.001,,
19216,-6018.631430199998,151.81,0.8865324258804321,120,57,1378.62548828125,333,-0.27929824590682983,467.5859680175781,2389,0.001,,
20000,-5995.94407764,154.87,0.8672066926956177,123,59,1592.244873046875,334,-0.32557886838912964,503.2503662109375,2487,0.001,,
20000,,,,,,,,,,,,608.0,-31565.508336800005
20232,-5974.54030086,154.5,0.8612015843391418,124,64,1086.838134765625,311,-0.3012741804122925,470.532470703125,2516,0.001,,
21832,-6333.46724216,171.64,0.8262836337089539,128,69,3118.912109375,313,-0.46735626459121704,537.1307373046875,2716,0.001,,
22680,-6330.21876589,179.25,0.8036254644393921,132,72,1878.602783203125,314,-0.5739547610282898,554.875,2822,0.001,,
22856,-6153.5557562799995,177.02,0.7988867163658142,136,72,1060.564697265625,314,-0.5666831731796265,493.97235107421875,2844,0.001,,
23568,-6348.519564470001,186.5,0.778247058391571,140,75,841.2835693359375,314,-0.5651493668556213,524.955078125,2933,0.001,,
24408,-6266.309514689999,187.48,0.7581865787506104,144,77,3519.28662109375,313,-0.7314176559448242,643.8475341796875,3038,0.001,,
25072,-6183.872198159999,188.81,0.7445902824401855,148,79,1165.947021484375,314,-0.4959120750427246,617.8645629882812,3121,0.001,,
25968,-6282.54393718,198.61,0.7268853783607483,152,82,864.8592529296875,314,-0.5815666913986206,646.712158203125,3233,0.001,,
27280,-6212.516659319999,200.74,0.6973246932029724,156,86,680.449462890625,316,-0.8739715218544006,692.3018798828125,3397,0.001,,
27984,-6160.4955559300015,204.15,0.6786741614341736,160,88,1385.835693359375,316,-1.1327502727508545,725.14404296875,3485,0.001,,
29200,-6136.400282040001,206.59,0.6440203785896301,164,91,571.552734375,317,-1.4354950189590454,752.0845947265625,3637,0.001,,
29632,-6222.11711286,212.82,0.6313746571540833,168,93,5053.1279296875,317,-1.533708095550537,777.6846313476562,3691,0.001,,
30000,-6222.11711286,212.82,0.6211408972740173,168,94,540.2061767578125,318,-1.4137706756591797,773.4933471679688,3737,0.001,,
30000,,,,,,,,,,,,549.0,-10586.232479999999
30576,-6492.07366088,216.33,0.6055952906608582,172,100,695.4456787109375,304,-1.3640499114990234,779.9923095703125,3809,0.001,,
30712,-6505.6121339500005,219.32,0.6019949913024902,176,100,459.71820068359375,304,-1.500354290008545,792.151123046875,3826,0.001,,
31216,-6035.155827400002,213.1,0.5891485810279846,180,102,584.7081298828125,305,-1.867532730102539,794.215576171875,3889,0.001,,
31592,-6004.864208739999,213.44,0.5798795819282532,184,103,482.03753662109375,305,-1.5311026573181152,820.4093017578125,3936,0.001,,
31752,-5759.539175480001,209.14,0.5756930112838745,188,103,543.6563720703125,305,-1.7341253757476807,820.2659912109375,3956,0.001,,
32088,-5672.31407613,206.2,0.5673669576644897,192,104,624.994384765625,306,-1.6150763034820557,840.6212158203125,3998,0.001,,
32312,-5497.666435,209.49,0.5618861317634583,196,105,710.87109375,306,-1.9375927448272705,839.4959716796875,4026,0.001,,
32720,-5244.149137980001,204.15,0.5509675145149231,200,106,927.1737670898438,306,-1.8926723003387451,835.9764404296875,4077,0.001,,
33072,-5176.64365001,201.81,0.5416898727416992,204,107,481.6640625,307,-1.9038573503494263,849.0491333007812,4121,0.001,,
33744,-4418.83930038,191.61,0.5256017446517944,208,109,589.3408203125,308,-1.8245134353637695,856.84765625,4205,0.001,,
33960,-4355.038079850001,188.22,0.5205260515213013,212,110,556.8599243164062,308,-2.0609524250030518,865.7125244140625,4232,0.001,,
34280,-3982.7549588399997,172.3,0.5130479335784912,216,111,845.73583984375,308,-2.213329553604126,862.975341796875,4272,0.001,,
34680,-3773.7619375499994,166.21,0.5031115412712097,220,112,617.4006958007812,308,-2.3694558143615723,870.26416015625,4322,0.001,,
35712,-3946.283089730001,170.91,0.4791242778301239,224,115,551.9220581054688,308,-2.3840198516845703,854.6881103515625,4451,0.001,,
36168,-3540.008654190001,158.37,0.46939438581466675,228,117,467.0535583496094,308,-2.368119239807129,862.2744140625,4508,0.001,,
37000,-3379.4369688499996,148.99,0.45278874039649963,232,119,474.95281982421875,308,-2.5499038696289062,888.5897216796875,4612,0.001,,
38400,-3415.24816299,153.72,0.42579370737075806,236,124,614.3578491210938,309,-2.9385833740234375,851.5700073242188,4787,0.001,,
38920,-3156.1845772300003,147.09,0.41546347737312317,240,125,449.5015869140625,309,-2.6725711822509766,856.0127563476562,4852,0.001,,
39688,-3183.22834682,150.54,0.4014585614204407,244,127,425.5406799316406,310,-2.5493178367614746,869.8549194335938,4948,0.001,,
40000,-3183.22834682,150.54,0.39678311347961426,244,128,464.65972900390625,310,-1.6336703300476074,885.3486938476562,4987,0.001,,
40000,,,,,,,,,,,,415.6,-4399.951086200001
40096,-3132.99008456,148.44,0.39552709460258484,248,132,447.3562927246094,302,-2.3603386878967285,881.0078735351562,4999,0.001,,
40280,-2930.8044632100004,137.0,0.3934212923049927,252,132,505.59442138671875,303,-2.2408695220947266,883.11474609375,5022,0.001,,
41720,-2893.8317252599995,138.29,0.37478527426719666,256,136,424.7467346191406,304,-2.2277965545654297,851.9290771484375,5202,0.001,,
43280,-2932.29598039,145.19,0.3550812304019928,260,141,427.00347900390625,306,-2.375854969024658,822.6168212890625,5397,0.001,,
43816,-2983.62596196,152.49,0.34900665283203125,264,142,498.13812255859375,306,-2.4460432529449463,834.9359130859375,5464,0.001,,
44248,-2935.008237449999,153.31,0.3444191515445709,268,144,719.9789428710938,306,-2.2105255126953125,850.708740234375,5518,0.001,,
45672,-2985.67525334,149.38,0.33118942379951477,272,148,545.9791259765625,307,-1.9156005382537842,828.1812744140625,5696,0.001,,
45864,-2969.571876690001,149.21,0.3294779658317566,276,148,543.6820068359375,308,-2.318439483642578,862.4895629882812,5720,0.001,,
46688,-2985.8418497400003,152.57,0.32251331210136414,280,151,835.0244140625,308,-1.436004877090454,843.051513671875,5823,0.001,,
47176,-2987.5173179800004,157.15,0.31814807653427124,284,152,539.14501953125,308,-2.2992448806762695,825.3005981445312,5884,0.001,,
47904,-3062.1520478300004,165.56,0.3124583065509796,288,155,413.3055114746094,308,-1.9753029346466064,832.5321044921875,5975,0.001,,
48616,-3080.46706454,169.13,0.30647939443588257,292,157,479.06793212890625,308,-2.5779008865356445,826.0439453125,6064,0.001,,
49264,-3008.4447459400003,164.35,0.30116796493530273,296,159,457.0196533203125,308,-2.1549458503723145,840.544677734375,6145,0.001,,
49912,-2957.9362283399996,164.66,0.2962849736213684,300,161,566.321533203125,308,-1.7972397804260254,795.659423828125,6226,0.001,,
50000,-2945.67873902,164.14,0.29574453830718994,302,162,591.0079956054688,308,-2.07527494430542,788.2181396484375,6237,0.001,,
50000,,,,,,,,,,,,224.0,-7622.612875999999
50024,-2930.4547581099996,163.71,0.2955606281757355,304,163,641.9758911132812,305,-1.8837032318115234,785.2544555664062,6240,0.001,,
50200,-2920.27209798,163.86,0.29408714175224304,308,164,700.3011474609375,305,-1.4838364124298096,807.4000854492188,6262,0.001,,
51032,-2944.43974072,169.03,0.28950953483581543,312,166,596.4922485351562,305,-0.8776879906654358,789.869873046875,6366,0.001,,
52480,-2931.2556196500004,174.99,0.2810876667499542,316,170,582.0947265625,307,-1.940181016921997,813.1251220703125,6547,0.001,,
53112,-2922.64860887,180.02,0.2767900824546814,320,172,849.122802734375,307,-2.5549468994140625,796.0932006835938,6626,0.001,,
54992,-2699.9263422599997,175.65,0.2659216523170471,324,178,443.3387145996094,308,-1.1345012187957764,754.545166015625,6861,0.001,,
56184,-2760.60548507,187.46,0.26125967502593994,328,181,577.904296875,309,-1.3064887523651123,748.0138549804688,7010,0.001,,
57136,-2788.6103946400003,196.89,0.25751039385795593,332,184,506.90032958984375,309,-0.6953986883163452,730.9345703125,7129,0.001,,
59960,-2739.93600781,196.19,0.24652479588985443,336,193,588.1100463867188,310,-0.14570072293281555,677.2406005859375,7482,0.001,,
60000,-2739.93600781,196.19,0.246394544839859,336,193,1319.839111328125,310,-0.8585767149925232,672.4736328125,7487,0.001,,
60000,,,,,,,,,,,,759.0,-5175.04261
60624,-2823.7445345900005,208.89,0.2444675713777542,340,200,724.31103515625,301,-0.7662031650543213,649.4615478515625,7565,0.001,,
61768,-2721.231923589999,203.23,0.24135155975818634,344,204,440.59454345703125,302,-0.7868249416351318,692.4769287109375,7708,0.001,,
62920,-2723.36780549,208.17,0.23925872147083282,348,207,1425.684326171875,303,-0.17461451888084412,689.5119018554688,7852,0.001,,
63368,-2935.1950620300004,236.77,0.23881587386131287,352,208,1035.2159423828125,303,-0.578437328338623,655.69677734375,7908,0.001,,
64312,-2838.8573189399995,233.12,0.23776181042194366,356,211,962.3599243164062,304,-0.12266311794519424,644.3258056640625,8026,0.001,,
65272,-2711.76102715,225.36,0.23794615268707275,360,214,449.9655456542969,304,-0.8097206354141235,638.238525390625,8146,0.001,,
67912,-2681.4233298999998,224.78,0.23147240281105042,364,221,540.5513916015625,306,-0.4177297055721283,630.305419921875,8476,0.001,,
68536,-2683.72426637,226.62,0.2300233095884323,368,223,1270.388427734375,306,-0.07965308427810669,633.9422607421875,8554,0.001,,
69240,-2453.41258048,241.87,0.2295387089252472,372,225,1395.3134765625,306,-0.30507755279541016,620.7569580078125,8642,0.001,,
69600,-2410.65680743,240.81,0.22951416671276093,376,227,1241.269287109375,306,-0.07619160413742065,611.1024169921875,8687,0.001,,
69888,-2373.52259582,238.24,0.22974927723407745,380,227,1598.79052734375,306,0.055792808532714844,575.421142578125,8723,0.001,,
70000,-2373.52259582,238.24,0.2298332005739212,380,228,1058.9156494140625,306,-0.7145326137542725,619.9389038085938,8737,0.001,,
70000,,,,,,,,,,,,942.2,-39763.2911982
70808,-2337.89019611,235.42,0.23090052604675293,384,237,3201.331298828125,297,0.6689023971557617,586.891845703125,8838,0.001,,
71400,-2240.64758728,229.45,0.23237328231334686,388,239,3842.94921875,297,0.6129293441772461,561.2626342773438,8912,0.001,,
72240,-2339.47754277,234.33,0.23465462028980255,392,242,2764.60791015625,298,-0.14307023584842682,587.0457763671875,9017,0.001,,
73152,-2305.58459898,233.51,0.23409512639045715,396,244,3172.5673828125,298,0.39908942580223083,599.8167724609375,9131,0.001,,
73664,-2280.3718016,233.55,0.23356766998767853,400,246,502.6048583984375,299,-1.2369201183319092,625.2326049804688,9195,0.001,,
75288,-2344.30704095,238.59,0.2275615781545639,404,250,718.2562866210938,300,-0.3672095835208893,611.1441650390625,9398,0.001,,
77600,-2421.9391669799998,260.04,0.23056931793689728,408,257,1100.9105224609375,301,0.7634177207946777,547.1908569335938,9687,0.001,,
79216,-2426.10541013,263.09,0.22939161956310272,412,262,1944.631103515625,301,-0.6563100814819336,567.66455078125,9889,0.001,,
80000,-2426.10541013,263.09,0.22794274985790253,412,264,2668.748779296875,302,-1.0238056182861328,582.8604736328125,9987,0.001,,
80000,,,,,,,,,,,,826.2,-7334.461572
80640,-2443.9846946000002,271.52,0.2269061803817749,416,273,650.9610595703125,294,0.7304437160491943,619.4095458984375,10067,0.001,,
81456,-2506.57736363,278.19,0.2304646223783493,420,275,505.50518798828125,295,-0.003296896815299988,618.7269897460938,10169,0.001,,
82440,-2605.24753963,285.07,0.22969213128089905,424,278,2806.38037109375,295,-0.36264702677726746,565.5089721679688,10292,0.001,,
82704,-2557.85652302,277.07,0.2290075719356537,428,279,520.0013427734375,296,-1.0728882551193237,579.9508056640625,10325,0.001,,
83088,-2488.8469018599994,266.81,0.22805127501487732,432,280,1887.679443359375,296,-0.6126032471656799,570.9837646484375,10373,0.001,,
84088,-2554.3971932,268.09,0.22745436429977417,436,283,465.12164306640625,296,-0.7391911745071411,563.2938232421875,10498,0.001,,
86400,-2471.67033348,259.84,0.22689571976661682,440,290,745.0548095703125,297,0.43106549978256226,582.1209106445312,10787,0.001,,
89856,-2677.71216383,281.13,0.22358016669750214,444,299,1768.8046875,299,-0.2530568838119507,580.1265258789062,11219,0.001,,
90000,-2677.71216383,281.13,0.22338825464248657,444,300,1438.179443359375,299,0.7414301633834839,564.9109497070312,11237,0.001,,
90000,,,,,,,,,,,,1000.0,-5794.3986526
90728,-2692.3511315600003,283.42,0.2245342880487442,448,310,1707.55126953125,292,-0.8642680644989014,596.1951904296875,11328,0.001,,
91632,-2590.4330768099994,275.64,0.2207956612110138,452,313,922.2222900390625,292,-0.6462346315383911,560.168212890625,11441,0.001,,
93304,-2636.27516317,283.04,0.2139408439397812,456,318,2529.623291015625,292,-0.4601827561855316,538.5997314453125,11650,0.001,,
95688,-2712.0202573999995,300.6,0.20755060017108917,460,325,458.24285888671875,294,-1.04024076461792,580.126953125,11948,0.001,,
97064,-2700.4416746200004,298.75,0.2030804455280304,464,329,488.098876953125,294,-0.7572879791259766,553.781005859375,12120,0.001,,
99248,-2729.8463202699995,298.41,0.20345020294189453,468,335,1871.6424560546875,295,-0.3630433678627014,554.763916015625,12393,0.001,,
100000,-2631.69699342,289.46,0.20404154062271118,469,337,513.2987060546875,295,-0.6740291118621826,583.7854614257812,12487,0.001,,
100000,,,,,,,,,,,,1000.0,-15118.5857028
100616,-2652.4630808300003,302.28,0.2029642015695572,472,347,496.1800537109375,289,-0.14172877371311188,585.2051391601562,12564,0.001,,
103776,-2876.5449855800002,321.33,0.1956540048122406,476,357,391.42791748046875,290,0.271242618560791,580.1412353515625,12959,0.001,,
105536,-3045.4057848600005,345.7,0.19293634593486786,480,362,556.166748046875,290,0.22795498371124268,560.854248046875,13179,0.001,,
106240,-3046.8186730599996,345.13,0.19273792207241058,484,365,523.5435791015625,291,0.6542723178863525,552.5476684570312,13267,0.001,,
107832,-3109.73877805,354.01,0.1968919336795807,488,369,753.7999267578125,291,0.7017632126808167,583.0758056640625,13466,0.001,,
110000,-3148.67704703,357.77,0.1916760951280594,491,375,528.941162109375,292,-0.2379193902015686,534.5715942382812,13737,0.001,,
110000,,,,,,,,,,,,832.4,-11876.287879
110304,-3166.1984925499996,359.86,0.19035381078720093,492,410,696.197509765625,268,-0.3096179962158203,572.067626953125,13775,0.001,,
112016,-3267.9506454499997,380.95,0.1879304200410843,496,415,1811.623046875,269,-0.27900952100753784,584.937255859375,13989,0.001,,
113848,-3400.5756247299996,397.76,0.1908997744321823,500,420,526.9650268554688,270,-0.20923680067062378,576.8722534179688,14218,0.001,,
115816,-3451.4783761,407.73,0.1944725513458252,504,426,2333.80126953125,271,0.14432835578918457,558.63720703125,14464,0.001,,
118184,-3403.1813345599994,395.87,0.1977277547121048,508,433,438.10162353515625,272,0.2690350413322449,543.7041625976562,14760,0.001,,
119528,-3375.1224289199995,395.37,0.19608736038208008,512,437,2218.9111328125,273,-0.898004412651062,573.8778076171875,14928,0.001,,
120000,-3386.69091143,400.71,0.19482433795928955,514,439,1990.8702392578125,273,-0.74840247631073,559.42919921875,14987,0.001,,
120000,,,,,,,,,,,,625.2,-5927.478619400001
120240,-3384.29093356,404.86,0.19440454244613647,516,444,440.0659484863281,270,-0.5937894582748413,575.70654296875,15017,0.001,,
121088,-3404.84651044,400.95,0.19157327711582184,520,447,485.4656982421875,270,-0.6338505148887634,580.2621459960938,15123,0.001,,
123568,-3343.5137865099996,401.4,0.18765342235565186,524,454,813.2530517578125,271,-0.8092928528785706,573.7723999023438,15433,0.001,,
125344,-3368.51962262,411.03,0.18485312163829803,528,459,1399.3792724609375,272,-0.5040906667709351,593.3509521484375,15655,0.001,,
126016,-3354.9176008,411.43,0.18356694281101227,532,461,1145.70703125,272,-0.7863709926605225,571.8984985351562,15739,0.001,,
129168,-3435.6094256300003,432.59,0.18356908857822418,536,470,1256.2076416015625,274,-0.25418323278427124,521.7420043945312,16133,0.001,,
130000,-3396.6449447100003,427.99,0.18479828536510468,539,473,476.0388488769531,274,-0.46376118063926697,571.1436157226562,16237,0.001,,
130000,,,,,,,,,,,,1000.0,-5106.821526199999
130584,-3397.4057907400006,429.53,0.1850484311580658,540,483,1185.7674560546875,270,-0.9508183598518372,562.429443359375,16310,0.001,,
133784,-3378.07229329,441.27,0.17505234479904175,544,493,574.3489990234375,271,0.3090311884880066,522.4014282226562,16710,0.001,,
134864,-3356.28076779,441.74,0.17768651247024536,548,496,1294.67724609375,271,0.5225690603256226,561.2801513671875,16845,0.001,,
137000,-3289.7261631700003,429.99,0.18694140017032623,552,502,3111.06201171875,272,0.8504301309585571,569.99951171875,17112,0.001,,
137328,-3282.3882517299994,429.48,0.1880379319190979,556,503,664.15869140625,272,-0.6234502196311951,541.4393310546875,17153,0.001,,
139264,-3300.25046269,436.0,0.1848088949918747,560,509,1182.42431640625,273,-0.27179133892059326,545.83203125,17395,0.001,,
140000,-3286.9529903,433.12,0.18153612315654755,561,511,470.87060546875,273,-0.16842329502105713,534.0274658203125,17487,0.001,,
140000,,,,,,,,,,,,1000.0,-6789.3845010000005
141544,-3344.5627342899993,436.61,0.18124502897262573,564,523,507.1656188964844,270,-0.11667585372924805,560.2011108398438,17680,0.001,,
143952,-3294.7382161900005,445.53,0.17758065462112427,568,531,1592.949462890625,270,0.28538087010383606,537.8291625976562,17981,0.001,,
147064,-3293.0042412700004,443.71,0.18181641399860382,572,540,974.8370361328125,272,0.2516232132911682,523.9521484375,18370,0.001,,
149616,-3299.8204133000004,454.38,0.17769505083560944,576,547,383.2604064941406,273,-0.0037167370319366455,527.8878173828125,18689,0.001,,
150000,-3299.8204133000004,454.38,0.176333487033844,576,548,1807.70947265625,273,-0.6417264342308044,525.8729858398438,18737,0.001,,
150000,,,,,,,,,,,,888.8,-16735.0870494
151128,-3208.0160327800004,440.13,0.17345620691776276,580,558,447.9849853515625,270,-0.21743372082710266,552.9276733398438,18878,0.001,,
154464,-3325.0659073199995,466.84,0.1720210164785385,584,569,610.5233154296875,271,-0.44219154119491577,530.4644775390625,19295,0.001,,
155248,-3369.75622856,473.67,0.16919979453086853,588,571,1171.7691650390625,271,-0.1647901087999344,516.4075927734375,19393,0.001,,
155936,-3248.27723079,465.46,0.16868433356285095,592,574,2252.211181640625,271,-0.8174275755882263,531.1089477539062,19479,0.001,,
157616,-3226.60414511,457.52,0.171860471367836,596,578,1088.72119140625,272,0.498601496219635,550.5661010742188,19689,0.001,,
160000,-3269.1144801199994,461.01,0.17215627431869507,598,585,1062.741455078125,273,-0.05795019865036011,540.730712890625,19987,0.001,,
160000,,,,,,,,,,,,599.4,-3402.2755153999997
160592,-3203.0149343099997,458.22,0.17243914306163788,600,591,1216.449951171875,271,-0.364292174577713,530.6873779296875,20061,0.001,,
165088,-3226.10846959,471.28,0.18096844851970673,604,605,542.95458984375,272,0.6799120306968689,539.4091796875,20623,0.001,,
165688,-3265.9510295599994,492.37,0.18085573613643646,608,607,498.0977783203125,272,-0.16679003834724426,524.07861328125,20698,0.001,,
168592,-3322.49478418,504.01,0.1639529913663864,612,616,362.49981689453125,273,0.06867542862892151,541.581298828125,21061,0.001,,
170000,-3322.49478418,504.01,0.16811639070510864,612,620,422.7025451660156,274,-0.37762314081192017,522.414794921875,21237,0.001,,
170000,,,,,,,,,,,,1000.0,-4908.9613604
173088,-3332.50501501,502.89,0.1574735939502716,616,636,318.17730712890625,271,0.055639930069446564,527.472900390625,21623,0.001,,
173688,-3318.69555976,522.47,0.1580970138311386,620,638,613.1536254882812,272,-0.06223544478416443,533.6436767578125,21698,0.001,,
175144,-3294.49064772,525.4,0.15561439096927643,624,643,543.5905151367188,272,0.7361435294151306,512.8411865234375,21880,0.001,,
178648,-3239.0592841899993,520.08,0.1616048812866211,628,654,1852.706787109375,273,-0.13203391432762146,531.3444213867188,22318,0.001,,
180000,-3292.7022992799994,529.97,0.1604517251253128,629,657,379.2528381347656,273,-0.37538015842437744,507.9648132324219,22487,0.001,,
180000,,,,,,,,,,,,1000.0,-4708.4981182
181648,-3354.11928862,547.11,0.15456147491931915,632,670,2417.8349609375,270,-1.8789646625518799,516.7940063476562,22693,0.001,,
184200,-3311.2683947299997,549.01,0.155737042427063,636,678,348.5235900878906,271,-0.6185089349746704,503.19488525390625,23012,0.001,,
187728,-3437.7856487,575.6,0.14371640980243683,640,689,607.0646362304688,272,0.08743846416473389,497.9002685546875,23453,0.001,,
190000,-3388.3785704499996,563.98,0.14883233606815338,643,696,448.05352783203125,272,-0.5816929936408997,505.41827392578125,23737,0.001,,
190000,,,,,,,,,,,,1000.0,-4398.5610686
190192,-3351.9483624599998,560.04,0.14870420098304749,644,707,366.441650390625,268,0.0003170818090438843,500.112548828125,23761,0.001,,
192016,-3532.6674548299993,578.34,0.1590651273727417,648,712,830.2321166992188,269,0.7511324882507324,493.8840026855469,23989,0.001,,
198192,-3700.5070068299997,604.4,0.14861619472503662,652,731,1801.655517578125,270,-0.12620539963245392,483.939453125,24761,0.001,,
200000,-3868.2672521100003,630.81,0.1484266072511673,655,736,657.4130249023438,271,0.42961981892585754,476.0885009765625,24987,0.001,,
200000,,,,,,,,,,,,827.8,-5433.900175600001
200016,-3888.5404222300003,632.38,0.14846529066562653,656,743,348.9988708496094,269,,,24989,0.001,,
201592,-3737.3433754200005,613.67,0.15290391445159912,660,747,2054.89501953125,269,0.5316190719604492,492.8275451660156,25186,0.001,,
205864,-3684.8999804300006,632.1,0.1588757336139679,664,760,1493.57861328125,270,-0.07810847461223602,454.88714599609375,25720,0.001,,
209472,-3748.7975091100006,642.65,0.1439903974533081,668,771,983.39013671875,271,0.04251199960708618,510.7947692871094,26171,0.001,,
210000,-3727.1073203100004,641.47,0.14503590762615204,671,773,1966.2559814453125,271,0.21333137154579163,492.6108093261719,26237,0.001,,
210000,,,,,,,,,,,,1000.0,-3763.1176909999995
210920,-3747.4793644699994,649.3,0.14564606547355652,672,783,1669.158935546875,269,0.6623747944831848,494.74139404296875,26352,0.001,,
215784,-3643.6750471200003,656.15,0.14704787731170654,676,797,517.6851806640625,270,-0.1679355949163437,428.990234375,26960,0.001,,
217864,-3672.247225229999,678.04,0.15280726552009583,680,803,460.0751953125,271,0.22885772585868835,434.5544738769531,27220,0.001,,
219480,-3616.5555985400006,666.19,0.15302059054374695,684,808,522.9056396484375,271,2.0402779579162598,412.4683837890625,27422,0.001,,
220000,-3616.5555985400006,666.19,0.15745003521442413,684,810,1647.313232421875,271,1.1148428916931152,407.278076171875,27487,0.001,,
220000,,,,,,,,,,,,1000.0,-8149.1137757999995
224744,-3581.68213524,673.46,0.14591924846172333,688,831,3523.171875,270,-0.4342654347419739,460.22698974609375,28080,0.001,,
227384,-3760.94166102,704.74,0.14286693930625916,692,839,404.03399658203125,270,-0.11137372255325317,446.1053161621094,28410,0.001,,
230000,-3808.35097954,719.59,0.14100471138954163,695,847,383.37652587890625,271,-0.5794466137886047,446.2917175292969,28737,0.001,,
230000,,,,,,,,,,,,1000.0,-4396.6571258
231784,-3804.34174965,719.59,0.13810795545578003,696,860,503.05450439453125,269,-0.14030537009239197,458.61981201171875,28960,0.001,,
235384,-3836.3220433499996,735.62,0.13786844909191132,700,870,3040.1728515625,270,-0.05438034236431122,462.163330078125,29410,0.001,,
236160,-3760.3958790299994,726.17,0.1376154124736786,704,872,384.04638671875,270,-0.6539299488067627,452.6445007324219,29507,0.001,,
238800,-3639.4420522999994,711.96,0.1365375518798828,708,880,299.9988708496094,271,0.06074807047843933,429.77496337890625,29837,0.001,,
240000,-3650.612638509999,713.42,0.1369369924068451,709,884,1948.723876953125,271,1.0085680484771729,430.3746337890625,29987,0.001,,
