train/learning_rate,time/total_timesteps,rollout/ep_len_mean,train/loss,train/value_loss,train/n_updates,train/clip_range,train/policy_gradient_loss,train/std,time/time_elapsed,train/approx_kl,time/fps,train/explained_variance,train/entropy_loss,train/clip_fraction,rollout/ep_rew_mean
0.0003,490000,23.84,2949238272.0,6361036692.4,590,0.2,-0.000857698987420008,0.992059588432312,379,0.00047210648,1291,0.0,-12.69845046401024,0.0,-162071.89808188
0.0003,500000,21.96,3510481152.0,6313120970.8,610,0.2,-0.0007049544348774362,0.9920647740364075,389,0.00040452788,1283,0.0,-12.697734874486923,0.0,-157741.78411337998
0.0003,510000,22.14,3359496960.0,6154903198.4,620,0.2,-0.0007624555622896878,0.9920467734336853,396,0.00036063645,1285,0.0,-12.698208385705948,0.0,-153356.8137653
0.0003,520000,22.32,2786737920.0,6284491390.4,630,0.2,-0.0012798500656572287,0.9919664859771729,403,0.0008647016,1287,0.0,-12.69774546995759,0.0,-157287.92759647
0.0003,530000,25.1,2872730880.0,6196885385.6,640,0.2,-0.0008296811522995994,0.9916598200798035,410,0.00044228492,1290,0.0,-12.69598824903369,0.0,-165463.20839749
0.0003,540000,22.39,3108143872.0,6308228894.0,650,0.2,-0.0003989143480794155,0.9914729595184326,417,0.00017661028,1292,-1.1920928955078125e-07,-12.693747291713953,0.0,-150239.91080586
0.0003,550000,22.8,2996842496.0,5899840795.2,670,0.2,-0.0005757386800723907,0.9907993674278259,427,0.00029733923,1285,0.0,-12.688658012449741,0.0,-150231.55454488
0.0003,560000,21.49,2715572480.0,5812670816.0,680,0.2,-0.0008367270131202531,0.9904930591583252,434,0.0005114908,1287,1.1920928955078125e-07,-12.68532845005393,0.0,-147602.59623914
0.0003,570000,24.92,3108464640.0,6054412223.6,690,0.2,-0.0010809325454829376,0.9902519583702087,441,0.0007169112,1289,1.1920928955078125e-07,-12.682816164940595,0.0,-160010.11448613
0.0003,580000,24.31,2942840320.0,5823937173.6,700,0.2,-0.0010090891949403157,0.990315854549408,448,0.0006691789,1292,1.1920928955078125e-07,-12.681887801736593,0.0,-160543.80152077
0.0003,590000,23.04,2950304512.0,5704385453.8,720,0.2,-0.0005522270899746218,0.9899126887321472,459,0.0001268757,1284,0.0,-12.679583130776882,0.0,-144856.71188296
0.0003,600000,19.93,2415217408.0,5633305794.8,730,0.2,-0.0005762047770076606,0.9897156953811646,466,0.00035820378,1286,0.0,-12.677675113081932,0.0,-140428.66307176
0.0003,610000,21.79,3151560960.0,5665353473.4,740,0.2,-0.0009333613362286997,0.9897094368934631,473,0.00069340004,1288,0.0,-12.676753006875515,0.0,-154264.04199936998
0.0003,620000,23.46,2954169344.0,5836566226.0,750,0.2,-0.0010148791323445038,0.989415168762207,480,0.00065972557,1290,5.960464477539063e-08,-12.675348151475191,0.0,-147397.07487505002
0.0003,630000,25.3,2689944320.0,5884937098.0,760,0.2,-0.0008764376967519638,0.9891754984855652,487,0.0006010459,1292,0.0,-12.672819416970015,0.0,-161455.68913961
0.0003,640000,24.24,3097689088.0,5768758494.4,780,0.2,-0.0010507486909773433,0.9887717366218567,497,0.00085909304,1286,0.0,-12.669214551895857,1.220703125e-05,-165216.45005388
0.0003,650000,23.42,2838994432.0,5947600092.4,790,0.2,-0.0006836526124970987,0.9885173439979553,504,0.00043421012,1288,0.0,-12.666998499631882,0.0,-154118.40414847003
0.0003,660000,21.26,2952721408.0,5726048160.4,800,0.2,-0.0005800596341941855,0.9881010055541992,511,0.0003324004,1289,0.0,-12.663977321982383,0.0,-145156.34611312998
0.0003,670000,22.67,3068023808.0,6232815672.4,810,0.2,-0.0011527889409762792,0.9882436394691467,518,0.0009046959,1291,0.0,-12.662630186975003,0.0,-144633.38042114998
0.0003,680000,24.89,2395769344.0,5754113662.4,830,0.2,-0.0006698961755319033,0.9880850911140442,528,0.0003463225,1285,-1.1920928955078125e-07,-12.662140531092883,0.0,-155484.85744425
0.0003,690000,23.32,2517263616.0,5607407229.2,840,0.2,-0.0013827848888467997,0.9878033399581909,536,0.0009920633,1287,0.0,-12.660585795342922,0.0,-138946.84963856
0.0003,700000,21.4,2428049152.0,5408153291.0,850,0.2,-0.00036294074034231015,0.9877628684043884,543,0.00015172262,1288,0.0,-12.658985091000796,0.0,-141047.66372779
0.0003,710000,21.21,2855038208.0,5656327973.6,860,0.2,-0.001623391214343428,0.9874483942985535,550,0.0014285019,1290,0.0,-12.657430326938629,3.662109375e-05,-138587.46131041003
0.0003,720000,23.0,2814026752.0,5651995636.4,870,0.2,-0.0016751547276726343,0.9868319034576416,557,0.0015814181,1292,0.0,-12.65326029881835,0.000146484375,-150809.51039309
0.0003,730000,24.51,2795206656.0,5646861182.0,890,0.2,-0.0010211915046966168,0.9862495064735413,567,0.00083786563,1286,0.0,-12.646108777076005,1.220703125e-05,-154396.74031733998
0.0003,740000,23.61,2716797696.0,5751532652.0,900,0.2,-0.0006876562622892379,0.9862909317016602,574,0.0004908016,1288,0.0,-12.64515081346035,0.0,-144891.11234266002
0.0003,750000,23.8,2868973056.0,5724914259.2,910,0.2,-0.0008094002618236118,0.9861740469932556,581,0.0006063493,1289,0.0,-12.644756649434566,0.0,-153732.09272051998
0.0003,760000,24.15,2585839872.0,5649120696.2,920,0.2,-0.0009017773314553779,0.9858200550079346,588,0.00063886825,1291,0.0,-12.642629489302635,0.0,-151207.94777930996
0.0003,770000,20.3,2654557696.0,5549152905.2,930,0.2,-0.0008761506624068716,0.9858481884002686,595,0.00060709566,1293,1.1920928955078125e-07,-12.641078274697065,0.0,-142234.03335477
0.0003,780000,23.64,2499569152.0,5370593648.6,950,0.2,-0.0007625199054018594,0.9857369661331177,605,0.0005290592,1287,0.0,-12.640820844471454,0.0,-150963.48752495003
0.0003,790000,24.0,2933686784.0,5701688502.8,960,0.2,-0.000784465430479031,0.9856345653533936,612,0.00058499083,1289,0.0,-12.639646730571986,0.0,-150185.45557441
0.0003,800000,22.23,2804516096.0,5561056691.6,970,0.2,-0.000698475361969031,0.9850752949714661,619,0.00043228117,1290,0.0,-12.636641516536475,0.0,-135728.20738486
0.0003,810000,25.33,2477694208.0,5459644623.2,980,0.2,-0.0007254545418618364,0.9850230813026428,626,0.00053642807,1292,-1.1920928955078125e-07,-12.633806958794594,0.0,-149534.68070842
0.0003,820000,23.8,2893208576.0,5731028984.0,1000,0.2,-0.0013472160129822442,0.9841553568840027,637,0.0008835753,1286,0.0,-12.627568047493696,0.0,-158029.95417926004
0.0003,830000,23.44,2930266880.0,5329476551.8,1010,0.2,-0.0009275518234971968,0.9841341376304626,644,0.000769822,1288,1.1920928955078125e-07,-12.625525809824467,0.0,-143508.03900991005
0.0003,840000,26.4,2609493760.0,5261293675.4,1020,0.2,-0.0010793127412398462,0.9840320944786072,651,0.0010372365,1289,0.0,-12.6249178647995,1.220703125e-05,-142879.18571968
0.0003,850000,24.5,2612622080.0,5379397741.8,1030,0.2,-0.0012218945435961358,0.9840769171714783,658,0.00087785785,1291,-1.1920928955078125e-07,-12.624674252420665,0.0,-152427.54417210002
0.0003,860000,24.06,2790635008.0,5537135536.0,1040,0.2,-0.0014931018620700342,0.9839943647384644,665,0.0015594044,1292,0.0,-12.624475758522749,6.103515625e-05,-147670.3424293
0.0003,870000,22.2,2638156288.0,5721399658.6,1060,0.2,-0.0014965472927542579,0.9833464026451111,675,0.0014034441,1287,-1.1920928955078125e-07,-12.619858674705029,9.765625e-05,-137609.24635138002
0.0003,880000,26.86,2518992640.0,5201455536.8,1070,0.2,-0.0012647993826249149,0.9830654859542847,682,0.001411871,1289,5.960464477539063e-08,-12.616887752711772,0.0001708984375,-150652.83838635
0.0003,890000,24.77,2487788032.0,5136485761.0,1080,0.2,-0.0010510423504001664,0.9827815294265747,689,0.00080873206,1290,0.0,-12.614204684644937,0.0,-149440.17356231
0.0003,900000,22.12,2616343552.0,5446703499.8,1090,0.2,-0.0010436347314680462,0.982520341873169,696,0.0012299748,1291,0.0,-12.611745009571314,8.544921875e-05,-137084.77006737
0.0003,910000,24.47,2818289664.0,5446738342.0,1110,0.2,-0.0006683700602479803,0.9820694327354431,707,0.00041023115,1287,-1.1920928955078125e-07,-12.606585457921028,0.0,-141060.61832265
0.0003,920000,20.56,2485120768.0,5350127312.2,1120,0.2,-0.0016763309842644958,0.9820375442504883,714,0.0020995806,1288,1.1920928955078125e-07,-12.606192895025014,0.000732421875,-140213.77638503996
0.0003,930000,22.43,2601008896.0,5318508461.8,1130,0.2,-0.0010030766021372982,0.9816266298294067,721,0.001046272,1289,0.0,-12.604215683043003,0.0,-144227.80373491
0.0003,940000,25.26,2605060608.0,5395001827.6,1140,0.2,-0.0013691948483028683,0.9813922047615051,728,0.0016135756,1290,0.0,-12.601240663230419,0.00028076171875,-147510.04058225
0.0003,950000,24.72,2421794048.0,5038408019.2,1150,0.2,-0.000942230938017019,0.9811810255050659,735,0.0009495884,1292,0.0,-12.599114033579827,0.0,-147714.95738453002
0.0003,960000,26.34,2849240832.0,5262530803.2,1170,0.2,-0.0009990954794375285,0.9808094501495361,745,0.0007608255,1287,1.1920928955078125e-07,-12.59433884769678,0.0,-146280.20939906
0.0003,970000,25.1,2688244992.0,5162641997.8,1180,0.2,-0.0007547059597982298,0.9810212254524231,752,0.0006325378,1289,0.0,-12.595605661720038,0.0,-131707.14257418
0.0003,980000,23.2,2760446464.0,5104327267.2,1190,0.2,-0.0011519925132233767,0.9807571768760681,759,0.0010641129,1290,0.0,-12.59538182169199,1.220703125e-05,-129709.34376284
0.0003,990000,24.62,2343668480.0,4903223694.8,1200,0.2,-0.0012885483196441784,0.9805277585983276,766,0.0016667641,1291,0.0,-12.593068451434373,0.000244140625,-143008.02797582
0.0003,1000000,24.45,2582402304.0,4934840231.8,1220,0.2,-0.0012314643316130968,0.9800292253494263,776,0.0011769421,1287,0.0,-12.58914719298482,2.44140625e-05,-144378.33974348998
