time/total_timesteps,rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,train/learning_rate,train/critic_loss,train/n_updates,train/ent_coef,train/actor_loss,time/fps,time/time_elapsed,train/ent_coef_loss
160000,-81419.54331174,260,738.32,0.0064,206.6221160888672,39974,0.29700514674186707,252.60301208496094,156,1023,-1.1057398319244385
170000,-70734.57959607,271,755.0,0.0064,34.12537384033203,42474,0.31303146481513977,236.53106689453125,156,1087,-0.5679261684417725
180000,-70378.27411274,280,755.67,0.0064,52.78287887573242,44974,0.18059568107128143,360.13800048828125,156,1151,-1.335947871208191
190000,-67777.81869432,305,761.34,0.0064,20.005508422851562,47474,0.2560825049877167,354.49578857421875,156,1215,-1.1281306743621826
200000,-63270.21111910001,316,819.29,0.0064,28.049562454223633,49974,0.35944467782974243,321.0848388671875,156,1280,-1.3727914094924927
210000,-68667.34428761002,331,761.15,0.0064,44.339054107666016,52474,0.4126758277416229,44.349544525146484,156,1345,1.9264031648635864
220000,-63471.25613128999,366,554.0,0.0064,228.24771118164062,54974,0.6709120273590088,255.03579711914062,156,1409,-0.34089815616607666
230000,-77123.99224768,380,502.78,0.0064,40.62948989868164,57474,0.8420253396034241,194.05899047851562,155,1475,-0.09150725603103638
240000,-75057.85759873,391,531.66,0.0064,72.08607482910156,59974,0.4833708107471466,198.3361358642578,155,1540,-1.0121066570281982
250000,-77993.81420328001,402,619.98,0.0064,42.461524963378906,62474,0.8066785335540771,215.3302001953125,155,1606,-0.4663984179496765
260000,-84460.62786542998,417,587.31,0.0064,105.80453491210938,64974,0.7199652194976807,601.0286254882812,155,1673,0.04576750099658966
270000,-90173.94279214,428,645.26,0.0064,42.79069137573242,67474,0.604433000087738,238.25218200683594,155,1740,1.577534556388855
280000,-91785.03615928999,437,646.0,0.0064,56.393245697021484,69974,0.6492693424224854,269.8045654296875,154,1809,-0.7919830083847046
290000,-86374.12813525,450,692.61,0.0064,79.04768371582031,72474,1.6078006029129028,467.6679382324219,154,1879,0.7964643239974976
300000,-96310.36793843,461,796.61,0.0064,66.33668518066406,74974,0.9750284552574158,369.49127197265625,153,1949,0.03413353115320206
310000,-90676.5081352,473,876.02,0.0064,85.60725402832031,77474,1.1064778566360474,477.35162353515625,153,2020,0.1950443536043167
320000,-95308.01627492998,484,862.89,0.0064,54.10715866088867,79974,0.9079622030258179,401.8087463378906,153,2091,-0.07359789311885834
330000,-98367.68261656999,506,749.78,0.0064,142.09454345703125,82474,1.0815608501434326,438.16571044921875,152,2163,-0.11406925320625305
340000,-94340.73477075998,520,782.02,0.0064,53.93734359741211,84974,0.8398021459579468,390.7248840332031,152,2235,-0.2303522825241089
350000,-88726.95498281998,529,782.02,0.0064,103.00114440917969,87474,0.8204271197319031,218.2918243408203,151,2307,-0.010232887230813503
360000,-88758.92976544004,540,782.02,0.0064,122.06822204589844,89974,1.0589627027511597,436.41033935546875,151,2379,-0.22523066401481628
370000,-91828.38433686,549,811.52,0.0064,122.50499725341797,92474,2.0685272216796875,-225.4518585205078,150,2452,-0.1199473887681961
380000,-80229.74657433,561,801.79,0.0064,80.46428680419922,94974,0.9846264719963074,67.10209655761719,150,2527,0.008841671980917454
390000,-77469.11305794,571,803.31,0.0064,50.71495056152344,97474,0.6847542524337769,154.66343688964844,149,2601,0.12386316061019897
400000,-72098.72611516,587,785.96,0.0064,66.32604217529297,99974,0.9440205097198486,285.56695556640625,149,2673,0.05450630560517311
410000,-88842.51036840999,596,853.63,0.0064,52.760780334472656,102474,0.5751954913139343,104.8094253540039,149,2746,0.41734790802001953
420000,-105585.66617939001,664,381.73,0.0064,167.7034149169922,104974,1.1176213026046753,141.24832153320312,148,2819,0.016638899222016335
430000,-121472.34181702002,686,300.15,0.0064,247.23646545410156,107474,1.929673433303833,333.5203857421875,148,2893,-1.1648452281951904
440000,-97837.00144752,697,303.01,0.0064,304.8554382324219,109974,3.3893656730651855,411.55023193359375,148,2966,-2.273341417312622
450000,-98446.97054030001,714,341.76,0.0064,191.40464782714844,112474,2.1863420009613037,445.04132080078125,148,3039,-0.21785618364810944
460000,-122854.89744675001,726,425.28,0.0064,271.7109680175781,114974,2.6368179321289062,628.3712768554688,147,3113,1.5109796524047852
470000,-115975.80753775999,736,506.88,0.0064,164.998779296875,117474,1.3527092933654785,471.97607421875,147,3186,-0.33886486291885376
480000,-109500.61182047999,747,605.74,0.0064,92.3590316772461,119974,1.4112305641174316,465.3804016113281,147,3259,0.3560342490673065
490000,-99861.40345136,756,688.58,0.0064,135.87852478027344,122474,0.8868715763092041,407.8993225097656,147,3332,0.05981142818927765
500000,-80184.96307971,769,767.4,0.0064,111.0422592163086,124974,1.3147456645965576,502.5528564453125,146,3405,0.18051941692829132
510000,-82318.93064905,780,839.02,0.0064,173.1343536376953,127474,2.281822443008423,694.3009033203125,146,3479,0.48520171642303467
520000,-81961.16287808999,795,810.68,0.0064,121.75892639160156,129974,1.0605782270431519,712.3790893554688,146,3552,0.028094807639718056
530000,-125308.82886977,810,799.76,0.0064,92.06674194335938,132474,2.1343328952789307,566.4388427734375,146,3625,-0.9471739530563354
540000,-107729.14907908,821,832.69,0.0064,76.59005737304688,134974,1.1106555461883545,522.7830200195312,145,3699,-0.1521172821521759
550000,-107607.69669259002,838,795.23,0.0064,159.58999633789062,137474,1.41424560546875,894.3192138671875,145,3773,-0.563652515411377
560000,-100625.53215703001,849,784.43,0.0064,119.1605453491211,139974,0.9318565130233765,654.2540893554688,145,3848,0.014888495206832886
570000,-94995.65807905,862,729.58,0.0064,130.31204223632812,142474,0.9301477670669556,477.5882568359375,145,3921,0.10158753395080566
580000,-86570.20928006,876,752.92,0.0064,79.92010498046875,144974,0.9693651795387268,525.6017456054688,145,3996,0.01193296816200018
590000,-77384.33955709,887,738.75,0.0064,65.24266815185547,147474,1.5114272832870483,456.2579345703125,144,4070,-0.012240473181009293
600000,-87537.11945067001,897,786.2,0.0064,118.4794692993164,149974,1.4829543828964233,483.5987548828125,144,4143,0.5184342861175537
610000,-51792.35958938,907,825.44,0.0064,68.58744812011719,152474,1.614275574684143,526.031494140625,144,4217,0.46956804394721985
620000,-34579.94018262,920,819.24,0.0064,83.82319641113281,154974,1.8929225206375122,75.01361083984375,144,4291,1.1147024631500244
630000,-22823.23725082,932,810.27,0.0064,85.74422454833984,157474,1.908743143081665,200.9521484375,144,4364,-0.8146489858627319
640000,-21805.921753300005,943,841.12,0.0064,64.93802642822266,159974,1.5843125581741333,281.29241943359375,144,4438,0.4079192876815796
650000,-29186.384148719997,953,859.42,0.0064,59.55837631225586,162474,1.004667043685913,-122.57400512695312,144,4513,8.078015525825322e-05
660000,-58747.19107463999,980,754.37,0.0064,73.10607147216797,164974,1.4670265913009644,133.93603515625,143,4587,0.14129841327667236
670000,-74479.62179009,994,742.26,0.0064,96.28868103027344,167474,1.5102086067199707,92.0494384765625,143,4661,0.024978607892990112
680000,-61620.855966580006,1007,714.51,0.0064,91.30964660644531,169974,1.6949008703231812,-84.19902038574219,143,4734,8.806586265563965e-06
690000,-69474.07646966,1023,678.56,0.0064,84.24565124511719,172474,1.5405240058898926,218.41802978515625,143,4808,0.05913825333118439
700000,-75886.44512529,1032,700.94,0.0064,111.79244232177734,174974,1.2694079875946045,367.5349426269531,143,4883,0.18857619166374207
710000,-72563.6647061,1044,691.5,0.0064,89.47224426269531,177474,1.7231900691986084,367.9642333984375,143,4958,-0.030224822461605072
720000,-109603.56039578,1057,669.87,0.0064,298.6844482421875,179974,1.8017698526382446,361.298095703125,143,5032,0.4326186776161194
730000,-100742.38165195,1068,744.16,0.0064,62.26874923706055,182474,1.3420696258544922,385.2531433105469,142,5106,0.4613199532032013
740000,-89138.49266978,1078,803.92,0.0064,99.77276611328125,184974,1.4987910985946655,60.1163215637207,142,5180,-0.6601977944374084
750000,-79066.03083296,1088,847.39,0.0064,110.5190200805664,187474,1.500006914138794,84.8175048828125,142,5254,0.3785695433616638
760000,-83943.3764516,1105,811.29,0.0064,102.60757446289062,189974,1.9861491918563843,167.73995971679688,142,5329,-0.159277081489563
770000,-78612.20387335999,1116,840.65,0.0064,175.2104034423828,192474,1.0305285453796387,451.6723327636719,142,5403,0.018134014680981636
780000,-71225.26801813,1128,845.03,0.0064,80.19000244140625,194974,0.9492204785346985,109.19757080078125,142,5478,0.08681285381317139
790000,-82449.11880211999,1142,806.41,0.0064,55.964717864990234,197474,1.768560767173767,333.8822021484375,142,5552,-0.325125515460968
800000,-43137.90876383,1159,785.88,0.0064,74.80338287353516,199974,1.741647481918335,-1.9448623657226562,142,5628,0.00033913180232048035
810000,-68630.65535651002,1172,762.65,0.0064,353.7030029296875,202474,1.3024441003799438,66.5224609375,142,5703,0.22179996967315674
820000,-75365.74143791,1183,744.27,0.0064,122.51559448242188,204974,0.9843873381614685,-90.63670349121094,141,5777,0.023895395919680595
830000,-72550.88470180999,1194,747.48,0.0064,119.34757995605469,207474,2.1837894916534424,176.02459716796875,141,5852,-2.346465826034546
840000,-1292025.02245366,1216,712.4,0.0064,1890.16650390625,209974,94.90071105957031,-18836.458984375,141,5926,0.5748918056488037
850000,-1415454.81473157,1237,636.59,0.0064,1209.0426025390625,212474,18.257505416870117,-13107.6796875,141,6000,0.8486605286598206
860000,-1433897.41270808,1248,661.52,0.0064,585.6752319335938,214974,7.392037391662598,-5568.50634765625,141,6074,1.876571536064148
870000,-1430455.65636221,1266,644.39,0.0064,370.266357421875,217474,9.661332130432129,-2460.280517578125,141,6148,-0.3964846730232239
880000,-1412386.5964314202,1277,662.95,0.0064,282.0439758300781,219974,6.008795738220215,-982.5101318359375,141,6222,0.4568186402320862
890000,-1412057.6125962099,1286,672.31,0.0064,306.4068908691406,222474,5.143209457397461,-162.15103149414062,141,6298,-1.975257396697998
900000,-1402706.21377719,1297,686.23,0.0064,278.1948547363281,224974,3.1146371364593506,-475.6606750488281,141,6373,-1.1688563823699951
910000,-444590.70847315,1306,715.63,0.0064,123.7364273071289,227474,1.5442744493484497,240.2177276611328,141,6446,-0.2314765304327011
920000,-157520.74714871997,1317,789.74,0.0064,93.53715515136719,229974,1.516802430152893,243.61705017089844,141,6520,-0.18282175064086914
930000,-123607.72431619,1326,858.82,0.0064,142.08140563964844,232474,1.6018197536468506,104.41913604736328,141,6594,0.162061870098114
940000,-82066.70349536001,1337,901.04,0.0064,109.30961608886719,234974,2.533627986907959,285.5906677246094,140,6669,0.35043978691101074
950000,-118058.18972534999,1353,881.67,0.0064,153.9456024169922,237474,1.348398208618164,438.5859375,140,6743,0.0742044672369957
960000,-117829.87383571,1361,934.14,0.0064,126.9241714477539,239974,1.1927188634872437,505.98944091796875,140,6817,-0.11585315316915512
970000,-123625.76895114001,1374,926.66,0.0064,130.78089904785156,242474,1.400977611541748,564.4932861328125,140,6891,0.30418068170547485
980000,-123644.14827021999,1384,923.77,0.0064,102.51887512207031,244974,1.4879804849624634,598.5220336914062,140,6965,-0.5639071464538574
990000,-126083.25967520999,1396,907.05,0.0064,115.73688507080078,247474,1.1162744760513306,668.59716796875,140,7039,-0.08212657272815704
1000000,-130335.42565556997,1412,850.39,0.0064,93.66099548339844,249974,1.715963363647461,465.82257080078125,140,7113,-0.31764012575149536
