train/policy_objective,train/value_loss,time/fps,train/explained_variance,rollout/ep_len_mean,time/total_timesteps,train/learning_rate,train/std,train/n_updates,rollout/ep_rew_mean,train/kl_divergence_loss,train/is_line_search_success,time/time_elapsed
0.04495881497859955,939120489.8,1436,0.012681007385253906,95.72,320000,0.001,0.8301994800567627,39,62307.66473028,0.006226693745702505,1.0,222
0.05516759678721428,1127837972.0,1437,0.005860626697540283,75.52,330000,0.001,0.8176876902580261,40,66320.32992148999,0.007716964464634657,1.0,229
0.05268117040395737,1111419876.4,1438,0.0047127604484558105,72.96,340000,0.001,0.8111572265625,41,70956.18970886001,0.00767127238214016,1.0,236
0.05750759690999985,1111550438.2,1439,0.0033034682273864746,81.93,350000,0.001,0.8113530278205872,42,70889.69676652999,0.007393980864435434,1.0,243
0.05120968818664551,1033494542.2,1440,0.003187835216522217,95.09,360000,0.001,0.8060376644134521,43,86167.35693421,0.007920470088720322,1.0,249
0.048508141189813614,1223994321.0,1433,0.001706838607788086,74.9,370000,0.001,0.7899524569511414,45,103443.63301062,0.00802515633404255,1.0,258
0.054538991302251816,1293289945.2,1433,0.002746105194091797,72.38,380000,0.001,0.7869044542312622,46,99572.60865238999,0.00770535646006465,1.0,265
0.05314645543694496,1204176515.0,1434,0.006457984447479248,77.65,390000,0.001,0.7838935852050781,47,71985.28975491002,0.007893120869994164,1.0,271
0.05504560470581055,1414392371.5,1434,0.00258791446685791,69.61,400000,0.001,0.7745044231414795,48,103057.94101469999,0.007533031981438398,1.0,278
0.05758341774344444,1308439540.6,1427,0.00043404102325439453,64.41,410000,0.001,0.7678039073944092,50,97487.10537564002,0.007653775159269571,1.0,287
0.0527317151427269,1398669219.4,1427,0.0010468363761901855,69.55,420000,0.001,0.7682196497917175,51,108040.53427855,0.007550420239567757,1.0,294
0.051772069185972214,1360841674.5,1427,0.002773582935333252,60.31,430000,0.001,0.7617071270942688,52,108089.15784087,0.00793499406427145,1.0,301
0.045473918318748474,1599854698.5,1427,0.000811457633972168,62.46,440000,0.001,0.7550667524337769,53,106357.94756122999,0.008042825385928154,1.0,308
0.04946058243513107,1394798847.8,1427,0.0007264018058776855,69.93,450000,0.001,0.7510140538215637,54,113702.19473106999,0.007987679913640022,1.0,315
0.05473948270082474,1637886113.0,1421,1.71661376953125e-05,55.12,460000,0.001,0.747870683670044,56,116238.10804997999,0.009040551260113716,1.0,323
0.04395204782485962,1392180821.8,1421,3.5762786865234375e-06,67.2,470000,0.001,0.7475871443748474,57,117918.13919177,0.00839288905262947,1.0,330
0.05195317417383194,1603605709.2,1421,3.8623809814453125e-05,49.32,480000,0.001,0.746753454208374,58,123060.66648953,0.009678814560174942,1.0,337
0.05195819213986397,1680568564.6,1421,0.0002510547637939453,52.09,490000,0.001,0.7406392097473145,59,117173.79921843,0.00894351676106453,1.0,344
0.04845079779624939,1796185091.8,1415,0.0002320408821105957,46.54,500000,0.001,0.7324766516685486,61,115617.39494336002,0.008059789426624775,1.0,353
0.04673488438129425,1355891459.2,1415,5.960464477539063e-08,52.0,510000,0.001,0.7317185401916504,62,114291.64515827,0.008311808109283447,1.0,360
0.05686154589056969,2033038535.0,1415,2.384185791015625e-07,44.95,520000,0.001,0.7273441553115845,63,122178.01003007,0.009041665121912956,1.0,367
0.04849574714899063,1695651873.8,1415,1.7881393432617188e-07,47.62,530000,0.001,0.7279427647590637,64,121465.20927659002,0.008416355587542057,1.0,374
0.04993552342057228,2021059136.6,1415,0.0,50.34,540000,0.001,0.7234691977500916,65,119660.20251531,0.008626068942248821,1.0,381
0.05156463757157326,2344420583.4,1409,0.0,37.53,550000,0.001,0.7123563885688782,67,121407.28159073001,0.00868628267198801,1.0,390
0.05054745078086853,2595299398.6,1409,1.0728836059570312e-06,34.27,560000,0.001,0.7077450752258301,68,124675.98394902,0.00877132173627615,1.0,397
0.04827655479311943,2607976396.4,1409,0.0,34.38,570000,0.001,0.6998132467269897,69,124963.0766636,0.009834032505750656,1.0,404
0.05734463781118393,2860973977.6,1409,0.0,33.99,580000,0.001,0.6987531781196594,70,128515.29730397002,0.008475248701870441,1.0,411
0.0471072755753994,2757832361.6,1405,1.7881393432617188e-07,41.34,590000,0.001,0.6927365660667419,72,123991.87275495,0.008558402769267559,1.0,419
0.04274807870388031,3255669258.0,1405,-1.1920928955078125e-07,31.46,600000,0.001,0.693812906742096,73,131108.24668241,0.009530384093523026,1.0,427
0.04658709466457367,3154237094.0,1404,1.1920928955078125e-07,29.63,610000,0.001,0.6876975893974304,74,131070.19914758,0.008656155318021774,1.0,434
0.04426533728837967,3382527842.4,1404,1.1920928955078125e-07,35.73,620000,0.001,0.6862626075744629,75,123264.02453215,0.008735920302569866,1.0,441
0.04670514911413193,2824549175.4,1404,1.1920928955078125e-07,34.08,630000,0.001,0.6856237649917603,76,125579.11313092001,0.009850452654063702,1.0,448
0.043351516127586365,2777983700.4,1400,-1.1920928955078125e-07,41.32,640000,0.001,0.6823055744171143,78,121955.33813416,0.008854246698319912,1.0,456
0.04278453439474106,3430272957.6,1400,-1.1920928955078125e-07,27.43,650000,0.001,0.679300844669342,79,132245.4396457,0.00942410621792078,1.0,464
0.04647605121135712,3410835288.8,1400,0.0,26.62,660000,0.001,0.6776757836341858,80,131676.72260064,0.00875322986394167,1.0,471
0.03971808776259422,3588696456.0,1400,1.1920928955078125e-07,27.14,670000,0.001,0.6735654473304749,81,131957.73690952,0.009303673170506954,1.0,478
0.049646906554698944,3724284736.8,1396,0.0,27.7,680000,0.001,0.6706991195678711,83,131441.0810596,0.009596134535968304,1.0,486
0.04637879878282547,3768360991.2,1396,0.0,26.69,690000,0.001,0.6670216917991638,84,130165.66808097,0.008596931584179401,1.0,494
0.04032163321971893,3964136539.6,1396,0.0,25.91,700000,0.001,0.6650533080101013,85,131879.23729871,0.009854059666395187,1.0,501
0.0425708144903183,3936375134.8,1396,1.1920928955078125e-07,25.33,710000,0.001,0.6625849008560181,86,132619.13639762002,0.009330185130238533,1.0,508
0.042816899716854095,4025385615.2,1396,0.0,24.12,720000,0.001,0.6608021259307861,87,133157.38093523,0.009137709625065327,1.0,515
0.04598325490951538,4221383755.6,1392,0.0,23.95,730000,0.001,0.6565636396408081,89,133261.54507495998,0.009648717008531094,1.0,524
0.040409255772829056,4285400889.2,1392,0.0,23.88,740000,0.001,0.6533747911453247,90,133172.27441813,0.009092647582292557,1.0,531
0.05378900468349457,4313344188.0,1392,0.0,23.35,750000,0.001,0.6506302952766418,91,133084.88922967,0.009596478193998337,1.0,538
0.04033227264881134,4306962350.4,1392,1.7881393432617188e-07,24.52,760000,0.001,0.6495335102081299,92,132437.19763169,0.008561568334698677,1.0,545
0.046387530863285065,4096458978.4,1392,-1.1920928955078125e-07,27.72,770000,0.001,0.649438202381134,93,132380.2,0.009832745417952538,1.0,553
0.04302452132105827,3963244104.8,1389,0.0,23.31,780000,0.001,0.6428788304328918,95,132379.82138018002,0.009531587362289429,1.0,561
0.05008265748620033,4408141110.8,1388,0.0,24.02,790000,0.001,0.6417133808135986,96,130529.68147339,0.00889098271727562,1.0,568
0.043001819401979446,4313894726.8,1389,1.7881393432617188e-07,22.61,800000,0.001,0.638338565826416,97,133212.46296402,0.008773649111390114,1.0,575
0.03762402758002281,4313690191.6,1389,-1.1920928955078125e-07,23.38,810000,0.001,0.6385214328765869,98,132783.10188453,0.009607616811990738,1.0,583
0.0499684102833271,4446405094.0,1385,5.960464477539063e-08,22.28,820000,0.001,0.6345346570014954,100,133117.2,0.00950371753424406,1.0,591
0.05340765416622162,4584990421.2,1385,-1.1920928955078125e-07,22.54,830000,0.001,0.6326138973236084,101,133006.40206552998,0.009659305214881897,1.0,598
0.04043564572930336,4483525280.8,1385,0.0,21.65,840000,0.001,0.6314542293548584,102,133344.2,0.008996541611850262,1.0,606
0.039277780801057816,4674737557.2,1385,0.0,21.56,850000,0.001,0.628434419631958,103,132838.67588366,0.009974567219614983,1.0,613
0.03978349268436432,4749680718.0,1385,0.0,21.3,860000,0.001,0.6283418536186218,104,133151.0211003,0.009913637302815914,1.0,620
0.03987102583050728,4722346680.8,1382,5.960464477539063e-08,21.41,870000,0.001,0.6265860199928284,106,132942.95203766,0.009028279222548008,1.0,629
0.040021564811468124,4739649122.8,1382,0.0,21.28,880000,0.001,0.6269713640213013,107,132743.35985163,0.008992395363748074,1.0,636
0.04339144006371498,4679904282.4,1382,0.0,21.64,890000,0.001,0.6255912780761719,108,132836.34434432,0.009257465600967407,1.0,643
0.04707472771406174,4754042589.2,1382,0.0,20.65,900000,0.001,0.623926043510437,109,132867.9,0.009741613641381264,1.0,651
0.03255854919552803,4922820846.4,1379,5.960464477539063e-08,20.51,910000,0.001,0.6170976161956787,111,132663.82959799,0.007082995492964983,1.0,659
0.04209676384925842,4699566472.0,1379,1.7881393432617188e-07,22.85,920000,0.001,0.616298258304596,112,131465.33127975,0.00893923919647932,1.0,667
0.03294038400053978,4852617093.6,1378,-2.384185791015625e-07,20.31,930000,0.001,0.6162641048431396,113,132875.4,0.009164823219180107,1.0,674
0.031074201688170433,4872701345.6,1378,2.384185791015625e-07,22.63,940000,0.001,0.6161196231842041,114,132291.29857885,0.00709098344668746,1.0,681
0.03960329294204712,4704592200.0,1378,0.0,26.09,950000,0.001,0.6152613162994385,115,132728.91801783,0.009575839154422283,1.0,688
0.03539358451962471,4435855218.4,1376,1.1920928955078125e-07,21.06,960000,0.001,0.6118144989013672,117,131333.85769398,0.009761548601090908,1.0,697
0.0444098562002182,4019735358.4,1376,0.0,20.49,970000,0.001,0.6107407808303833,118,132370.88061942,0.009740160778164864,1.0,704
0.045761898159980774,4694557188.8,1376,-1.1920928955078125e-07,20.24,980000,0.001,0.6094219088554382,119,130244.87316736,0.009274693205952644,1.0,712
0.03810875862836838,4960960556.8,1376,0.0,20.9,990000,0.001,0.6098988056182861,120,132955.77609442,0.009942506439983845,1.0,719
0.03132617101073265,4913244143.2,1373,-2.384185791015625e-07,20.13,1000000,0.001,0.6090050935745239,122,132275.35169172,0.006138213910162449,1.0,728
