train/ent_coef,time/episodes,train/actor_loss,rollout/ep_len_mean,train/ent_coef_loss,train/n_updates,train/critic_loss,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/learning_rate
119.68878936767578,53368,475615.46875,3.01,1.3947736024856567,47474,6816.35302734375,190000,1068,-113459.92205305999,177,0.0003
98.29878997802734,56688,473433.25,3.01,6.665474891662598,49974,8768.1201171875,200000,1125,-113355.3205712,177,0.0003
85.36430358886719,59671,541427.5,3.05,2.7671728134155273,52474,11662.3876953125,210000,1183,-114182.69602655001,177,0.0003
78.03386688232422,62984,510986.96875,3.03,0.2029862403869629,54974,10225.5615234375,220000,1241,-113629.08619256,177,0.0003
74.13064575195312,66303,570941.375,3.01,-1.8324520587921143,57474,11656.857421875,230000,1300,-113105.09483375998,176,0.0003
65.33667755126953,69620,490564.75,3.0,-2.986863136291504,59974,15572.8154296875,240000,1358,-112832.37835354998,176,0.0003
61.42409133911133,72948,368789.1875,3.0,1.5401004552841187,62474,6644.181640625,250000,1416,-112490.98560584002,176,0.0003
53.74999237060547,76274,489565.75,3.0,-0.32779431343078613,64974,5394.96142578125,260000,1474,-111934.59433241001,176,0.0003
48.17683029174805,79604,339208.875,3.0,5.993332862854004,67474,3165.820556640625,270000,1533,-111281.2347903,176,0.0003
45.65024185180664,82933,354826.03125,3.0,0.13156810402870178,69974,5467.31982421875,280000,1592,-110790.86104823997,175,0.0003
40.95705032348633,85985,299814.75,11.4,2.9849793910980225,72474,3183.22119140625,290000,1650,-447117.56653296994,175,0.0003
43.26436233520508,89241,459793.53125,3.0,-5.852504730224609,74974,9730.5302734375,300000,1709,-108197.52641552001,175,0.0003
46.74097442626953,92570,339500.8125,3.0,1.599797010421753,77474,3933.473388671875,310000,1768,-107595.31887102002,175,0.0003
49.762638092041016,95901,426245.375,3.0,-3.6811513900756836,79974,5581.208984375,320000,1827,-107226.05889326001,175,0.0003
48.05195236206055,99233,296465.78125,3.0,0.8661307096481323,82474,4315.234375,330000,1886,-106929.21390937002,174,0.0003
46.511009216308594,102561,302103.8125,3.0,0.09370115399360657,84974,14794.52734375,340000,1946,-106659.60021745997,174,0.0003
45.873687744140625,105892,333551.4375,3.0,4.415188789367676,87474,5474.85302734375,350000,2005,-106430.14654857997,174,0.0003
43.30973815917969,109223,412527.625,3.0,-4.6546196937561035,89974,4939.05810546875,360000,2064,-106334.60138579,174,0.0003
42.75502395629883,112552,348609.6875,3.02,-0.929044246673584,92474,4854.08154296875,370000,2124,-106691.17610133001,174,0.0003
41.91908264160156,115880,358234.28125,3.0,-2.8504867553710938,94974,14321.521484375,380000,2184,-106228.19419529001,173,0.0003
41.44071578979492,119210,421310.3125,3.0,-5.183752536773682,97474,6510.52587890625,390000,2243,-106227.99530444,173,0.0003
37.93121337890625,122209,293204.8125,3.0,2.458319664001465,99974,3980.283935546875,400000,2303,-106205.85804096,173,0.0003
40.04927062988281,125539,397771.71875,3.0,-3.612738609313965,102474,5273.12841796875,410000,2362,-106200.64814767,173,0.0003
41.803855895996094,128867,305181.5625,3.01,-2.749363899230957,104974,3254.3125,420000,2422,-106442.07125398,173,0.0003
41.67887878417969,132198,271972.59375,3.0,1.9602574110031128,107474,3248.54150390625,430000,2483,-106209.6241751,173,0.0003
41.239532470703125,135526,304100.15625,3.0,0.5777714252471924,109974,2891.894775390625,440000,2543,-106186.10683786002,173,0.0003
40.222232818603516,138859,378704.3125,3.0,0.7011042833328247,112474,6174.58740234375,450000,2603,-106179.55641572998,172,0.0003
41.60509490966797,142188,312086.0,3.0,-1.2769081592559814,114974,2749.247314453125,460000,2663,-106175.24396211,172,0.0003
40.370628356933594,145517,317364.9375,3.0,-1.2919788360595703,117474,5541.3623046875,470000,2724,-106129.40901222998,172,0.0003
39.84402847290039,148847,290226.0,3.0,-2.0846776962280273,119974,3025.763427734375,480000,2784,-106122.87178770005,172,0.0003
37.94843673706055,152175,345337.75,3.01,-1.9187557697296143,122474,3368.787109375,490000,2845,-106246.81623969002,172,0.0003
36.87777328491211,155503,313210.15625,3.0,-0.4401216506958008,124974,2942.140380859375,500000,2905,-106068.10180667,172,0.0003
36.213130950927734,158834,287347.0,3.0,0.009522616863250732,127474,5872.96923828125,510000,2965,-106067.58740829998,171,0.0003
34.719444274902344,162165,306646.0625,3.01,4.091696739196777,129974,3665.885986328125,520000,3026,-106300.49707889,171,0.0003
33.9849739074707,165492,321149.21875,3.02,-1.4090147018432617,132474,4626.7314453125,530000,3085,-106513.79297231002,171,0.0003
32.79436111450195,168819,326532.96875,3.01,-1.8283226490020752,134974,3832.8642578125,540000,3146,-106287.57085407998,171,0.0003
31.297969818115234,172144,252429.109375,3.0,0.058929264545440674,137474,3300.419921875,550000,3206,-106046.2405949,171,0.0003
29.99234962463379,175469,234382.796875,3.03,1.7930142879486084,139974,2011.510009765625,560000,3268,-106586.47659177,171,0.0003
36.149269104003906,178562,248630.84375,3.0,7.437019348144531,142474,2855.982177734375,570000,3331,-106100.03373155,171,0.0003
32.72279357910156,181888,213197.515625,3.0,2.183901786804199,144974,2312.576416015625,580000,3394,-106051.83149140002,170,0.0003
38.17384719848633,185213,158166.75,3.02,2.518953323364258,147474,4709.048828125,590000,3456,-106552.63401640998,170,0.0003
30.624435424804688,188342,179655.46875,3.0,0.8959515690803528,149974,2273.812255859375,600000,3519,-105962.87769251,170,0.0003
27.89524269104004,191180,211937.03125,3.0,-0.90831458568573,152474,2539.06591796875,610000,3582,-105951.75747878,170,0.0003
28.135103225708008,194512,197344.390625,3.01,1.3203132152557373,154974,2121.689453125,620000,3645,-106068.40881448999,170,0.0003
27.438892364501953,197843,183874.21875,3.0,5.40316104888916,157474,1584.3853759765625,630000,3708,-105929.82816102002,169,0.0003
25.74318504333496,201174,196871.203125,3.0,0.7039515972137451,159974,4990.33203125,640000,3770,-105875.9043159,169,0.0003
23.917932510375977,204507,236350.578125,3.0,-4.035714626312256,162474,3955.032958984375,650000,3831,-105905.07607951,169,0.0003
26.11524772644043,207838,252655.078125,3.0,-1.5924385786056519,164974,2634.5029296875,660000,3893,-105851.1540693,169,0.0003
25.072675704956055,211167,195486.84375,3.0,-2.7194600105285645,167474,1863.101318359375,670000,3956,-105814.35448773998,169,0.0003
24.478090286254883,214346,221691.46875,3.0,-0.6356073617935181,169974,3171.81103515625,680000,4018,-105783.34810833998,169,0.0003
23.577280044555664,217166,238495.171875,3.0,-2.552612543106079,172474,1631.6014404296875,690000,4079,-105794.03338473997,169,0.0003
23.240421295166016,220496,216652.4375,3.0,2.828964948654175,174974,1601.99072265625,700000,4141,-105724.08036070998,169,0.0003
22.97469711303711,223826,144636.46875,3.0,3.4785444736480713,177474,771.1065063476562,710000,4203,-105704.69804184,168,0.0003
23.3519229888916,227158,185142.96875,3.0,-0.8672805428504944,179974,1700.0791015625,720000,4265,-105682.41346764998,168,0.0003
22.7627010345459,230491,217546.765625,3.0,-0.7172262668609619,182474,3241.501220703125,730000,4327,-105641.95192951003,168,0.0003
22.326730728149414,233823,237730.203125,3.0,0.4226541519165039,184974,1624.964111328125,740000,4389,-105666.40633955,168,0.0003
22.442718505859375,236822,220576.984375,3.0,6.684605598449707,187474,1810.9197998046875,750000,4450,-105648.21525985001,168,0.0003
22.252819061279297,239824,262629.9375,3.0,-1.1603401899337769,189974,1906.771728515625,760000,4511,-105632.01092303,168,0.0003
22.342966079711914,243157,192066.59375,3.0,1.3629817962646484,192474,2471.1484375,770000,4572,-105591.41556633997,168,0.0003
21.945466995239258,246155,209129.671875,3.0,-1.8406305313110352,194974,1464.0704345703125,780000,4632,-105575.33061358999,168,0.0003
21.957096099853516,249016,326849.53125,3.0,-1.7120120525360107,197474,4617.2890625,790000,4695,-105534.49585739998,168,0.0003
22.625696182250977,251817,328368.84375,3.0,-0.6344687342643738,199974,2070.25341796875,800000,4756,-105563.38197773001,168,0.0003
22.519800186157227,254649,302210.84375,3.0,-4.976391792297363,202474,1854.0721435546875,810000,4817,-105536.69159003001,168,0.0003
22.700315475463867,257307,285239.3125,3.0,0.13594216108322144,204974,1926.9156494140625,820000,4879,-105546.96517756999,168,0.0003
22.615659713745117,259811,204969.3125,3.0,3.6417105197906494,207474,905.9742431640625,830000,4941,-105515.54590389997,167,0.0003
22.535585403442383,262818,272199.40625,3.0,2.638798475265503,209974,2526.109130859375,840000,5004,-105512.7386546,167,0.0003
23.31995964050293,265817,304425.25,3.0,-0.5119450688362122,212474,9013.0888671875,850000,5067,-105531.91073372001,167,0.0003
23.266206741333008,268869,332526.90625,3.0,0.41721081733703613,214974,2166.218994140625,860000,5129,-105497.41576580003,167,0.0003
23.129728317260742,271818,229658.203125,3.0,-0.12860971689224243,217474,1325.75146484375,870000,5192,-105493.52617629003,167,0.0003
25.049301147460938,274819,207842.8125,3.0,3.037961483001709,219974,1467.171630859375,880000,5254,-105527.92183152998,167,0.0003
26.531892776489258,278121,289559.84375,3.0,-1.7808916568756104,222474,1508.740478515625,890000,5317,-105552.18538532002,167,0.0003
26.260644912719727,281371,279883.65625,3.0,-0.22544026374816895,224974,856.7601318359375,900000,5379,-105507.27605882,167,0.0003
26.01357650756836,284263,331978.25,6.96,-1.0918843746185303,227474,2487.7529296875,910000,5441,-263628.92503528,167,0.0003
45.574424743652344,286069,420278.0625,25.54,-30.962671279907227,229974,5866.81201171875,920000,5502,-980033.6666594801,167,0.0003
53.4379997253418,286185,440747.9375,96.05,-5.522782325744629,232474,4217.19287109375,930000,5564,-3754973.2868975597,167,0.0003
28.910486221313477,288567,401197.1875,3.0,7.270684719085693,234974,5426.958984375,940000,5626,-105637.07380411998,167,0.0003
25.13724708557129,291901,309225.8125,3.0,3.1819546222686768,237474,2512.362548828125,950000,5688,-105624.47405493997,167,0.0003
23.688720703125,295235,417673.03125,3.0,-4.821046829223633,239974,6777.79248046875,960000,5750,-105548.49623171,166,0.0003
25.226186752319336,298567,379423.0,3.0,2.7910194396972656,242474,7123.26220703125,970000,5812,-105563.26784962001,166,0.0003
24.195247650146484,301878,296695.125,3.0,2.1791982650756836,244974,2566.58154296875,980000,5874,-105513.25483905,166,0.0003
24.691417694091797,305211,369889.71875,3.0,-0.30497172474861145,247474,3412.327880859375,990000,5936,-105507.14712237,166,0.0003
24.31622314453125,308543,365224.84375,3.0,2.8515591621398926,249974,4316.65283203125,1000000,5997,-105531.92911201,166,0.0003
