rollout/ep_rew_mean,train/learning_rate,time/time_elapsed,time/total_timesteps,train/policy_objective,train/n_updates,train/std,train/value_loss,train/kl_divergence_loss,time/fps,rollout/ep_len_mean,train/is_line_search_success,train/explained_variance
-139445.99767759998,0.001,175,200000,0.04370197653770447,24,0.8932120203971863,12601938758.4,0.005623773206025362,1140,5.73,1.0,-2.384185791015625e-07
-136277.93052772002,0.001,184,210000,0.05629148334264755,25,0.888052761554718,12358451795.2,0.005450135562568903,1140,5.25,1.0,-1.1920928955078125e-07
-135179.33548590998,0.001,192,220000,0.058631692081689835,26,0.8810788989067078,12109579886.4,0.006505193188786507,1141,5.13,1.0,-2.384185791015625e-07
-130192.78494855999,0.001,203,230000,0.11455409973859787,28,0.8691638708114624,11309129073.6,0.0061773015186190605,1132,4.62,1.0,-1.1920928955078125e-07
-132519.74262849,0.001,211,240000,0.04805362969636917,29,0.8685140609741211,11442316676.8,0.006996047217398882,1132,4.99,1.0,0.0
-130808.39059858004,0.001,220,250000,0.19285090267658234,30,0.8651828765869141,11051123486.4,0.006883017253130674,1131,4.74,1.0,2.384185791015625e-07
-134592.29601261002,0.001,229,260000,0.04541781172156334,31,0.8644556403160095,11837341112.0,0.00649768952280283,1131,5.16,1.0,0.0
-134733.86385554002,0.001,238,270000,0.04834310710430145,32,0.8595191240310669,11710587185.6,0.007045390084385872,1130,5.16,1.0,1.1920928955078125e-07
-135015.06896526998,0.001,249,280000,0.07660059630870819,34,0.8490369915962219,10828310100.8,0.007858853787183762,1123,5.45,1.0,-1.1920928955078125e-07
-132557.74832481,0.001,258,290000,0.07171560823917389,35,0.8439257144927979,11365028505.6,0.005581173580139875,1122,5.07,1.0,0.0
-137817.05368786,0.001,267,300000,0.05308772996068001,36,0.8338526487350464,10851739164.8,0.009237581863999367,1121,5.62,1.0,0.0
-131595.4569531,0.001,276,310000,0.04489907994866371,37,0.831376850605011,11703776180.8,0.007482005283236504,1121,4.96,1.0,0.0
-126766.38782195,0.001,286,320000,0.04835554584860802,39,0.828839898109436,11377866438.4,0.007317590527236462,1115,4.48,1.0,0.0
-128520.67714889,0.001,295,330000,0.012208845466375351,40,0.8293216824531555,10269417153.6,0.00684221088886261,1114,4.8,1.0,0.0
-129405.55898489,0.001,305,340000,0.09273214638233185,41,0.819108784198761,10491064544.0,0.006427277345210314,1114,5.11,1.0,0.0
-128079.69748905001,0.001,314,350000,0.056104473769664764,42,0.8142237067222595,10907188424.0,0.007844925858080387,1114,4.78,1.0,5.960464477539063e-08
-129584.15207605,0.001,322,360000,0.06392595916986465,43,0.8120182156562805,10733150408.0,0.006484540179371834,1114,4.96,1.0,0.0
-130585.04539024997,0.001,333,370000,0.05231344699859619,45,0.8090308904647827,10441016443.2,0.007398087065666914,1109,4.92,1.0,-1.1920928955078125e-07
-133295.93422201,0.001,342,380000,0.0612727552652359,46,0.8071160912513733,10800235340.8,0.009530621580779552,1109,5.32,1.0,0.0
-127050.11599124002,0.001,351,390000,0.026197055354714394,47,0.8068490624427795,10433744828.8,0.006155305076390505,1108,4.63,1.0,5.960464477539063e-08
-129156.44392612,0.001,360,400000,0.09988898783922195,48,0.8038045763969421,10631784212.8,0.00593308312818408,1108,4.81,1.0,0.0
-136000.35794979997,0.001,371,410000,0.025242604315280914,50,0.7949913144111633,29966732531.2,0.00689697964116931,1103,5.16,1.0,5.960464477539063e-08
-128144.49105874002,0.001,380,420000,0.049039606004953384,51,0.7924288511276245,11353048444.8,0.008203534409403801,1103,5.1,1.0,0.0
-137482.62833783,0.001,389,430000,0.03440855070948601,52,0.792262613773346,10221377337.6,0.0066256155259907246,1103,5.44,1.0,0.0
-129594.90273215002,0.001,398,440000,0.025562159717082977,53,0.7892404794692993,11543308881.6,0.0062072742730379105,1102,4.9,1.0,5.960464477539063e-08
-129821.44933623003,0.001,408,450000,0.04736699163913727,54,0.7898830771446228,11411876499.2,0.0076432004570961,1102,5.0,1.0,0.0
-129525.93019114001,0.001,418,460000,0.06094017252326012,56,0.7852486371994019,10817525910.4,0.007059080991894007,1098,4.9,1.0,0.0
-129527.66456485998,0.001,427,470000,0.050262272357940674,57,0.7849063873291016,11620296425.6,0.00955990795046091,1098,4.86,1.0,5.960464477539063e-08
-126306.51330072,0.001,436,480000,0.045780446380376816,58,0.7814103960990906,10655717790.4,0.005102189257740974,1098,4.45,1.0,0.0
-125600.91431677999,0.001,446,490000,0.09593090415000916,59,0.779970109462738,10336520708.8,0.008329800330102444,1098,4.5,1.0,0.0
-126499.58267132001,0.001,456,500000,0.04696602746844292,61,0.7781956791877747,17148673560.0,0.006468797568231821,1095,4.58,1.0,0.0
-124688.93890554999,0.001,465,510000,0.047372642904520035,62,0.7767279148101807,10680292385.6,0.0065157851204276085,1095,4.49,1.0,0.0
-129502.07805157,0.001,474,520000,0.08737766742706299,63,0.7758455872535706,10236310499.2,0.008724982850253582,1095,4.84,1.0,0.0
-125993.29316558002,0.001,483,530000,0.03684740141034126,64,0.7768970131874084,14698658875.2,0.006243221461772919,1095,4.63,1.0,0.0
-132538.68653607997,0.001,492,540000,0.0625886395573616,65,0.7738310098648071,10029345923.2,0.007893678732216358,1095,4.96,1.0,0.0
-129538.03883860001,0.001,503,550000,0.06159929931163788,67,0.7680138945579529,11253346540.8,0.006483681965619326,1092,4.95,1.0,0.0
-128023.89848529,0.001,512,560000,0.04061952978372574,68,0.7667065262794495,10256444977.6,0.007814926095306873,1092,4.77,1.0,0.0
-126728.53101834998,0.001,521,570000,0.04837175831198692,69,0.7659652829170227,10867911307.2,0.007124132011085749,1092,4.69,1.0,0.0
-127405.41782428,0.001,530,580000,0.0695616602897644,70,0.7667446136474609,10430202905.6,0.007811559364199638,1092,4.77,1.0,2.384185791015625e-07
-127318.19185792001,0.001,541,590000,0.0677139088511467,72,0.7668063044548035,10223081593.6,0.008225731551647186,1089,4.95,1.0,0.0
-134327.94461551998,0.001,550,600000,0.055169351398944855,73,0.7683223485946655,11460087971.2,0.006692396942526102,1090,5.65,1.0,-1.1920928955078125e-07
-149622.68496552,0.001,559,610000,0.04910034313797951,74,0.7658492922782898,13174559089.6,0.007940572686493397,1090,6.31,1.0,0.0
-128395.10904606999,0.001,568,620000,0.08071118593215942,75,0.7631140351295471,12012220219.2,0.008657043799757957,1090,4.81,1.0,1.1920928955078125e-07
-133420.12672486,0.001,577,630000,0.05071712285280228,76,0.762393593788147,10111448905.6,0.008076212368905544,1090,5.62,1.0,-1.1920928955078125e-07
-132504.68032267,0.001,587,640000,0.08075809478759766,78,0.7620325088500977,11407083192.0,0.009809503331780434,1088,7.05,1.0,0.0
-125656.2251192,0.001,596,650000,0.07303094863891602,79,0.7618666291236877,11249444500.8,0.008740721270442009,1088,7.96,1.0,0.0
-139577.67482860002,0.001,605,660000,0.06972072273492813,80,0.7623339891433716,11030076268.0,0.008989546447992325,1089,10.32,1.0,1.1920928955078125e-07
-116214.95007699002,0.001,614,670000,0.06397207081317902,81,0.7588104009628296,10088499560.0,0.009414027445018291,1089,12.74,1.0,5.960464477539063e-08
-134748.76267613002,0.001,624,680000,0.06482359766960144,83,0.7514203190803528,9815972641.6,0.00937027670443058,1088,14.74,1.0,0.0
-58083.797902230006,0.001,633,690000,0.06121964752674103,84,0.7484528422355652,8835493176.8,0.008746396750211716,1088,12.24,1.0,0.0
-54888.21027553001,0.001,642,700000,0.059356704354286194,85,0.7469772696495056,8020636025.6,0.009073481895029545,1088,12.93,1.0,-1.1920928955078125e-07
-31312.730802230002,0.001,651,710000,0.05005709081888199,86,0.7438402771949768,7632232803.2,0.008706635795533657,1089,11.96,1.0,-1.1920928955078125e-07
-62104.72879859,0.001,660,720000,0.04607035964727402,87,0.7407194375991821,6218220506.8,0.009317392483353615,1090,11.73,1.0,0.0
-17185.228670030003,0.001,670,730000,0.05120151489973068,89,0.7386518120765686,6508372798.8,0.008963232859969139,1088,10.73,1.0,-1.1920928955078125e-07
6047.78583225,0.001,679,740000,0.0510396808385849,90,0.7374619841575623,6503316443.6,0.008776133880019188,1088,10.13,1.0,0.0
-17117.82420612,0.001,689,750000,0.053959280252456665,91,0.7337468862533569,5092200930.8,0.0092574218288064,1088,10.01,1.0,0.0
-2296.9233455600006,0.001,698,760000,0.050460055470466614,92,0.7330264449119568,5539574914.4,0.00873571913689375,1088,10.32,1.0,0.0
-241.1428600000005,0.001,707,770000,0.05397513881325722,93,0.7315491437911987,4734708641.2,0.009515508078038692,1088,10.32,1.0,0.0
10382.423899770001,0.001,717,780000,0.048599518835544586,95,0.728333592414856,5454115620.4,0.008954417891800404,1086,9.52,1.0,0.0
18522.31135053,0.001,727,790000,0.05151971057057381,96,0.7274494767189026,5108578780.4,0.0087211849167943,1086,9.46,1.0,0.0
26933.495831460004,0.001,736,800000,0.03805825859308243,97,0.725655198097229,4493240490.0,0.009329140186309814,1086,9.13,1.0,0.0
24271.096141280002,0.001,745,810000,0.051006849855184555,98,0.7246540188789368,4367980470.4,0.009242398664355278,1086,9.14,1.0,0.0
23603.51521836,0.001,756,820000,0.06256742030382156,100,0.7189613580703735,5603278083.6,0.009103348478674889,1084,8.96,1.0,0.0
35623.656038429996,0.001,765,830000,0.051892783492803574,101,0.7178810834884644,4164079452.8,0.00907932873815298,1084,8.62,1.0,0.0
41014.764132150005,0.001,774,840000,0.03774690255522728,102,0.7151473760604858,4221050614.4,0.008527964353561401,1084,8.69,1.0,0.0
34231.49113467,0.001,783,850000,0.055365558713674545,103,0.7141550183296204,4632785994.8,0.009425939060747623,1084,8.73,1.0,0.0
27075.65653349,0.001,792,860000,0.047506652772426605,104,0.7135422825813293,5629663067.6,0.0063372948206961155,1084,8.91,1.0,-1.1920928955078125e-07
39402.1827271,0.001,803,870000,0.05863943323493004,106,0.7103096842765808,4665575029.6,0.00915470253676176,1082,8.65,1.0,0.0
42957.49257176,0.001,812,880000,0.04792319983243942,107,0.7081357836723328,3821104452.4,0.00942827109247446,1083,8.21,1.0,0.0
37223.293000419995,0.001,821,890000,0.048918601125478745,108,0.7065345048904419,4315283170.0,0.009151363745331764,1083,8.28,1.0,0.0
45908.89181269,0.001,830,900000,0.05998524650931358,109,0.7062404751777649,7100835546.4,0.009444830007851124,1083,8.27,1.0,0.0
44405.92449216,0.001,841,910000,0.042772069573402405,111,0.7039831280708313,4166636698.8,0.009214133024215698,1081,8.2,1.0,-1.1920928955078125e-07
44126.62353206,0.001,850,920000,0.0576024055480957,112,0.703182578086853,4574574674.4,0.008317092433571815,1082,8.3,1.0,0.0
41443.42537797,0.001,859,930000,0.04568730294704437,113,0.7016397714614868,3715963723.2,0.008835778571665287,1082,8.56,1.0,-1.1920928955078125e-07
47797.8,0.001,867,940000,0.06337203085422516,114,0.7013636231422424,4534947257.6,0.008271470665931702,1083,8.31,1.0,0.0
50429.2,0.001,876,950000,0.060004886239767075,115,0.6992053985595703,4009380183.2,0.009253599680960178,1083,8.15,1.0,0.0
45272.28164655,0.001,887,960000,0.04275675117969513,117,0.6966238021850586,4043720204.8,0.008665421977639198,1081,8.25,1.0,0.0
50126.755734649996,0.001,896,970000,0.042072661221027374,118,0.6964145302772522,3876236948.4,0.0094688655808568,1082,8.16,1.0,0.0
37830.558035789996,0.001,905,980000,0.04672227054834366,119,0.6944706439971924,4170282440.0,0.008204305544495583,1082,8.71,1.0,1.1920928955078125e-07
50834.3,0.001,914,990000,0.032741643488407135,120,0.6928618550300598,4095346066.8,0.006460160948336124,1083,8.12,1.0,0.0
48339.87464323999,0.001,924,1000000,0.04157125949859619,122,0.6907918453216553,3943573030.4,0.007336089853197336,1082,8.04,1.0,0.0
