time/time_elapsed,train/explained_variance,rollout/ep_len_mean,train/learning_rate,train/std,train/n_updates,time/total_timesteps,train/value_loss,train/kl_divergence_loss,train/is_line_search_success,time/fps,rollout/ep_rew_mean,train/policy_objective
262,0.0,142.99,0.001,0.7003297209739685,85,700000,474482048.075,0.006354738026857376,1.0,2662,93870.04283699,0.02637626975774765
266,0.0,177.44,0.001,0.7004815936088562,86,710000,626186016.7,0.009945889003574848,1.0,2664,72914.56281440999,0.019826341420412064
270,1.7881393432617188e-07,185.55,0.001,0.6979249119758606,87,720000,417304919.025,0.00879411306232214,1.0,2666,76190.63809356,0.038441624492406845
274,0.0,183.84,0.001,0.6932384371757507,89,730000,535696197.75,0.008928506635129452,1.0,2657,77511.2068974,0.034283168613910675
278,0.0,144.4,0.001,0.6860238909721375,90,740000,672817540.3,0.008911593817174435,1.0,2658,84984.22786576,0.029635131359100342
281,1.1920928955078125e-07,143.95,0.001,0.6711495518684387,91,750000,639481738.425,0.007965234108269215,1.0,2660,82489.83140406999,0.032946377992630005
285,5.960464477539063e-08,152.41,0.001,0.6680410504341125,92,760000,623794418.0,0.007628869265317917,1.0,2661,88418.81881838,0.027041668072342873
289,0.0,183.7,0.001,0.6684247851371765,93,770000,515939786.375,0.007601296063512564,1.0,2663,69631.63191451,0.0338699147105217
293,0.0,176.95,0.001,0.6605138182640076,95,780000,514415813.1,0.00886275339871645,1.0,2655,68890.48878166001,0.03108401410281658
297,5.960464477539063e-08,152.97,0.001,0.6623550653457642,96,790000,594274148.4,0.008856464177370071,1.0,2656,94891.47901064997,0.03221787139773369
300,0.0,135.75,0.001,0.6622211337089539,97,800000,579080868.05,0.007529799360781908,1.0,2657,98142.17693219,0.023046396672725677
304,0.0,138.75,0.001,0.6613418459892273,98,810000,676592176.65,0.009654048830270767,1.0,2659,97499.03441330999,0.027499012649059296
309,0.0,139.15,0.001,0.6659355759620667,100,820000,624175056.775,0.009229975752532482,1.0,2651,97706.61342187,0.0258967075496912
312,5.960464477539063e-08,136.6,0.001,0.659920871257782,101,830000,601727295.525,0.009784855879843235,1.0,2652,94208.68675152001,0.03148791939020157
316,1.1920928955078125e-07,120.38,0.001,0.6501274704933167,102,840000,683558545.1,0.006508322898298502,1.0,2654,95031.35923407,0.023466728627681732
320,-1.1920928955078125e-07,126.82,0.001,0.6476654410362244,103,850000,797792220.95,0.00879199430346489,1.0,2654,106610.46298344,0.03505288437008858
323,5.960464477539063e-08,92.68,0.001,0.6445415616035461,104,860000,659578967.45,0.009576482698321342,1.0,2654,74667.24545203001,0.027355004101991653
328,-1.1920928955078125e-07,132.22,0.001,0.6409323811531067,106,870000,517970774.625,0.008840620517730713,1.0,2647,70686.66838299,0.034773875027894974
332,0.0,162.69,0.001,0.6412479281425476,107,880000,514394691.625,0.008340134285390377,1.0,2649,89138.05126395001,0.0318935327231884
335,0.0,114.65,0.001,0.6416909098625183,108,890000,720220495.95,0.009538319893181324,1.0,2650,106810.28119744,0.03506941348314285
339,0.0,100.94,0.001,0.6391953825950623,109,900000,890853421.7,0.009204001165926456,1.0,2650,103015.15444216,0.029687637463212013
344,0.0,144.69,0.001,0.6343544125556946,111,910000,444277221.825,0.009014792740345001,1.0,2644,91306.07381955,0.019169360399246216
347,0.0,165.4,0.001,0.6387004256248474,112,920000,464727722.725,0.009070757776498795,1.0,2646,86111.31971829,0.030496031045913696
351,0.0,160.22,0.001,0.6347442269325256,113,930000,698575152.9,0.007261610124260187,1.0,2647,94422.98911754001,0.019740737974643707
354,-1.1920928955078125e-07,153.74,0.001,0.6366409063339233,114,940000,441582914.175,0.009069022722542286,1.0,2648,99383.34210772,0.033996373414993286
358,0.0,137.6,0.001,0.6358253955841064,115,950000,537968567.7,0.008202200755476952,1.0,2650,106605.84539181001,0.029230106621980667
363,1.1920928955078125e-07,117.6,0.001,0.6395886540412903,117,960000,675651338.95,0.009257707744836807,1.0,2644,100029.08910183002,0.03667616844177246
366,1.1920928955078125e-07,112.79,0.001,0.6373692154884338,118,970000,651899160.95,0.006483588367700577,1.0,2645,100184.70416339001,0.028327634558081627
370,0.0,80.94,0.001,0.6362733244895935,119,980000,1019745136.15,0.0090602682903409,1.0,2646,112345.96340846,0.029003217816352844
373,0.0,92.56,0.001,0.6338800191879272,120,990000,961452052.0,0.0067978184670209885,1.0,2647,105505.64221695,0.02387971244752407
378,-1.1920928955078125e-07,97.25,0.001,0.6312288641929626,122,1000000,953584068.3,0.009370969608426094,1.0,2643,102749.3512917,0.026896657422184944
