train/entropy_loss,train/explained_variance,rollout/ep_rew_mean,train/n_updates,train/std,train/value_loss,train/policy_loss,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,train/learning_rate
-21.249622344970703,0.0,-186448.29844519997,2124,0.997707724571228,2378019328.0,-748873.5,102,170000,26.59,1664,0.0001
-21.243568420410156,-1.1920928955078125e-07,-186351.08306975997,2249,0.9973183274269104,2904116224.0,-878870.5,108,180000,27.35,1664,0.0001
-21.247108459472656,0.0,-178341.35775323998,2374,0.9975523352622986,2192527616.0,-767631.125,114,190000,26.39,1664,0.0001
-21.248289108276367,-1.1920928955078125e-07,-193462.43634953,2499,0.9976047277450562,568063808.0,-412072.84375,120,200000,30.29,1664,0.0001
-21.246580123901367,0.0,-185591.90795922,2624,0.997543454170227,3010240000.0,-974594.125,126,210000,27.54,1664,0.0001
-21.248889923095703,0.0,-186294.25632316002,2749,0.9977015852928162,2163086592.0,-711962.6875,132,220000,27.68,1664,0.0001
-21.250131607055664,0.0,-190246.05761141996,2874,0.9977924823760986,765734016.0,-366542.5625,138,230000,28.1,1664,0.0001
-21.25412940979004,1.1920928955078125e-07,-178995.71299348003,2999,0.9980335831642151,1692361856.0,-700675.125,144,240000,27.48,1664,0.0001
-21.244064331054688,0.0,-181601.39837637,3124,0.9973994493484497,1961255680.0,-730294.625,150,250000,27.13,1664,0.0001
-21.245140075683594,0.0,-168378.74549151998,3249,0.9974140524864197,1241309952.0,-607760.875,156,260000,24.81,1664,0.0001
-21.244739532470703,0.0,-188796.01419431999,3374,0.9974337220191956,1907912960.0,-650601.5,162,270000,29.31,1663,0.0001
-21.238197326660156,0.0,-172944.7135284,3499,0.9969559907913208,1483036416.0,-547922.0,168,280000,26.61,1663,0.0001
-21.23822021484375,1.1920928955078125e-07,-182937.14692637,3624,0.9969595074653625,2423691520.0,-780300.875,174,290000,29.19,1663,0.0001
-21.23752212524414,1.7881393432617188e-07,-175749.70827944,3749,0.9969632625579834,2809905664.0,-804649.375,180,300000,26.16,1663,0.0001
-21.237720489501953,-1.1920928955078125e-07,-157655.29990294,3874,0.9969149827957153,3056320512.0,-967239.125,186,310000,22.79,1663,0.0001
-21.231590270996094,0.0,-178497.41552692003,3999,0.9965198040008545,3625756160.0,-1129538.75,192,320000,26.66,1663,0.0001
-21.226743698120117,0.0,-160990.12173984,4124,0.9962465167045593,848522752.0,-422789.75,198,330000,26.08,1663,0.0001
-21.217174530029297,0.0,-187140.52711459997,4249,0.9956129789352417,1101132032.0,-417331.90625,204,340000,29.66,1663,0.0001
-21.214305877685547,0.0,-155733.54472583003,4374,0.995370090007782,2103002880.0,-740550.125,210,350000,23.28,1663,0.0001
-21.213302612304688,-1.1920928955078125e-07,-161046.38586110005,4499,0.9952973127365112,1562903808.0,-627218.625,216,360000,23.52,1663,0.0001
-21.211055755615234,1.1920928955078125e-07,-173549.89527319997,4624,0.9952312111854553,1927956736.0,-752430.375,222,370000,28.37,1662,0.0001
-21.202272415161133,1.1920928955078125e-07,-160930.34075194,4749,0.9946149587631226,2980515072.0,-878477.8125,228,380000,24.12,1662,0.0001
-21.19588851928711,0.0,-165807.81742119,4874,0.9942085146903992,1643292672.0,-557570.0625,234,390000,26.16,1662,0.0001
-21.191404342651367,0.0,-150882.53329799,4999,0.9938738942146301,1366670592.0,-552786.1875,240,400000,23.6,1662,0.0001
-21.19584846496582,0.0,-165546.99142874999,5124,0.9942000508308411,1257436672.0,-551370.125,246,410000,25.85,1662,0.0001
-21.200695037841797,0.0,-151136.44715459,5249,0.9944965243339539,2076119680.0,-631258.1875,252,420000,23.53,1662,0.0001
-21.199459075927734,-1.1920928955078125e-07,-154228.81500814,5374,0.994393527507782,2454910464.0,-876218.625,258,430000,24.19,1662,0.0001
-21.199729919433594,0.0,-148494.37931938,5499,0.9944749474525452,1670408064.0,-593613.25,264,440000,23.34,1661,0.0001
-21.200342178344727,1.1920928955078125e-07,-173757.14883804,5624,0.9944309592247009,3024685568.0,-926352.1875,270,450000,30.29,1661,0.0001
-21.199228286743164,1.7881393432617188e-07,-148109.15379619,5749,0.9943905472755432,3547853568.0,-1069781.5,276,460000,23.43,1661,0.0001
-21.19499397277832,0.0,-164307.52174074997,5874,0.9940980076789856,1247114112.0,-541006.0,282,470000,27.26,1661,0.0001
-21.19478988647461,0.0,-151563.21946778,5999,0.9941247701644897,991840576.0,-469545.90625,288,480000,26.5,1661,0.0001
-21.197988510131836,0.0,-149054.16262187998,6124,0.9942833185195923,2216661248.0,-691570.625,295,490000,24.37,1660,0.0001
-21.200942993164062,0.0,-157035.98661592999,6249,0.9945493340492249,2628498944.0,-770542.5625,301,500000,26.58,1660,0.0001
-21.204124450683594,0.0,-163216.31386418,6374,0.9947189092636108,2369669376.0,-767859.4375,307,510000,27.57,1660,0.0001
-21.213260650634766,-1.1920928955078125e-07,-163650.73636558998,6499,0.9953333735466003,1519272192.0,-612909.125,313,520000,27.13,1660,0.0001
-21.207889556884766,1.1920928955078125e-07,-170168.80345957,6624,0.9949478507041931,1522531328.0,-629253.625,319,530000,29.03,1660,0.0001
-21.204343795776367,0.0,-155487.70642178,6749,0.9948025941848755,488979648.0,-291771.625,325,540000,25.46,1660,0.0001
-21.205368041992188,0.0,-170982.62443643,6874,0.9948195219039917,1355487488.0,-541611.625,331,550000,29.06,1660,0.0001
-21.199657440185547,0.0,-153645.3795392,6999,0.9944857954978943,1143204608.0,-477489.59375,337,560000,25.06,1660,0.0001
-21.206228256225586,0.0,-166085.97681134002,7124,0.9949067831039429,1808167168.0,-690076.0625,343,570000,27.66,1659,0.0001
-21.200403213500977,1.1920928955078125e-07,-176126.36059217007,7249,0.9945111870765686,2509915392.0,-788837.9375,349,580000,29.5,1659,0.0001
-21.19217300415039,0.0,-164124.37238775002,7374,0.9939765930175781,1180584192.0,-448033.34375,355,590000,27.15,1659,0.0001
-21.18526840209961,0.0,-159009.83786753,7499,0.9934885501861572,2232386048.0,-756258.5,361,600000,24.37,1659,0.0001
-21.17512321472168,1.1920928955078125e-07,-160037.08745320997,7624,0.9928393959999084,2371088384.0,-805017.75,367,610000,26.29,1659,0.0001
-21.17363166809082,0.0,-146858.17503999,7749,0.992723286151886,1846246656.0,-663879.8125,373,620000,24.46,1659,0.0001
-21.170997619628906,-2.384185791015625e-07,-152278.93654484,7874,0.9925559163093567,2017677312.0,-626932.875,379,630000,25.45,1659,0.0001
-21.170825958251953,-1.1920928955078125e-07,-168863.06274521002,7999,0.9925808310508728,940585152.0,-425785.59375,385,640000,28.47,1659,0.0001
-21.169910430908203,5.960464477539063e-08,-144926.32732476,8124,0.9925057291984558,510101664.0,-203158.15625,391,650000,24.29,1659,0.0001
-21.169921875,-1.1920928955078125e-07,-153375.22851568004,8249,0.9924834966659546,2107009280.0,-783925.9375,397,660000,26.09,1658,0.0001
-21.165197372436523,-1.1920928955078125e-07,-160507.63636637002,8374,0.9921871423721313,1740340608.0,-678442.6875,403,670000,28.11,1658,0.0001
-21.17291259765625,0.0,-147732.30668742998,8499,0.9927161931991577,2104754816.0,-686143.1875,410,680000,24.32,1658,0.0001
-21.168079376220703,0.0,-151892.09724144003,8624,0.9924299716949463,2328756736.0,-716823.125,416,690000,26.86,1658,0.0001
-21.167678833007812,-1.1920928955078125e-07,-131252.57999914,8749,0.9923900365829468,1410022016.0,-500855.90625,422,700000,21.53,1658,0.0001
-21.160690307617188,0.0,-147910.42376751,8874,0.9918867349624634,2366077440.0,-665204.125,428,710000,25.64,1658,0.0001
-21.16316032409668,-1.1920928955078125e-07,-146441.05958801,8999,0.9920377135276794,2098044160.0,-677209.3125,434,720000,24.44,1658,0.0001
-21.167320251464844,-1.1920928955078125e-07,-149988.72093337,9124,0.9923498630523682,1437495936.0,-505994.65625,440,730000,26.16,1658,0.0001
-21.166501998901367,5.960464477539063e-08,-139932.41012893,9249,0.9923083782196045,1516609536.0,-561969.0,446,740000,24.17,1657,0.0001
-21.160499572753906,-1.1920928955078125e-07,-149932.39955508,9374,0.9918562173843384,1156104704.0,-433666.1875,452,750000,25.74,1657,0.0001
-21.166799545288086,1.1920928955078125e-07,-143969.00717412002,9499,0.9923341870307922,1656766208.0,-525272.625,458,760000,25.64,1657,0.0001
-21.16367530822754,1.1920928955078125e-07,-159584.06141959,9624,0.99212247133255,2290039552.0,-706685.3125,464,770000,28.42,1657,0.0001
-21.160436630249023,1.7881393432617188e-07,-154344.77096929,9749,0.9918676018714905,1696892544.0,-660661.0625,470,780000,27.72,1657,0.0001
-21.158445358276367,1.1920928955078125e-07,-149027.22846794,9874,0.99174565076828,2459885312.0,-811674.8125,476,790000,26.36,1657,0.0001
-21.15115737915039,0.0,-143114.60431291998,9999,0.9912780523300171,2602032128.0,-871715.8125,482,800000,24.44,1657,0.0001
-21.154373168945312,-1.1920928955078125e-07,-154121.67438444,10124,0.9915335178375244,2064660480.0,-629807.0,488,810000,26.73,1657,0.0001
-21.15652847290039,5.960464477539063e-08,-148264.43694053998,10249,0.9916302561759949,2002446592.0,-686651.875,494,820000,27.27,1656,0.0001
-21.157520294189453,1.1920928955078125e-07,-136339.55564317,10374,0.9917085766792297,916099904.0,-414651.78125,500,830000,23.58,1656,0.0001
-21.15285301208496,0.0,-141581.28720762,10499,0.9913997054100037,241164976.0,-191604.34375,507,840000,23.28,1656,0.0001
-21.15289306640625,-1.1920928955078125e-07,-141917.08150506002,10624,0.9914230108261108,1110847488.0,-500480.34375,513,850000,26.49,1656,0.0001
-21.145458221435547,0.0,-141898.51108025003,10749,0.9909113645553589,3152551424.0,-915387.125,519,860000,25.75,1655,0.0001
-21.148019790649414,0.0,-143573.26308250998,10874,0.9910696148872375,2542665216.0,-864239.375,525,870000,25.18,1655,0.0001
-21.15571403503418,1.1920928955078125e-07,-144387.91362881998,10999,0.9916053414344788,1465588864.0,-588675.75,531,880000,26.26,1655,0.0001
-21.152820587158203,-1.1920928955078125e-07,-144368.97831897,11124,0.9913996458053589,2693213184.0,-873524.8125,537,890000,26.39,1655,0.0001
-21.15445327758789,-1.1920928955078125e-07,-152343.87227562998,11249,0.9914776086807251,1642737408.0,-643868.8125,543,900000,26.71,1655,0.0001
-21.158485412597656,0.0,-153147.92444778,11374,0.9917595982551575,2150531072.0,-735958.4375,549,910000,28.04,1654,0.0001
-21.15340805053711,0.0,-140749.70533434997,11499,0.9914161562919617,1574170240.0,-545913.125,556,920000,25.78,1654,0.0001
-21.147581100463867,0.0,-151201.84932202,11624,0.991068959236145,1209456384.0,-463605.5,562,930000,28.86,1654,0.0001
-21.15317153930664,0.0,-143003.0156603,11749,0.991392195224762,959463232.0,-424475.0625,568,940000,27.5,1654,0.0001
-21.15252685546875,-1.1920928955078125e-07,-143952.50230484997,11874,0.99134761095047,1660114176.0,-671606.875,574,950000,25.97,1654,0.0001
-21.154151916503906,0.0,-132450.79313585,11999,0.9915019273757935,2923853312.0,-886881.0,580,960000,22.52,1653,0.0001
-21.162561416625977,0.0,-146734.71489845,12124,0.99205482006073,2090696448.0,-791653.5,586,970000,26.93,1653,0.0001
-21.161731719970703,1.1920928955078125e-07,-147192.25217815,12249,0.9920278191566467,1915290880.0,-658148.375,592,980000,28.25,1653,0.0001
-21.16611671447754,0.0,-140558.75856421,12374,0.9923205971717834,1325767680.0,-490140.34375,598,990000,27.07,1653,0.0001
-21.159421920776367,1.1920928955078125e-07,-143583.02751419003,12499,0.9917926788330078,1198746880.0,-513924.59375,604,1000000,27.25,1653,0.0001
