train/learning_rate,train/clip_fraction,train/value_loss,train/std,train/loss,train/n_updates,train/approx_kl,time/time_elapsed,train/clip_range,time/total_timesteps,train/entropy_loss,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,time/fps,train/explained_variance
0.0003,0.0,6016078485.2,0.9992465376853943,3506744320.0,200,0.0002945657,209,0.2,170000,-17.018910945951937,46.94,-253530.81191156,-0.0007293604122423858,810,0.0
0.0003,0.0,6204250221.2,0.9988879561424255,3522058496.0,210,0.00056767464,221,0.2,180000,-17.01609116792679,41.92,-234245.47291153003,-0.0012755827519868035,813,0.0
0.0003,0.0,5800474770.8,0.9985767006874084,2738761728.0,230,0.00066600414,237,0.2,190000,-17.011089657247066,44.04,-236118.96982969,-0.001126228523935424,799,1.1920928955078125e-07
0.0003,0.0,5215382832.0,0.9983379244804382,2665219072.0,240,0.00060457963,249,0.2,200000,-17.00867169499397,52.72,-271047.58254676,-0.0011840022210890312,802,1.1920928955078125e-07
0.0003,0.0,5785971772.8,0.998356282711029,2603990016.0,250,0.0005775168,260,0.2,210000,-17.00729025900364,41.56,-221817.64815799997,-0.0011896429623448057,805,0.0
0.0003,0.0,5835274710.0,0.9983174204826355,2560599808.0,260,0.00071404804,272,0.2,220000,-17.007177935540675,41.45,-221411.54613509003,-0.0012872351600890398,808,0.0
0.0003,0.0,5660830957.2,0.9984602332115173,2691497728.0,280,0.0005010824,288,0.2,230000,-17.006906811892986,44.8,-234051.45228568997,-0.001137523726993095,797,1.1920928955078125e-07
0.0003,0.0,5955984896.0,0.9983119964599609,2902415872.0,290,0.0006413224,299,0.2,240000,-17.00783333182335,40.88,-227233.98029477,-0.0013137321158865234,800,0.0
0.0003,0.0,5576963332.8,0.998236894607544,2693591552.0,300,0.0007688409,311,0.2,250000,-17.006442794203757,42.55,-219065.11011791002,-0.0013927144347690046,802,0.0
0.0003,0.0,5616526768.6,0.9979915618896484,2734529792.0,310,0.0009584513,322,0.2,260000,-17.004546988010407,47.2,-242977.10118857,-0.0015690598133005552,805,-1.1920928955078125e-07
0.0003,0.0,5526475489.4,0.9979028701782227,2984360448.0,320,0.0002918652,334,0.2,270000,-17.002537669241427,44.15,-223318.78846201996,-0.0007432755519403145,807,0.0
0.0003,0.0,5537139118.2,0.9978458285331726,2391984896.0,340,0.0007860139,350,0.2,280000,-17.002183075249196,40.98,-215942.07932311998,-0.0012583400872244964,798,0.0
0.0003,0.0,5467082865.2,0.9978988766670227,2583781120.0,350,0.00043031416,362,0.2,290000,-17.001585707068443,45.02,-233786.22871382005,-0.0008312644269608427,800,0.0
0.0003,0.0,5421886202.0,0.9977256655693054,2644001792.0,360,0.00060859206,373,0.2,300000,-17.00088976472616,46.63,-218699.5264243,-0.0010840326402103528,802,-1.1920928955078125e-07
0.0003,0.0,4822926807.2,0.9976310729980469,2379979008.0,370,0.00033714648,385,0.2,310000,-16.999331352114677,47.94,-246884.53102627993,-0.0007610419117554557,804,1.1920928955078125e-07
0.0003,0.0,5215170434.0,0.9973024725914001,2923911168.0,390,0.00046510983,401,0.2,320000,-16.995419076085092,45.03,-229709.38352595997,-0.0008784766017924994,796,5.960464477539063e-08
0.0003,0.0,5520935811.0,0.9973325729370117,2532295936.0,400,0.0004541678,413,0.2,330000,-16.99490959942341,44.6,-234330.96277822996,-0.0010550556466114359,798,0.0
0.0003,0.0,5393000677.0,0.9971470832824707,2680129280.0,410,0.00065447344,424,0.2,340000,-16.993993481993677,38.58,-209831.09041056,-0.0012208732710860203,800,0.0
0.0003,0.0,5398653970.8,0.9969456791877747,2699945984.0,420,0.0002512543,436,0.2,350000,-16.991732761263847,38.66,-206220.49673699,-0.0007204004301456735,802,1.1920928955078125e-07
0.0003,0.0,5392832301.8,0.996632993221283,2830200064.0,430,0.00013124189,447,0.2,360000,-16.98850737810135,41.63,-212088.29235484998,-0.0005092201192383073,804,-1.1920928955078125e-07
0.0003,0.0,5199588623.8,0.996394693851471,2647093504.0,450,0.00034997097,464,0.2,370000,-16.984504123032092,42.08,-218355.24458342002,-0.0008359541923709912,797,0.0
0.0003,0.0,5352589927.0,0.996152937412262,2927760640.0,460,0.00045949736,475,0.2,380000,-16.982314072549343,38.3,-202889.25511948002,-0.0009372688247822226,798,1.1920928955078125e-07
0.0003,0.0,5119659024.6,0.9959630370140076,2954748416.0,470,0.00075722835,487,0.2,390000,-16.979693223536014,42.29,-210140.02097629997,-0.0013616323074529646,800,1.1920928955078125e-07
0.0003,0.0,5326684874.4,0.9956111311912537,2846450176.0,480,0.0005332022,498,0.2,400000,-16.97644708901644,40.55,-212579.42391365996,-0.0009943258320163294,802,1.1920928955078125e-07
0.0003,0.0,4836016900.6,0.9952561855316162,2307180800.0,500,0.0011351369,515,0.2,410000,-16.97216550707817,43.6,-213321.07361361003,-0.0017629448619118193,796,0.0
0.0003,0.0,5081715842.0,0.9953117966651917,2602752768.0,510,0.00044639056,526,0.2,420000,-16.97030985057354,39.89,-200232.81980947003,-0.001035757066165388,797,0.0
0.0003,0.0,5009317060.2,0.99514240026474,2445477120.0,520,0.00050767325,538,0.2,430000,-16.969679248332977,42.44,-208665.66325970003,-0.0009557083096296993,799,0.0
0.0003,0.0,5103171934.4,0.9947967529296875,2840797696.0,530,0.0005581116,549,0.2,440000,-16.96652975678444,43.91,-217486.60706132007,-0.0009538993965179543,800,0.0
0.0003,0.0,4838027806.6,0.9946358799934387,2643652352.0,540,0.0008866503,561,0.2,450000,-16.96348955333233,44.28,-223169.4021484,-0.0014500132008834043,802,-1.1920928955078125e-07
0.0003,0.0,4653118610.8,0.9942257404327393,2172245760.0,560,0.00033181603,577,0.2,460000,-16.958405435085297,46.11,-222524.55079245998,-0.0007489732825888496,796,0.0
0.0003,0.0,5157859274.4,0.9940497279167175,2773571072.0,570,0.0005573141,588,0.2,470000,-16.9564898788929,42.55,-205016.84654432998,-0.00103583963955316,798,-2.384185791015625e-07
0.0003,0.0,4717122713.8,0.993832528591156,2275100160.0,580,0.00040991936,600,0.2,480000,-16.954080405831338,50.57,-229793.21355227995,-0.000968768209713744,799,-1.1920928955078125e-07
0.0003,0.0,4794058373.0,0.9937412738800049,2513620480.0,590,0.0007026908,611,0.2,490000,-16.952240535616873,40.84,-208082.37235654998,-0.001180214601663465,801,-2.384185791015625e-07
0.0003,0.0,4985953012.0,0.9932234883308411,2152852480.0,610,0.00057851744,628,0.2,500000,-16.947310322523116,35.69,-185304.16628785,-0.0011865757847772328,796,1.1920928955078125e-07
0.0003,0.0,4954637392.8,0.9930915236473083,2407505408.0,620,0.00032543542,639,0.2,510000,-16.94457098841667,37.23,-184300.9561319,-0.0008014046205062186,797,0.0
0.0003,0.0,4977565859.2,0.9930476546287537,2626953984.0,630,0.00017826929,650,0.2,520000,-16.943343171477316,42.46,-203735.60701634,-0.0006056581512893899,798,0.0
0.0003,0.0,4955198717.2,0.9927240014076233,2631050496.0,640,0.0002987577,662,0.2,530000,-16.94119781255722,46.39,-211670.40638405,-0.0008037627661906299,800,1.1920928955078125e-07
0.0003,0.0,4635484666.4,0.9925591349601746,2436139520.0,650,0.000582387,673,0.2,540000,-16.93821524679661,42.85,-208136.75220512,-0.000938939628576918,801,0.0
0.0003,0.0,4911728724.4,0.9921526312828064,2333481728.0,670,0.0009528943,690,0.2,550000,-16.934976589679717,40.87,-202378.18844231003,-0.0015097094261818712,796,0.0
0.0003,0.0,5013960846.2,0.9918525815010071,2607737856.0,680,0.00063499785,701,0.2,560000,-16.93045494258404,43.78,-213896.38199995004,-0.001143748812501144,798,0.0
0.0003,0.0,4814481789.8,0.9916853308677673,2394845184.0,690,0.00052637793,713,0.2,570000,-16.927622900903224,34.21,-184620.89438414,-0.0011200777744306833,799,0.0
0.0003,0.0,5055145793.8,0.9916176795959473,2685505792.0,700,0.00038832703,724,0.2,580000,-16.926220911741257,37.1,-185826.73348034997,-0.0007602831909025553,800,0.0
0.0003,0.0,4723174868.0,0.9913082122802734,2252666368.0,720,0.0006397563,741,0.2,590000,-16.923010978102685,38.65,-184620.37246811,-0.0010762592281935214,796,-1.1920928955078125e-07
0.0003,0.0,4677645709.2,0.9912095665931702,2110967552.0,730,0.00040520742,752,0.2,600000,-16.92134927213192,43.0,-196202.67814580005,-0.000929605051260296,797,-2.384185791015625e-07
0.0003,0.0,4646058729.6,0.9911994934082031,2050694144.0,740,0.000542594,764,0.2,610000,-16.92072115242481,40.43,-191285.90195486002,-0.001081029243687226,798,-1.1920928955078125e-07
0.0003,0.0,4681164515.8,0.9911019206047058,2139357952.0,750,0.00087712763,775,0.2,620000,-16.92008741796017,38.26,-192017.64451958993,-0.0013451560915200389,799,-1.1920928955078125e-07
0.0003,0.0,4793553074.6,0.9910004734992981,2309246720.0,760,0.00075268565,787,0.2,630000,-16.9187425583601,37.49,-190296.03333982,-0.001217705913222744,800,1.1920928955078125e-07
0.0003,7.32421875e-05,4832864960.6,0.9906785488128662,2461578752.0,780,0.0016475541,803,0.2,640000,-16.91566018611193,36.83,-188248.86596384,-0.0021572001107415415,796,1.1920928955078125e-07
0.0003,0.0,4590855924.2,0.9904133677482605,2040400896.0,790,0.0007529111,814,0.2,650000,-16.912558326125144,38.99,-191515.72980418,-0.0011396535433959797,797,1.1920928955078125e-07
0.0003,0.0,4625255647.4,0.9900749325752258,2697962496.0,800,0.0006017546,826,0.2,660000,-16.90896918773651,44.94,-210733.44566279996,-0.0011664978390399483,798,-1.1920928955078125e-07
0.0003,0.0,4687033716.0,0.9901471734046936,2607438592.0,810,0.0003815495,837,0.2,670000,-16.90730070322752,32.83,-167896.85586763,-0.0008652833148516947,799,0.0
0.0003,0.0,4740791042.0,0.9899360537528992,2545702656.0,830,0.0007068154,854,0.2,680000,-16.906099708378314,35.56,-182933.79582038,-0.0011436258948378964,796,0.0
0.0003,6.103515625e-05,4275150152.2,0.9896877408027649,2223394048.0,840,0.0013967436,865,0.2,690000,-16.903671164810657,42.28,-201141.27125478003,-0.0020589219118846815,797,0.0
0.0003,0.0,4787092761.4,0.9895625114440918,2271837184.0,850,0.0005616413,877,0.2,700000,-16.901434464752676,44.5,-196686.88024530996,-0.0009830299230088712,797,0.0
0.0003,0.0,4355590746.2,0.9894850254058838,2172004096.0,860,0.00078439916,888,0.2,710000,-16.90013979822397,40.28,-188318.54363356007,-0.0011784686780629272,798,1.7881393432617188e-07
0.0003,0.0,4688803968.0,0.9890971779823303,1988764160.0,870,0.00078807195,900,0.2,720000,-16.89738041907549,38.16,-177963.84864900005,-0.0014093129014327132,799,0.0
0.0003,0.0,4507360193.4,0.9885435700416565,1956197120.0,890,0.00034866005,916,0.2,730000,-16.890681897103786,50.66,-229716.37314288,-0.0007952837688208092,796,0.0
0.0003,1.220703125e-05,4365387040.8,0.9884209036827087,2459897344.0,900,0.001292024,928,0.2,740000,-16.88753845989704,39.21,-180234.29545029998,-0.0017502709906239034,797,0.0
0.0003,0.0,4498098663.0,0.988455593585968,2484757504.0,910,0.0006671607,939,0.2,750000,-16.886854565143587,41.49,-186666.00875210005,-0.0010977990968058294,798,-2.384185791015625e-07
0.0003,3.662109375e-05,4354899903.6,0.9884183406829834,2131422592.0,920,0.0011554479,951,0.2,760000,-16.886877025663853,39.87,-186001.75812311002,-0.0016408809653512435,799,0.0
0.0003,0.0,4431413724.6,0.9882522225379944,2475523840.0,930,0.00041119588,962,0.2,770000,-16.88557745218277,38.54,-178274.52717695,-0.00080290603073081,799,0.0
0.0003,0.0,4684117711.0,0.9882602095603943,2598304256.0,950,0.00038055255,978,0.2,780000,-16.885413545370103,35.84,-176642.63012780997,-0.0008452537480479805,796,0.0
0.0003,0.0,4283010273.6,0.988060712814331,1857851904.0,960,0.00059951365,990,0.2,790000,-16.88337232619524,36.01,-171615.89987331006,-0.0011047076495742658,797,-1.1920928955078125e-07
0.0003,0.0,4543379228.6,0.9880864024162292,2321835008.0,970,0.0008202512,1001,0.2,800000,-16.882335190474986,39.21,-188866.37564599,-0.0011426936272073362,798,0.0
0.0003,6.103515625e-05,4560889722.0,0.9879327416419983,2400748544.0,980,0.0012524605,1013,0.2,810000,-16.88150324970484,40.62,-187492.53542230994,-0.0017721318985422841,799,0.0
0.0003,0.0,4522900788.8,0.9876242280006409,2202593536.0,1000,0.0005271549,1029,0.2,820000,-16.878407496213914,45.11,-205536.62959569,-0.0011167762751938426,796,0.0
0.0003,0.0,4307333759.8,0.9874927401542664,2201277184.0,1010,0.00044193503,1041,0.2,830000,-16.87588498592377,38.6,-181283.88559653,-0.0008558113428080105,797,0.0
0.0003,0.0,4384740864.6,0.9875453114509583,2282193408.0,1020,0.0007956278,1052,0.2,840000,-16.875460301339626,40.58,-183167.04580316,-0.001324995823961217,797,1.7881393432617188e-07
0.0003,0.0,4545715971.6,0.9870741963386536,2171057664.0,1030,0.00050235924,1064,0.2,850000,-16.87284611463547,37.25,-169134.15167835998,-0.0010637276592206034,798,0.0
0.0003,0.0,4205324944.4,0.9868684411048889,1951963648.0,1040,0.0004599135,1075,0.2,860000,-16.868728981912135,39.2,-186792.36252915004,-0.0008729200066227349,799,-2.384185791015625e-07
0.0003,1.220703125e-05,4426078034.6,0.9863906502723694,2406764544.0,1060,0.0013140136,1092,0.2,870000,-16.862847657501696,37.68,-174409.68405925,-0.0017207804918143665,796,0.0
0.0003,0.0,4276075856.2,0.9865424036979675,2119210496.0,1070,0.0010121636,1103,0.2,880000,-16.86244119852781,48.01,-207971.1027641,-0.0014152869818644831,797,-2.384185791015625e-07
0.0003,2.44140625e-05,4271758098.2,0.986138641834259,2355433728.0,1080,0.0010528867,1115,0.2,890000,-16.860864089429377,41.59,-183757.65124528002,-0.001457135072814708,797,0.0
0.0003,0.0,4305913258.0,0.9861605763435364,1972771712.0,1090,0.000544887,1126,0.2,900000,-16.858571782708168,37.03,-180917.34910818003,-0.0009521541232970776,798,0.0
0.0003,1.220703125e-05,4191984051.8,0.9860566258430481,1947810048.0,1110,0.0009964637,1143,0.2,910000,-16.85697916895151,38.79,-179682.94001097002,-0.0015242659661453216,795,0.0
0.0003,0.0,4286922238.8,0.9859044551849365,2138015744.0,1120,0.0008405091,1154,0.2,920000,-16.856438498198987,46.65,-196144.49877032,-0.0012478309976359015,796,-1.1920928955078125e-07
0.0003,0.00059814453125,4235178533.2,0.9855965971946716,2130843392.0,1130,0.0018784872,1166,0.2,930000,-16.853640472888948,38.02,-178227.59357584998,-0.0023029289703117685,797,0.0
0.0003,0.0,4276840586.2,0.9853630065917969,1897249280.0,1140,0.0007458565,1177,0.2,940000,-16.850323267281055,35.58,-175475.79508365996,-0.001163762452233641,798,0.0
0.0003,0.0,4365231159.2,0.985224187374115,2420329472.0,1150,0.000512904,1189,0.2,950000,-16.848075291514398,34.83,-170728.80317892996,-0.001022399817520636,798,1.7881393432617188e-07
0.0003,0.0,4057381331.0,0.9852237105369568,2420790016.0,1170,0.0007337157,1205,0.2,960000,-16.846171824634077,38.65,-176349.65285045002,-0.0011686426011692675,796,0.0
0.0003,0.0,4311085891.6,0.9853806495666504,2236640000.0,1180,0.0007094751,1217,0.2,970000,-16.847992885112763,41.57,-189240.75289468,-0.0012757314842019695,796,1.7881393432617188e-07
0.0003,0.0,4084390218.0,0.9850821495056152,2206447872.0,1190,0.000622773,1228,0.2,980000,-16.847203788161277,35.83,-164303.42492335997,-0.001124256301409332,797,0.0
0.0003,2.44140625e-05,4227686879.0,0.9848761558532715,1836735232.0,1200,0.0012442244,1240,0.2,990000,-16.84403796941042,31.55,-158846.59993474,-0.0016615659691524344,798,-2.384185791015625e-07
0.0003,0.0,4053346455.4,0.9850946068763733,1686298496.0,1220,0.00073116936,1256,0.2,1000000,-16.843210676312445,44.19,-189749.64846598,-0.0013893061402995954,795,0.0
