train/std,rollout/ep_len_mean,train/policy_loss,time/fps,time/time_elapsed,time/total_timesteps,train/learning_rate,train/entropy_loss,rollout/ep_rew_mean,train/value_loss,train/explained_variance,train/n_updates
1.0855635404586792,16.02,-2712820.5,1033,203,210000,0.0007,-22.482831954956055,-566508.46812092,18540937216.0,0.0,10499
1.0904052257537842,12.69,-1361155.25,1033,212,220000,0.0007,-22.54833984375,-424272.77568876004,8222206464.0,0.0,10999
1.0998454093933105,9.12,-2536001.25,1032,222,230000,0.0007,-22.667787551879883,-300127.77329047,15424031744.0,0.0,11499
1.1063624620437622,7.27,-2011452.375,1031,232,240000,0.0007,-22.760950088500977,-243455.02723200002,9926956032.0,-1.1920928955078125e-07,11999
1.1033360958099365,9.47,-2391878.75,1031,242,250000,0.0007,-22.707290649414062,-293879.37442720006,13686298624.0,0.0,12499
1.1115761995315552,11.7,-1757422.375,1030,252,260000,0.0007,-22.809782028198242,-350824.0517246199,7333560320.0,-1.1920928955078125e-07,12999
1.119201421737671,12.09,-1486551.375,1029,262,270000,0.0007,-22.906766891479492,-349081.77026406,7524940800.0,0.0,13499
1.125659704208374,13.1,-2260563.75,1027,272,280000,0.0007,-23.002840042114258,-340969.51991745,11624423424.0,-1.1920928955078125e-07,13999
1.1272227764129639,12.81,-1191198.875,1026,282,290000,0.0007,-23.016984939575195,-367972.14080030995,5755030016.0,5.960464477539063e-08,14499
1.1340333223342896,16.22,-1633397.25,1025,292,300000,0.0007,-23.109037399291992,-517626.17916322,6379379200.0,0.0,14999
1.1395823955535889,27.5,-2845784.25,1024,302,310000,0.0007,-23.1806697845459,-901951.4016017999,16951347200.0,-1.1920928955078125e-07,15499
1.1419081687927246,10.7,-1961422.625,1023,312,320000,0.0007,-23.217891693115234,-331588.87293281,8088413184.0,0.0,15999
1.143433928489685,9.89,-1852528.75,1023,322,330000,0.0007,-23.222013473510742,-287367.52750911,9194448896.0,-1.1920928955078125e-07,16499
1.1471511125564575,15.21,-1651917.5,1022,332,340000,0.0007,-23.279020309448242,-510737.22559948993,6982780416.0,1.7881393432617188e-07,16999
1.1489349603652954,12.04,-2287354.5,1021,342,350000,0.0007,-23.293703079223633,-324198.56135272,12475291648.0,-1.1920928955078125e-07,17499
1.151471495628357,18.79,-2202456.0,1021,352,360000,0.0007,-23.31821060180664,-576574.3799993199,11493703680.0,2.384185791015625e-07,17999
1.1533483266830444,11.45,-1384612.25,1020,362,370000,0.0007,-23.345186233520508,-313765.99076725,7401721856.0,0.0,18499
1.1533626317977905,13.55,-1971787.625,1019,372,380000,0.0007,-23.33908462524414,-408933.42601835006,8922712064.0,-2.384185791015625e-07,18999
1.1458297967910767,16.74,-2046610.75,1018,382,390000,0.0007,-23.25575065612793,-466172.5671431401,8698212352.0,5.960464477539063e-08,19499
1.1529241800308228,26.24,-2130856.75,1018,392,400000,0.0007,-23.33966636657715,-893597.03475102,11439836160.0,1.1920928955078125e-07,19999
1.16537606716156,15.26,-2307355.25,1017,402,410000,0.0007,-23.490901947021484,-477489.3681454501,12052259840.0,-1.1920928955078125e-07,20499
1.1747318506240845,15.39,-2676233.25,1017,412,420000,0.0007,-23.61326789855957,-478626.22928265,17247305728.0,-1.1920928955078125e-07,20999
1.1812876462936401,15.93,-1746460.375,1016,422,430000,0.0007,-23.67572593688965,-510763.14485318,8039120896.0,1.1920928955078125e-07,21499
1.1856614351272583,12.84,-2920483.25,1016,432,440000,0.0007,-23.736209869384766,-451636.04288220004,17819987968.0,0.0,21999
1.1852799654006958,26.0,-1924719.625,1016,442,450000,0.0007,-23.733348846435547,-870981.7201941898,9970332672.0,0.0,22499
1.1914820671081543,16.81,-2305396.75,1016,452,460000,0.0007,-23.803922653198242,-515976.90796708,12460658688.0,0.0,22999
1.1954320669174194,10.54,-2494746.75,1015,462,470000,0.0007,-23.852819442749023,-340111.32709959,13425893376.0,3.5762786865234375e-07,23499
1.2070626020431519,17.7,-1510304.25,1015,472,480000,0.0007,-23.998506546020508,-560123.10105868,5333916672.0,1.7881393432617188e-07,23999
1.2180273532867432,22.0,-1817226.375,1014,482,490000,0.0007,-24.14349365234375,-733348.7624336,7813565440.0,0.0,24499
1.2277942895889282,14.22,-2521304.5,1014,493,500000,0.0007,-24.257997512817383,-422574.06681397,12133281792.0,2.384185791015625e-07,24999
1.235826015472412,11.44,-2557013.0,1013,503,510000,0.0007,-24.35499382019043,-373266.10034339,13360691200.0,0.0,25499
1.2571358680725098,37.35,-2192562.0,1013,513,520000,0.0007,-24.60184097290039,-1447558.91928164,9720518656.0,-1.1920928955078125e-07,25999
1.2630783319473267,12.52,-2534721.5,1013,523,530000,0.0007,-24.668941497802734,-357480.26905302005,12806461440.0,0.0,26499
1.2663350105285645,21.88,-2126406.25,1012,533,540000,0.0007,-24.70277214050293,-628473.0414752201,9390552064.0,-1.1920928955078125e-07,26999
1.2803438901901245,11.23,-1837683.25,1012,543,550000,0.0007,-24.861827850341797,-339312.28469634993,7253042688.0,0.0,27499
1.2840235233306885,17.13,-2322420.25,1011,553,560000,0.0007,-24.908994674682617,-517431.35460136004,10783873024.0,0.0,27999
1.2951338291168213,16.19,-2432203.5,1011,563,570000,0.0007,-25.042129516601562,-450249.37384988,10597586944.0,-1.1920928955078125e-07,28499
1.2960784435272217,15.71,-2494586.75,1010,573,580000,0.0007,-25.054746627807617,-442154.3048903101,12864066560.0,0.0,28999
1.291151523590088,11.17,-2074703.25,1010,583,590000,0.0007,-25.010271072387695,-318183.0286962,8471594496.0,0.0,29499
1.2965939044952393,9.7,-1477743.0,1010,593,600000,0.0007,-25.06674575805664,-256482.57564034,8844232704.0,0.0,29999
1.2916873693466187,12.71,-1748899.0,1010,603,610000,0.0007,-25.005138397216797,-357242.33654180996,8984457216.0,0.0,30499
1.2969300746917725,17.48,-1419931.625,1010,613,620000,0.0007,-25.068986892700195,-491075.67108818004,6535246848.0,-1.1920928955078125e-07,30999
1.2998313903808594,14.25,-2233105.25,1010,623,630000,0.0007,-25.120607376098633,-415037.42668485,8979319808.0,-1.1920928955078125e-07,31499
1.3060110807418823,12.01,-1649446.0,1010,633,640000,0.0007,-25.189529418945312,-321806.25816361,6545242624.0,0.0,31999
1.3071744441986084,14.07,-2695257.5,1010,642,650000,0.0007,-25.204681396484375,-414346.07190339005,15354116096.0,0.0,32499
1.3104984760284424,18.1,-2282861.75,1011,652,660000,0.0007,-25.244583129882812,-547752.35097611,10479052800.0,1.7881393432617188e-07,32999
1.3155920505523682,13.23,-2218688.0,1011,662,670000,0.0007,-25.305936813354492,-386625.38188019,10986178560.0,0.0,33499
1.327681064605713,13.39,-1937403.25,1010,672,680000,0.0007,-25.441234588623047,-410812.05051728,6944586752.0,-1.1920928955078125e-07,33999
1.3314539194107056,17.88,-2200346.0,1010,682,690000,0.0007,-25.472442626953125,-538654.7656606,12558296064.0,0.0,34499
1.3342081308364868,13.24,-1996433.625,1010,692,700000,0.0007,-25.498027801513672,-362430.03537227993,7123495424.0,0.0,34999
1.3381656408309937,14.93,-2117609.0,1010,702,710000,0.0007,-25.541549682617188,-388926.4557343599,9048479744.0,0.0,35499
1.3456439971923828,13.77,-2210160.0,1010,712,720000,0.0007,-25.631122589111328,-386831.89571434,9658787840.0,-1.1920928955078125e-07,35999
1.353844165802002,16.19,-2307050.5,1010,722,730000,0.0007,-25.71554946899414,-454744.55853913,10426804224.0,0.0,36499
1.3541876077651978,11.47,-2222497.5,1009,732,740000,0.0007,-25.71048355102539,-356722.87004288,10259959808.0,-3.5762786865234375e-07,36999
1.3576101064682007,13.21,-3067174.0,1009,742,750000,0.0007,-25.753482818603516,-389146.41318583,15692568576.0,0.0,37499
1.3668665885925293,15.02,-1288152.375,1009,753,760000,0.0007,-25.848541259765625,-394464.77400296,6248843776.0,-1.1920928955078125e-07,37999
1.3772823810577393,11.34,-2299940.0,1009,763,770000,0.0007,-25.954120635986328,-321985.83941243007,10598658048.0,2.384185791015625e-07,38499
1.3850197792053223,22.51,-1856895.625,1008,773,780000,0.0007,-26.032299041748047,-734598.0286300902,7704259072.0,0.0,38999
1.399665117263794,11.47,-2402189.5,1008,783,790000,0.0007,-26.197750091552734,-362197.13048669003,10782064640.0,0.0,39499
1.3950326442718506,11.05,-2354721.25,1008,793,800000,0.0007,-26.135089874267578,-330366.15120943,10525049856.0,1.7881393432617188e-07,39999
1.405214786529541,14.71,-2219742.25,1008,803,810000,0.0007,-26.241870880126953,-417768.96604946,9475700736.0,-1.1920928955078125e-07,40499
1.4144033193588257,10.31,-2076166.0,1007,813,820000,0.0007,-26.346019744873047,-289312.34363214,7496990720.0,0.0,40999
1.427709698677063,7.73,-1553169.75,1007,823,830000,0.0007,-26.481319427490234,-242856.41218225003,5061816320.0,1.1920928955078125e-07,41499
1.4236608743667603,9.49,-2052180.25,1007,833,840000,0.0007,-26.43533706665039,-299554.28716192,7919731712.0,0.0,41999
1.4312636852264404,9.72,-1571973.25,1007,844,850000,0.0007,-26.52267837524414,-298045.05449827004,6737498624.0,0.0,42499
1.4363175630569458,8.93,-2088956.25,1006,854,860000,0.0007,-26.554637908935547,-305522.43389780994,8859881472.0,0.0,42999
1.44844388961792,16.71,-2775371.5,1006,864,870000,0.0007,-26.688114166259766,-505184.18350094,13534361600.0,0.0,43499
1.4581536054611206,16.84,-2265547.75,1006,874,880000,0.0007,-26.780746459960938,-463519.83104229,8945924096.0,2.384185791015625e-07,43999
1.457801103591919,15.5,-1774459.25,1005,884,890000,0.0007,-26.789608001708984,-440755.03037211,7897172992.0,0.0,44499
1.4770747423171997,10.96,-2092460.625,1005,894,900000,0.0007,-26.969680786132812,-315054.70450199,8454224384.0,1.1920928955078125e-07,44999
1.4755674600601196,17.9,-1956127.625,1005,905,910000,0.0007,-26.970062255859375,-536245.14775692,6378540032.0,1.7881393432617188e-07,45499
1.4825695753097534,12.66,-2215934.5,1005,914,920000,0.0007,-27.029251098632812,-373052.98552830005,9304817664.0,0.0,45999
1.4845802783966064,10.51,-2053103.75,1005,924,930000,0.0007,-27.04861831665039,-321778.14614013006,6704483840.0,2.384185791015625e-07,46499
1.4907410144805908,11.49,-1987768.25,1005,934,940000,0.0007,-27.104686737060547,-341459.00602395,8093218304.0,1.1920928955078125e-07,46999
1.5013805627822876,17.88,-577795.5,1005,944,950000,0.0007,-27.214550018310547,-522437.7689254901,3286931968.0,0.0,47499
1.5127748250961304,15.48,-1898976.375,1005,954,960000,0.0007,-27.33016586303711,-443352.8883989101,6371765248.0,1.1920928955078125e-07,47999
1.5240305662155151,11.8,-1831281.75,1005,964,970000,0.0007,-27.43655014038086,-332552.87957227,5842253312.0,0.0,48499
1.532734751701355,13.85,-2018064.375,1006,974,980000,0.0007,-27.516414642333984,-403672.56634526,7463189504.0,-1.1920928955078125e-07,48999
1.547251582145691,22.23,-2769121.75,1006,983,990000,0.0007,-27.667011260986328,-779630.6566347699,12149261312.0,1.7881393432617188e-07,49499
1.5499640703201294,9.94,-2338970.5,1006,993,1000000,0.0007,-27.69533920288086,-299193.75559314,8611973120.0,-1.1920928955078125e-07,49999
