train/critic_loss,time/total_timesteps,train/ent_coef_loss,time/episodes,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/actor_loss,train/ent_coef,time/fps,train/learning_rate
12494.2080078125,650000,0.2531382441520691,6643,162474,-796292.78819131,52.26,3941,1748066.125,119.09051513671875,164,0.0003
24485.134765625,660000,4.227077484130859,6863,164974,-552816.27012467,38.37,4001,1744095.75,121.03861999511719,164,0.0003
12377.5556640625,670000,0.19594800472259521,7192,167474,-370618.30496512004,26.67,4061,1718930.125,129.44363403320312,164,0.0003
18261.4140625,680000,-0.3355170786380768,7473,169974,-506804.24943102,39.77,4122,1682301.125,137.8976593017578,164,0.0003
11136.0166015625,690000,1.0196691751480103,7690,172474,-616230.4999523299,51.31,4182,1649245.75,142.90814208984375,164,0.0003
13907.529296875,700000,-1.5556637048721313,7860,174974,-651757.21363081,54.7,4242,1619072.25,150.81625366210938,164,0.0003
10309.8017578125,710000,0.3715670108795166,8026,177474,-675552.5852621201,57.59,4303,1584598.375,153.0943603515625,164,0.0003
7501.29052734375,720000,0.46109312772750854,8216,179974,-608691.94907964,51.73,4363,1556088.875,157.0349578857422,165,0.0003
12987.951171875,730000,-1.5515143871307373,8397,182474,-679501.43228176,58.65,4423,1521678.75,156.24562072753906,165,0.0003
7522.08935546875,740000,0.28933095932006836,8567,184974,-670878.09567497,58.61,4483,1499169.75,156.53810119628906,165,0.0003
13050.5439453125,750000,-0.6352739334106445,8744,187474,-649552.86194896,56.42,4544,1463048.0,156.9650421142578,165,0.0003
15376.908203125,760000,-0.08450570702552795,8925,189974,-631981.48981206,54.48,4604,1431476.625,155.22683715820312,165,0.0003
12252.3828125,770000,-0.6493752598762512,9101,192474,-634207.53972916,54.85,4664,1414429.75,152.2023468017578,165,0.0003
12583.5283203125,780000,1.0787370204925537,9274,194974,-707446.2812440101,62.02,4724,1404002.375,152.7146453857422,165,0.0003
11059.884765625,790000,3.850645065307617,9428,197474,-717222.3886360201,63.1,4784,1363645.125,150.11256408691406,165,0.0003
6603.349609375,800000,-1.125802993774414,9595,199974,-725501.3213161101,63.68,4844,1347673.375,145.27903747558594,165,0.0003
8974.2578125,810000,1.339918851852417,9777,202474,-631855.085076,54.58,4904,1330041.0,142.5271759033203,165,0.0003
11549.953125,820000,-0.7946146726608276,10030,204974,-481526.22063700005,39.86,4964,1306846.625,140.6687469482422,165,0.0003
15229.3583984375,830000,3.503272294998169,10286,207474,-466397.07173458,38.39,5024,1281872.5,142.23599243164062,165,0.0003
8811.3955078125,840000,1.3951462507247925,10598,209974,-403993.84630088997,31.91,5084,1273358.25,140.9693603515625,165,0.0003
10327.4091796875,850000,2.632099151611328,10891,212474,-419906.1410591299,33.64,5144,1244081.0,139.9408416748047,165,0.0003
11397.7197265625,860000,0.7584820985794067,11153,214974,-535939.71467941,44.72,5204,1243191.375,140.40089416503906,165,0.0003
10381.41015625,870000,-3.010255813598633,11364,217474,-558887.7961263299,46.46,5264,1225327.25,139.53086853027344,165,0.0003
10101.6318359375,880000,-2.525973320007324,11532,219974,-768064.76944869,62.13,5324,1224035.5,135.5767364501953,165,0.0003
6231.55029296875,890000,3.8144404888153076,11667,222474,-945851.3553581401,75.92,5384,1192147.5,133.76312255859375,165,0.0003
12770.771484375,900000,-1.5406484603881836,11793,224974,-1024895.5379793899,81.07,5444,1190852.375,129.4346160888672,165,0.0003
14830.98828125,910000,-1.8134394884109497,11877,227474,-1092906.79865894,96.18,5504,1180787.125,129.59815979003906,165,0.0003
12454.4638671875,920000,3.2220230102539062,11947,229974,-1522169.3864248998,141.38,5563,1165415.625,128.4288787841797,165,0.0003
8139.181640625,930000,-0.12159240245819092,12062,232474,-862697.11693822,77.31,5623,1147777.125,130.73524475097656,165,0.0003
7735.90771484375,940000,0.5362027287483215,12195,234974,-882094.4501082499,75.34,5683,1144426.5,129.51116943359375,165,0.0003
9623.1669921875,950000,-0.3547212779521942,12345,237474,-902921.5722654301,70.88,5742,1137758.25,129.77638244628906,165,0.0003
13867.2568359375,960000,-3.078997850418091,12481,239974,-833507.24056686,70.54,5798,1136794.5,126.8419418334961,165,0.0003
8895.9287109375,970000,-1.1264526844024658,12649,242474,-664867.4439604902,58.4,5854,1130558.375,126.2788314819336,165,0.0003
8276.12890625,980000,0.8832225799560547,12827,244974,-695438.77647606,62.9,5910,1124354.25,127.0311508178711,165,0.0003
5772.16259765625,990000,-5.27663516998291,12940,247474,-982791.34292998,91.2,5966,1116774.0,125.55735778808594,165,0.0003
17590.7578125,1000000,3.444066047668457,13167,249974,-483542.83189455,39.46,6022,1114897.125,130.28330993652344,166,0.0003
