train/is_line_search_success,train/value_loss,time/fps,train/kl_divergence_loss,rollout/ep_rew_mean,train/std,time/total_timesteps,train/policy_objective,train/explained_variance,rollout/ep_len_mean,train/n_updates,train/learning_rate,time/time_elapsed
1.0,776928580.3,1355,0.006258506327867508,-85977.48827531001,0.8250427842140198,880000,0.061330609023571014,0.0,133.63,107,0.0013,649
1.0,663861909.475,1355,0.008390962146222591,-93171.09859562,0.822659969329834,890000,0.08293712139129639,-1.1920928955078125e-07,147.48,108,0.0013,656
1.0,640901329.5,1355,0.008618317544460297,-102242.17360861998,0.8203173279762268,900000,0.07723458856344223,1.1920928955078125e-07,161.73,109,0.0013,663
1.0,724921367.85,1353,0.007541056256741285,-100521.97700824,0.8224484324455261,910000,0.08060988038778305,0.0,162.06,111,0.0013,672
1.0,619451497.25,1353,0.008362987078726292,-105747.93441295998,0.8199225068092346,920000,0.073777936398983,0.0,164.69,112,0.0013,679
1.0,561678730.275,1354,0.008143020793795586,-95428.34026819999,0.8197581768035889,930000,0.07184487581253052,0.0,168.32,113,0.0013,686
1.0,722357309.7,1354,0.008275014348328114,-57532.122256940005,0.8182625770568848,940000,0.06763562560081482,1.1920928955078125e-07,147.33,114,0.0013,694
1.0,677148656.775,1354,0.00845878105610609,-61016.27684456999,0.8201196193695068,950000,0.08803033828735352,0.0,144.29,115,0.0013,701
1.0,630951321.35,1352,0.008619430474936962,-74678.59623749998,0.8152095675468445,960000,0.07581385970115662,0.0,154.11,117,0.0013,709
1.0,614870194.525,1352,0.008311650715768337,-60218.36465783,0.8172088265419006,970000,0.07145477086305618,0.0,160.21,118,0.0013,717
1.0,572171036.8,1352,0.008782554417848587,-34636.42308946,0.8132943511009216,980000,0.06860235333442688,0.0,157.83,119,0.0013,724
1.0,741868779.9,1352,0.00785159319639206,-37288.81569768,0.8093176484107971,990000,0.07640622556209564,0.0,146.04,120,0.0013,731
1.0,652224478.5,1350,0.008563694544136524,-26318.81245492,0.8050010204315186,1000000,0.0697028785943985,0.0,152.01,122,0.0013,740
