rollout/ep_rew_mean,train/n_updates,time/time_elapsed,time/total_timesteps,time/episodes,time/fps,train/ent_coef,train/learning_rate,rollout/ep_len_mean,train/ent_coef_loss,train/critic_loss,train/actor_loss
-130986.37492804999,64974,1817,260000,48035,143,30.148921966552734,0.0064,5.2,-0.8951865434646606,2899.5068359375,146804.296875
-496456.34897776,67474,1893,270000,49779,142,30.782875061035156,0.0064,12.66,5.406937122344971,2570.072509765625,144114.40625
-159584.27393773998,69974,1968,280000,51477,142,34.281856536865234,0.0064,6.55,-6.760464668273926,3952.679931640625,166187.5625
-154624.85536015,72474,2040,290000,53054,142,37.12834930419922,0.0064,6.62,8.503379821777344,5055.26611328125,139353.84375
-146246.29776122,74974,2115,300000,54686,141,33.56392288208008,0.0064,6.02,10.043797492980957,4263.0966796875,147758.46875
-131840.6236257,77474,2192,310000,56563,141,28.406972885131836,0.0064,5.43,-0.7211470603942871,3451.303466796875,137494.953125
-133919.81278193998,79974,2269,320000,58404,141,25.40361213684082,0.0064,5.51,1.1519352197647095,2866.43212890625,120445.265625
-127588.49017704999,82474,2348,330000,60245,140,24.755857467651367,0.0064,5.3,-2.289726734161377,2126.384033203125,120754.640625
-162619.48810238,84974,2429,340000,61965,139,23.184492111206055,0.0064,7.18,-1.7266207933425903,1727.58203125,110531.78125
-128950.41914695001,87474,2508,350000,63635,139,21.57305335998535,0.0064,5.53,0.7761728763580322,2309.23291015625,114847.296875
-134102.01368710995,89974,2587,360000,65266,139,22.598648071289062,0.0064,6.6,2.180434465408325,2254.442138671875,110924.765625
-146556.19708334,92474,2667,370000,66642,138,22.230913162231445,0.0064,7.62,-0.07494150102138519,1582.0941162109375,106233.921875
-159010.91974449,94974,2747,380000,68004,138,22.771602630615234,0.0064,7.72,-0.698283314704895,1547.1336669921875,103858.0546875
-130929.17487584999,97474,2828,390000,69371,137,25.09203338623047,0.0064,6.41,-1.321563720703125,1663.321533203125,109274.921875
-153701.56720765,99974,2910,400000,70761,137,26.091859817504883,0.0064,7.46,0.6190515756607056,2173.96826171875,105998.71875
-132892.50038018002,102474,2991,410000,72204,137,27.13481903076172,0.0064,6.5,-0.1261690855026245,2332.82568359375,110535.3984375
-146897.18953397998,104974,3073,420000,73633,136,27.20891761779785,0.0064,7.41,-1.6071290969848633,2724.028076171875,112323.5
-126421.19263526998,107474,3158,430000,75133,136,25.158531188964844,0.0064,5.79,-2.7116615772247314,2260.7490234375,106615.28125
-127755.67312948001,109974,3240,440000,76818,135,25.343759536743164,0.0064,6.0,-0.7019749879837036,1550.7772216796875,105007.6484375
-129671.37122877003,112474,3322,450000,78439,135,22.6761417388916,0.0064,6.35,-1.9342317581176758,1302.9158935546875,101646.6875
-135408.03530744003,114974,3405,460000,79887,135,23.206907272338867,0.0064,7.07,0.5736516714096069,1026.74755859375,99449.140625
-126311.66833978,117474,3485,470000,81375,134,21.916719436645508,0.0064,6.15,2.882145643234253,1214.8721923828125,100446.8203125
-127999.89587502,119974,3568,480000,82969,134,18.673015594482422,0.0064,6.46,-4.060364246368408,774.2462158203125,98571.84375
-128613.83481234999,122474,3652,490000,84491,134,16.95806121826172,0.0064,6.63,-1.9440639019012451,895.9913940429688,97447.2578125
-136492.67068317003,124974,3735,500000,85925,133,15.356674194335938,0.0064,7.25,0.606544017791748,747.4340209960938,97869.1328125
-134196.03740604,127474,3816,510000,87323,133,14.771222114562988,0.0064,6.93,2.0380349159240723,496.2122802734375,97596.7265625
-127731.25195278999,129974,3898,520000,88808,133,14.576483726501465,0.0064,6.46,1.448737621307373,478.5595703125,97413.53125
-127658.84067384001,132474,3982,530000,90360,133,13.991155624389648,0.0064,6.51,4.39601469039917,457.16412353515625,97175.65625
-128757.013008,134974,4065,540000,91874,132,12.758301734924316,0.0064,6.73,-0.6686859726905823,412.6823425292969,96633.46875
-132559.94084995,137474,4149,550000,93396,132,12.268248558044434,0.0064,6.92,-0.3388991057872772,303.3329162597656,95996.828125
-129658.63170360998,139974,4231,560000,94882,132,12.17104434967041,0.0064,6.9,-3.952911138534546,260.65814208984375,96119.1953125
-130364.36895962,142474,4315,570000,96332,132,12.344216346740723,0.0064,6.84,1.7308909893035889,371.898681640625,96025.0546875
-158062.33949482997,144974,4397,580000,97727,131,11.82677173614502,0.0064,8.1,0.7098079919815063,274.5611267089844,96060.921875
-129700.95589112998,147474,4480,590000,99167,131,10.709404945373535,0.0064,6.82,0.022599875926971436,250.421630859375,95422.984375
-129816.0893574,149974,4565,600000,100616,131,9.997990608215332,0.0064,6.9,0.15823793411254883,300.8896179199219,95381.75
-129978.69478639001,152474,4647,610000,102034,131,11.501684188842773,0.0064,6.99,4.6128716468811035,185.49769592285156,95546.15625
-132464.56276781997,154974,4729,620000,103476,131,10.359087944030762,0.0064,7.02,0.8607843518257141,255.13821411132812,96089.0078125
-129854.43658216001,157474,4812,630000,104912,130,9.777894973754883,0.0064,6.95,-0.5066959857940674,164.45233154296875,95359.3359375
-129521.49161364,159974,4896,640000,106332,130,10.01912784576416,0.0064,6.92,-1.7485437393188477,188.8455047607422,95552.09375
-130275.99311024002,162474,4982,650000,107755,130,10.586557388305664,0.0064,7.04,-0.49985647201538086,278.25006103515625,95757.453125
-129183.54169329001,164974,5066,660000,109125,130,10.690901756286621,0.0064,7.12,1.0574380159378052,304.59674072265625,95954.390625
-134489.95386879,167474,5149,670000,110532,130,10.402603149414062,0.0064,7.27,0.6370013952255249,257.1783447265625,96121.4453125
-130017.31296089,169974,5232,680000,111935,129,10.90257453918457,0.0064,6.98,2.1211061477661133,757.8803100585938,96679.3359375
-125099.42382005003,172474,5316,690000,113340,129,12.30733585357666,0.0064,7.09,1.2095844745635986,234.40554809570312,95997.0703125
-128630.34247542,174974,5398,700000,114765,129,12.248006820678711,0.0064,7.01,-0.5543761253356934,403.27789306640625,96324.9609375
-125077.46531651,177474,5481,710000,116181,129,12.554625511169434,0.0064,7.1,4.19530725479126,244.35833740234375,95372.1875
-123751.26966946998,179974,5563,720000,117591,129,14.127388954162598,0.0064,7.15,5.754621982574463,247.28407287597656,95008.8046875
-130150.88336425,182474,5646,730000,118933,129,16.332365036010742,0.0064,7.09,-3.686964511871338,470.65960693359375,95657.96875
-120957.05017175997,184974,5735,740000,120324,129,20.469884872436523,0.0064,7.32,-2.2829384803771973,1024.864013671875,95585.84375
-174591.19884630002,187474,5820,750000,121539,128,25.37656593322754,0.0064,8.75,-7.366929054260254,2332.45361328125,97787.8125
-131652.80443686002,189974,5902,760000,122817,128,21.307165145874023,0.0064,7.1,9.444364547729492,2706.010986328125,101017.0390625
-134160.01840713,192474,5987,770000,124222,128,21.358585357666016,0.0064,7.28,-0.29949480295181274,2597.32470703125,101337.640625
-132125.48130758002,194974,6073,780000,125607,128,21.288118362426758,0.0064,6.92,-5.827230453491211,2101.9638671875,99885.0625
-132337.61354306998,197474,6162,790000,126970,128,24.24832534790039,0.0064,7.01,2.1211345195770264,2859.142822265625,104534.140625
-134146.76047511003,199974,6250,800000,128370,127,20.45348358154297,0.0064,7.26,-1.1117616891860962,1667.1304931640625,99673.484375
-128506.59425302001,202474,6336,810000,129806,127,20.020076751708984,0.0064,6.79,5.77505350112915,982.6964111328125,98301.21875
-113277.79024032998,204974,6422,820000,131218,127,21.694608688354492,0.0064,7.23,-0.5794214010238647,1657.51416015625,100008.3125
-130397.49795774,207474,6509,830000,132452,127,19.967626571655273,0.0064,6.98,-0.8479718565940857,1495.481689453125,97900.3203125
-128089.66769520001,209974,6596,840000,133867,127,17.87401008605957,0.0064,7.02,-4.784706115722656,1451.5703125,97091.4609375
-122568.22348134001,212474,6682,850000,135312,127,21.28285026550293,0.0064,6.97,-5.353793621063232,1235.79833984375,95449.625
-132780.90784220002,214974,6768,860000,136755,127,22.84580421447754,0.0064,6.85,1.62466561794281,1456.754638671875,94722.796875
-150553.12606582,217474,6856,870000,138012,126,26.918468475341797,0.0064,8.25,-16.35841941833496,1864.5439453125,98779.0703125
-46002.317138649996,219974,6938,880000,138936,126,46.7933235168457,0.0064,9.35,6.538161277770996,4413.591796875,103366.2734375
-53284.531029599995,222474,7019,890000,139906,126,89.77819061279297,0.0064,10.14,4.249589443206787,11822.8427734375,106113.3671875
-54538.21928622,224974,7100,900000,140881,126,127.173095703125,0.0064,9.88,8.062496185302734,12057.87109375,87083.609375
-66476.50589752,227474,7177,910000,141844,126,178.28433227539062,0.0064,11.55,-0.6975250840187073,12970.5947265625,71327.96875
-52042.55237073,229974,7255,920000,142609,126,228.8386688232422,0.0064,9.85,2.885054588317871,14466.701171875,73796.84375
-15624.74071068,232474,7334,930000,143572,126,255.9930419921875,0.0064,9.66,-2.749485969543457,15723.6259765625,85318.84375
-51364.42959359,234974,7412,940000,144575,126,285.7412109375,0.0064,9.71,0.3430398106575012,14922.3369140625,67915.5390625
-38554.28273811,237474,7494,950000,145548,126,285.0271911621094,0.0064,10.17,0.31499338150024414,14104.2939453125,47013.859375
654.7767743499996,239974,7571,960000,146542,126,255.96044921875,0.0064,9.12,-5.439844608306885,10928.400390625,30168.17578125
-27131.994748459998,242474,7644,970000,147638,126,255.38026428222656,0.0064,9.46,4.351708889007568,11255.060546875,19381.880859375
12265.240569239999,244974,7716,980000,148693,126,245.54071044921875,0.0064,8.29,8.764795303344727,10949.51171875,14327.8798828125
17195.64252588,247474,7791,990000,149869,127,210.8665313720703,0.0064,8.42,6.647164821624756,8482.2900390625,-221.7955322265625
38029.5,249974,7866,1000000,151059,127,182.48550415039062,0.0064,8.02,2.957890510559082,6942.1259765625,-10857.52734375
