rollout/ep_rew_mean,time/total_timesteps,time/fps,train/policy_loss,train/std,train/n_updates,train/entropy_loss,train/value_loss,time/time_elapsed,rollout/ep_len_mean,train/learning_rate,train/explained_variance
-253545.33908515,190000,1312,-263632.4375,1.006077527999878,9499,-12.780082702636719,5310397440.0,144,17.48,0.0007,0.0
-44396.61432050001,200000,1312,-448200.15625,1.0074801445007324,9999,-12.782452583312988,1837329792.0,152,13.47,0.0007,-1.1920928955078125e-07
-16042.72115457,210000,1312,-220137.28125,1.0020455121994019,10499,-12.730596542358398,754808768.0,159,12.97,0.0007,2.384185791015625e-07
54953.90857803,220000,1312,284321.53125,1.0008749961853027,10999,-12.7140531539917,1916967296.0,167,9.8,0.0007,0.0
-95787.71791568,230000,1311,68549.6875,1.001725196838379,11499,-12.728622436523438,1592097536.0,175,13.76,0.0007,0.0
15347.424249740001,240000,1311,-5062.11572265625,0.9993945360183716,11999,-12.700417518615723,1264757120.0,182,9.66,0.0007,0.0
62034.4521563,250000,1310,466178.3125,0.9929144382476807,12499,-12.646997451782227,3542642688.0,190,9.29,0.0007,0.0
49733.6384124,260000,1309,104313.078125,0.9873894453048706,12999,-12.598432540893555,1979937792.0,198,9.04,0.0007,-1.1920928955078125e-07
78420.90365363,270000,1308,-268857.6875,0.9859950542449951,13499,-12.575876235961914,770519552.0,206,8.35,0.0007,2.384185791015625e-07
-57867.120223210004,280000,1308,-565945.375,0.979960024356842,13999,-12.514004707336426,4098956032.0,214,12.17,0.0007,-1.1920928955078125e-07
62211.69171608001,290000,1307,-61513.17578125,0.9776585698127747,14499,-12.488799095153809,4995160576.0,221,7.92,0.0007,0.0
-184822.66141248,300000,1306,-889925.375,0.9742192029953003,14999,-12.450051307678223,7433303040.0,229,18.17,0.0007,-2.384185791015625e-07
58382.644672070004,310000,1306,479667.5625,0.968400239944458,15499,-12.392876625061035,3968844288.0,237,8.61,0.0007,0.0
15646.5414825,320000,1306,-345201.03125,0.9621049165725708,15999,-12.3218994140625,2404539904.0,245,9.24,0.0007,0.0
-17009.35825642,330000,1305,-205410.203125,0.9594109058380127,16499,-12.288723945617676,4157411840.0,252,12.74,0.0007,5.960464477539063e-08
48841.690750860005,340000,1304,538943.1875,0.9481585025787354,16999,-12.18115520477295,3664279040.0,260,9.87,0.0007,0.0
51575.413589,350000,1303,220778.625,0.9412540793418884,17499,-12.110054969787598,2970025728.0,268,9.32,0.0007,0.0
39819.21103261001,360000,1302,-571650.125,0.9357048869132996,17999,-12.060791969299316,2675599872.0,276,10.67,0.0007,1.1920928955078125e-07
21097.097093850003,370000,1302,222684.546875,0.9296637773513794,18499,-11.989107131958008,4058510848.0,284,10.03,0.0007,0.0
-113534.89309053999,380000,1301,-197017.59375,0.9353252053260803,18999,-12.037936210632324,1337299968.0,291,19.01,0.0007,5.960464477539063e-08
50981.172565400004,390000,1301,-159886.1875,0.929509162902832,19499,-11.977876663208008,633325056.0,299,8.31,0.0007,0.0
62673.10123342,400000,1300,460499.1875,0.9278098344802856,19999,-11.95055866241455,3187082240.0,307,9.38,0.0007,0.0
-145503.7759445,410000,1300,-822269.625,0.9290163516998291,20499,-11.95327091217041,5926370304.0,315,16.28,0.0007,-2.384185791015625e-07
-2672294.25050552,420000,1301,-963459.1875,0.9370073676109314,20999,-12.031357765197754,8263501312.0,322,109.62,0.0007,-1.1920928955078125e-07
-712132.2065353198,430000,1302,-819460.6875,0.9379125237464905,21499,-12.044363975524902,6290548736.0,330,35.26,0.0007,-1.1920928955078125e-07
-1773306.3928274398,440000,1303,-836003.25,0.945713460445404,21999,-12.115091323852539,5997615104.0,337,75.66,0.0007,-1.1920928955078125e-07
-522361.67439748003,450000,1303,-736831.5,0.9520897269248962,22499,-12.172263145446777,5681325568.0,345,25.65,0.0007,0.0
-1258620.0786972197,460000,1304,-820243.25,0.9596225023269653,22999,-12.243790626525879,5542956032.0,352,59.23,0.0007,0.0
-1269332.3819440398,470000,1305,-793115.1875,0.9722868800163269,23499,-12.357178688049316,6081162240.0,359,55.33,0.0007,0.0
-393710.8775059801,480000,1305,-939917.1875,0.963394045829773,23999,-12.279274940490723,5838439424.0,367,20.43,0.0007,-1.1920928955078125e-07
-457821.53320297005,490000,1306,-734148.5,0.9806645512580872,24499,-12.43479061126709,5898228224.0,375,21.42,0.0007,0.0
-665064.4832233799,500000,1306,-705175.25,0.9795861840248108,24999,-12.4183349609375,4113964544.0,382,31.54,0.0007,5.960464477539063e-08
-1082366.3882749998,510000,1308,-992865.375,0.9859214425086975,25499,-12.478653907775879,8362080768.0,389,49.86,0.0007,1.7881393432617188e-07
-363601.0366471099,520000,1310,-648518.0625,0.9855279922485352,25999,-12.490203857421875,4738965504.0,396,16.63,0.0007,-1.1920928955078125e-07
-642755.8040372898,530000,1311,-800343.8125,0.9826298952102661,26499,-12.465119361877441,5782238720.0,404,33.68,0.0007,-1.1920928955078125e-07
-401390.7543275601,540000,1312,-599253.125,0.9914263486862183,26999,-12.555694580078125,3788462592.0,411,20.74,0.0007,-1.1920928955078125e-07
-845651.9499143701,550000,1313,-681819.9375,0.9945223927497864,27499,-12.599566459655762,4276520192.0,418,37.67,0.0007,-1.1920928955078125e-07
-487574.8378276099,560000,1314,-780729.625,1.0016250610351562,27999,-12.6585693359375,5125203968.0,426,22.1,0.0007,-1.1920928955078125e-07
-432376.57208459,570000,1314,-721529.6875,1.0100414752960205,28499,-12.732666969299316,4083097600.0,433,21.59,0.0007,-2.384185791015625e-07
-312111.21746941,580000,1315,-849489.875,1.0220839977264404,28999,-12.826162338256836,6172703744.0,440,15.16,0.0007,1.1920928955078125e-07
-480631.94095279,590000,1317,-819842.5625,1.0327229499816895,29499,-12.921379089355469,5346925568.0,447,24.4,0.0007,-1.1920928955078125e-07
-1021758.4850693903,600000,1319,-880819.3125,1.043077826499939,29999,-13.009849548339844,6088594432.0,454,45.94,0.0007,0.0
-774661.15630842,610000,1320,-937528.0,1.0568861961364746,30499,-13.118867874145508,6825727488.0,461,30.72,0.0007,1.1920928955078125e-07
-491971.6808262201,620000,1322,-623614.1875,1.0625795125961304,30999,-13.156248092651367,3287912960.0,468,24.34,0.0007,-1.1920928955078125e-07
-474231.8390199,630000,1324,-830863.625,1.075237512588501,31499,-13.262395858764648,5015109632.0,475,24.14,0.0007,-1.1920928955078125e-07
-644832.3496942801,640000,1326,-1082034.25,1.082174301147461,31999,-13.317747116088867,8216670208.0,482,29.71,0.0007,0.0
-355713.35179945,650000,1327,-808455.5625,1.0938977003097534,32499,-13.410024642944336,5915630592.0,489,18.49,0.0007,1.1920928955078125e-07
-260785.53652311998,660000,1329,-724375.4375,1.1046640872955322,32999,-13.486043930053711,4182568960.0,496,14.16,0.0007,0.0
-608687.7624188899,670000,1331,-739945.625,1.112028956413269,33499,-13.561773300170898,5048541184.0,503,30.42,0.0007,5.960464477539063e-08
-479721.61180758,680000,1332,-708227.9375,1.1146148443222046,33999,-13.57917594909668,5177897984.0,510,23.34,0.0007,0.0
-639127.44718221,690000,1333,-877138.8125,1.1181265115737915,34499,-13.614465713500977,6213740032.0,517,27.63,0.0007,-1.1920928955078125e-07
-354800.64587824,700000,1334,-789910.875,1.1259989738464355,34999,-13.678586959838867,4844343296.0,524,16.7,0.0007,5.960464477539063e-08
-254057.30474591002,710000,1335,-918744.875,1.13142728805542,35499,-13.72477912902832,5873125376.0,531,12.74,0.0007,0.0
-288089.09368966,720000,1337,-1186277.125,1.1342504024505615,35999,-13.75086784362793,9348247552.0,538,14.82,0.0007,1.1920928955078125e-07
-791165.4804623999,730000,1338,-794534.4375,1.1392126083374023,36499,-13.801553726196289,4117707264.0,545,33.5,0.0007,0.0
-367756.708218,740000,1339,-886514.6875,1.137672781944275,36999,-13.792976379394531,6730793984.0,552,18.24,0.0007,0.0
-548038.76160319,750000,1340,-678138.25,1.1385083198547363,37499,-13.79368782043457,2930478592.0,559,25.53,0.0007,5.960464477539063e-08
-608791.1384148601,760000,1341,-1093736.375,1.1462830305099487,37999,-13.835515975952148,9021835264.0,566,31.09,0.0007,-1.1920928955078125e-07
-463422.3331667599,770000,1342,-753044.875,1.1512688398361206,38499,-13.849126815795898,5242135552.0,573,24.7,0.0007,0.0
-560425.9570991,780000,1344,-946897.0,1.1614978313446045,38999,-13.917516708374023,5959935488.0,580,28.5,0.0007,0.0
-818184.31654315,790000,1345,-983334.5,1.173203468322754,39499,-14.002290725708008,5936267264.0,587,38.34,0.0007,0.0
-411070.06271384,800000,1347,-904087.875,1.1784553527832031,39999,-14.051591873168945,5518501376.0,593,22.05,0.0007,0.0
-405373.98860643,810000,1348,-831143.0,1.1778180599212646,40499,-14.05500602722168,4222777344.0,600,21.92,0.0007,0.0
-661261.1481372301,820000,1349,-1160196.75,1.1763218641281128,40999,-14.040266036987305,9199238144.0,607,34.29,0.0007,0.0
-671623.70742269,830000,1350,-900012.1875,1.188754677772522,41499,-14.130022048950195,4901716992.0,614,34.18,0.0007,0.0
-687785.69133377,840000,1351,-920245.1875,1.2013750076293945,41999,-14.21336555480957,4844882944.0,621,33.52,0.0007,0.0
-1059786.0564863097,850000,1352,-1001973.0,1.2086586952209473,42499,-14.254823684692383,6081385984.0,628,49.79,0.0007,0.0
-688047.83022202,860000,1353,-1097100.875,1.2175837755203247,42999,-14.314214706420898,7361198592.0,635,35.7,0.0007,0.0
-473135.27917754004,870000,1354,-604878.625,1.2266926765441895,43499,-14.390233993530273,3726856704.0,642,24.85,0.0007,0.0
-587658.39011014,880000,1355,-930880.8125,1.2331526279449463,43999,-14.419191360473633,4753422848.0,649,31.61,0.0007,5.960464477539063e-08
-762509.62313722,890000,1356,-668075.8125,1.231606125831604,44499,-14.391575813293457,3707562496.0,656,34.97,0.0007,0.0
-319301.28947813006,900000,1356,-584711.3125,1.2322205305099487,44999,-14.421297073364258,2178456064.0,663,17.65,0.0007,0.0
-294627.30503027997,910000,1357,-768615.9375,1.231077790260315,45499,-14.41649055480957,3397082624.0,670,15.76,0.0007,-1.1920928955078125e-07
-455168.92537149007,920000,1359,-848323.375,1.2339078187942505,45999,-14.441373825073242,4143565312.0,676,25.23,0.0007,0.0
-463640.9356137999,930000,1360,-1018781.125,1.2367159128189087,46499,-14.47386360168457,6327569408.0,683,23.97,0.0007,-1.1920928955078125e-07
-709593.7610503699,940000,1361,-600243.125,1.2433381080627441,46999,-14.499162673950195,2932673024.0,690,33.69,0.0007,-1.1920928955078125e-07
-282483.97242711,950000,1361,-501650.5,1.2563596963882446,47499,-14.588705062866211,1969365632.0,697,13.98,0.0007,-1.1920928955078125e-07
-1062041.6907917599,960000,1362,-882295.0,1.2694010734558105,47999,-14.674406051635742,4631640576.0,704,46.39,0.0007,0.0
-1166723.20374524,970000,1363,-955065.125,1.270114779472351,48499,-14.674993515014648,5316869120.0,711,52.79,0.0007,0.0
-2806423.5568023897,980000,1363,-1104238.0,1.2729878425598145,48999,-14.68742847442627,7380347904.0,718,115.44,0.0007,1.1920928955078125e-07
-2291643.6705633504,990000,1364,-1096293.625,1.2834539413452148,49499,-14.789789199829102,6552957440.0,725,96.18,0.0007,-1.1920928955078125e-07
-680859.64897737,1000000,1365,-799919.875,1.2707887887954712,49999,-14.700410842895508,5307855872.0,732,31.82,0.0007,1.1920928955078125e-07
