train/approx_kl,train/value_loss,train/std,train/clip_fraction,train/clip_range,time/total_timesteps,train/policy_gradient_loss,train/entropy_loss,time/time_elapsed,time/fps,rollout/ep_len_mean,train/n_updates,rollout/ep_rew_mean,train/learning_rate,train/explained_variance,train/loss
0.0032202697,3292770172.8,1.3990298509597778,0.00997314453125,0.2,330000,-0.0031465368327189937,-20.994865947961806,365,904,36.46,400,-188408.20174100998,0.0017,0.0,1813170432.0
0.003865005,3092380602.1,1.4119080305099487,0.00948486328125,0.2,340000,-0.0030490133049170254,-21.106080122292042,375,906,32.31,410,-163116.50639937996,0.0017,0.0,1497329408.0
0.004413401,3055915384.0,1.424572467803955,0.01361083984375,0.2,350000,-0.003371138425427489,-21.21505097746849,385,908,35.19,420,-171189.70001037006,0.0017,1.1920928955078125e-07,1374634880.0
0.0033726464,3040879315.5,1.4346866607666016,0.00648193359375,0.2,360000,-0.0022996131439867893,-21.308419002592565,395,910,35.05,430,-170668.72869128003,0.0017,1.1920928955078125e-07,1445797376.0
0.0042835306,3065508677.5,1.4646326303482056,0.01475830078125,0.2,370000,-0.004012161885111709,-21.535597644746304,410,901,34.26,450,-168379.90158069998,0.0017,0.0,1603966080.0
0.005019965,3068663608.0,1.4789382219314575,0.02027587890625,0.2,380000,-0.004588040748967614,-21.65840287953615,420,902,33.88,460,-165007.31888511003,0.0017,1.1920928955078125e-07,1964181632.0
0.0056171743,2852229286.0,1.4938257932662964,0.02681884765625,0.2,390000,-0.005371767680480843,-21.77797601670027,431,904,36.16,470,-171434.92664236002,0.0017,0.0,1385315968.0
0.004296196,2973062708.2,1.50729238986969,0.0140380859375,0.2,400000,-0.003583669489489694,-21.88859921246767,441,906,38.66,480,-175683.62337011995,0.0017,0.0,1344694528.0
0.0043685073,2973703207.6,1.5368475914001465,0.0136474609375,0.2,410000,-0.0036203152289090213,-22.11971475929022,456,898,29.88,500,-146682.56251109,0.0017,2.384185791015625e-07,1665870848.0
0.004491113,2839096980.4,1.5539087057113647,0.01943359375,0.2,420000,-0.0040359538967095435,-22.24033493846655,466,900,33.75,510,-167809.24487816,0.0017,0.0,1390258560.0
0.0042656343,2844008576.7,1.5694981813430786,0.01650390625,0.2,430000,-0.0031869445385382276,-22.365162873268126,476,901,31.54,520,-159972.97313847,0.0017,0.0,1439569280.0
0.0038746446,2835224858.9,1.5856343507766724,0.01356201171875,0.2,440000,-0.0030875136117174407,-22.485771998763084,486,903,36.87,530,-173983.03365043,0.0017,0.0,1775551232.0
0.004009987,2824944594.2,1.597913146018982,0.012890625,0.2,450000,-0.003072277203318663,-22.592326655983925,497,905,32.93,540,-163933.04678826,0.0017,0.0,1238326400.0
0.0038864245,2727985086.0,1.6306838989257812,0.01339111328125,0.2,460000,-0.0027567744695261354,-22.82009534984827,512,897,35.34,560,-169369.90793525998,0.0017,0.0,1580488320.0
0.0037978655,2753997952.6,1.6480907201766968,0.01207275390625,0.2,470000,-0.002974705473661743,-22.946497924625874,522,899,37.87,570,-170563.95798210002,0.0017,0.0,982850496.0
0.0032515542,2755871743.5,1.6645358800888062,0.00711669921875,0.2,480000,-0.0022406979507650247,-23.06796987950802,532,901,32.94,580,-161271.23198478,0.0017,0.0,1108490240.0
0.0042186375,2811123651.5,1.6798372268676758,0.01763916015625,0.2,490000,-0.00346724502142024,-23.182902146875858,542,902,34.75,590,-158563.54043192999,0.0017,1.1920928955078125e-07,1600836096.0
0.0036859494,2673406297.3,1.711344838142395,0.011767578125,0.2,500000,-0.002623978934570914,-23.41013033539057,558,896,34.12,610,-163384.93089265,0.0017,0.0,1249509504.0
0.0041367877,2615987205.6,1.7288718223571777,0.013623046875,0.2,510000,-0.0029053079091681867,-23.519914309680463,568,897,33.11,620,-160746.4279331,0.0017,2.384185791015625e-07,1482452608.0
0.003246727,2841079128.0,1.746953010559082,0.01358642578125,0.2,520000,-0.002919590039709874,-23.64157463312149,578,899,37.1,630,-178994.59746934994,0.0017,0.0,1498603648.0
0.004407669,2749762555.6,1.7634525299072266,0.01724853515625,0.2,530000,-0.0037059754966321636,-23.76178323626518,588,901,31.7,640,-159963.9403673,0.0017,2.384185791015625e-07,1314672000.0
0.004522991,2804378864.6,1.7826284170150757,0.017333984375,0.2,540000,-0.0038827482707347372,-23.883921991288663,598,902,36.44,650,-169968.13131239,0.0017,0.0,1449179520.0
0.0034071174,2585002394.6,1.8171147108078003,0.00985107421875,0.2,550000,-0.002284666453851969,-24.11516361683607,612,897,35.82,670,-172391.79879,0.0017,0.0,1188455808.0
0.0032722726,2730155876.9,1.8404680490493774,0.0072509765625,0.2,560000,-0.0030528492189660027,-24.253565388917924,622,899,32.34,680,-160678.61497022,0.0017,1.1920928955078125e-07,1387594880.0
0.0034651353,2774586127.9,1.8618413209915161,0.00946044921875,0.2,570000,-0.0028343813857645726,-24.399087607860565,632,900,28.82,690,-157606.16426434004,0.0017,0.0,1674566528.0
0.002951805,2835683362.0,1.8785074949264526,0.0080322265625,0.2,580000,-0.002503805378910329,-24.519960579276084,642,902,30.47,700,-156210.24071392,0.0017,0.0,1488588800.0
0.0039426875,2481357208.1,1.9154497385025024,0.01759033203125,0.2,590000,-0.0032166073431653787,-24.74193261563778,657,897,37.6,720,-167739.07658707,0.0017,0.0,1185974784.0
0.0030289758,2704997397.3,1.9340028762817383,0.0107421875,0.2,600000,-0.0023938462198202616,-24.85864238291979,667,898,36.6,730,-175840.08889723002,0.0017,0.0,1420366464.0
0.0030601094,2552146010.5,1.953631043434143,0.00858154296875,0.2,610000,-0.00199002623976412,-24.976815897226334,677,900,36.71,740,-174586.37004163998,0.0017,2.384185791015625e-07,1546465792.0
0.0031800335,2617911183.4,1.9728870391845703,0.01026611328125,0.2,620000,-0.0026891877005255083,-25.095533095300198,687,901,36.17,750,-172094.45317658002,0.0017,0.0,1309757440.0
0.0031772305,2711154939.4,1.9911103248596191,0.00753173828125,0.2,630000,-0.002571721957792761,-25.20873662829399,697,903,38.91,760,-173467.39447772002,0.0017,0.0,1376671360.0
0.0038368087,2788904881.5,2.034756898880005,0.0144287109375,0.2,640000,-0.0033569467581401114,-25.463154166936874,712,898,32.05,780,-165512.70929208002,0.0017,1.1920928955078125e-07,1473709824.0
0.0043543214,2634274779.4,2.054206132888794,0.016748046875,0.2,650000,-0.004141574024106376,-25.57683678716421,722,900,34.06,790,-169707.28803299004,0.0017,0.0,1345304832.0
0.003486452,2584574391.9,2.0714995861053467,0.00965576171875,0.2,660000,-0.0024452603938698303,-25.681759133934975,732,901,34.91,800,-168315.31316053,0.0017,0.0,1546625664.0
0.003510307,2502287715.0,2.094801187515259,0.00914306640625,0.2,670000,-0.0027268273288427736,-25.798945114016533,742,902,35.27,810,-165866.1686837,0.0017,0.0,1242681216.0
0.0031451667,2562667583.9,2.1408073902130127,0.00950927734375,0.2,680000,-0.002607671837540693,-26.056680054962634,756,898,34.54,830,-167129.54529938,0.0017,0.0,1139416448.0
0.003597227,2492568289.8,2.1626763343811035,0.01319580078125,0.2,690000,-0.0028063272942745244,-26.183848652243615,766,899,34.98,840,-169976.92922443998,0.0017,0.0,1355139712.0
0.003420369,2653867118.9,2.18159556388855,0.01031494140625,0.2,700000,-0.002475892991606088,-26.296507877111434,776,901,37.69,850,-175775.08847801996,0.0017,0.0,1497455744.0
0.0037360606,2491493179.0,2.2047760486602783,0.014306640625,0.2,710000,-0.0025798754782954346,-26.413581323623657,786,902,36.94,860,-176350.52984782003,0.0017,0.0,1483901952.0
0.0036103255,2604752499.8,2.222254514694214,0.0160400390625,0.2,720000,-0.002618286820143112,-26.521630199253558,796,903,34.12,870,-173284.14302974998,0.0017,0.0,1038645760.0
0.0036438354,2568463261.9,2.2730565071105957,0.01512451171875,0.2,730000,-0.0034417075645251315,-26.767420111596586,811,899,34.8,890,-173565.75209464005,0.0017,0.0,1227646592.0
0.0039606974,2499768260.8,2.2987663745880127,0.01397705078125,0.2,740000,-0.0032765647267297025,-26.906661036610604,821,900,36.94,900,-167325.08466492,0.0017,1.1920928955078125e-07,1234162688.0
0.003669401,2416586393.5,2.3226053714752197,0.01046142578125,0.2,750000,-0.0024107107130475923,-27.035279335081576,831,901,37.86,910,-175246.18419556995,0.0017,-1.1920928955078125e-07,1309766656.0
0.0029823997,2407594526.2,2.3470513820648193,0.00789794921875,0.2,760000,-0.0020770127206560574,-27.159301306307317,841,902,33.68,920,-166273.12357033,0.0017,1.1920928955078125e-07,1242578304.0
0.0043338947,2466225704.8,2.3714168071746826,0.01727294921875,0.2,770000,-0.0027625792783510404,-27.28276680260897,851,904,35.06,930,-163167.70340419997,0.0017,0.0,1071170624.0
0.0033865813,2524344809.7,2.429596185684204,0.01168212890625,0.2,780000,-0.002930771032515622,-27.559216175973415,866,900,32.89,950,-167189.04920171,0.0017,0.0,1234427776.0
0.0034116884,2442360116.0,2.4550626277923584,0.01087646484375,0.2,790000,-0.0022645518749413894,-27.692622704803945,876,901,32.9,960,-171825.01236196997,0.0017,0.0,1203090816.0
0.0034078485,2485688224.1,2.4848592281341553,0.0110595703125,0.2,800000,-0.0028373964263664676,-27.827968087792396,886,902,32.13,970,-158788.37881739,0.0017,0.0,1104552832.0
0.0028309403,2467370011.4,2.5095951557159424,0.005322265625,0.2,810000,-0.0018864625970309134,-27.95705250352621,896,903,32.79,980,-157518.16063261,0.0017,0.0,1307704576.0
0.0042391396,2544897154.4,2.5600969791412354,0.016748046875,0.2,820000,-0.004104631553673244,-28.19239982813597,911,899,29.87,1000,-158266.09016679003,0.0017,0.0,1417553920.0
0.003963203,2402465442.9,2.58589243888855,0.01329345703125,0.2,830000,-0.0027314562939864118,-28.31433464884758,921,900,34.3,1010,-165093.42158541002,0.0017,0.0,1122223360.0
0.0040693823,2324878082.6,2.6137731075286865,0.01817626953125,0.2,840000,-0.003266542817800655,-28.44032092541456,931,901,37.84,1020,-177364.24902488003,0.0017,1.1920928955078125e-07,1080622208.0
0.003759934,2329578820.2,2.6427125930786133,0.01304931640625,0.2,850000,-0.0031201978189528746,-28.568708850443365,941,902,32.47,1030,-158907.71700025,0.0017,0.0,951216000.0
0.0041718045,2399198107.9,2.6719677448272705,0.0163818359375,0.2,860000,-0.003289124027287471,-28.700416281819344,951,903,30.63,1040,-160512.68195820999,0.0017,0.0,1079240192.0
0.0037485142,2347135548.6,2.7318198680877686,0.013525390625,0.2,870000,-0.002516445148830826,-28.965843677520752,966,900,35.32,1060,-174154.96163498997,0.0017,1.1920928955078125e-07,1257380864.0
0.0036462985,2347392738.0,2.7665493488311768,0.01033935546875,0.2,880000,-0.0028095071003917836,-29.1066168949008,976,901,34.49,1070,-170052.36926569,0.0017,-1.1920928955078125e-07,1130247040.0
0.0030827585,2414575246.8,2.797530174255371,0.01072998046875,0.2,890000,-0.002673038631110103,-29.248105050623415,986,902,30.55,1080,-149717.80525973998,0.0017,2.384185791015625e-07,1152122880.0
0.0031388705,2318075937.7,2.825861930847168,0.01187744140625,0.2,900000,-0.002974948555493029,-29.37424019575119,996,902,31.11,1090,-160255.41220935003,0.0017,0.0,1136207104.0
0.0030534645,2230911080.2,2.8933627605438232,0.00865478515625,0.2,910000,-0.0014849192381007014,-29.6460623934865,1011,899,32.91,1110,-166796.65346089,0.0017,0.0,1060715584.0
0.004456792,2365237234.0,2.9256436824798584,0.0169921875,0.2,920000,-0.0034401077333313878,-29.78047077357769,1021,900,39.32,1120,-191226.02017724,0.0017,2.384185791015625e-07,1125474816.0
0.003524611,2306687065.8,2.9575002193450928,0.0118408203125,0.2,930000,-0.0025703545798023697,-29.911220018565654,1031,901,30.38,1130,-156600.27248498003,0.0017,0.0,1076620928.0
0.0034459564,2374291784.6,2.9920289516448975,0.0107666015625,0.2,940000,-0.002680728127961629,-30.045386189222334,1041,902,31.84,1140,-163980.30387798,0.0017,1.1920928955078125e-07,1225319296.0
0.0032688202,2351874205.9,3.0301694869995117,0.0076904296875,0.2,950000,-0.0019619110726125655,-30.19056640416384,1051,903,34.88,1150,-174036.90313125998,0.0017,0.0,1160898304.0
0.003605856,2342420791.6,3.1038150787353516,0.0156005859375,0.2,960000,-0.003452483942419349,-30.479101110994815,1066,900,30.47,1170,-162075.69002044,0.0017,0.0,1223294720.0
0.0036329916,2111495823.4,3.14386248588562,0.01142578125,0.2,970000,-0.002906385360620334,-30.628423504531384,1076,900,37.08,1180,-181120.43215422,0.0017,0.0,1001849664.0
0.0030747338,2224104405.6,3.1769936084747314,0.00843505859375,0.2,980000,-0.0012657691144340789,-30.765437965095042,1086,901,35.08,1190,-178694.81851897,0.0017,1.1920928955078125e-07,1207925376.0
0.0032190192,2315041697.1,3.218724250793457,0.0095947265625,0.2,990000,-0.00231360555280844,-30.90568282008171,1096,902,30.58,1200,-161543.08714774,0.0017,0.0,1111014528.0
0.004316096,2136003292.1,3.3004815578460693,0.01810302734375,0.2,1000000,-0.0030442660390690435,-31.208491590619087,1111,899,37.46,1220,-174288.11966057,0.0017,5.960464477539063e-08,983044160.0
