train/explained_variance,train/entropy_loss,train/value_loss,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/std,train/policy_loss,train/n_updates,train/learning_rate
0.0,-20.66458511352539,3806184704.0,1438,500000,347,-1002070.0278132402,68.81,1.3564461469650269,-1094903.5,24999,0.0007
0.0,-20.735822677612305,9043458048.0,1410,510000,361,-700395.3835324598,48.54,1.3648043870925903,-1664705.875,25499,0.0007
1.7881393432617188e-07,-20.68238639831543,2902932992.0,1408,520000,369,-1670540.5056769298,100.64,1.359220027923584,-967015.0,25999,0.0007
-1.1920928955078125e-07,-20.7698917388916,2213196800.0,1409,530000,375,-995457.86263177,67.59,1.3701019287109375,-829083.875,26499,0.0007
0.0,-20.774080276489258,1838743168.0,1410,540000,382,-1074524.11280442,75.62,1.3714882135391235,-769598.0625,26999,0.0007
0.0,-20.84422492980957,2330525184.0,1411,550000,389,-827556.7179132497,59.46,1.379591941833496,-804263.5,27499,0.0007
0.0,-20.997404098510742,4429344768.0,1412,560000,396,-1032595.3039835099,73.98,1.3975214958190918,-1109517.25,27999,0.0007
0.0,-21.073131561279297,4528080896.0,1413,570000,403,-838432.6983892198,58.08,1.404706597328186,-1219649.375,28499,0.0007
0.0,-21.013486862182617,5226780160.0,1414,580000,410,-799243.48462151,56.79,1.3990949392318726,-1235974.25,28999,0.0007
-1.1920928955078125e-07,-21.094514846801758,1598968192.0,1415,590000,416,-946944.6934846,64.88,1.4079257249832153,-726705.8125,29499,0.0007
-1.1920928955078125e-07,-21.144031524658203,2909178368.0,1415,600000,423,-782278.51736682,54.57,1.4139842987060547,-1028394.875,29999,0.0007
0.0,-21.143735885620117,3076136960.0,1416,610000,430,-974833.9033896201,69.4,1.4127084016799927,-1126016.875,30499,0.0007
1.1920928955078125e-07,-21.231142044067383,2673278464.0,1418,620000,437,-1473740.8884720004,84.28,1.4236146211624146,-987523.375,30999,0.0007
1.1920928955078125e-07,-21.240070343017578,3505217536.0,1420,630000,443,-788155.2612619902,55.04,1.4253544807434082,-959341.5,31499,0.0007
0.0,-21.40521812438965,9704006656.0,1422,640000,449,-1046958.9163949201,65.5,1.4442771673202515,-1841531.375,31999,0.0007
0.0,-21.470674514770508,1627534592.0,1424,650000,456,-698805.721814,46.3,1.4520782232284546,-749234.8125,32499,0.0007
5.960464477539063e-08,-21.669147491455078,3470471936.0,1425,660000,462,-865378.5912916601,57.56,1.4765106439590454,-1033000.375,32999,0.0007
0.0,-21.716968536376953,2145274112.0,1427,670000,469,-818908.41685032,54.52,1.482041835784912,-787987.75,33499,0.0007
0.0,-21.80819320678711,3764966656.0,1428,680000,475,-880108.42099582,60.71,1.4925365447998047,-1167582.25,33999,0.0007
5.960464477539063e-08,-21.932727813720703,2219200256.0,1430,690000,482,-845009.3081455401,56.33,1.5090738534927368,-908992.1875,34499,0.0007
5.960464477539063e-08,-22.005781173706055,3274437120.0,1431,700000,489,-1245545.2394357699,81.33,1.5186346769332886,-1143073.0,34999,0.0007
0.0,-22.023035049438477,2123175168.0,1432,710000,495,-937828.4443326,61.21,1.520642638206482,-842392.625,35499,0.0007
-1.1920928955078125e-07,-22.05284309387207,2840354560.0,1434,720000,501,-724934.0397819399,49.47,1.524888515472412,-985925.375,35999,0.0007
-1.1920928955078125e-07,-22.146207809448242,1604065536.0,1436,730000,508,-701292.8473040402,46.74,1.536988615989685,-800709.875,36499,0.0007
-1.1920928955078125e-07,-22.35245132446289,5399911424.0,1438,740000,514,-1071058.0956144698,69.82,1.5634031295776367,-1315975.25,36999,0.0007
-1.1920928955078125e-07,-22.465208053588867,1406894848.0,1440,750000,520,-1323525.6040230603,84.42,1.578255534172058,-712580.125,37499,0.0007
5.960464477539063e-08,-22.614057540893555,1698948736.0,1442,760000,526,-1084989.8854677302,64.12,1.5972919464111328,-818146.8125,37999,0.0007
-1.1920928955078125e-07,-22.76664924621582,2385656064.0,1444,770000,532,-717966.5918353199,45.16,1.618871808052063,-939960.125,38499,0.0007
0.0,-22.745222091674805,1683772032.0,1446,780000,539,-778207.0681040302,52.4,1.6167246103286743,-791422.375,38999,0.0007
1.1920928955078125e-07,-22.8159122467041,2085346304.0,1448,790000,545,-985378.9433635499,66.1,1.6273967027664185,-904686.375,39499,0.0007
0.0,-22.811767578125,2422950400.0,1449,800000,551,-988658.5582503201,64.64,1.6273990869522095,-1008222.375,39999,0.0007
0.0,-22.898439407348633,2696164096.0,1451,810000,557,-814843.4595416699,56.48,1.636393666267395,-1122317.125,40499,0.0007
0.0,-23.10283851623535,2471563776.0,1453,820000,564,-1304600.17841876,81.56,1.6646232604980469,-1006880.125,40999,0.0007
0.0,-23.219343185424805,2666295808.0,1455,830000,570,-1012547.2057779101,66.17,1.6805351972579956,-1119818.75,41499,0.0007
0.0,-23.211423873901367,1320156288.0,1457,840000,576,-895756.59337637,57.08,1.6798657178878784,-740852.875,41999,0.0007
0.0,-23.34349250793457,3521277952.0,1459,850000,582,-1067936.5175871102,68.52,1.6986242532730103,-1251402.75,42499,0.0007
0.0,-23.478212356567383,1320546432.0,1461,860000,588,-1073748.06893157,70.35,1.7182964086532593,-750800.125,42999,0.0007
0.0,-23.549991607666016,1312479232.0,1463,870000,594,-1214380.33355844,76.38,1.7293686866760254,-732636.625,43499,0.0007
0.0,-23.52667236328125,1244125440.0,1465,880000,600,-1041260.9673026002,67.66,1.7264653444290161,-744782.375,43999,0.0007
5.960464477539063e-08,-23.62179183959961,1685863936.0,1467,890000,606,-923377.9722690199,63.45,1.7394424676895142,-832733.75,44499,0.0007
-2.384185791015625e-07,-23.644901275634766,6466209792.0,1469,900000,612,-1242862.45515954,81.08,1.7426400184631348,-1699766.375,44999,0.0007
0.0,-23.750566482543945,3347962880.0,1470,910000,618,-863292.54096391,59.18,1.7560619115829468,-1218766.25,45499,0.0007
0.0,-23.72673225402832,4640109568.0,1472,920000,624,-789313.3099310899,49.86,1.7529349327087402,-1368102.5,45999,0.0007
1.1920928955078125e-07,-23.779632568359375,1295855872.0,1473,930000,631,-802209.4009291999,51.67,1.761175513267517,-743069.3125,46499,0.0007
0.0,-23.78516960144043,1594068224.0,1474,940000,637,-951726.3528572299,62.01,1.761011004447937,-837453.625,46999,0.0007
1.1920928955078125e-07,-23.889055252075195,2811407872.0,1476,950000,643,-846287.2108176601,56.69,1.7758432626724243,-1196457.0,47499,0.0007
5.960464477539063e-08,-23.950057983398438,2793675008.0,1477,960000,649,-1132878.1120529,70.22,1.7855299711227417,-1057944.125,47999,0.0007
-1.1920928955078125e-07,-24.053869247436523,2612119552.0,1477,970000,656,-980013.2591197102,61.63,1.8005708456039429,-1062405.125,48499,0.0007
5.960464477539063e-08,-24.058134078979492,1685598720.0,1478,980000,662,-879873.46868264,60.63,1.800802230834961,-880430.3125,48999,0.0007
1.7881393432617188e-07,-24.074373245239258,3701996032.0,1479,990000,669,-958288.7868900399,62.25,1.8038898706436157,-1335742.75,49499,0.0007
1.1920928955078125e-07,-24.20110511779785,1592400128.0,1480,1000000,675,-711948.8685783399,48.65,1.8238283395767212,-835686.8125,49999,0.0007
