train/loss,train/policy_gradient_loss,time/fps,rollout/ep_len_mean,train/clip_range,rollout/ep_rew_mean,train/approx_kl,train/explained_variance,train/clip_fraction,time/total_timesteps,time/time_elapsed,train/entropy_loss,train/learning_rate,train/value_loss,train/std,train/n_updates
313217376.0,-0.0005634872146401904,1062,140.68,0.2,-265600.31613115,0.005586661,0.0,0.02373046875,820000,771,-21.643976777791977,0.0017,551763575.425,9.282063484191895,1000
433274464.0,-0.00041093098116107285,1063,147.09,0.2,-273193.19887909,0.0043696417,0.0,0.0173828125,830000,780,-21.784078219532965,0.0017,553245295.7625,9.491500854492188,1010
225902560.0,-0.0010710381906392286,1065,149.94,0.2,-284804.15462836,0.005145735,-1.1920928955078125e-07,0.02462158203125,840000,788,-21.926690062880517,0.0017,540963941.1875,9.731818199157715,1020
213417728.0,-0.00035346781551197636,1066,143.59,0.2,-276888.61206187,0.004092061,0.0,0.015380859375,850000,796,-22.066934022307397,0.0017,602036388.0,9.971468925476074,1030
403413440.0,-0.0003160306248901179,1067,143.37,0.2,-284326.87827196,0.0051367665,0.0,0.0219482421875,860000,805,-22.2234739869833,0.0017,584602483.85,10.24948787689209,1040
257271936.0,-0.001438082995628065,1063,152.54,0.2,-291862.2904007,0.0071005803,0.0,0.03455810546875,870000,818,-22.544283506274223,0.0017,518555535.05,10.795435905456543,1060
182736496.0,-0.0004530325826635817,1064,153.41,0.2,-293872.90875293,0.005446728,5.960464477539063e-08,0.02294921875,880000,826,-22.711175799369812,0.0017,579176482.1625,11.111117362976074,1070
239807552.0,-0.0002877436751077767,1065,173.24,0.2,-334989.32566324,0.004346771,0.0,0.01795654296875,890000,835,-22.872255605459213,0.0017,549900722.025,11.417376518249512,1080
196489648.0,-0.0004908882641757373,1066,165.34,0.2,-332367.01354809996,0.0055547245,0.0,0.023291015625,900000,843,-23.041067825257777,0.0017,533323696.275,11.771591186523438,1090
158314448.0,-0.00011035880143026589,1062,162.71,0.2,-333625.62897218,0.004589726,0.0,0.0182861328125,910000,856,-23.29838379472494,0.0017,526803243.45,12.293417930603027,1110
345120416.0,-0.0006964539107684687,1063,158.89,0.2,-321152.69270945,0.0049546873,0.0,0.02044677734375,920000,864,-23.452656911313532,0.0017,576943926.9375,12.599160194396973,1120
144463984.0,2.1764131361123873e-05,1064,168.03,0.2,-331650.62010871,0.0047274586,0.0,0.018994140625,930000,873,-23.61749632358551,0.0017,523853559.1125,12.959564208984375,1130
327405152.0,9.947539401764516e-05,1066,159.71,0.2,-315054.61746703,0.0043556103,5.960464477539063e-08,0.0189697265625,940000,881,-23.7746071010828,0.0017,537268422.35,13.287391662597656,1140
560387776.0,0.0001056192856594862,1067,148.39,0.2,-313201.49843899,0.0035675892,5.960464477539063e-08,0.0132080078125,950000,890,-23.916857217252254,0.0017,596443211.525,13.608284950256348,1150
315229088.0,-0.0007182511888458975,1063,159.79,0.2,-314934.95779816,0.0057776626,0.0,0.02691650390625,960000,903,-24.23574178516865,0.0017,551407234.9125,14.390094757080078,1170
119568160.0,-9.979326569009572e-05,1064,171.58,0.2,-326389.41499577,0.0062399795,0.0,0.0272705078125,970000,911,-24.411985525488852,0.0017,455627045.2375,14.87569808959961,1180
187370912.0,-0.0007726095522230025,1065,158.52,0.2,-314884.93970933004,0.0059875697,0.0,0.02705078125,980000,919,-24.59620246589184,0.0017,589567134.075,15.318863868713379,1190
372450304.0,-0.00025621483619033827,1066,147.51,0.2,-300993.46603474003,0.0063313027,-1.1920928955078125e-07,0.0303955078125,990000,927,-24.78981713950634,0.0017,570136936.85,15.825261116027832,1200
265791808.0,-0.000354690381391265,1062,157.54,0.2,-334359.01976692,0.004875687,-1.1920928955078125e-07,0.01932373046875,1000000,940,-25.11553579568863,0.0017,601350896.05,16.74828338623047,1220
