rollout/ep_len_mean,time/time_elapsed,train/value_loss,rollout/ep_rew_mean,train/policy_objective,train/learning_rate,train/explained_variance,train/kl_divergence_loss,time/total_timesteps,train/is_line_search_success,train/n_updates,train/std,time/fps
5.02,160,17418346659.2,-180941.99787920003,0.04611833766102791,0.0013,1.7881393432617188e-07,0.007370972074568272,220000,1.0,26,0.892992377281189,1368
5.05,169,17216632681.6,-181333.14565025998,0.018239304423332214,0.0013,-2.384185791015625e-07,0.005414473824203014,230000,1.0,28,0.8852382898330688,1359
5.01,176,17083181640.0,-180420.74709533004,0.03527794033288956,0.0013,0.0,0.008567387238144875,240000,1.0,29,0.8798521757125854,1361
4.66,183,16818214441.6,-173575.55474842002,0.07263320684432983,0.0013,0.0,0.008960586972534657,250000,1.0,30,0.8759620189666748,1362
4.69,190,16258124227.2,-173993.12416883002,0.0567338764667511,0.0013,-2.384185791015625e-07,0.006893741432577372,260000,1.0,31,0.8685175776481628,1364
4.51,197,15944904132.8,-170254.02934997,0.0415845550596714,0.0013,-3.5762786865234375e-07,0.007353906985372305,270000,1.0,32,0.862946093082428,1365
4.19,206,15128483488.0,-163823.00341898002,0.021233221516013145,0.0013,1.1920928955078125e-07,0.005589405540376902,280000,1.0,34,0.8584662675857544,1358
4.36,213,14906682241.6,-167330.97620113002,0.045515213161706924,0.0013,-2.384185791015625e-07,0.0072146994061768055,290000,1.0,35,0.8572719693183899,1360
4.38,220,14722114148.8,-167849.23366813,0.02917972207069397,0.0013,0.0,0.008068752475082874,300000,1.0,36,0.852289617061615,1362
4.13,227,14984965334.4,-162518.84525828,0.01999797113239765,0.0013,1.7881393432617188e-07,0.006524579133838415,310000,1.0,37,0.8468103408813477,1363
4.06,235,14842571728.0,-161039.33975206,0.043273068964481354,0.0013,-3.5762786865234375e-07,0.008355065248906612,320000,1.0,39,0.8373083472251892,1357
4.07,242,14880829422.4,-161171.0269992,0.030808059498667717,0.0013,-2.384185791015625e-07,0.006782046984881163,330000,1.0,40,0.8366641998291016,1359
4.12,249,15221082654.4,-162314.18870938997,0.0415693074464798,0.0013,-1.1920928955078125e-07,0.0065284548327326775,340000,1.0,41,0.8341704607009888,1360
4.03,256,15249185041.6,-160392.61809427,0.04391070827841759,0.0013,1.7881393432617188e-07,0.005195911508053541,350000,1.0,42,0.8347843885421753,1362
4.06,264,14493973196.8,-160910.96945733,0.01106676273047924,0.0013,-2.384185791015625e-07,0.003368195379152894,360000,1.0,43,0.8348763585090637,1363
4.03,272,14685721678.4,-160105.90913593,0.026460783556103706,0.0013,-2.384185791015625e-07,0.00605979235842824,370000,1.0,45,0.8322970271110535,1357
4.05,280,14429201008.0,-160567.56816561,0.02241857722401619,0.0013,0.0,0.008897717110812664,380000,1.0,46,0.8289868235588074,1357
4.18,287,14892196246.4,-163128.81584842,0.030316000804305077,0.0013,-1.1920928955078125e-07,0.007739580702036619,390000,1.0,47,0.8248528838157654,1357
4.03,294,14854249145.6,-160041.22308839,0.038566652685403824,0.0013,1.1920928955078125e-07,0.007002620492130518,400000,1.0,48,0.8211960196495056,1357
4.06,303,14322369593.6,-160572.33327782003,0.04169035330414772,0.0013,0.0,0.007391303777694702,410000,1.0,50,0.8172416090965271,1352
4.01,310,14184856176.0,-159275.62797879,0.03426944464445114,0.0013,0.0,0.007192130200564861,420000,1.0,51,0.815900981426239,1354
4.03,317,14198586009.6,-159764.27777913003,0.02927020564675331,0.0013,2.384185791015625e-07,0.008039240725338459,430000,1.0,52,0.8130160570144653,1354
4.01,324,14531383073.6,-159242.16495474003,0.04394618049263954,0.0013,-2.384185791015625e-07,0.009792597033083439,440000,1.0,53,0.8115035891532898,1355
4.04,331,14077640729.6,-159931.48178139,0.029222838580608368,0.0013,-1.1920928955078125e-07,0.00851842574775219,450000,1.0,54,0.8134076595306396,1356
4.14,340,13990542313.6,-162297.22338496,0.0150467399507761,0.0013,2.980232238769531e-07,0.0076538026332855225,460000,1.0,56,0.8147649765014648,1352
4.0,347,14273151384.0,-159007.24134729002,0.0202797744423151,0.0013,2.980232238769531e-07,0.005713025573641062,470000,1.0,57,0.8152092099189758,1353
4.06,354,14142374702.4,-160248.27312342,0.009490342810750008,0.0013,3.5762786865234375e-07,0.00465580727905035,480000,1.0,58,0.8148241639137268,1353
4.0,361,13985458552.0,-158859.12076137,0.031746428459882736,0.0013,2.980232238769531e-07,0.0066846031695604324,490000,1.0,59,0.8148184418678284,1354
4.06,370,14046557004.8,-159887.36185942,0.015186917968094349,0.0013,0.0,0.006638762541115284,500000,1.0,61,0.8116015791893005,1351
4.03,377,14210943416.0,-159307.28563688,0.038748521357774734,0.0013,1.1920928955078125e-07,0.007056686095893383,510000,1.0,62,0.807761013507843,1352
4.13,384,13999383620.8,-161360.20963206998,0.046368107199668884,0.0013,0.0,0.008326556533575058,520000,1.0,63,0.8070355653762817,1352
4.01,391,13897224966.4,-158860.13228367,0.02421095408499241,0.0013,2.980232238769531e-07,0.005942427087575197,530000,1.0,64,0.8064373731613159,1353
4.01,398,13878892761.6,-158704.89715707998,0.043364256620407104,0.0013,0.0,0.009499282576143742,540000,1.0,65,0.8062829375267029,1354
4.04,407,14314139171.2,-159354.90823461997,0.009518200531601906,0.0013,5.960464477539063e-08,0.004865750670433044,550000,1.0,67,0.8054792284965515,1351
4.05,414,13939194694.4,-159603.80742218,0.031834036111831665,0.0013,0.0,0.009860800579190254,560000,1.0,68,0.8013059496879578,1352
4.0,421,14025897609.6,-158488.85236937,0.03236875310540199,0.0013,0.0,0.007930347695946693,570000,1.0,69,0.8002374172210693,1352
4.02,428,13873370252.8,-158908.02946924002,0.023615695536136627,0.0013,0.0,0.005939804948866367,580000,1.0,70,0.7978559732437134,1353
4.02,437,13888227982.4,-158913.27790555,0.023270966485142708,0.0013,0.0,0.006067578215152025,590000,1.0,72,0.7947226166725159,1350
4.0,444,13799674110.4,-158468.91252754998,0.031042076647281647,0.0013,2.980232238769531e-07,0.00637572817504406,600000,1.0,73,0.7964759469032288,1350
4.02,451,13994783713.6,-158815.52376033,0.026593878865242004,0.0013,0.0,0.009807968512177467,610000,1.0,74,0.7950302362442017,1351
4.01,458,13841174176.0,-158643.00082024,0.013988281600177288,0.0013,5.960464477539063e-08,0.006177890580147505,620000,1.0,75,0.7960340976715088,1351
4.01,465,13689352008.0,-158602.55184685,0.02842443436384201,0.0013,-1.1920928955078125e-07,0.009870764799416065,630000,1.0,76,0.7945024967193604,1352
4.0,474,13696562771.2,-158391.70983319002,0.02962353453040123,0.0013,4.172325134277344e-07,0.008761268109083176,640000,1.0,78,0.7926612496376038,1349
4.03,481,13781390705.6,-159081.94185438,0.019373029470443726,0.0013,1.1920928955078125e-07,0.006756414193660021,650000,1.0,79,0.7925798892974854,1350
4.03,488,13971651816.0,-159039.36650495997,0.0363042838871479,0.0013,0.0,0.0064476230181753635,660000,1.0,80,0.7881925702095032,1350
4.01,495,13683099825.6,-158654.02808572,0.037847403436899185,0.0013,4.172325134277344e-07,0.008457943797111511,670000,1.0,81,0.7893675565719604,1350
4.03,504,13770565726.4,-159093.07667619,0.02289130724966526,0.0013,3.5762786865234375e-07,0.003377641551196575,680000,1.0,83,0.7908170223236084,1347
4.02,511,13589297676.8,-158829.33389629997,0.02091022953391075,0.0013,0.0,0.006394187454134226,690000,1.0,84,0.7900270223617554,1348
4.03,519,14316521046.4,-158998.40509454996,0.014297808520495892,0.0013,0.0,0.004352259449660778,700000,1.0,85,0.7893999218940735,1348
4.1,526,14140460000.0,-160450.58721343998,0.026994425803422928,0.0013,0.0,0.007881668396294117,710000,1.0,86,0.789266049861908,1349
4.04,533,14204480512.0,-159146.97069068003,0.03938712179660797,0.0013,5.960464477539063e-08,0.007051460910588503,720000,1.0,87,0.787743866443634,1349
4.08,541,13754093814.4,-159926.19730862998,0.03013056330382824,0.0013,3.5762786865234375e-07,0.00815523974597454,730000,1.0,89,0.7841304540634155,1347
4.08,549,13641497680.0,-159926.84824343,0.01956547424197197,0.0013,0.0,0.009082266129553318,740000,1.0,90,0.7841543555259705,1347
4.07,556,13758557696.0,-159804.08111732,0.04027697816491127,0.0013,0.0,0.00963994488120079,750000,1.0,91,0.7843300700187683,1348
4.02,563,13742584758.4,-158810.6814518,0.03278258442878723,0.0013,0.0,0.007153106853365898,760000,1.0,92,0.7845991253852844,1349
4.02,570,13596326408.0,-158855.89841425,0.03898250311613083,0.0013,-2.384185791015625e-07,0.009516364894807339,770000,1.0,93,0.7841210961341858,1349
4.0,578,13647740361.6,-158441.03202208,0.031236670911312103,0.0013,2.384185791015625e-07,0.006575795356184244,780000,1.0,95,0.783426821231842,1347
4.04,586,13565962720.0,-159248.95797117,0.025394491851329803,0.0013,2.980232238769531e-07,0.005884087178856134,790000,1.0,96,0.7811813354492188,1347
4.21,593,13443969246.4,-163489.96473310998,0.02791023999452591,0.0013,2.980232238769531e-07,0.00917502399533987,800000,1.0,97,0.781136691570282,1348
4.02,600,13691827228.8,-158770.67369107,0.04204383119940758,0.0013,0.0,0.009561936371028423,810000,1.0,98,0.7822984457015991,1349
4.02,608,13620930760.0,-158784.64935139,0.016398001462221146,0.0013,0.0,0.007321071345359087,820000,1.0,100,0.7780936360359192,1346
4.05,615,13714916955.2,-159395.8792886,0.025699663907289505,0.0013,1.7881393432617188e-07,0.008058878593146801,830000,1.0,101,0.7755993008613586,1347
4.02,622,13439442740.8,-158755.32581482,0.024496959522366524,0.0013,-3.5762786865234375e-07,0.0062129260040819645,840000,1.0,102,0.7760766744613647,1348
4.01,629,13611582281.6,-158515.4332876,0.0418040007352829,0.0013,1.1920928955078125e-07,0.007063016295433044,850000,1.0,103,0.7773452997207642,1349
4.05,637,13537310065.6,-159321.926128,0.0245052520185709,0.0013,2.384185791015625e-07,0.006804441101849079,860000,1.0,104,0.7768630981445312,1349
4.04,645,13556205460.8,-159170.26683602,0.022899840027093887,0.0013,-1.1920928955078125e-07,0.007918384857475758,870000,1.0,106,0.7730200290679932,1348
4.03,652,13347181752.0,-159052.76640499002,0.0192412119358778,0.0013,-3.5762786865234375e-07,0.008861820213496685,880000,1.0,107,0.7711473107337952,1348
4.01,659,13356571070.4,-158609.36068137,0.025964481756091118,0.0013,0.0,0.00867097731679678,890000,1.0,108,0.7701082825660706,1349
4.01,666,13390918128.0,-158653.75934694,0.02418418414890766,0.0013,1.7881393432617188e-07,0.00615109084174037,900000,1.0,109,0.7678301334381104,1349
4.01,675,13296025315.2,-158641.72452189997,0.03614285588264465,0.0013,0.0,0.009598875418305397,910000,1.0,111,0.7678231000900269,1346
4.02,682,13333887638.4,-158886.12777493,0.031144967302680016,0.0013,-1.1920928955078125e-07,0.008493274450302124,920000,1.0,112,0.7659738063812256,1347
4.01,689,13263075968.0,-158662.78611534002,0.019117671996355057,0.0013,1.1920928955078125e-07,0.008403602056205273,930000,1.0,113,0.7665280699729919,1347
4.01,696,13366945144.0,-158630.77246982,0.03405570983886719,0.0013,-3.5762786865234375e-07,0.005776622798293829,940000,1.0,114,0.7657977342605591,1348
4.03,703,13241059643.2,-159003.60103791,0.034007444977760315,0.0013,0.0,0.008540794253349304,950000,1.0,115,0.7667868733406067,1349
4.05,712,13216511560.0,-159353.18046844995,0.02474457211792469,0.0013,-4.76837158203125e-07,0.008837398141622543,960000,1.0,117,0.7628804445266724,1347
4.03,719,13205568972.8,-159002.09616264998,0.023266492411494255,0.0013,-2.384185791015625e-07,0.0063782655633986,970000,1.0,118,0.7617689371109009,1348
4.12,726,13185327742.4,-161281.96758015,0.03899700939655304,0.0013,-4.76837158203125e-07,0.009267852641642094,980000,1.0,119,0.7590934038162231,1349
4.04,733,13650502446.4,-159131.69552913,0.02266734652221203,0.0013,5.960464477539063e-08,0.006795027293264866,990000,1.0,120,0.7585724592208862,1350
4.05,741,13160062044.8,-159401.97840545003,0.035568345338106155,0.0013,0.0,0.007441637106239796,1000000,1.0,122,0.7575036287307739,1348
