train/clip_range,rollout/ep_rew_mean,rollout/ep_len_mean,train/policy_gradient_loss,time/fps,train/explained_variance,train/n_updates,train/learning_rate,train/value_loss,train/clip_fraction,train/entropy_loss,train/loss,train/std,time/total_timesteps,time/time_elapsed,train/approx_kl
0.2,-148476.93355254,21.87,-0.004089015105273574,988,-1.1920928955078125e-07,210,0.0017,5004148600.8,0.0173095703125,-23.3896213978529,2479731968.0,1.1550519466400146,180000,182,0.004609164
0.2,-156722.18208778,23.93,-0.002977904116323771,972,1.1920928955078125e-07,230,0.0017,4626385291.4,0.00938720703125,-23.60841196626425,2242777600.0,1.1713274717330933,190000,195,0.0035594816
0.2,-168094.88531741,26.3,-0.003749843038531253,976,-1.1920928955078125e-07,240,0.0017,4854881099.0,0.01297607421875,-23.715992304682732,2513428992.0,1.180495023727417,200000,204,0.0042549255
0.2,-161776.54828933,24.29,-0.0036368119148392,979,0.0,250,0.0017,4868003115.6,0.01463623046875,-23.81726531237364,2860331776.0,1.1875287294387817,210000,214,0.0044910787
0.2,-152968.70310838998,24.09,-0.003874166369678278,982,0.0,260,0.0017,4901291701.6,0.01790771484375,-23.90834197252989,2580831232.0,1.1948888301849365,220000,223,0.0048173247
0.2,-158829.98299065,25.72,-0.003482701825305412,967,1.1920928955078125e-07,280,0.0017,4603793866.8,0.01097412109375,-24.125425969064235,2013751424.0,1.2136355638504028,230000,237,0.0036350414
0.2,-154060.64717309,24.24,-0.004087641228397843,970,0.0,290,0.0017,4518135472.2,0.017724609375,-24.24874722957611,2159646976.0,1.2234159708023071,240000,247,0.004652746
0.2,-148025.65910432,22.26,-0.003951304307338433,972,0.0,300,0.0017,4491617070.6,0.01612548828125,-24.36978724747896,2502970624.0,1.2333683967590332,250000,257,0.004380308
0.2,-142799.7164803,22.03,-0.003295214768877486,974,1.1920928955078125e-07,310,0.0017,4571995604.8,0.01114501953125,-24.492477543652058,2278809344.0,1.2436250448226929,260000,266,0.00365516
0.2,-132422.42846432998,19.63,-0.003247605377873697,976,-1.1920928955078125e-07,320,0.0017,4359003283.2,0.01202392578125,-24.61215531527996,2094094208.0,1.2533516883850098,270000,276,0.004240275
0.2,-151557.04803389,24.35,-0.003833672488326556,966,0.0,340,0.0017,4419502084.0,0.016455078125,-24.822761550545692,2612427264.0,1.2703442573547363,280000,289,0.004678008
0.2,-148359.62125085003,23.03,-0.0033848519906314323,969,2.384185791015625e-07,350,0.0017,4277546704.8,0.01400146484375,-24.935894434154033,2194853376.0,1.281165599822998,290000,299,0.004243592
0.2,-146282.54515869002,22.19,-0.002623364486680657,972,-2.384185791015625e-07,360,0.0017,4493142602.6,0.00794677734375,-25.045068009197713,2535962368.0,1.2891913652420044,300000,308,0.0036889217
0.2,-162863.04734149,25.59,-0.0035099977598292754,974,-1.1920928955078125e-07,370,0.0017,4359156661.8,0.0125,-25.150129160284997,2344105216.0,1.299350380897522,310000,318,0.004394243
0.2,-160770.13481712,27.45,-0.003816058692973456,964,1.1920928955078125e-07,390,0.0017,4366239173.4,0.0104736328125,-25.37442543655634,1967311744.0,1.3189244270324707,320000,331,0.0037541771
0.2,-154767.80672268,23.76,-0.0045749445735054906,967,-1.1920928955078125e-07,400,0.0017,4337059391.0,0.018701171875,-25.493543994426727,2180403712.0,1.329282283782959,330000,341,0.005147986
0.2,-155288.45037314997,24.26,-0.003985586418548337,969,-1.1920928955078125e-07,410,0.0017,4253031339.4,0.0177734375,-25.61095156520605,2102483456.0,1.3399330377578735,340000,350,0.004352298
0.2,-168814.59107337,28.8,-0.003627131843859388,972,0.0,420,0.0017,4376426178.0,0.01434326171875,-25.72312208712101,2413470720.0,1.3493900299072266,350000,359,0.0036315527
0.2,-148478.39172027996,23.34,-0.0039541442991321675,974,1.1920928955078125e-07,430,0.0017,4211825905.6,0.01422119140625,-25.83555882126093,1925390976.0,1.3601559400558472,360000,369,0.0043651685
0.2,-146072.71229685,23.65,-0.004784071617723385,967,-1.1920928955078125e-07,450,0.0017,4099562988.2,0.02254638671875,-26.07664862573147,1820496128.0,1.3831462860107422,370000,382,0.0050607934
0.2,-149688.54398986,24.6,-0.0029089585294059363,969,0.0,460,0.0017,4132107331.2,0.00556640625,-26.208860053122045,2203309312.0,1.3950879573822021,380000,391,0.0033063598
0.2,-149868.10034799998,23.3,-0.001905566280038329,972,0.0,470,0.0017,4002944240.0,0.00426025390625,-26.320084168016912,2125697792.0,1.403959035873413,390000,401,0.00273743
0.2,-143963.29085857,22.3,-0.00366820843773894,974,-1.1920928955078125e-07,480,0.0017,4309814321.4,0.01065673828125,-26.429201233386994,1952077184.0,1.4152748584747314,400000,410,0.0037337705
0.2,-159146.91532923,24.44,-0.004137442870342056,967,0.0,500,0.0017,4174766152.6,0.01656494140625,-26.663780000805854,2287727360.0,1.437459945678711,410000,423,0.004342193
0.2,-155284.48139182,25.42,-0.003398125185776735,969,1.1920928955078125e-07,510,0.0017,4175505104.8,0.015185546875,-26.77720237970352,2008745344.0,1.4482449293136597,420000,433,0.004346358
0.2,-145199.22441528,24.42,-0.0039619319195480784,971,-2.384185791015625e-07,520,0.0017,4037456629.0,0.01302490234375,-26.89251073896885,2172335616.0,1.4596800804138184,430000,442,0.0040492825
0.2,-136116.40523253,22.3,-0.0027744696764784747,973,0.0,530,0.0017,4053843616.2,0.008056640625,-27.00567079037428,1845751040.0,1.4704558849334717,440000,451,0.0033979756
0.2,-145489.09414843,23.59,-0.0038415221861214377,975,0.0,540,0.0017,3982651303.6,0.01490478515625,-27.121574944257738,1891875712.0,1.4823001623153687,450000,461,0.004821406
0.2,-138760.97764832003,21.18,-0.0030081882114245673,969,0.0,560,0.0017,4060754431.4,0.00972900390625,-27.350711902976037,1952317952.0,1.5050818920135498,460000,474,0.0035286825
0.2,-147938.95834086,23.54,-0.0032597616371276674,970,0.0,570,0.0017,3972758505.2,0.00894775390625,-27.476216980814932,1929733120.0,1.518828272819519,470000,484,0.0035192086
0.2,-150023.81658406,23.56,-0.0035697385239473077,972,0.0,580,0.0017,3927855038.0,0.01153564453125,-27.61029618829489,1957806720.0,1.5321896076202393,480000,493,0.004185997
0.2,-153639.24428734998,24.63,-0.003362852719874354,974,2.384185791015625e-07,590,0.0017,4079767371.8,0.01173095703125,-27.742197008430956,1889735168.0,1.5458544492721558,490000,502,0.0033132744
0.2,-152144.64349125998,24.51,-0.0044984212787312575,968,-1.1920928955078125e-07,610,0.0017,3924387269.6,0.01324462890625,-27.992197105288504,2042359680.0,1.5715737342834473,500000,516,0.0042373226
0.2,-150389.80053331997,24.65,-0.003849351610915619,969,0.0,620,0.0017,4081431550.6,0.00858154296875,-28.12003952562809,2458746112.0,1.5850830078125,510000,525,0.003644617
0.2,-131770.02474239,20.55,-0.00382257289984409,971,0.0,630,0.0017,3859395864.2,0.0183837890625,-28.24829654097557,1766553984.0,1.598820447921753,520000,535,0.004519617
0.2,-143039.38458562997,23.18,-0.004089538140033255,972,2.384185791015625e-07,640,0.0017,3848104190.0,0.01630859375,-28.37576541900635,2301721856.0,1.6121623516082764,530000,544,0.004060584
0.2,-144046.65589623,24.52,-0.004083922677818918,974,0.0,650,0.0017,3571393431.4,0.01690673828125,-28.502482943236828,1566459136.0,1.625957727432251,540000,554,0.004786497
0.2,-150131.96838117,22.87,-0.004059945253902697,968,0.0,670,0.0017,3931035309.0,0.01375732421875,-28.76064047664404,2145988224.0,1.6545026302337646,550000,567,0.0040551852
0.2,-151404.21227795002,25.48,-0.0029223309164081003,969,2.384185791015625e-07,680,0.0017,3630749466.8,0.012744140625,-28.890869137644767,2151897344.0,1.6687999963760376,560000,577,0.0036123004
0.2,-142052.79013518,22.44,-0.002874098211759701,971,0.0,690,0.0017,3821907888.8,0.00947265625,-29.009607550501823,2043522944.0,1.6812095642089844,570000,586,0.0031986712
0.2,-147255.91411418,23.48,-0.0030306943372124806,972,0.0,700,0.0017,3658072658.4,0.01051025390625,-29.132121632993222,1943844864.0,1.6963640451431274,580000,596,0.003571915
0.2,-140478.1258578,22.0,-0.0033060480474887298,967,1.1920928955078125e-07,720,0.0017,3818752132.4,0.02034912109375,-29.391335816681384,1775194496.0,1.7249430418014526,590000,610,0.0037881546
0.2,-146169.74387747,24.09,-0.0030408163194806546,968,0.0,730,0.0017,3805265193.4,0.00780029296875,-29.509802582859994,2109405952.0,1.7390700578689575,600000,619,0.0036063776
0.2,-134491.63728094997,20.95,-0.0029329631473956398,969,1.1920928955078125e-07,740,0.0017,3598163170.6,0.00948486328125,-29.63752184510231,1488555776.0,1.7546699047088623,610000,629,0.0031891698
0.2,-142016.35300489,24.24,-0.002460937360774551,970,0.0,750,0.0017,3817591094.2,0.0086669921875,-29.750248646736146,1935289600.0,1.7657808065414429,620000,638,0.003109098
0.2,-146253.53594849,22.65,-0.0027670961480907863,972,1.1920928955078125e-07,760,0.0017,3568057607.6,0.0129638671875,-29.85293524414301,1655258496.0,1.7787775993347168,630000,648,0.0033020272
0.2,-143809.87757793,23.15,-0.0034097370229574154,967,1.7881393432617188e-07,780,0.0017,3645269465.2,0.01448974609375,-30.12497471868992,1856142080.0,1.8126494884490967,640000,661,0.004219436
0.2,-155046.69779848002,24.3,-0.0033491048130599665,968,0.0,790,0.0017,3557605085.2,0.0101806640625,-30.261106771230697,1949844480.0,1.8297168016433716,650000,671,0.0036905436
0.2,-140376.62231703,21.91,-0.002740623829049582,969,0.0,800,0.0017,3658125341.8,0.01025390625,-30.38903625160456,1512897024.0,1.8441777229309082,660000,680,0.003554649
0.2,-143297.92585126002,22.38,-0.002745556938498339,970,0.0,810,0.0017,3710568040.0,0.00986328125,-30.514934316277504,1887654784.0,1.8610241413116455,670000,690,0.0032707732
0.2,-137167.29750244002,21.53,-0.0034619517409737455,966,0.0,830,0.0017,3565743556.2,0.01259765625,-30.7944896787405,1549225600.0,1.897017002105713,680000,703,0.0038510025
0.2,-139189.673518,23.84,-0.003163275354563666,967,1.7881393432617188e-07,840,0.0017,3488301769.0,0.0093017578125,-30.943965044617652,1999508608.0,1.9157192707061768,690000,713,0.0036847594
0.2,-142307.48756277998,23.15,-0.0023872880070484825,968,0.0,850,0.0017,3528893861.6,0.00721435546875,-31.08309758901596,1802174080.0,1.9329336881637573,700000,722,0.0029110373
0.2,-142969.22383928002,21.84,-0.003058895130743622,969,1.1920928955078125e-07,860,0.0017,3511681483.8,0.01376953125,-31.214418217539787,1739870208.0,1.9493762254714966,710000,732,0.0035141625
0.2,-149763.55299874998,23.15,-0.003263756778687821,970,0.0,870,0.0017,3441004214.0,0.014013671875,-31.348411735892295,2324302080.0,1.9682753086090088,720000,742,0.003808469
0.2,-157996.01772300003,26.31,-0.002688268002384575,965,0.0,890,0.0017,3645199957.6,0.00845947265625,-31.603808334469797,1764416896.0,2.000143527984619,730000,755,0.003051866
0.2,-141817.29701774998,21.59,-0.002279272700070578,966,1.1920928955078125e-07,900,0.0017,3579548337.6,0.00606689453125,-31.72127011269331,1711292032.0,2.0172250270843506,740000,765,0.0029971276
0.2,-149339.69341690003,23.73,-0.003377075053504086,967,0.0,910,0.0017,3419930234.2,0.01011962890625,-31.862499558925627,1675665152.0,2.0381853580474854,750000,774,0.003511711
0.2,-134229.33567824,21.61,-0.002800892584855319,968,1.1920928955078125e-07,920,0.0017,3349895927.0,0.01243896484375,-32.00678879916668,1623416704.0,2.056727170944214,760000,784,0.0037303027
0.2,-140122.07137588,19.86,-0.003137058472202625,969,0.0,930,0.0017,3415054622.4,0.01287841796875,-32.148120269179344,1740914432.0,2.076937675476074,770000,793,0.0036237792
0.2,-157778.64713504002,25.81,-0.0032222057565377328,965,0.0,950,0.0017,3422614327.2,0.01920166015625,-32.42347646355629,2268060416.0,2.1153459548950195,780000,807,0.00410414
0.2,-149642.98542371,23.12,-0.003907464970961882,966,1.7881393432617188e-07,960,0.0017,3485650476.2,0.014208984375,-32.56542648971081,1528232320.0,2.135542869567871,790000,817,0.0038426793
0.2,-143155.95972175,21.37,-0.0032132990306308782,968,0.0,970,0.0017,3416139738.6,0.01287841796875,-32.70804495215416,2015888000.0,2.156212568283081,800000,826,0.003578126
0.2,-148223.42219338004,23.1,-0.0035402116323894005,969,1.1920928955078125e-07,980,0.0017,3640435669.0,0.0131103515625,-32.84124558269978,1662542208.0,2.1739766597747803,810000,835,0.0035519444
0.2,-136553.79932712,20.06,-0.002772729761272785,965,1.7881393432617188e-07,1000,0.0017,3419143503.0,0.0073486328125,-33.09688968360424,1770121600.0,2.2123289108276367,820000,849,0.003103684
0.2,-145753.1562493,22.69,-0.0035881111167327616,966,0.0,1010,0.0017,3382206559.2,0.0126220703125,-33.242212972044946,2060178432.0,2.2350680828094482,830000,858,0.0034582368
0.2,-145256.32759176,22.08,-0.002256254818166781,967,0.0,1020,0.0017,3450901081.0,0.00628662109375,-33.38421761393547,1510875904.0,2.2549521923065186,840000,868,0.0027961233
0.2,-138954.65914431997,20.81,-0.002475271193907247,968,0.0,1030,0.0017,3357786341.6,0.00667724609375,-33.528398498892784,1598535552.0,2.278374195098877,850000,877,0.0032362684
0.2,-146453.72045381,21.72,-0.0027950714806138422,969,1.1920928955078125e-07,1040,0.0017,3480233473.2,0.00789794921875,-33.669446900486946,1888797312.0,2.298370361328125,860000,886,0.0031765238
0.2,-143089.36157147,21.8,-0.003205012897524284,965,1.1920928955078125e-07,1060,0.0017,3380860708.2,0.0143798828125,-33.933277851343156,1866621952.0,2.339901924133301,870000,900,0.0039454573
0.2,-140269.92204994,22.16,-0.0027369155950509594,966,0.0,1070,0.0017,3446608500.4,0.00889892578125,-34.07251315414906,1642928384.0,2.36208176612854,880000,910,0.0033846414
0.2,-144965.48828286002,23.63,-0.0023257941715201015,967,2.384185791015625e-07,1080,0.0017,3284687026.8,0.01077880859375,-34.19744462072849,1765082112.0,2.3800010681152344,890000,919,0.0032971685
0.2,-150721.1607599,23.8,-0.002554290645275614,968,0.0,1090,0.0017,3292186594.4,0.00924072265625,-34.32939343750477,1685399936.0,2.4038803577423096,900000,929,0.0032660002
0.2,-146568.26399838,22.91,-0.0023416979747707956,965,0.0,1110,0.0017,3278746192.6,0.00946044921875,-34.611303955316544,1585929984.0,2.448310375213623,910000,942,0.0030353079
0.2,-143804.77832484,22.62,-0.002034721933523542,965,1.1920928955078125e-07,1120,0.0017,3504216734.6,0.00718994140625,-34.74502730071545,1720829184.0,2.470996618270874,920000,952,0.0027949088
0.2,-152806.01119897998,23.92,-0.0039456960310417346,966,-1.1920928955078125e-07,1130,0.0017,3342575826.2,0.01832275390625,-34.8851926445961,1829873280.0,2.49452543258667,930000,961,0.0044545294
0.2,-148526.01885047005,22.65,-0.0022313870042125926,967,1.1920928955078125e-07,1140,0.0017,3274398356.8,0.007666015625,-35.021759977936746,1851003648.0,2.5167734622955322,940000,971,0.0028984852
0.2,-146142.5070519,23.31,-0.003232885725446977,968,0.0,1150,0.0017,3208472109.4,0.0148681640625,-35.15765497684479,1357721984.0,2.5408389568328857,950000,981,0.0035099392
0.2,-144733.71229239999,22.98,-0.002235194451532152,965,0.0,1170,0.0017,3187650858.2,0.00972900390625,-35.442150473594666,1451972736.0,2.588689088821411,960000,994,0.0031084097
0.2,-143351.83857698002,23.23,-0.0032655611392328867,966,1.1920928955078125e-07,1180,0.0017,3150847232.4,0.01405029296875,-35.58321017622948,1944171648.0,2.6155238151550293,970000,1004,0.0034653526
0.2,-134389.96004056,19.14,-0.0029100848601956385,966,0.0,1190,0.0017,3259467698.2,0.0118408203125,-35.73682914376259,1364862720.0,2.642442226409912,980000,1013,0.003629331
0.2,-141137.37511051,21.46,-0.002660055604064837,967,0.0,1200,0.0017,3151389123.6,0.008837890625,-35.88929879665375,1442653696.0,2.66998553276062,990000,1023,0.0033909269
0.2,-142577.92438433997,20.81,-0.002794177274154208,964,0.0,1220,0.0017,3126626933.4,0.01053466796875,-36.16716388463974,1684416896.0,2.719238758087158,1000000,1036,0.0033180097
