train/actor_loss,time/fps,time/total_timesteps,train/ent_coef_loss,time/episodes,train/critic_loss,rollout/ep_rew_mean,train/ent_coef,time/time_elapsed,rollout/ep_len_mean,train/learning_rate,train/n_updates
-93811.4375,190,540000,0.06649185717105865,16563,14822319.0,132889.38937821,35.5809440612793,2828,25.25,0.001,134974
-93670.1875,190,550000,-0.8690937757492065,16962,17608400.0,132893.08626618,30.136676788330078,2883,25.72,0.001,137474
-96897.140625,190,560000,-0.22594889998435974,17383,49252872.0,132646.93095023,31.934646606445312,2938,23.6,0.001,139974
-96513.265625,190,570000,-0.7464133501052856,17784,4752247.0,133158.02236015,31.96961784362793,2994,25.92,0.001,142474
-96469.96875,190,580000,1.60099458694458,18089,9584972.0,132710.18938098,28.21491241455078,3050,28.25,0.001,144974
-95490.203125,189,590000,-1.1512701511383057,18459,31625806.0,132270.95757372,29.596261978149414,3106,25.62,0.001,147474
-94575.609375,189,600000,0.13393810391426086,18852,9973412.0,133220.00654976,34.32289505004883,3162,24.64,0.001,149974
-98134.75,189,610000,1.808176875114441,19208,9095392.0,132989.66415402,35.972564697265625,3218,25.27,0.001,152474
-95067.8046875,189,620000,0.5318152904510498,19614,10823858.0,133098.66002148,29.40962028503418,3273,24.82,0.001,154974
-96563.890625,189,630000,-0.09199225902557373,19994,47067084.0,133159.53253164998,29.23091697692871,3328,26.03,0.001,157474
-95587.984375,189,640000,0.13213655352592468,20344,20088894.0,133240.4,33.17578887939453,3384,24.03,0.001,159974
-96351.625,188,650000,1.0512607097625732,20757,16545932.0,132064.94977409,32.383148193359375,3440,23.12,0.001,162474
-90554.78125,188,660000,-2.216381549835205,21173,24228384.0,132813.78387335,29.03810691833496,3496,24.45,0.001,164974
-98695.765625,188,670000,-0.5662016272544861,21580,21980160.0,128716.82963849998,27.307497024536133,3551,26.62,0.001,167474
-96578.0234375,188,680000,-1.7133336067199707,21974,145896160.0,132712.49035642,31.780902862548828,3607,24.54,0.001,169974
-97608.625,188,690000,-3.285982847213745,22327,123764648.0,132269.8879644,26.664173126220703,3662,25.68,0.001,172474
-98159.203125,188,700000,0.45073220133781433,22735,7555232.0,132305.59978489002,30.652769088745117,3718,25.45,0.001,174974
-99534.6875,188,710000,0.5826219320297241,23161,11359758.0,133161.4,26.771459579467773,3774,23.87,0.001,177474
-98450.6875,187,720000,0.14866846799850464,23543,7205934.0,133208.09394569,30.335283279418945,3829,25.36,0.001,179974
-100430.5703125,187,730000,-0.5188416242599487,23933,11581131.0,133162.91996072,25.479318618774414,3885,26.45,0.001,182474
-98266.390625,187,740000,0.06912975013256073,24306,21849324.0,132850.65793463,26.762664794921875,3940,26.87,0.001,184974
-98679.453125,187,750000,0.16419777274131775,24681,14818994.0,133219.4,24.478588104248047,3996,24.55,0.001,187474
-99020.4375,187,760000,0.2427457869052887,25088,9261448.0,133260.83623501,26.971853256225586,4052,23.52,0.001,189974
-98996.484375,187,770000,-0.6358159780502319,25500,21077714.0,133275.10397686998,28.65932846069336,4108,23.38,0.001,192474
-99970.859375,187,780000,-1.4091293811798096,25907,10220315.0,133196.40986451998,28.259204864501953,4163,25.58,0.001,194974
-98514.03125,187,790000,-1.971543788909912,26332,8842756.0,133035.3,31.313644409179688,4219,24.26,0.001,197474
-99645.609375,187,800000,2.6851749420166016,26761,7362931.5,133262.3,25.515911102294922,4275,23.33,0.001,199974
-100025.5546875,187,810000,-0.34841394424438477,27180,4071078.75,133266.3218004,24.975008010864258,4331,23.97,0.001,202474
-100175.15625,186,820000,1.1231300830841064,27597,14889118.0,133106.96568271,23.422788619995117,4386,24.99,0.001,204974
-100784.7421875,186,830000,0.9711955785751343,28025,35358216.0,132737.09819946002,28.302343368530273,4442,23.78,0.001,207474
-101624.0859375,186,840000,-0.5412294864654541,28436,55143016.0,133285.0284287,24.78532600402832,4498,23.02,0.001,209974
-101140.9453125,186,850000,0.7219065427780151,28853,26296744.0,133022.53576475,25.147701263427734,4554,24.47,0.001,212474
-99795.703125,186,860000,1.3336641788482666,29251,8834952.0,133269.31478245,28.13803482055664,4610,22.97,0.001,214974
-99535.59375,186,870000,0.03397184610366821,29689,7727590.0,133310.41577167,26.422927856445312,4665,22.32,0.001,217474
-98217.375,186,880000,-0.8538913726806641,30124,5739899.5,133236.61321383,23.73223304748535,4721,24.33,0.001,219974
-102151.546875,186,890000,-1.1000070571899414,30560,81567368.0,133317.5,24.93906021118164,4776,22.09,0.001,222474
-99755.7890625,186,900000,-1.2455801963806152,31007,18654944.0,133205.12869672998,24.101327896118164,4831,22.34,0.001,224974
-100111.5703125,186,910000,-0.6438854932785034,31448,16205310.0,133282.1,25.53851318359375,4887,22.52,0.001,227474
-102685.765625,186,920000,1.5048010349273682,31865,6005074.5,127988.80456923001,22.3916015625,4943,27.49,0.001,229974
-101830.421875,186,930000,-0.5687365531921387,32283,31544350.0,133253.6,22.50471305847168,4999,23.47,0.001,232474
-100808.65625,185,940000,2.0198421478271484,32713,8177755.5,131674.72448766002,26.100942611694336,5055,22.46,0.001,234974
-100988.765625,185,950000,0.9727576375007629,33168,33979600.0,133253.88605383,23.63873863220215,5110,22.4,0.001,237474
-102365.71875,185,960000,-0.3582673668861389,33608,47467788.0,133210.53242944,23.335350036621094,5166,21.84,0.001,239974
-102086.453125,185,970000,-0.16388189792633057,34048,5132350.0,133308.44080923,25.863554000854492,5222,22.33,0.001,242474
-102405.875,185,980000,0.6010133028030396,34481,52561740.0,133299.94237802,21.843387603759766,5278,22.49,0.001,244974
-101120.53125,185,990000,-0.44448530673980713,34896,37695760.0,132807.33851508,24.97710609436035,5334,25.13,0.001,247474
-100913.984375,185,1000000,-0.5168167352676392,35332,2537426.0,133277.63540148002,23.39700698852539,5389,23.11,0.001,249974
