train/policy_objective,train/is_line_search_success,train/n_updates,time/fps,train/value_loss,time/time_elapsed,train/std,rollout/ep_rew_mean,rollout/ep_len_mean,train/kl_divergence_loss,time/total_timesteps,train/explained_variance,train/learning_rate
0.02657109498977661,1.0,79,2551,12785763.529492188,254,0.7156651616096497,-349021.87371657,976.25,0.006617323029786348,650000,0.0,0.001
0.051965776830911636,1.0,80,2554,685858662.4,258,0.7156000733375549,-342569.99416755006,976.25,0.009105159901082516,660000,0.0,0.001
0.04600277543067932,1.0,81,2556,23670287.35859375,262,0.714463472366333,-339680.27452558995,979.71,0.008036404848098755,670000,0.0,0.001
0.03358322009444237,1.0,83,2548,24123861.258789062,266,0.7127783894538879,-256156.83434987,979.71,0.008630101568996906,680000,0.0,0.001
0.03586453199386597,1.0,84,2551,13466299.65078125,270,0.7118828892707825,-215737.48107431002,989.64,0.009538848884403706,690000,-1.1920928955078125e-07,0.001
0.04309328645467758,1.0,85,2553,31665766.540625,274,0.7093758583068848,-215985.56616496,989.64,0.008718791417777538,700000,5.960464477539063e-08,0.001
0.05068468302488327,1.0,86,2556,401440792.8125,277,0.7106477618217468,-214416.03714477998,989.64,0.006456775590777397,710000,0.0,0.001
0.04921451583504677,1.0,87,2558,10570705.095507812,281,0.710050642490387,-250849.84904110004,1000.0,0.008262616582214832,720000,1.1920928955078125e-07,0.001
0.0189699474722147,1.0,89,2552,45969624.8890625,286,0.7092399597167969,-252454.29696731002,1000.0,0.009331721812486649,730000,-1.1920928955078125e-07,0.001
0.048267289996147156,1.0,90,2554,1329645844.1,289,0.7081201076507568,-339028.0385065199,1000.0,0.008589829318225384,740000,0.0,0.001
0.05013958364725113,1.0,91,2555,3493984.1399414064,293,0.7089052200317383,-337715.22528176004,1000.0,0.007976323366165161,750000,0.0,0.001
0.054215461015701294,1.0,92,2558,200937390.85,297,0.7074379324913025,-286965.92368517,1000.0,0.00992585625499487,760000,0.0,0.001
0.03925800323486328,1.0,93,2560,2862596.071972656,300,0.707460880279541,-280581.78729452,1000.0,0.006331844720989466,770000,0.0,0.001
0.07934434711933136,1.0,95,2553,8833150.636035156,305,0.7038609981536865,-275982.04296566005,1000.0,0.007270286325365305,780000,5.960464477539063e-08,0.001
0.028288081288337708,1.0,96,2555,27560254.226953126,309,0.7021851539611816,-276314.40988046996,998.59,0.0063559371046721935,790000,0.0,0.001
0.015750950202345848,1.0,97,2556,6163871.294580078,312,0.7011458277702332,-277052.02559361997,998.59,0.009724017232656479,800000,0.0,0.001
0.03496920317411423,1.0,98,2557,75645629.94375,316,0.7008359432220459,-257922.43907254,989.09,0.005553191062062979,810000,0.0,0.001
0.005354630760848522,1.0,100,2550,4011328.3139648438,321,0.7006952166557312,-219686.17577181,989.09,0.008912640623748302,820000,5.960464477539063e-08,0.001
0.03970416262745857,1.0,101,2552,12369476.130859375,325,0.6991546750068665,-191255.22476936,989.09,0.00688880356028676,830000,0.0,0.001
0.03955070674419403,1.0,102,2553,3925007.1259765625,328,0.6983956694602966,-84570.65716442998,970.35,0.008643598295748234,840000,0.0,0.001
0.03497300297021866,1.0,103,2555,100298221.2546875,332,0.6986902356147766,-66108.38239280999,944.36,0.007659627590328455,850000,1.7881393432617188e-07,0.001
0.02323136478662491,1.0,104,2557,31648857.600585938,336,0.7027847170829773,-66152.54223243002,935.48,0.008249416947364807,860000,0.0,0.001
0.012575186789035797,1.0,106,2551,19442562.824072264,340,0.7020924687385559,-66863.58155679,928.53,0.006567464675754309,870000,-1.1920928955078125e-07,0.001
0.044512685388326645,1.0,107,2553,8029857.225976562,344,0.7034568786621094,-65383.87512945,929.94,0.009124108590185642,880000,5.960464477539063e-08,0.001
0.027091097086668015,1.0,108,2555,35371404.10390625,348,0.7015952467918396,-70314.29735618999,929.94,0.00969510804861784,890000,0.0,0.001
0.017423825338482857,1.0,109,2557,14042060.184960937,351,0.6960917115211487,-63269.79133443999,939.44,0.009757759980857372,900000,0.0,0.001
0.04866538569331169,1.0,111,2551,2902720.104541016,356,0.6915166974067688,-62179.63893122,939.44,0.007203732151538134,910000,-1.1920928955078125e-07,0.001
0.048374153673648834,1.0,112,2554,37608689.71640625,360,0.6903619170188904,-71154.54118901999,939.44,0.007976308465003967,920000,-1.1920928955078125e-07,0.001
0.036162443459033966,1.0,113,2556,2403163.3838867187,363,0.6898088455200195,-67988.09370565001,939.44,0.009902380406856537,930000,0.0,0.001
0.013089106418192387,1.0,114,2559,13415244.823046874,367,0.6895666122436523,-64636.86481174001,959.61,0.005695040803402662,940000,5.960464477539063e-08,0.001
0.012318597175180912,1.0,115,2561,3787319.82890625,370,0.688697338104248,-63253.659850690005,971.36,0.0043040066957473755,950000,0.0,0.001
0.03534119576215744,1.0,117,2557,2731924.416479492,375,0.6899856925010681,-61502.036671279995,980.24,0.008052499033510685,960000,0.0,0.001
0.04125302657485008,1.0,118,2559,89079802.62265626,378,0.6898483633995056,-73128.98412267999,987.19,0.009830155409872532,970000,0.0,0.001
0.025697942823171616,1.0,119,2562,18427487.430859376,382,0.6873628497123718,-73663.51132208,987.19,0.0065272352658212185,980000,0.0,0.001
0.024009110406041145,1.0,120,2564,4934329.52890625,386,0.6860380172729492,-68708.12495272998,987.19,0.006441465113312006,990000,0.0,0.001
0.025397440418601036,1.0,122,2559,2923546.922265625,390,0.685436487197876,-64850.027718440004,987.19,0.007603953126817942,1000000,5.960464477539063e-08,0.001
