time/fps,train/learning_rate,time/total_timesteps,rollout/ep_len_mean,train/clip_range,train/value_loss,train/std,train/clip_fraction,train/n_updates,train/explained_variance,train/approx_kl,time/time_elapsed,train/loss,rollout/ep_rew_mean,train/policy_gradient_loss,train/entropy_loss
795,0.0003,130000,10.43,0.2,45038566779.2,1.000139832496643,0.0,150,1.1920928955078125e-07,0.00038416227,163,24747282432.0,-303928.36763255997,-0.0011559771413885756,-21.28630108833313
777,0.0003,140000,12.65,0.2,43039807582.4,1.0001095533370972,0.0,170,0.0,0.0005021896,180,16888434688.0,-355589.6345880599,-0.0014693412887936575,-21.28590203076601
782,0.0003,150000,9.47,0.2,39127590811.2,1.0000828504562378,0.0,180,-1.1920928955078125e-07,0.00075368176,191,19681675264.0,-274447.26775523,-0.0020712308443762593,-21.285500526428223
785,0.0003,160000,9.85,0.2,40088662704.0,1.000182867050171,0.0,190,0.0,0.00084086246,203,16379764736.0,-290423.69806439,-0.0022376142864231952,-21.286027650535107
786,0.0003,170000,10.83,0.2,41322527356.8,1.000267505645752,0.0,200,-1.1920928955078125e-07,0.00045535408,216,19697479680.0,-314434.78803167,-0.0012870112355813034,-21.287411299347877
789,0.0003,180000,9.79,0.2,38913561529.6,1.0002150535583496,0.0,210,5.960464477539063e-08,0.0005503556,227,21488496640.0,-288306.5453814,-0.0015399669684484252,-21.28767486214638
776,0.0003,190000,10.39,0.2,41835697216.0,1.0001941919326782,0.0,230,1.1920928955078125e-07,0.0008153558,244,20717715456.0,-299770.96364190005,-0.0022619058890995802,-21.28726220577955
779,0.0003,200000,9.32,0.2,44538840499.2,1.0001596212387085,0.0,240,2.384185791015625e-07,0.00040025802,256,23825784832.0,-271369.13290302,-0.001178763123061799,-21.286689199507236
782,0.0003,210000,9.79,0.2,37887512452.8,1.0000687837600708,0.0,250,-1.1920928955078125e-07,0.00037092654,268,17329471488.0,-286662.02335778,-0.0010503300540221972,-21.285749129951
785,0.0003,220000,7.02,0.2,42498183307.2,0.9999862313270569,0.0,260,-1.1920928955078125e-07,0.00041764262,280,17314920448.0,-226888.85758384,-0.0012367316818199469,-21.284462368488313
774,0.0003,230000,10.02,0.2,40603960636.8,0.9999293684959412,0.0,280,5.960464477539063e-08,0.00036312075,296,22965587968.0,-287943.41321813,-0.0010912387451753602,-21.28325163722038
777,0.0003,240000,10.11,0.2,36761934148.8,0.9998979568481445,0.0,290,5.960464477539063e-08,0.00053146854,308,19588956160.0,-292596.44152536005,-0.0014236260098186905,-21.282759638130663
779,0.0003,250000,8.56,0.2,39917424801.6,0.9999163746833801,0.0,300,-1.1920928955078125e-07,0.00046494836,320,22776958976.0,-254295.85147738003,-0.0012073787254848866,-21.28264950066805
781,0.0003,260000,7.68,0.2,38430700075.2,0.9999497532844543,0.0,310,-1.1920928955078125e-07,0.00058013963,332,21230387200.0,-233612.61390658002,-0.0015285207993656514,-21.2830058157444
784,0.0003,270000,8.39,0.2,39603342924.8,0.9999035596847534,0.0,320,0.0,0.0005189479,344,20352176128.0,-252317.91832633998,-0.0014298262703960063,-21.282943841814994
775,0.0003,280000,8.73,0.2,45154544246.4,0.9998709559440613,0.0,340,0.0,0.0002183967,361,25163520000.0,-253284.74955870002,-0.0006716280382534024,-21.281773494184016
777,0.0003,290000,8.18,0.2,36083783587.2,0.9997068047523499,0.0,350,-1.1920928955078125e-07,0.00056085875,373,14828320768.0,-246258.53834820003,-0.001519661206566525,-21.280855548381805
779,0.0003,300000,8.17,0.2,40202499974.4,0.9997265934944153,0.0,360,0.0,0.000319287,385,20806821888.0,-250382.09398435996,-0.0009520263280137442,-21.2797717243433
780,0.0003,310000,7.27,0.2,40379526324.8,0.9997050762176514,0.0,370,0.0,0.00020874085,397,21773864960.0,-230610.63785387,-0.0006448905913202907,-21.279808409512043
773,0.0003,320000,8.61,0.2,37017067131.2,0.9996544718742371,0.0,390,1.7881393432617188e-07,0.00050800986,413,17434683392.0,-252958.69082113993,-0.001325919853297819,-21.278895983099936
774,0.0003,330000,8.43,0.2,34699512865.6,0.9997004866600037,0.0,400,-1.1920928955078125e-07,0.0004591762,425,16785733632.0,-250764.29203788002,-0.0011416487639507977,-21.279167006909848
775,0.0003,340000,9.8,0.2,37289922025.6,0.9997336268424988,0.0,410,-1.1920928955078125e-07,0.00038465427,438,13909389312.0,-307899.33492317004,-0.0009856770089754717,-21.279767741262912
777,0.0003,350000,6.48,0.2,41720698296.0,0.9996651411056519,0.0,420,0.0,0.00022315636,450,26871988224.0,-208593.30058865997,-0.0005850830081726599,-21.27946967333555
778,0.0003,360000,7.72,0.2,43177160267.2,0.9996457695960999,0.0,430,-1.1920928955078125e-07,0.00020002565,462,19624779776.0,-234021.75043960998,-0.0006086285158744432,-21.27886095046997
771,0.0003,370000,6.52,0.2,34183001164.8,0.9995822310447693,0.0,450,0.0,0.00027942008,479,20336353280.0,-205376.91904321004,-0.000772399762263376,-21.278120316565037
772,0.0003,380000,7.26,0.2,31062146395.2,0.9994293451309204,0.0,460,0.0,0.0005164425,491,18329407488.0,-220038.27028068004,-0.001188168537009915,-21.276543512940407
773,0.0003,390000,7.98,0.2,32794390118.4,0.9993076920509338,0.0,470,0.0,0.00046478005,504,20497965056.0,-242875.65319845997,-0.0012051019202772295,-21.274501432478427
774,0.0003,400000,6.39,0.2,37683256612.8,0.9992188811302185,0.0,480,1.1920928955078125e-07,0.00021927245,516,29738405888.0,-204790.39271274998,-0.0005662138402840356,-21.272921170294286
768,0.0003,410000,7.05,0.2,40328079950.4,0.9991600513458252,0.0,500,-1.1920928955078125e-07,0.00022015959,533,21670264832.0,-226765.86429703998,-0.000718017901544954,-21.271300065517426
769,0.0003,420000,6.95,0.2,29124223097.6,0.9990695118904114,0.0,510,-1.1920928955078125e-07,0.00053271954,545,12563546112.0,-218603.54131168,-0.0012688502627497655,-21.27063808143139
771,0.0003,430000,6.06,0.2,32284177163.2,0.9989794492721558,0.0,520,5.960464477539063e-08,0.000748812,557,17656508416.0,-194840.41013841,-0.0017627019601604843,-21.269315794110298
772,0.0003,440000,7.21,0.2,33073150720.0,0.9989408254623413,0.0,530,0.0,0.00052500365,569,17860878336.0,-227994.35407983995,-0.001275335967875435,-21.26832003891468
773,0.0003,450000,7.6,0.2,34851377928.0,0.9989282488822937,0.0,540,0.0,0.00037624818,581,14551967744.0,-231202.48126621,-0.0009640391732318676,-21.267918486893176
769,0.0003,460000,6.71,0.2,33627400521.6,0.9989824295043945,0.0,560,1.1920928955078125e-07,0.00044301423,598,12771302400.0,-216144.83696607,-0.0010301240987246273,-21.268787124752997
770,0.0003,470000,5.96,0.2,33556693790.4,0.9988639950752258,0.0,570,0.0,0.000476003,610,16772229120.0,-191302.55218014002,-0.0012432673582225106,-21.26776809245348
771,0.0003,480000,6.35,0.2,34988181355.2,0.998898446559906,0.0,580,-1.1920928955078125e-07,0.00039870507,621,17006587904.0,-202581.74486821,-0.0010161438169234316,-21.267130063474177
773,0.0003,490000,6.52,0.2,31014271094.4,0.9988023042678833,0.0,590,-1.1920928955078125e-07,0.0005564485,633,14672939008.0,-209266.80931212998,-0.0013235178592367447,-21.266666124761105
768,0.0003,500000,5.93,0.2,33624493606.4,0.9985517263412476,0.0,610,0.0,0.0004442018,650,16321825792.0,-192768.11393772,-0.0012305631937124418,-21.262975320219994
769,0.0003,510000,5.35,0.2,34480911576.0,0.9985801577568054,0.0,620,0.0,0.0005761091,662,23477587968.0,-177626.76742859997,-0.0012435977818313405,-21.262352496385574
770,0.0003,520000,5.73,0.2,29264393612.8,0.9984503984451294,0.0,630,1.1920928955078125e-07,0.00076487404,674,16295773184.0,-186946.85480444998,-0.0017058892549357552,-21.261536079645158
771,0.0003,530000,5.82,0.2,27566745624.8,0.998458981513977,0.0,640,5.960464477539063e-08,0.0004158468,686,12664225792.0,-187547.57916855003,-0.0009524038508970989,-21.26062205284834
772,0.0003,540000,6.13,0.2,36274643163.2,0.99830561876297,0.0,650,0.0,0.00032412953,698,21614665728.0,-191733.96124499995,-0.0008976245262601878,-21.259522408246994
768,0.0003,550000,5.7,0.2,29443892371.2,0.9982209801673889,0.0,670,1.1920928955078125e-07,0.00040145154,715,15197590528.0,-186150.91751687002,-0.0008952358117312542,-21.257857921719552
769,0.0003,560000,6.9,0.2,28070533968.0,0.9981637597084045,0.0,680,5.960464477539063e-08,0.00065451284,727,12562415616.0,-217692.66916186,-0.0014711841619828192,-21.256644129753113
770,0.0003,570000,5.53,0.2,29765570904.0,0.998094916343689,0.0,690,0.0,0.00063337985,739,15650501632.0,-187447.79188456,-0.001367664163808513,-21.255689729750156
771,0.0003,580000,6.15,0.2,30148563828.8,0.9980415105819702,0.0,700,-1.1920928955078125e-07,0.0004876619,752,13550802944.0,-198339.25344209996,-0.001096872593916487,-21.2547620639205
767,0.0003,590000,5.7,0.2,29076049964.0,0.9978852868080139,0.0,720,0.0,0.00060314767,769,11883237376.0,-191647.47072316997,-0.0013088993531710003,-21.252634613215925
767,0.0003,600000,4.99,0.2,28593461880.0,0.9977378249168396,0.0,730,0.0,0.0003753035,781,13682921472.0,-165495.70728828,-0.0008096543211649987,-21.250861433148383
768,0.0003,610000,5.44,0.2,30841621051.2,0.997740626335144,0.0,740,0.0,0.0004650093,793,18339393536.0,-183614.40797645002,-0.001000673291127896,-21.249745669960976
769,0.0003,620000,4.9,0.2,29015686760.0,0.9976802468299866,0.0,750,0.0,0.00033734532,805,16781946880.0,-166535.04545223,-0.000788822038748549,-21.24935876429081
769,0.0003,630000,4.55,0.2,28906304210.4,0.9975546598434448,0.0,760,0.0,0.00059157296,818,16438935552.0,-159803.95040951998,-0.0011704241373990953,-21.24791483581066
766,0.0003,640000,4.48,0.2,30916611989.6,0.9974514245986938,0.0,780,0.0,0.00041467935,835,21844449280.0,-164610.0455064,-0.0009279273068386829,-21.245271348953246
766,0.0003,650000,4.71,0.2,29049479507.2,0.99727863073349,0.0,790,0.0,0.00028563896,847,19883196416.0,-166796.55730457,-0.000657763360231911,-21.24409601688385
767,0.0003,660000,6.12,0.2,21978995113.6,0.997180700302124,0.0,800,0.0,0.0012511734,859,12501539840.0,-199199.33461624,-0.002227289437360014,-21.241987764835358
768,0.0003,670000,4.8,0.2,30354212160.0,0.9972025752067566,0.0,810,0.0,0.0006813641,872,14255917056.0,-169442.22752435002,-0.0015030886275781085,-21.241379623115062
764,0.0003,680000,4.79,0.2,29792895304.0,0.9972413182258606,0.0,830,1.1920928955078125e-07,0.0005582541,889,12904388608.0,-161838.10134929998,-0.0011143751597046502,-21.241767601668833
765,0.0003,690000,5.19,0.2,26062753992.8,0.9971655011177063,0.0,840,0.0,0.0006638912,901,10666250240.0,-175465.26323073998,-0.0013415981256002852,-21.241585412621497
766,0.0003,700000,5.11,0.2,24597649599.2,0.9970980882644653,0.0,850,5.960464477539063e-08,0.00062646565,913,15630412800.0,-171908.17683795,-0.001204701505776029,-21.24043429195881
766,0.0003,710000,5.09,0.2,25060578168.8,0.9970970749855042,0.0,860,-1.1920928955078125e-07,0.0005668689,926,13977896960.0,-168301.05020554,-0.0011023283606846235,-21.239932908117773
767,0.0003,720000,5.31,0.2,19609412164.8,0.9971044063568115,0.0,870,1.1920928955078125e-07,0.0007531536,938,9284819968.0,-182108.50885184997,-0.0013039218210906256,-21.23995448797941
763,0.0003,730000,5.08,0.2,25952064306.4,0.9969902038574219,0.0,890,0.0,0.00063588424,955,13751406592.0,-183685.24884813998,-0.0013661172646607157,-21.238631311059
764,0.0003,740000,4.49,0.2,24036844439.2,0.9967886805534363,0.0,900,5.960464477539063e-08,0.0005162045,967,15523874816.0,-163617.41439211,-0.001029273461927005,-21.23672125637531
765,0.0003,750000,5.43,0.2,26970363510.4,0.9966604113578796,0.0,910,0.0,0.00073379226,979,12777906176.0,-184476.32875589,-0.0015489878335756657,-21.234155331552028
766,0.0003,760000,4.63,0.2,34029806536.8,0.9966161847114563,0.0,920,0.0,0.00034811965,992,14397746176.0,-164474.32734496996,-0.0007858884084271267,-21.232905489206313
766,0.0003,770000,4.49,0.2,26981274585.6,0.9965587854385376,0.0,930,0.0,0.0004082578,1004,16601550848.0,-162508.01078627998,-0.0009047333310263639,-21.232144778966905
763,0.0003,780000,3.89,0.2,27199747028.0,0.9961718320846558,0.0,950,0.0,0.00022594405,1021,17964351488.0,-149411.54733103,-0.000574887751827191,-21.22674938738346
764,0.0003,790000,5.26,0.2,22481081652.8,0.9958895444869995,0.0,960,0.0,0.00076948083,1033,12852443136.0,-174580.64698904997,-0.0015617553283846064,-21.22369673848152
765,0.0003,800000,4.54,0.2,21385782444.0,0.9958328604698181,0.0,970,0.0,0.00068571453,1045,12688676864.0,-155733.11469133,-0.0015287299787814846,-21.221119874715804
765,0.0003,810000,5.42,0.2,24962400048.0,0.9955311417579651,0.0,980,-1.1920928955078125e-07,0.0007277934,1057,13138934784.0,-191460.04790539,-0.0013876886071557237,-21.21835893690586
762,0.0003,820000,4.08,0.2,23073785941.6,0.9952636361122131,0.0,1000,0.0,0.0005575941,1074,9867066368.0,-151427.54047712003,-0.0010446781881000788,-21.21262265741825
763,0.0003,830000,4.19,0.2,22189880144.0,0.9951298832893372,0.0,1010,-1.1920928955078125e-07,0.0006277521,1087,11144643584.0,-148372.13486201,-0.0011709450855050818,-21.21097178161144
764,0.0003,840000,4.58,0.2,20647617428.0,0.9949234127998352,0.0,1020,0.0,0.0010449789,1099,9274900480.0,-166571.22207755,-0.0016806861722216127,-21.20836247652769
764,0.0003,850000,4.62,0.2,20734082496.0,0.994795024394989,0.0,1030,0.0,0.0009441811,1111,11346388992.0,-171489.24662794996,-0.0016826626416332146,-21.205834166705607
765,0.0003,860000,3.88,0.2,18862397768.0,0.994536280632019,0.0,1040,-1.1920928955078125e-07,0.0010397603,1123,8263940608.0,-147404.23096790002,-0.001771345188262785,-21.202790412306786
762,0.0003,870000,4.08,0.2,16313419252.0,0.9941748976707458,0.00206298828125,1060,-1.1920928955078125e-07,0.003073669,1141,9323367424.0,-150218.85040914998,-0.004522591557270061,-21.19680936038494
762,0.0003,880000,3.6,0.2,16091315709.6,0.9938735961914062,1.220703125e-05,1070,0.0,0.0014735889,1153,7238188032.0,-141111.05213256003,-0.0022967216870711125,-21.193043334782125
763,0.0003,890000,3.64,0.2,20528016247.2,0.993558943271637,0.0,1080,0.0,0.00052433484,1166,9858909184.0,-143210.0561694,-0.0009588948139480635,-21.18840446174145
763,0.0003,900000,3.8,0.2,16925646098.4,0.9934316873550415,8.544921875e-05,1090,0.0,0.0014195975,1178,10208821248.0,-144678.09208122,-0.0020843857780164397,-21.185016760230063
760,0.0003,910000,3.94,0.2,21852125307.2,0.9932653903961182,0.0,1110,0.0,0.00093589834,1196,17270331392.0,-146761.62087299998,-0.001450784423377627,-21.18170659393072
761,0.0003,920000,4.05,0.2,23107028261.6,0.992974042892456,0.0,1120,5.960464477539063e-08,0.0006383526,1208,11366156288.0,-150493.26712073002,-0.001321938374076126,-21.17921099513769
761,0.0003,930000,3.83,0.2,18244075380.0,0.9928719997406006,0.0,1130,-1.1920928955078125e-07,0.001098596,1221,8647277568.0,-144291.28812041,-0.0017505611408523691,-21.176201793551446
761,0.0003,940000,4.3,0.2,18912417756.0,0.992809534072876,0.0,1140,0.0,0.00075187406,1234,14808263680.0,-159916.93532437002,-0.0012767768013873138,-21.175005193054677
761,0.0003,950000,3.77,0.2,17784330772.8,0.9926847219467163,0.0,1150,-1.1920928955078125e-07,0.00079352636,1247,7864612352.0,-143307.44200270998,-0.0013786487479137577,-21.173545141518115
759,0.0003,960000,3.42,0.2,17045577732.0,0.9922492504119873,2.44140625e-05,1170,5.960464477539063e-08,0.0013495558,1264,11906148352.0,-136976.31592887998,-0.0021355285835852555,-21.167875637114047
759,0.0003,970000,3.97,0.2,20635261644.8,0.9921817183494568,0.0,1180,0.0,0.00073128316,1277,7897609216.0,-145109.50938062998,-0.0012434517357178265,-21.16545075774193
759,0.0003,980000,3.48,0.2,21199283206.4,0.9920690059661865,0.0,1190,0.0,0.0005297634,1289,12083097600.0,-139016.31037216002,-0.0009420830552244297,-21.164039473235608
760,0.0003,990000,3.91,0.2,21250883162.4,0.9918193221092224,0.0,1200,5.960464477539063e-08,0.0004352006,1302,13762816000.0,-145285.81595176,-0.00096590654393367,-21.16125882714987
757,0.0003,1000000,3.64,0.2,19491222409.6,0.9913371205329895,0.0,1220,0.0,0.00094358344,1319,5731639296.0,-138719.60563571999,-0.0015644266715753475,-21.154071335494518
