train/entropy_loss,train/n_updates,train/loss,train/clip_fraction,train/clip_range,rollout/ep_rew_mean,time/fps,train/approx_kl,train/value_loss,train/std,train/policy_gradient_loss,rollout/ep_len_mean,train/learning_rate,train/explained_variance,time/total_timesteps,time/time_elapsed
-12.694843693077564,390,857441152.0,0.0,0.2,-288785.95438532,1348,0.00080844236,1622229949.65,0.9915847778320312,-0.0014853700035018847,120.52,0.0003,5.960464477539063e-08,320000,237
-12.692756652086974,400,1137265920.0,0.0,0.2,-301346.93403894996,1350,0.0008820592,1774528113.15,0.9912835359573364,-0.0015087787185620982,128.11,0.0003,1.1920928955078125e-07,330000,244
-12.686867083609105,410,755538752.0,2.44140625e-05,0.2,-306833.1743379,1353,0.0014209473,1610544878.75,0.9902531504631042,-0.00205553269606753,135.48,0.0003,0.0,340000,251
-12.67973663508892,420,831934336.0,0.0,0.2,-316184.30742524,1355,0.00055479177,1716995108.8,0.9897421598434448,-0.0012724035506835208,139.8,0.0003,0.0,350000,258
-12.676283302158117,430,793901632.0,0.0,0.2,-303300.62026695,1357,0.00068809785,1537126541.95,0.9895050525665283,-0.0015752801018606988,141.49,0.0003,1.1920928955078125e-07,360000,265
-12.66995773240924,450,627480128.0,2.44140625e-05,0.2,-286045.7776933,1342,0.0012199931,1724846013.35,0.9886537194252014,-0.0017181626461933775,121.35,0.0003,0.0,370000,275
-12.668386699259282,460,1009973376.0,0.0,0.2,-259307.03001382004,1344,0.0005550133,1677238717.25,0.9888355731964111,-0.0013925230885433848,111.77,0.0003,0.0,380000,282
-12.66912026256323,470,657417920.0,0.00189208984375,0.2,-268121.98739615997,1347,0.0027775825,1619080316.4,0.9887850880622864,-0.003288670827896567,119.33,0.0003,-1.1920928955078125e-07,390000,289
-12.669856885820627,480,904497216.0,0.00018310546875,0.2,-268726.87808084994,1350,0.001579846,1637114871.65,0.989034116268158,-0.0020533577860987863,119.84,0.0003,0.0,400000,296
-12.66684986576438,500,856617856.0,0.0,0.2,-264756.80301765,1338,0.0005913584,1601482498.3,0.9884999394416809,-0.001486881902019377,119.63,0.0003,0.0,410000,306
-12.662354051321746,510,600733504.0,0.0,0.2,-304785.84190641006,1341,0.00071917794,1296696665.2,0.9877203702926636,-0.0012376945616779267,150.39,0.0003,0.0,420000,313
-12.655447572469711,520,872248128.0,0.0005126953125,0.2,-301390.22601519997,1343,0.0019783024,1434824395.9,0.9869487285614014,-0.0023404586806464065,147.87,0.0003,-1.1920928955078125e-07,430000,319
-12.647770581394434,530,637022336.0,0.0,0.2,-262560.07876512,1346,0.00086986984,1573580465.25,0.9860480427742004,-0.0014224811990061425,115.62,0.0003,-1.1920928955078125e-07,440000,326
-12.640089839696884,540,808841920.0,0.00040283203125,0.2,-271714.55335991,1349,0.0020565044,1608967172.9,0.98526930809021,-0.0024195415255235274,123.32,0.0003,5.960464477539063e-08,450000,333
-12.63776792138815,560,596131968.0,0.0001220703125,0.2,-263699.31988954,1338,0.0014644735,1383101878.0,0.9852564930915833,-0.0019956121055656694,125.09,0.0003,1.1920928955078125e-07,460000,343
-12.636310890316963,570,538439360.0,8.544921875e-05,0.2,-242269.53798083,1340,0.0011362596,1578206070.25,0.9852690100669861,-0.0017752992156601977,109.68,0.0003,0.0,470000,350
-12.636048417538404,580,863046976.0,0.00015869140625,0.2,-271256.07519615,1343,0.0015278369,1704162847.8,0.9851935505867004,-0.0022094889736763434,123.43,0.0003,0.0,480000,357
-12.634122764319182,590,726953344.0,0.0,0.2,-235456.60394043,1345,0.0010522635,1532892921.05,0.9848940372467041,-0.0015691820255597122,102.02,0.0003,0.0,490000,364
-12.62358216792345,610,782888640.0,0.00048828125,0.2,-268374.76512376,1336,0.001908828,1557217837.6,0.983479917049408,-0.0023390459706206456,119.58,0.0003,0.0,500000,374
-12.61978152319789,620,691569280.0,0.0002685546875,0.2,-231543.61672990996,1338,0.0015756438,1569198817.6,0.983450174331665,-0.001969164602269302,101.57,0.0003,0.0,510000,380
-12.619674879312516,630,631668480.0,4.8828125e-05,0.2,-269410.36707799,1341,0.0008421964,1496980950.85,0.9834785461425781,-0.0014659764667158016,127.8,0.0003,0.0,520000,387
-12.618613354116679,640,517947552.0,0.000146484375,0.2,-231870.11870171,1343,0.0016281223,1612504876.85,0.9832137227058411,-0.0019626344601419987,105.77,0.0003,-1.1920928955078125e-07,530000,394
-12.615879263728857,650,627763072.0,0.00010986328125,0.2,-249266.65695419998,1345,0.0011033948,1445677463.65,0.982880711555481,-0.0017129942767496686,116.02,0.0003,-1.1920928955078125e-07,540000,401
-12.60544473156333,670,870955776.0,7.32421875e-05,0.2,-258953.60595040998,1337,0.0014068021,1487442089.9,0.9814637303352356,-0.002177987630238931,121.98,0.0003,0.0,550000,411
-12.598505950719119,680,776789440.0,2.44140625e-05,0.2,-228799.71264489996,1339,0.001161981,1649451101.55,0.9809086322784424,-0.00180551394532813,104.63,0.0003,-1.1920928955078125e-07,560000,418
-12.59206663519144,690,820202944.0,1.220703125e-05,0.2,-228886.83715089998,1341,0.00078949705,1430087625.25,0.9800354838371277,-0.00161631670080169,102.6,0.0003,-1.1920928955078125e-07,570000,424
-12.586806684732437,700,834834112.0,0.00018310546875,0.2,-239022.91793011,1344,0.001512859,1735868994.15,0.9797404408454895,-0.002138910080520873,111.52,0.0003,1.1920928955078125e-07,580000,431
-12.578888487070799,720,873413568.0,1.220703125e-05,0.2,-228878.30073145998,1336,0.0008582569,1565152170.05,0.978710412979126,-0.001354275932044402,105.8,0.0003,0.0,590000,441
-12.57497197315097,730,618222592.0,3.662109375e-05,0.2,-243827.86327717002,1338,0.0010489523,1402617077.0,0.9785525798797607,-0.001675026660268486,116.65,0.0003,-1.1920928955078125e-07,600000,448
-12.57587650641799,740,674732032.0,0.0013671875,0.2,-220077.78130535,1340,0.002504532,1382761135.6,0.9788351058959961,-0.002778160033994936,108.24,0.0003,0.0,610000,455
-12.57788497209549,750,757660096.0,0.0001708984375,0.2,-256952.12925552,1342,0.0013600577,1538431039.7,0.979023277759552,-0.0017419996062017161,129.84,0.0003,5.960464477539063e-08,620000,461
-12.578426357358694,760,590554368.0,8.544921875e-05,0.2,-241645.87657101997,1343,0.0011656086,1352940218.3,0.9789886474609375,-0.0014900241290888515,118.77,0.0003,5.960464477539063e-08,630000,468
-12.573591037094593,780,729256192.0,0.0,0.2,-225102.6321172,1335,0.0007850379,1567098203.6,0.9783002138137817,-0.0015978337120031937,106.18,0.0003,0.0,640000,479
-12.569725077599287,790,610396672.0,0.0,0.2,-216282.05442851002,1336,0.0009460852,1542558781.75,0.9778570532798767,-0.0013163619820261373,99.08,0.0003,-1.1920928955078125e-07,650000,486
-12.567237296700478,800,739648640.0,0.000146484375,0.2,-222857.02966477,1337,0.0013350041,1345024781.5,0.9777122139930725,-0.0020366922014545706,111.82,0.0003,-1.1920928955078125e-07,660000,493
-12.568731824308633,810,693003328.0,0.00013427734375,0.2,-233107.45955635,1339,0.0013540813,1408034782.75,0.9782338738441467,-0.0017949941946426406,107.35,0.0003,-1.1920928955078125e-07,670000,500
-12.565272147953511,830,856629440.0,0.000341796875,0.2,-229611.09213057,1331,0.0014555226,1360759506.8,0.9776788353919983,-0.0025066277536097913,110.18,0.0003,0.0,680000,510
-12.562808373570443,840,692699392.0,0.00089111328125,0.2,-264463.91761232005,1333,0.0024235486,1306737954.1,0.9769747853279114,-0.00301443922562612,138.74,0.0003,-1.1920928955078125e-07,690000,517
-12.559109184145928,850,697649728.0,0.0005859375,0.2,-241367.69205486,1335,0.0016553155,1277761510.1,0.976868212223053,-0.0019002302571607288,128.3,0.0003,5.960464477539063e-08,700000,524
-12.556919676065444,860,671675456.0,8.544921875e-05,0.2,-246693.72607344002,1336,0.0011037872,1417136571.0,0.976508378982544,-0.0016590747485679459,124.62,0.0003,5.960464477539063e-08,710000,531
-12.554476027935744,870,570311360.0,0.00145263671875,0.2,-210146.33953283998,1338,0.0025879713,1308807785.05,0.976342499256134,-0.0026719451073404345,96.69,0.0003,5.960464477539063e-08,720000,537
-12.547479946166277,890,471311296.0,0.0,0.2,-224996.04960873004,1330,0.0008230067,1386601282.0,0.9757017493247986,-0.0015127348731766687,111.04,0.0003,-1.1920928955078125e-07,730000,548
-12.548346812278032,900,769483904.0,0.002294921875,0.2,-211596.29182379998,1332,0.0018172218,1461232867.1,0.9758281707763672,-0.0018339520747758797,101.98,0.0003,0.0,740000,555
-12.554211612045766,910,548535552.0,0.00037841796875,0.2,-206609.4526901,1333,0.0016908766,1351436577.0,0.9770491123199463,-0.0023613203831700956,98.32,0.0003,0.0,750000,562
-12.55761391222477,920,719129792.0,0.001220703125,0.2,-222679.17281820002,1334,0.0023776544,1425512300.45,0.9765021800994873,-0.0027023392924093058,111.46,0.0003,-1.1920928955078125e-07,760000,569
-12.555975488573313,930,858929984.0,0.00245361328125,0.2,-222407.13735423,1335,0.0027147585,1331597153.35,0.9767113924026489,-0.0027757190804550192,115.68,0.0003,0.0,770000,576
-12.55451927408576,950,707471104.0,0.00194091796875,0.2,-199883.39830444005,1328,0.0023032245,1368244133.15,0.9763919115066528,-0.0023248918672834407,100.68,0.0003,1.1920928955078125e-07,780000,587
-12.554805697500706,960,742036288.0,3.662109375e-05,0.2,-232127.20018521004,1330,0.0011130219,1412880199.65,0.9766344428062439,-0.0018192675950558623,113.57,0.0003,0.0,790000,593
-12.553434479236603,970,567558016.0,0.00023193359375,0.2,-221401.62140217007,1331,0.0013611735,1345529745.85,0.9760758876800537,-0.001789514698612038,108.6,0.0003,0.0,800000,600
-12.553514179587363,980,719591488.0,0.0017333984375,0.2,-224180.15348693996,1333,0.0018157884,1442699285.3,0.9767045974731445,-0.0021673965802619932,111.58,0.0003,0.0,810000,607
-12.560394363850355,1000,745276608.0,0.00228271484375,0.2,-215263.14594865002,1327,0.0022349712,1492758939.0,0.9773290157318115,-0.002583147596578783,99.69,0.0003,-1.1920928955078125e-07,820000,617
-12.563386093080045,1010,499230592.0,0.00048828125,0.2,-198183.41935941,1329,0.0014624458,1400722641.85,0.977611243724823,-0.0018522979067711275,94.89,0.0003,5.960464477539063e-08,830000,624
-12.563060837239027,1020,748191296.0,0.00147705078125,0.2,-221608.27349086004,1330,0.002517561,1418376032.85,0.9772440791130066,-0.0026721571004600262,110.57,0.0003,0.0,840000,631
-12.55934027954936,1030,569259072.0,0.0001953125,0.2,-223822.74148904003,1331,0.0011531461,1285126570.2,0.9768573045730591,-0.0015373939700111805,112.31,0.0003,5.960464477539063e-08,850000,638
-12.55306310877204,1040,659803008.0,0.0003173828125,0.2,-181413.27314375996,1333,0.0013539672,1387612016.1,0.9758864641189575,-0.002230144698660297,86.54,0.0003,0.0,860000,645
-12.539099168032408,1060,855732736.0,0.000146484375,0.2,-204792.14217027999,1327,0.0016128164,1362152239.65,0.9745886325836182,-0.002317076834515319,103.03,0.0003,0.0,870000,655
-12.534758831560612,1070,815048128.0,0.002978515625,0.2,-225324.80854165004,1328,0.0027219215,1298674261.35,0.9741765260696411,-0.0030298156043500057,114.51,0.0003,0.0,880000,662
-12.531066073477268,1080,739992640.0,0.001123046875,0.2,-210879.95092691,1330,0.0020656898,1337649567.1,0.9738194346427917,-0.0028037549956934525,110.51,0.0003,0.0,890000,669
-12.527017462998629,1090,607058944.0,0.003515625,0.2,-190609.24212957,1331,0.0026492232,1276116772.3,0.9732229709625244,-0.0026306883146389737,100.25,0.0003,5.960464477539063e-08,900000,675
-12.513597054034472,1110,991020608.0,0.00084228515625,0.2,-188354.72964137004,1326,0.001889284,1582238776.75,0.972026526927948,-0.0024419569948804566,85.21,0.0003,0.0,910000,685
-12.513350079953671,1120,578150976.0,0.00106201171875,0.2,-211244.16782473002,1327,0.0017195321,1478922535.05,0.9721409678459167,-0.0024230472787166945,103.9,0.0003,5.960464477539063e-08,920000,692
-12.510586202144623,1130,822205056.0,0.00126953125,0.2,-201356.67019471002,1329,0.002099004,1466714983.1,0.9714611768722534,-0.0023871318568126298,98.83,0.0003,0.0,930000,699
-12.506710744649173,1140,773253824.0,0.00467529296875,0.2,-204016.32241806,1330,0.002580721,1219332984.0,0.9713057279586792,-0.003529791932669468,104.69,0.0003,0.0,940000,706
-12.50338891595602,1150,786268672.0,0.00057373046875,0.2,-208024.33882136003,1331,0.0014562819,1418931233.8,0.9707664847373962,-0.0023086261435310007,108.81,0.0003,0.0,950000,713
-12.503257977962495,1170,697213824.0,0.00152587890625,0.2,-209565.74066461998,1326,0.0024779956,1422541779.7,0.9710078835487366,-0.0024660244946062447,100.89,0.0003,5.960464477539063e-08,960000,723
-12.499377433955669,1180,714556672.0,9.765625e-05,0.2,-200298.06491011998,1328,0.0010405085,1484191966.45,0.9702738523483276,-0.0015738381026494607,94.43,0.0003,-1.1920928955078125e-07,970000,730
-12.492581925541163,1190,591776384.0,0.00052490234375,0.2,-211023.36264558,1329,0.0014771621,1323787515.15,0.9694923758506775,-0.002318412548629567,107.38,0.0003,1.1920928955078125e-07,980000,737
-12.488602586090565,1200,595358144.0,1.220703125e-05,0.2,-208738.78202541004,1330,0.0010962037,1337137385.0,0.9694435596466064,-0.0019828444857921566,108.15,0.0003,-1.1920928955078125e-07,990000,744
-12.48243127837777,1220,648088640.0,0.00086669921875,0.2,-235557.96640152,1326,0.0019426516,998209226.1,0.9687743782997131,-0.0024845816782544717,136.01,0.0003,0.0,1000000,753
