Logging to training_default_logs/5_robots/logs/PPO_set2
-----------------------------------------
| rollout/                |             |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.00178    |
|    std                  | 0.999       |
|    value_loss           | 7.99e+09    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 30.3         |
|    ep_rew_mean          | -2.09e+05    |
| time/                   |              |
|    fps                  | 614          |
|    time_elapsed         | 81           |
|    total_timesteps      | 50000        |
| train/                  |              |
|    approx_kl            | 0.0008348791 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.3        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 3.23e+09     |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00156     |
|    std                  | 0.999        |
|    value_loss           | 7.43e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 29.2         |
|    ep_rew_mean          | -2.05e+05    |
| time/                   |              |
|    fps                  | 621          |
|    time_elapsed         | 96           |
|    total_timesteps      | 60000        |
| train/                  |              |
|    approx_kl            | 0.0007353823 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.3        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 4.23e+09     |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.00149     |
|    std                  | 0.999        |
|    value_loss           | 7.85e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 28.8          |
|    ep_rew_mean          | -1.92e+05     |
| time/                   |               |
|    fps                  | 628           |
|    time_elapsed         | 111           |
|    total_timesteps      | 70000         |
| train/                  |               |
|    approx_kl            | 0.00073843624 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.3         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 3.34e+09      |
|    n_updates            | 80            |
|    policy_gradient_loss | -0.00154      |
|    std                  | 0.999         |
|    value_loss           | 7.93e+09      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 29.8          |
|    ep_rew_mean          | -1.98e+05     |
| time/                   |               |
|    fps                  | 632           |
|    time_elapsed         | 126           |
|    total_timesteps      | 80000         |
| train/                  |               |
|    approx_kl            | 0.00038585367 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.3         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 3.8e+09       |
|    n_updates            | 90            |
|    policy_gradient_loss | -0.000865     |
|    std                  | 0.999         |
|    value_loss           | 7.7e+09       |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.4         |
|    ep_rew_mean          | -1.82e+05    |
| time/                   |              |
|    fps                  | 635          |
|    time_elapsed         | 141          |
|    total_timesteps      | 90000        |
| train/                  |              |
|    approx_kl            | 0.0004847041 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.64e+09     |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.00119     |
|    std                  | 0.999        |
|    value_loss           | 7.57e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 28.4          |
|    ep_rew_mean          | -1.89e+05     |
| time/                   |               |
|    fps                  | 611           |
|    time_elapsed         | 163           |
|    total_timesteps      | 100000        |
| train/                  |               |
|    approx_kl            | 0.00038608362 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.3         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 3.7e+09       |
|    n_updates            | 120           |
|    policy_gradient_loss | -0.000938     |
|    std                  | 0.999         |
|    value_loss           | 7.57e+09      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 27.6          |
|    ep_rew_mean          | -1.91e+05     |
| time/                   |               |
|    fps                  | 616           |
|    time_elapsed         | 178           |
|    total_timesteps      | 110000        |
| train/                  |               |
|    approx_kl            | 0.00039758443 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.3         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 3.9e+09       |
|    n_updates            | 130           |
|    policy_gradient_loss | -0.000935     |
|    std                  | 0.999         |
|    value_loss           | 7.92e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 27.2         |
|    ep_rew_mean          | -1.93e+05    |
| time/                   |              |
|    fps                  | 620          |
|    time_elapsed         | 193          |
|    total_timesteps      | 120000       |
| train/                  |              |
|    approx_kl            | 0.0004976362 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.93e+09     |
|    n_updates            | 140          |
|    policy_gradient_loss | -0.00121     |
|    std                  | 0.999        |
|    value_loss           | 7.97e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 26.3          |
|    ep_rew_mean          | -1.89e+05     |
| time/                   |               |
|    fps                  | 623           |
|    time_elapsed         | 208           |
|    total_timesteps      | 130000        |
| train/                  |               |
|    approx_kl            | 0.00024911284 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.3         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 3.59e+09      |
|    n_updates            | 150           |
|    policy_gradient_loss | -0.000787     |
|    std                  | 0.999         |
|    value_loss           | 7.63e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 28.8         |
|    ep_rew_mean          | -1.95e+05    |
| time/                   |              |
|    fps                  | 619          |
|    time_elapsed         | 225          |
|    total_timesteps      | 140000       |
| train/                  |              |
|    approx_kl            | 0.0006085784 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.58e+09     |
|    n_updates            | 170          |
|    policy_gradient_loss | -0.00138     |
|    std                  | 0.999        |
|    value_loss           | 8.07e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 28            |
|    ep_rew_mean          | -1.92e+05     |
| time/                   |               |
|    fps                  | 630           |
|    time_elapsed         | 237           |
|    total_timesteps      | 150000        |
| train/                  |               |
|    approx_kl            | 0.00032840366 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.3         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 3.7e+09       |
|    n_updates            | 180           |
|    policy_gradient_loss | -0.000829     |
|    std                  | 0.999         |
|    value_loss           | 7.64e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 29           |
|    ep_rew_mean          | -1.98e+05    |
| time/                   |              |
|    fps                  | 640          |
|    time_elapsed         | 249          |
|    total_timesteps      | 160000       |
| train/                  |              |
|    approx_kl            | 0.0007194432 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 4.53e+09     |
|    n_updates            | 190          |
|    policy_gradient_loss | -0.00145     |
|    std                  | 0.999        |
|    value_loss           | 7.85e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 30.4         |
|    ep_rew_mean          | -2.03e+05    |
| time/                   |              |
|    fps                  | 649          |
|    time_elapsed         | 261          |
|    total_timesteps      | 170000       |
| train/                  |              |
|    approx_kl            | 0.0003253749 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.3        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 4.22e+09     |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.000835    |
|    std                  | 0.999        |
|    value_loss           | 7.87e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 29.2          |
|    ep_rew_mean          | -1.98e+05     |
| time/                   |               |
|    fps                  | 658           |
|    time_elapsed         | 273           |
|    total_timesteps      | 180000        |
| train/                  |               |
|    approx_kl            | 0.00072241377 |
|    clip_fraction        | 1.22e-05      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.3         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 3.72e+09      |
|    n_updates            | 210           |
|    policy_gradient_loss | -0.00155      |
|    std                  | 0.999         |
|    value_loss           | 7.69e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24           |
|    ep_rew_mean          | -1.66e+05    |
| time/                   |              |
|    fps                  | 654          |
|    time_elapsed         | 290          |
|    total_timesteps      | 190000       |
| train/                  |              |
|    approx_kl            | 0.0004916651 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.45e+09     |
|    n_updates            | 230          |
|    policy_gradient_loss | -0.00118     |
|    std                  | 0.999        |
|    value_loss           | 7.3e+09      |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 28            |
|    ep_rew_mean          | -1.92e+05     |
| time/                   |               |
|    fps                  | 661           |
|    time_elapsed         | 302           |
|    total_timesteps      | 200000        |
| train/                  |               |
|    approx_kl            | 0.00031341994 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.3         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 3.62e+09      |
|    n_updates            | 240           |
|    policy_gradient_loss | -0.00078      |
|    std                  | 0.998         |
|    value_loss           | 7.11e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 28.3         |
|    ep_rew_mean          | -1.86e+05    |
| time/                   |              |
|    fps                  | 668          |
|    time_elapsed         | 314          |
|    total_timesteps      | 210000       |
| train/                  |              |
|    approx_kl            | 0.0004799747 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.84e+09     |
|    n_updates            | 250          |
|    policy_gradient_loss | -0.00111     |
|    std                  | 0.998        |
|    value_loss           | 7.47e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 28.6          |
|    ep_rew_mean          | -1.89e+05     |
| time/                   |               |
|    fps                  | 674           |
|    time_elapsed         | 325           |
|    total_timesteps      | 220000        |
| train/                  |               |
|    approx_kl            | 0.00045875428 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.3         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 3.57e+09      |
|    n_updates            | 260           |
|    policy_gradient_loss | -0.00103      |
|    std                  | 0.998         |
|    value_loss           | 7.43e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 22.6         |
|    ep_rew_mean          | -1.65e+05    |
| time/                   |              |
|    fps                  | 670          |
|    time_elapsed         | 342          |
|    total_timesteps      | 230000       |
| train/                  |              |
|    approx_kl            | 0.0005652073 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.53e+09     |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.00125     |
|    std                  | 0.998        |
|    value_loss           | 7.49e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 27.9          |
|    ep_rew_mean          | -1.81e+05     |
| time/                   |               |
|    fps                  | 676           |
|    time_elapsed         | 354           |
|    total_timesteps      | 240000        |
| train/                  |               |
|    approx_kl            | 0.00043924013 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.3         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 3.66e+09      |
|    n_updates            | 290           |
|    policy_gradient_loss | -0.00106      |
|    std                  | 0.998         |
|    value_loss           | 7.4e+09       |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.9         |
|    ep_rew_mean          | -1.69e+05    |
| time/                   |              |
|    fps                  | 682          |
|    time_elapsed         | 366          |
|    total_timesteps      | 250000       |
| train/                  |              |
|    approx_kl            | 0.0007166532 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.93e+09     |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.00137     |
|    std                  | 0.998        |
|    value_loss           | 6.96e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 30.9         |
|    ep_rew_mean          | -1.96e+05    |
| time/                   |              |
|    fps                  | 687          |
|    time_elapsed         | 378          |
|    total_timesteps      | 260000       |
| train/                  |              |
|    approx_kl            | 0.0007308251 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.3        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 3.91e+09     |
|    n_updates            | 310          |
|    policy_gradient_loss | -0.00148     |
|    std                  | 0.998        |
|    value_loss           | 7.21e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 26.6          |
|    ep_rew_mean          | -1.79e+05     |
| time/                   |               |
|    fps                  | 691           |
|    time_elapsed         | 390           |
|    total_timesteps      | 270000        |
| train/                  |               |
|    approx_kl            | 0.00064571376 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.3         |
|    explained_variance   | 1.19e-07      |
|    learning_rate        | 0.0003        |
|    loss                 | 3.45e+09      |
|    n_updates            | 320           |
|    policy_gradient_loss | -0.00127      |
|    std                  | 0.998         |
|    value_loss           | 7.09e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.4         |
|    ep_rew_mean          | -1.7e+05     |
| time/                   |              |
|    fps                  | 687          |
|    time_elapsed         | 407          |
|    total_timesteps      | 280000       |
| train/                  |              |
|    approx_kl            | 0.0003316272 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.75e+09     |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.000977    |
|    std                  | 0.998        |
|    value_loss           | 7.33e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 24.5          |
|    ep_rew_mean          | -1.67e+05     |
| time/                   |               |
|    fps                  | 691           |
|    time_elapsed         | 419           |
|    total_timesteps      | 290000        |
| train/                  |               |
|    approx_kl            | 0.00050989224 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.3         |
|    explained_variance   | -1.19e-07     |
|    learning_rate        | 0.0003        |
|    loss                 | 3.89e+09      |
|    n_updates            | 350           |
|    policy_gradient_loss | -0.00103      |
|    std                  | 0.998         |
|    value_loss           | 7.25e+09      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 30.2          |
|    ep_rew_mean          | -1.91e+05     |
| time/                   |               |
|    fps                  | 695           |
|    time_elapsed         | 431           |
|    total_timesteps      | 300000        |
| train/                  |               |
|    approx_kl            | 0.00092028966 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.3         |
|    explained_variance   | -1.19e-07     |
|    learning_rate        | 0.0003        |
|    loss                 | 3.82e+09      |
|    n_updates            | 360           |
|    policy_gradient_loss | -0.00163      |
|    std                  | 0.998         |
|    value_loss           | 6.84e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.9         |
|    ep_rew_mean          | -1.63e+05    |
| time/                   |              |
|    fps                  | 699          |
|    time_elapsed         | 443          |
|    total_timesteps      | 310000       |
| train/                  |              |
|    approx_kl            | 0.0004968343 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.3        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 3.6e+09      |
|    n_updates            | 370          |
|    policy_gradient_loss | -0.00113     |
|    std                  | 0.998        |
|    value_loss           | 7.06e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 28.6         |
|    ep_rew_mean          | -1.88e+05    |
| time/                   |              |
|    fps                  | 694          |
|    time_elapsed         | 460          |
|    total_timesteps      | 320000       |
| train/                  |              |
|    approx_kl            | 0.0002789817 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.2        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.51e+09     |
|    n_updates            | 390          |
|    policy_gradient_loss | -0.000944    |
|    std                  | 0.997        |
|    value_loss           | 7.2e+09      |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 26.4          |
|    ep_rew_mean          | -1.8e+05      |
| time/                   |               |
|    fps                  | 698           |
|    time_elapsed         | 472           |
|    total_timesteps      | 330000        |
| train/                  |               |
|    approx_kl            | 0.00048304035 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.2         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 4.06e+09      |
|    n_updates            | 400           |
|    policy_gradient_loss | -0.00109      |
|    std                  | 0.997         |
|    value_loss           | 7.4e+09       |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 27.2         |
|    ep_rew_mean          | -1.78e+05    |
| time/                   |              |
|    fps                  | 701          |
|    time_elapsed         | 484          |
|    total_timesteps      | 340000       |
| train/                  |              |
|    approx_kl            | 0.0005204501 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.2        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.2e+09      |
|    n_updates            | 410          |
|    policy_gradient_loss | -0.00119     |
|    std                  | 0.997        |
|    value_loss           | 7.07e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 26.4          |
|    ep_rew_mean          | -1.71e+05     |
| time/                   |               |
|    fps                  | 704           |
|    time_elapsed         | 496           |
|    total_timesteps      | 350000        |
| train/                  |               |
|    approx_kl            | 0.00020912994 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.2         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 3.44e+09      |
|    n_updates            | 420           |
|    policy_gradient_loss | -0.000673     |
|    std                  | 0.997         |
|    value_loss           | 6.81e+09      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 26.6          |
|    ep_rew_mean          | -1.74e+05     |
| time/                   |               |
|    fps                  | 707           |
|    time_elapsed         | 508           |
|    total_timesteps      | 360000        |
| train/                  |               |
|    approx_kl            | 0.00067604426 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.2         |
|    explained_variance   | -1.19e-07     |
|    learning_rate        | 0.0003        |
|    loss                 | 3.07e+09      |
|    n_updates            | 430           |
|    policy_gradient_loss | -0.00129      |
|    std                  | 0.997         |
|    value_loss           | 7.08e+09      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 24.9          |
|    ep_rew_mean          | -1.64e+05     |
| time/                   |               |
|    fps                  | 703           |
|    time_elapsed         | 525           |
|    total_timesteps      | 370000        |
| train/                  |               |
|    approx_kl            | 0.00035555754 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.2         |
|    explained_variance   | 1.19e-07      |
|    learning_rate        | 0.0003        |
|    loss                 | 3.22e+09      |
|    n_updates            | 450           |
|    policy_gradient_loss | -0.000795     |
|    std                  | 0.997         |
|    value_loss           | 6.68e+09      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 26.8          |
|    ep_rew_mean          | -1.77e+05     |
| time/                   |               |
|    fps                  | 706           |
|    time_elapsed         | 537           |
|    total_timesteps      | 380000        |
| train/                  |               |
|    approx_kl            | 0.00073281385 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.2         |
|    explained_variance   | 1.19e-07      |
|    learning_rate        | 0.0003        |
|    loss                 | 2.66e+09      |
|    n_updates            | 460           |
|    policy_gradient_loss | -0.00141      |
|    std                  | 0.997         |
|    value_loss           | 6.74e+09      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 25.4          |
|    ep_rew_mean          | -1.69e+05     |
| time/                   |               |
|    fps                  | 709           |
|    time_elapsed         | 549           |
|    total_timesteps      | 390000        |
| train/                  |               |
|    approx_kl            | 0.00029768515 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.2         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 3.42e+09      |
|    n_updates            | 470           |
|    policy_gradient_loss | -0.000811     |
|    std                  | 0.997         |
|    value_loss           | 6.9e+09       |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 27.8         |
|    ep_rew_mean          | -1.79e+05    |
| time/                   |              |
|    fps                  | 711          |
|    time_elapsed         | 561          |
|    total_timesteps      | 400000       |
| train/                  |              |
|    approx_kl            | 0.0006348663 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.2        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.48e+09     |
|    n_updates            | 480          |
|    policy_gradient_loss | -0.00141     |
|    std                  | 0.997        |
|    value_loss           | 7.02e+09     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.1         |
|    ep_rew_mean          | -1.64e+05    |
| time/                   |              |
|    fps                  | 708          |
|    time_elapsed         | 578          |
|    total_timesteps      | 410000       |
| train/                  |              |
|    approx_kl            | 0.0008936465 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.2        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0003       |
|    loss                 | 3.33e+09     |
|    n_updates            | 500          |
|    policy_gradient_loss | -0.00164     |
|    std                  | 0.996        |
|    value_loss           | 6.7e+09      |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 24            |
|    ep_rew_mean          | -1.63e+05     |
| time/                   |               |
|    fps                  | 711           |
|    time_elapsed         | 590           |
|    total_timesteps      | 420000        |
| train/                  |               |
|    approx_kl            | 0.00043200928 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.2         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 3.59e+09      |
|    n_updates            | 510           |
|    policy_gradient_loss | -0.00103      |
|    std                  | 0.996         |
|    value_loss           | 6.97e+09      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 24.5          |
|    ep_rew_mean          | -1.68e+05     |
| time/                   |               |
|    fps                  | 713           |
|    time_elapsed         | 602           |
|    total_timesteps      | 430000        |
| train/                  |               |
|    approx_kl            | 0.00042939518 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.2         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 3.32e+09      |
|    n_updates            | 520           |
|    policy_gradient_loss | -0.00104      |
|    std                  | 0.996         |
|    value_loss           | 6.63e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 22.4         |
|    ep_rew_mean          | -1.51e+05    |
| time/                   |              |
|    fps                  | 716          |
|    time_elapsed         | 614          |
|    total_timesteps      | 440000       |
| train/                  |              |
|    approx_kl            | 0.0005704869 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -21.2        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 3.48e+09     |
|    n_updates            | 530          |
|    policy_gradient_loss | -0.00111     |
|    std                  | 0.996        |
|    value_loss           | 6.66e+09     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 25.4          |
|    ep_rew_mean          | -1.66e+05     |
| time/                   |               |
|    fps                  | 718           |
|    time_elapsed         | 626           |
|    total_timesteps      | 450000        |
| train/                  |               |
|    approx_kl            | 0.00060515583 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.2         |
|    explained_variance   | 0             |
|    learning_rate        | 0.0003        |
|    loss                 | 3.39e+09      |
|    n_updates            | 540           |
|    policy_gradient_loss | -0.00109      |
|    std                  | 0.996         |
|    value_loss           | 6.83e+09      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 23.4         |
|    ep_rew_mean          | -1.59e+05    |
| time/                   |              |
|    fps                  | 715          |
