train/ent_coef,time/episodes,train/critic_loss,train/learning_rate,rollout/ep_len_mean,train/n_updates,time/time_elapsed,time/fps,train/actor_loss,time/total_timesteps,train/ent_coef_loss,rollout/ep_rew_mean
22.02602195739746,4869,2772857856.0,0.0055,158.52,162474,2687,241,469354.3125,650000,8.039175033569336,-3440890.6777125197
473.5600891113281,4906,1801885056.0,0.0055,197.82,164974,2732,241,519848.90625,660000,-1.8225576877593994,-4764270.15988409
252.8521728515625,4999,2861943808.0,0.0055,128.07,167474,2776,241,638836.25,670000,4.158072471618652,-2492646.1050444604
2181.3369140625,5134,4181656064.0,0.0055,78.27,169974,2821,241,627933.5,680000,83.46058654785156,-1291363.42016539
93.99624633789062,5357,4514534400.0,0.0055,36.07,172474,2865,240,492362.34375,690000,14.157755851745605,-342960.77845882997
26027.01171875,5434,38898417664.0,0.0055,103.35,174974,2910,240,845447.875,700000,146.50180053710938,-2473152.54676927
2723.4794921875,5562,13733840896.0,0.0055,75.08,177474,2954,240,1022804.4375,710000,148.5087890625,-524803.52432463
81.84526824951172,5620,1215854464.0,0.0055,130.99,179974,2999,240,717024.875,720000,66.57815551757812,-1567133.81382341
44.537078857421875,5781,1696697984.0,0.0055,36.94,182474,3044,239,670031.375,730000,-33.977783203125,-763076.2634509201
10.89140796661377,5897,1606451968.0,0.0055,90.1,184974,3088,239,436103.96875,740000,8.917523384094238,-1578581.35539968
14310.345703125,6085,161360674816.0,0.0055,52.48,187474,3133,239,1413867.0,750000,-319.34356689453125,-1129869.5676698303
77408.6640625,6162,310317121536.0,0.0055,110.77,189974,3177,239,1359745.125,760000,213.85081481933594,-2224702.17103122
10760.3232421875,6258,33326137344.0,0.0055,102.74,192474,3221,238,1984680.5,770000,130.54653930664062,-807924.38410203
1711.8372802734375,6356,9518084096.0,0.0055,102.26,194974,3266,238,1625441.0,780000,70.29013061523438,-845871.50155403
392.2459411621094,6433,15422795776.0,0.0055,134.36,197474,3310,238,1248829.625,790000,53.104366302490234,-2032763.38875652
331.5814514160156,6490,3034151936.0,0.0055,138.13,199974,3355,238,923840.25,800000,60.06078338623047,-2640493.1770534404
16.68084716796875,6576,4142967296.0,0.0055,114.45,202474,3399,238,583360.25,810000,9.874489784240723,-2154284.53711649
29.081748962402344,6631,971139712.0,0.0055,148.9,204974,3443,238,488022.375,820000,-17.60027313232422,-2848381.65873989
23443.271484375,6728,205953318912.0,0.0055,119.3,207474,3488,237,1793444.5,830000,-278.59625244140625,-3046609.9526891704
43815.51171875,6836,116384448512.0,0.0055,97.94,209974,3532,237,2055076.375,840000,194.02914428710938,-1451031.68388651
75586.953125,6914,520081145856.0,0.0055,124.99,212474,3576,237,3898072.5,850000,-3.5418567657470703,-2114209.45553213
74413.3046875,7029,892632956928.0,0.0055,88.61,214974,3621,237,4323509.0,860000,-139.36083984375,-1067738.10128947
77057.7734375,7158,415360024576.0,0.0055,67.22,217474,3665,237,3512781.0,870000,210.5760498046875,-902005.0022213
33173.6953125,7251,266494492672.0,0.0055,98.25,219974,3710,237,5325146.0,880000,54.683563232421875,-2009618.7622031302
21867.9375,7345,268251070464.0,0.0055,96.32,222474,3754,237,4989586.0,890000,73.00938415527344,-2079612.72287082
2646.716064453125,7477,238439038976.0,0.0055,78.86,224974,3798,236,5600863.5,900000,53.075931549072266,-1527537.49055679
12407.1982421875,7644,237475528704.0,0.0055,62.37,227474,3843,236,4330462.0,910000,87.04075622558594,-1622194.16510787
74306.859375,7731,729855098880.0,0.0055,114.75,229974,3887,236,5620016.5,920000,-49.55303955078125,-2695254.87017689
877869.375,7795,85037970096128.0,0.0055,149.69,232474,3932,236,20122160.0,930000,-80.38975524902344,-2781228.28190636
14115.4619140625,7926,1554768461824.0,0.0055,59.17,234974,3976,236,9881914.0,940000,171.50889587402344,-789137.7139922898
156.60589599609375,8050,206408974336.0,0.0055,91.98,237474,4021,236,8720583.0,950000,51.776832580566406,-2489111.1957040797
2364.057373046875,8239,793779109888.0,0.0055,58.7,239974,4065,236,8173463.0,960000,-307.98309326171875,-1554329.9440017904
66677.8359375,8402,1855774261248.0,0.0055,73.94,242474,4110,236,9681550.0,970000,-100.72900390625,-1575112.8820609697
391058.5625,8493,19824245735424.0,0.0055,100.27,244974,4154,235,15960730.0,980000,-60.76252746582031,-1672083.94173808
16053.197265625,8626,1287077494784.0,0.0055,73.1,247474,4199,235,11663274.0,990000,130.1480712890625,-557410.7804810201
493.9781494140625,8830,757151301632.0,0.0055,46.68,249974,4243,235,9328461.0,1000000,-415.5283203125,-911349.5411635301
