train/critic_loss,time/episodes,time/total_timesteps,train/ent_coef,train/ent_coef_loss,rollout/ep_rew_mean,train/learning_rate,time/fps,rollout/ep_len_mean,train/n_updates,time/time_elapsed,train/actor_loss
11453.4013671875,37725,450000,364.21112060546875,-1.638655185699463,-960087.7954851299,0.0003,180,68.52,112474,2492,286821.4375
13670.5078125,38275,460000,358.4642028808594,1.737717628479004,-318576.99538772,0.0003,180,16.11,114974,2549,321798.75
13665.97265625,39822,470000,316.3188171386719,-1.4488188028335571,-117921.62821204,0.0003,180,5.75,117474,2607,339920.28125
11729.09375,41686,480000,300.2276916503906,-1.9503893852233887,-112953.67248216999,0.0003,179,5.22,119974,2667,344327.875
10886.2724609375,43620,490000,290.9404602050781,-2.443544864654541,-111850.63522369001,0.0003,179,5.15,122474,2726,347590.84375
10746.5,45559,500000,277.0367736816406,0.4732394814491272,-111728.59709072999,0.0003,179,5.16,124974,2785,337535.96875
9714.3310546875,47439,510000,259.4953308105469,0.1739235669374466,-117193.71399784999,0.0003,179,5.58,127474,2844,339372.75
8209.6455078125,49160,520000,244.616455078125,0.7031601667404175,-122276.70658218002,0.0003,179,6.15,129974,2903,332745.875
9229.4013671875,50777,530000,244.21273803710938,2.0111122131347656,-122522.92907059,0.0003,178,6.13,132474,2962,361678.84375
9779.8994140625,52455,540000,247.79501342773438,-0.9516974687576294,-117416.33104730998,0.0003,178,5.59,134974,3021,354398.9375
8720.6357421875,54220,550000,246.7989501953125,0.6948506832122803,-118903.22789961999,0.0003,178,5.79,137474,3079,336064.8125
7140.31640625,56012,560000,232.61842346191406,-1.9472357034683228,-116487.67590471997,0.0003,178,5.66,139974,3138,296587.34375
8087.0859375,57782,570000,225.3812255859375,-2.4609944820404053,-115256.77720659999,0.0003,178,5.56,142474,3197,318903.0625
6301.015625,59549,580000,220.3885040283203,-0.38548117876052856,-116592.62350652,0.0003,178,5.68,144974,3256,327765.0
5374.25732421875,61277,590000,210.96368408203125,-1.2344688177108765,-119018.27661314998,0.0003,177,5.91,147474,3314,288128.625
6124.9765625,62965,600000,204.99432373046875,1.3159886598587036,-120196.85583133997,0.0003,177,6.03,149974,3375,298649.96875
5425.013671875,64617,610000,194.96897888183594,-2.041541576385498,-120823.49520148,0.0003,177,6.12,152474,3436,272225.25
5140.5888671875,66217,620000,191.4348602294922,-0.7269617319107056,-122210.33703184001,0.0003,177,6.26,154974,3496,262693.8125
5298.94873046875,67791,630000,186.34771728515625,-0.1731814444065094,-123925.87659762999,0.0003,177,6.42,157474,3556,294967.75
4555.349609375,69363,640000,184.19725036621094,-0.5684294700622559,-123058.75531615,0.0003,177,6.33,159974,3615,274384.625
4562.970703125,70951,650000,178.7876434326172,1.432207465171814,-121509.70757687998,0.0003,176,6.21,162474,3675,292064.96875
4503.80908203125,72562,660000,177.00718688964844,-0.811416506767273,-120918.84135609,0.0003,176,6.17,164974,3735,249531.984375
4722.02001953125,74202,670000,175.57913208007812,-0.3366515040397644,-119888.5361268,0.0003,176,6.07,167474,3795,303701.5625
4482.04541015625,75847,680000,173.46847534179688,1.280782699584961,-120640.47494924002,0.0003,176,6.12,169974,3855,283566.15625
4695.94140625,77536,690000,169.117431640625,0.19589534401893616,-117259.73165372999,0.0003,176,5.84,172474,3915,262398.8125
4136.08837890625,79254,700000,165.25599670410156,0.735375702381134,-114636.01613735,0.0003,176,5.68,174974,3974,261865.5
3905.40185546875,81016,710000,164.84085083007812,0.4264907240867615,-116206.78028605999,0.0003,175,5.66,177474,4034,249171.15625
5015.60595703125,82844,720000,165.8565216064453,-2.127501964569092,-113500.34229509,0.0003,175,5.43,179974,4094,275935.6875
4449.35302734375,84709,730000,165.53628540039062,-0.3912433981895447,-111682.21089909,0.0003,175,5.27,182474,4154,289454.34375
4307.52685546875,86591,740000,163.19276428222656,-0.24872276186943054,-110549.08546125,0.0003,175,5.21,184974,4214,271977.0625
4074.78271484375,88497,750000,160.216064453125,0.019721992313861847,-110671.86147355002,0.0003,175,5.26,187474,4275,256466.59375
3416.83056640625,90433,760000,158.33596801757812,1.6663172245025635,-106376.74819772999,0.0003,175,5.08,189974,4335,206350.90625
3300.65185546875,92212,770000,156.4071502685547,-0.6482325792312622,-104115.13513062001,0.0003,175,5.01,192474,4395,249012.25
3748.00341796875,94157,780000,158.85134887695312,1.0824579000473022,-110675.07175364999,0.0003,175,6.6,194974,4454,250145.671875
3485.44970703125,96150,790000,157.2048797607422,-0.2932761311531067,-100203.93108907001,0.0003,174,5.09,197474,4514,241496.609375
4110.61083984375,98137,800000,157.0349578857422,-0.10559289157390594,-99814.73223309,0.0003,174,5.0,199974,4573,242126.53125
3148.760986328125,100137,810000,156.68296813964844,0.7478620409965515,-99834.89734302003,0.0003,174,5.0,202474,4631,215331.03125
3398.94091796875,102133,820000,155.82955932617188,0.11660806834697723,-99831.03403464,0.0003,174,5.0,204974,4691,219351.3125
3319.95361328125,104133,830000,150.88113403320312,0.18163374066352844,-99855.7503386,0.0003,174,5.0,207474,4750,219426.78125
3624.9189453125,106133,840000,146.13926696777344,-1.2659534215927124,-99861.97151083002,0.0003,174,5.0,209974,4809,248522.09375
3900.2138671875,108132,850000,145.4801483154297,0.45039817690849304,-99886.02276376,0.0003,174,5.01,212474,4868,229235.421875
3726.70947265625,110132,860000,141.2803955078125,1.1927754878997803,-99876.33794384002,0.0003,174,5.01,214974,4927,220550.46875
3677.917724609375,112130,870000,136.7123565673828,0.21596570312976837,-99866.09985832997,0.0003,174,5.0,217474,4986,223940.09375
3333.051025390625,114130,880000,131.32485961914062,-0.8967163562774658,-99843.87249198002,0.0003,174,5.0,219974,5036,223965.296875
2872.2255859375,116127,890000,129.81040954589844,0.3864746391773224,-99840.29012774,0.0003,174,5.01,222474,5087,219308.484375
3132.48779296875,118123,900000,127.34415435791016,1.89491605758667,-99829.96162313997,0.0003,175,5.01,224974,5137,203763.796875
3470.7021484375,120116,910000,126.71378326416016,-0.7533148527145386,-99807.06646223999,0.0003,175,5.01,227474,5188,242308.578125
2991.53173828125,122105,920000,123.50460815429688,0.8511728644371033,-99782.33734060999,0.0003,175,5.03,229974,5238,226763.15625
2994.362060546875,124090,930000,118.29036712646484,-0.16137170791625977,-99743.31396932999,0.0003,175,5.04,232474,5287,210710.21875
2698.08447265625,126076,940000,116.28131866455078,0.46414363384246826,-99688.37189172,0.0003,176,5.07,234974,5337,195291.140625
2695.2685546875,128053,950000,115.89759826660156,-1.2410240173339844,-99708.84545565,0.0003,176,5.08,237474,5386,196132.890625
3305.73583984375,130024,960000,112.77328491210938,0.08582353591918945,-99647.69020678001,0.0003,176,5.11,239974,5436,208179.9375
2855.320556640625,131994,970000,109.54545593261719,-0.1799621880054474,-99656.48728871,0.0003,176,5.11,242474,5488,221013.21875
2255.0751953125,133950,980000,108.60417175292969,0.9265660643577576,-99639.42534090999,0.0003,176,5.14,244974,5541,175204.28125
2816.34130859375,135900,990000,106.21798706054688,0.13387945294380188,-99657.94989533002,0.0003,177,5.16,247474,5592,218731.625
2879.18017578125,137843,1000000,103.94037628173828,0.02804604172706604,-99660.47948364001,0.0003,177,5.15,249974,5644,219461.90625
