train/kl_divergence_loss,train/explained_variance,time/fps,train/is_line_search_success,train/std,train/value_loss,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,train/policy_objective,train/n_updates,rollout/ep_len_mean,time/time_elapsed
0.006959163583815098,0.0,1247,1.0,0.8804704546928406,1929236975.8,210000,36462.88417057999,0.0013,0.046349674463272095,25,40.54,168
0.007296842057257891,0.0,1242,1.0,0.8725858926773071,1927219031.4,220000,49941.12530672,0.0013,0.05112747848033905,26,46.02,177
0.0076633840799331665,5.960464477539063e-08,1233,1.0,0.8626372814178467,1922860296.2,230000,64766.12506973001,0.0013,0.0436515249311924,28,36.29,186
0.007418470922857523,0.0,1231,1.0,0.8546689748764038,2058999040.8,240000,65265.56629003,0.0013,0.04060026630759239,29,37.26,194
0.007721058093011379,0.0,1232,1.0,0.8461055755615234,2153565792.8,250000,70697.29786001,0.0013,0.045377328991889954,30,34.51,202
0.007162738125771284,0.0,1232,1.0,0.8369951844215393,2195848152.2,260000,77583.1741193,0.0013,0.04059275612235069,31,30.96,210
0.007894439622759819,-1.1920928955078125e-07,1230,1.0,0.8195697665214539,2488837570.0,270000,99523.00603389001,0.0013,0.04647176340222359,32,32.09,219
0.008260996080935001,0.0,1222,1.0,0.8096004128456116,2451813606.6,280000,99589.55439238,0.0013,0.040404755622148514,34,30.44,228
0.007728723809123039,1.1920928955078125e-07,1223,1.0,0.802993893623352,2518665108.0,290000,101617.24730213,0.0013,0.04314723610877991,35,29.08,237
0.007836271077394485,0.0,1223,1.0,0.794436514377594,3064574064.8,300000,102795.84115494,0.0013,0.04009660705924034,36,29.83,245
0.00918644294142723,0.0,1223,1.0,0.7885863184928894,2866970242.4,310000,106411.0362218,0.0013,0.040040522813797,37,29.75,253
0.008896862156689167,-1.1920928955078125e-07,1218,1.0,0.7860713601112366,2949944911.2,320000,92563.64802359,0.0013,0.03912125527858734,39,39.48,262
0.0076957279816269875,0.0,1220,1.0,0.7792685031890869,2924047968.8,330000,116185.38821259,0.0013,0.036330923438072205,40,24.39,270
0.008084136992692947,-2.384185791015625e-07,1219,1.0,0.7715476751327515,3051966362.0,340000,100852.88826977002,0.0013,0.03990446776151657,41,40.91,278
0.0091733792796731,1.1920928955078125e-07,1218,1.0,0.7648628354072571,3344314850.0,350000,118370.60717988998,0.0013,0.04631470888853073,42,22.3,287
0.008824022486805916,-1.1920928955078125e-07,1219,1.0,0.7576941251754761,3667052940.0,360000,123754.94824099999,0.0013,0.040381770581007004,43,21.04,295
0.007968146353960037,0.0,1212,1.0,0.746733546257019,3114909592.0,370000,125225.97055806,0.0013,0.03873537853360176,45,19.13,305
0.00897161290049553,1.7881393432617188e-07,1213,1.0,0.7450022101402283,2392551104.6,380000,91218.23244002,0.0013,0.04297385364770889,46,67.46,313
0.009385202080011368,0.0,1214,1.0,0.742948591709137,968712957.25,390000,112134.19187437,0.0013,0.043858591467142105,47,30.56,321
0.009145522490143776,0.0,1211,1.0,0.7390750050544739,3273984878.8,400000,124692.86523994,0.0013,0.04593801498413086,48,20.48,330
0.007940166629850864,0.0,1206,1.0,0.734245240688324,4434688241.6,410000,124835.61967577001,0.0013,0.03323686122894287,50,18.98,339
0.008175034075975418,0.0,1206,1.0,0.7359358668327332,3085473936.6,420000,106525.20996961002,0.0013,0.034891124814748764,51,45.29,348
0.009462307207286358,0.0,1206,1.0,0.7300703525543213,3371496710.4,430000,114611.62135854998,0.0013,0.043615274131298065,52,28.48,356
