train/approx_kl,train/value_loss,train/std,time/time_elapsed,train/explained_variance,train/clip_range,train/clip_fraction,train/learning_rate,time/fps,train/entropy_loss,train/loss,rollout/ep_rew_mean,train/n_updates,rollout/ep_len_mean,time/total_timesteps,train/policy_gradient_loss
0.0025217412,3810083955.0,1.29328191280365,268,0.0,0.2,0.00667724609375,0.0017,929,-10.03071646168828,2062604288.0,-160013.39077082998,300,33.4,250000,-0.0008095462921119178
0.0028784077,3742943387.0,1.3049134016036987,278,0.0,0.2,0.00673828125,0.0017,932,-10.083014009147883,2106290432.0,-151307.82431522,310,30.83,260000,-0.0008797945476544556
0.0035891235,3654796317.4,1.3176549673080444,291,0.0,0.2,0.01329345703125,0.0017,926,-10.139567751437426,1515651200.0,-160247.57943075002,320,31.61,270000,-0.001707967796937737
0.0042204023,3422632579.6,1.341558814048767,310,0.0,0.2,0.0174560546875,0.0017,902,-10.249547582119703,1951789184.0,-153063.07700424,340,30.4,280000,-0.0024170925649741547
0.004200152,3364881221.6,1.3557392358779907,322,5.960464477539063e-08,0.2,0.0140380859375,0.0017,899,-10.30826144888997,1700912896.0,-148203.12849964,350,29.77,290000,-0.0019327117079228628
0.0037720343,3474721199.4,1.3701616525650024,334,-1.1920928955078125e-07,0.2,0.0087890625,0.0017,895,-10.371524667739868,1607414656.0,-135441.37480389,360,30.75,300000,-0.0013696674812308629
0.004225272,3315707635.6,1.3846088647842407,347,0.0,0.2,0.01602783203125,0.0017,892,-10.435143455862999,1482539648.0,-165646.68992366001,370,35.2,310000,-0.002324866792514513
0.002375709,3458396536.6,1.4121203422546387,362,0.0,0.2,0.00460205078125,0.0017,881,-10.549688480049372,1629792256.0,-141425.94617778002,390,32.64,320000,-0.000758043555833865
0.0043485556,3535373358.6,1.433280348777771,372,-1.1920928955078125e-07,0.2,0.01832275390625,0.0017,887,-10.628672859072685,1688872192.0,-152220.2410397,400,30.5,330000,-0.002755837218501256
0.0031859227,3402738879.2,1.4490820169448853,381,0.0,0.2,0.009033203125,0.0017,892,-10.705208867043257,1715766912.0,-144403.12407433998,410,31.55,340000,-0.0010536081548707444
0.0043025827,3421949567.2,1.4674485921859741,390,5.960464477539063e-08,0.2,0.018359375,0.0017,896,-10.776991244405508,1902402816.0,-145305.62936784,420,31.94,350000,-0.0024943680644355483
0.0043565226,3471854584.2,1.4817558526992798,399,5.960464477539063e-08,0.2,0.0184814453125,0.0017,901,-10.842619466036558,1954080768.0,-156903.32610211,430,34.04,360000,-0.0023577266574648093
0.0037849003,3538494593.6,1.5108551979064941,413,0.0,0.2,0.01015625,0.0017,895,-10.960727099329233,1965151104.0,-143863.89200593,450,26.35,370000,-0.0018402529503873666
0.002947034,3346736954.4,1.5287009477615356,422,0.0,0.2,0.00716552734375,0.0017,900,-11.021538714319467,1478994432.0,-142173.62025037,460,30.17,380000,-0.0009693419271570747
0.0041607316,3130007641.6,1.5489091873168945,431,0.0,0.2,0.01522216796875,0.0017,904,-11.09716850668192,1809355904.0,-155363.73521254002,470,32.73,390000,-0.0019461106183371157
0.0023294082,3486590541.2,1.56631600856781,440,0.0,0.2,0.0054931640625,0.0017,908,-11.16840914040804,1780782336.0,-134996.65912775,480,30.39,400000,-0.0008408421610511141
0.0037677977,3465103668.2,1.589433193206787,454,5.960464477539063e-08,0.2,0.01060791015625,0.0017,902,-11.2707490503788,1889903360.0,-137666.17691155,500,27.73,410000,-0.0018542550635174849
0.003092906,3463721703.2,1.6065021753311157,463,5.960464477539063e-08,0.2,0.00865478515625,0.0017,906,-11.320794848352671,1493644160.0,-139333.33305588,510,28.8,420000,-0.0011874352650920628
0.0032427842,3286350369.6,1.6214815378189087,472,0.0,0.2,0.00914306640625,0.0017,909,-11.380578815937042,1668559360.0,-122567.08385629999,520,25.84,430000,-0.001254952498311468
0.003495215,3246581025.4,1.6319736242294312,481,0.0,0.2,0.01165771484375,0.0017,913,-11.42638988122344,1632113280.0,-151737.63216211,530,31.28,440000,-0.0014314193860627711
0.003982894,3359714472.6,1.6502314805984497,491,5.960464477539063e-08,0.2,0.01396484375,0.0017,915,-11.48057151660323,1654864000.0,-142238.26980870002,540,29.38,450000,-0.002209611989565019
0.0035033256,3221789295.4,1.6851253509521484,509,0.0,0.2,0.01405029296875,0.0017,902,-11.605456296354532,1537849856.0,-131402.25538266,560,28.49,460000,-0.001524094094384054
0.0027560107,3274226014.8,1.703243613243103,521,0.0,0.2,0.01153564453125,0.0017,900,-11.669929178059101,1691101952.0,-126976.50132197,570,28.73,470000,-0.0015699857514846372
0.0037767785,3236504474.8,1.7211331129074097,534,0.0,0.2,0.01483154296875,0.0017,897,-11.733098293840886,1472406400.0,-124100.17856530003,580,29.66,480000,-0.0017680827040749136
0.0035307803,3234848227.0,1.737580418586731,546,0.0,0.2,0.01270751953125,0.0017,895,-11.793575500696898,1511852160.0,-135106.85997811996,590,28.93,490000,-0.0017416141625290038
0.002974011,3176839621.6,1.7692208290100098,564,0.0,0.2,0.01053466796875,0.0017,886,-11.897482643276453,1677161088.0,-128514.75532944,610,28.16,500000,-0.0011899392353370785
0.0038502472,3286760083.4,1.7899338006973267,573,0.0,0.2,0.01312255859375,0.0017,889,-11.96302584260702,1710712832.0,-143539.35114447997,620,27.15,510000,-0.0018914374338237395
0.003403205,3553889359.2,1.8083442449569702,582,0.0,0.2,0.00924072265625,0.0017,892,-12.028709653764963,1522954112.0,-125604.29769409001,630,29.94,520000,-0.0014404815004127158
0.0038252242,3074338775.8,1.8312774896621704,591,-1.1920928955078125e-07,0.2,0.0095703125,0.0017,895,-12.098247370123863,1556716672.0,-139569.13378838002,640,29.64,530000,-0.0013516383249225327
0.003765244,3292961330.6,1.8565459251403809,600,0.0,0.2,0.01473388671875,0.0017,898,-12.175258721411229,2143835520.0,-135299.14520586,650,27.67,540000,-0.0022104831568867667
0.0031955878,3281766495.4,1.8992795944213867,614,5.960464477539063e-08,0.2,0.01029052734375,0.0017,894,-12.318450733274222,1853876352.0,-141772.93378526,670,30.64,550000,-0.0014720165643666405
0.0023511127,3145599642.8,1.929018497467041,623,0.0,0.2,0.00555419921875,0.0017,897,-12.400111754983664,1684979840.0,-124518.97501659999,680,28.02,560000,-0.0007359121213085018
0.0028322984,3079443174.0,1.952699065208435,633,5.960464477539063e-08,0.2,0.006005859375,0.0017,900,-12.482578510791063,1573031936.0,-151630.7678552,690,32.75,570000,-0.0008112988327411586
0.0029111807,3238455135.8,1.9723281860351562,642,0.0,0.2,0.00799560546875,0.0017,902,-12.54849364310503,1741091200.0,-122045.11114918,700,27.03,580000,-0.0012738332576191168
0.0023282305,3100171781.5,2.0206093788146973,656,0.0,0.2,0.00782470703125,0.0017,899,-12.681026922911405,1878922368.0,-135907.86088832997,720,29.14,590000,-0.0009520402494672453
0.0023937616,3144025093.2,2.044156789779663,665,0.0,0.2,0.00555419921875,0.0017,901,-12.757645633071661,1220638592.0,-124179.86347006999,730,27.9,600000,-0.0007624166868481552
0.0018851769,3217606944.0,2.069333791732788,675,0.0,0.2,0.00269775390625,0.0017,903,-12.828417176008225,1854709504.0,-134060.66040367,740,29.07,610000,-0.0007928495535452385
0.0026925383,3029747349.2,2.098116636276245,685,5.960464477539063e-08,0.2,0.00877685546875,0.0017,904,-12.908111369609832,1319361408.0,-122766.25507681,750,25.35,620000,-0.0014186281068759854
0.0031323023,3072619691.3,2.1191515922546387,694,-1.1920928955078125e-07,0.2,0.01051025390625,0.0017,906,-12.977139030396938,1662336000.0,-136114.30510278,760,31.44,630000,-0.0013079669854050735
0.0023721987,3079649240.4,2.1688199043273926,710,0.0,0.2,0.00516357421875,0.0017,900,-13.109472589194775,1567404288.0,-109156.43620997001,780,27.31,640000,-0.0007462983554432867
0.003004278,3111922059.2,2.200901746749878,720,5.960464477539063e-08,0.2,0.00982666015625,0.0017,902,-13.188504880666732,1551888384.0,-129692.47223377,790,32.65,650000,-0.0014004256128828275
0.0038079491,3095149183.0,2.2285802364349365,729,0.0,0.2,0.0115966796875,0.0017,904,-13.269906421005725,1776748416.0,-124255.97599460998,800,29.67,660000,-0.001703508241007512
0.0037964012,2940751404.6,2.263106107711792,738,0.0,0.2,0.0177734375,0.0017,907,-13.353647553175687,1437853312.0,-125393.07683707999,810,26.43,670000,-0.0025283006176323396
0.0022281555,2929853387.5,2.322657585144043,754,5.960464477539063e-08,0.2,0.0070556640625,0.0017,900,-13.51611743941903,1483401088.0,-112767.52277273001,830,27.16,680000,-0.0007954376513225724
0.002473013,3024434200.0,2.3497588634490967,767,0.0,0.2,0.00489501953125,0.0017,899,-13.588844867050648,1465510784.0,-148030.09677912,840,30.23,690000,-0.0013141116111000883
0.0022325167,3066329545.4,2.3778059482574463,780,0.0,0.2,0.00523681640625,0.0017,897,-13.658959456533193,1541057920.0,-141047.63346329,850,31.5,700000,-0.0009902724312269128
0.003293239,2968442615.9,2.4070258140563965,792,0.0,0.2,0.0117919921875,0.0017,895,-13.73273849338293,1396131840.0,-131304.54181142998,860,28.68,710000,-0.0017311826288278099
0.0022075213,3101307131.0,2.441129446029663,805,0.0,0.2,0.00489501953125,0.0017,894,-13.810512848198414,1606263040.0,-147059.47172837998,870,29.85,720000,-0.0005007714924431638
0.0030210502,3070616362.0,2.5118095874786377,824,5.960464477539063e-08,0.2,0.00587158203125,0.0017,885,-13.977411641180515,1826924288.0,-120442.62808875,890,27.74,730000,-0.00125042068766561
0.0036682417,3174362581.9,2.5448074340820312,837,0.0,0.2,0.01260986328125,0.0017,883,-14.065153452754021,1863329280.0,-128675.54669032998,900,28.78,740000,-0.00196765346590837
0.0022843916,2969684291.1,2.5833139419555664,849,0.0,0.2,0.00576171875,0.0017,882,-14.14800842553377,1567881088.0,-126249.60508891002,910,27.97,750000,-0.0008794773824774893
0.0033689789,3074866888.1,2.6195740699768066,862,-1.1920928955078125e-07,0.2,0.01318359375,0.0017,881,-14.23558064252138,1714113920.0,-127928.64117718999,920,31.0,760000,-0.001087958265816269
0.0034467,2986713561.1,2.652236223220825,875,0.0,0.2,0.010888671875,0.0017,879,-14.312162796407938,1510139008.0,-148527.77929344,930,28.23,770000,-0.001000773093983298
0.0019132665,3010663321.1,2.728067398071289,894,0.0,0.2,0.0039794921875,0.0017,871,-14.469965195655822,1464639360.0,-127947.65907902998,950,25.91,780000,-0.0006300786121755664
0.0025915124,2913014904.2,2.7718639373779297,904,0.0,0.2,0.00582275390625,0.0017,873,-14.564840767532587,1105903488.0,-132044.33597628,960,27.01,790000,-0.0009321462859588792
0.0026829666,2937826311.3,2.8047571182250977,913,5.960464477539063e-08,0.2,0.01009521484375,0.0017,875,-14.646499270945787,1710110592.0,-144427.33408659,970,30.15,800000,-0.0008832344325128361
0.0018876849,2994434643.4,2.834789991378784,922,-1.1920928955078125e-07,0.2,0.00355224609375,0.0017,877,-14.712098929286004,1465300352.0,-124409.21915536,980,28.16,810000,-0.0006155991757623269
0.0025998438,3018813823.1,2.91201114654541,936,0.0,0.2,0.01669921875,0.0017,875,-14.873265830427409,1387615872.0,-114050.13598486001,1000,29.57,820000,-0.0012748541090331854
0.002780105,3013557949.3,2.9426679611206055,945,0.0,0.2,0.01239013671875,0.0017,877,-14.935218242555857,1586422528.0,-143785.2908511,1010,30.83,830000,-0.001172801355824049
0.0038026385,3044941350.3,2.985069513320923,955,-1.1920928955078125e-07,0.2,0.0120361328125,0.0017,879,-15.012330746650695,1385288704.0,-120015.71843964001,1020,29.22,840000,-0.0018794525643897942
0.0025828746,2866038696.4,3.0403153896331787,964,0.0,0.2,0.00648193359375,0.0017,881,-15.108646221458912,1603046784.0,-122684.78184474999,1030,31.35,850000,-0.0008756445124163293
0.0026777552,2816883028.7,3.0837478637695312,973,0.0,0.2,0.00677490234375,0.0017,883,-15.203805107623339,1343611648.0,-122401.38134508999,1040,25.0,860000,-0.0008717866830920684
0.0013390663,2982293556.4,3.160327672958374,987,0.0,0.2,0.00130615234375,0.0017,880,-15.35109273120761,1400714112.0,-140591.98783309,1060,30.95,870000,-9.140423935605213e-06
0.003567705,2839212702.1,3.208576202392578,996,0.0,0.2,0.0180419921875,0.0017,882,-15.437362837046384,1520976512.0,-142511.51853351,1070,29.45,880000,-0.0014440340020883014
0.0027537937,2961667612.0,3.257751226425171,1005,0.0,0.2,0.006884765625,0.0017,884,-15.52807527333498,1333443840.0,-157362.60967923,1080,32.21,890000,-0.0014782149166421732
0.002172227,3007848645.9,3.3145103454589844,1015,0.0,0.2,0.00447998046875,0.0017,886,-15.626396649330854,1407355776.0,-143378.36011901,1090,28.44,900000,-0.0010299511159246322
0.0027662723,2729905034.5,3.4132423400878906,1029,5.960464477539063e-08,0.2,0.00848388671875,0.0017,884,-15.806448593735695,1342734336.0,-138610.41534798,1110,30.97,910000,-0.00043886269195354545
0.0017992128,2930456928.2,3.4634780883789062,1038,-1.1920928955078125e-07,0.2,0.00260009765625,0.0017,886,-15.89485520273447,1558813952.0,-134144.72770899002,1120,26.93,920000,-0.00039482017937189087
0.002054228,2944445293.0,3.507075071334839,1047,5.960464477539063e-08,0.2,0.0039306640625,0.0017,887,-15.97413891106844,1423412608.0,-137149.66139018,1130,29.41,930000,-0.0006786946468309907
0.0015034273,3129712286.5,3.5573127269744873,1056,0.0,0.2,0.00162353515625,0.0017,889,-16.052446781098844,1556719616.0,-130719.75895721001,1140,28.97,940000,-0.0005205304742048611
0.003318556,2910879091.9,3.609370470046997,1065,5.960464477539063e-08,0.2,0.0114013671875,0.0017,891,-16.13980292081833,1406439296.0,-136614.87286715998,1150,26.8,950000,-0.0013378472276599496
0.00276893,2780561914.5,3.7209367752075195,1079,0.0,0.2,0.0097412109375,0.0017,889,-16.322164165973664,1525521536.0,-118056.9845854,1170,24.8,960000,-0.0013080233668006259
0.0020387098,2902697633.4,3.779085397720337,1088,0.0,0.2,0.00416259765625,0.0017,890,-16.409977777302267,1473634304.0,-136730.74566984002,1180,30.61,970000,-0.0008199152473025606
0.0030810882,2833492208.1,3.8204119205474854,1097,0.0,0.2,0.0141357421875,0.0017,892,-16.48874680250883,1609284992.0,-134420.98527607,1190,30.74,980000,-0.000853724008811696
0.0022254358,2850725338.6,3.8713510036468506,1107,0.0,0.2,0.01202392578125,0.0017,894,-16.561695571243764,1472688000.0,-136978.62691767997,1200,31.01,990000,-0.0011534907778695924
0.0028999401,2864757839.7,3.9988222122192383,1120,0.0,0.2,0.00770263671875,0.0017,892,-16.74147131294012,1012998144.0,-136248.83656700997,1220,28.55,1000000,-0.0014065145700442373
