train/critic_loss,time/total_timesteps,train/actor_loss,time/episodes,train/learning_rate,time/fps,rollout/ep_rew_mean,train/ent_coef_loss,rollout/ep_len_mean,train/n_updates,time/time_elapsed,train/ent_coef
780.8584594726562,180000,999.252685546875,1409,0.0064,132,-14210.934653330001,2.5129246711730957,87.52,44974,1359,3.0701205730438232
446.2715148925781,190000,1021.427001953125,1421,0.0064,132,-22440.44752489,1.119804859161377,182.68,47474,1435,2.0282201766967773
242.1461639404297,200000,380.3795166015625,1440,0.0064,132,-61566.81091524,1.08732008934021,281.95,49974,1510,1.540053129196167
498.1164245605469,210000,688.8500366210938,1475,0.0064,132,-70878.17394333999,0.8768466711044312,361.15,52474,1586,1.4568736553192139
803.6275024414062,220000,1030.516845703125,1536,0.0064,132,-53528.423425589994,-0.07301197946071625,221.35,54974,1663,1.311317801475525
305.83673095703125,230000,541.911865234375,1623,0.0064,132,27524.13173717,1.0078315734863281,125.39,57474,1740,1.4517806768417358
269.5021057128906,240000,582.8043823242188,1776,0.0064,132,75164.66229036,1.8935847282409668,70.06,59974,1817,1.5409601926803589
938.5584716796875,250000,335.8391418457031,1842,0.0064,131,77296.11033625,-0.4188927114009857,121.48,62474,1895,1.3077824115753174
647.6614379882812,260000,-1097.139892578125,2030,0.0064,131,91594.51072517,0.3421381115913391,42.73,64974,1974,1.5418262481689453
893.9803466796875,270000,-1526.4388427734375,2178,0.0064,131,110613.35789459,-0.0692402571439743,72.49,67474,2054,2.265054702758789
850.202392578125,280000,-2800.2744140625,2431,0.0064,131,82595.76782642999,0.2483004778623581,38.9,69974,2134,4.379195690155029
1645.835205078125,290000,-1955.4912109375,2662,0.0064,130,86660.47828806,-3.5300638675689697,38.21,72474,2214,7.973155498504639
5394.5009765625,300000,-7166.44091796875,2924,0.0064,130,49258.18571066001,-2.3577895164489746,39.5,74974,2292,26.227624893188477
6267.513671875,310000,-15860.6767578125,3011,0.0064,130,-56841.23287011999,-0.04091459512710571,94.55,77474,2375,25.50540542602539
5753.55224609375,320000,-27372.74609375,3235,0.0064,130,75758.25573071,-6.034328937530518,44.6,79974,2461,38.08748245239258
4217.388671875,330000,-31805.34375,3263,0.0064,129,11680.120234019998,-0.03396545350551605,132.6,82474,2547,42.50998306274414
3787.295166015625,340000,-31783.07421875,3347,0.0064,129,-27101.401543550004,4.90476131439209,149.27,84974,2633,41.695884704589844
3271.04296875,350000,-31162.92578125,3542,0.0064,128,87902.89513308,-2.188549757003784,43.51,87474,2720,31.913881301879883
2656.424560546875,360000,-22597.4375,3626,0.0064,128,42997.33616362,-2.7767109870910645,113.78,89974,2807,28.067415237426758
3374.641845703125,370000,-19583.6328125,3874,0.0064,127,101127.65409150999,1.7536200284957886,29.77,92474,2893,24.597536087036133
5245.046875,380000,-25446.85546875,4034,0.0064,127,67505.12735755001,-2.816324234008789,79.79,94974,2979,30.483179092407227
4976.71044921875,390000,-23650.9140625,4329,0.0064,127,86599.01320108,1.7689167261123657,29.79,97474,3065,32.04856872558594
4431.45751953125,400000,-23825.8359375,4451,0.0064,126,61111.618183399994,1.8958137035369873,73.81,99974,3150,31.532562255859375
4295.20263671875,410000,-27294.732421875,4600,0.0064,126,100598.70627508,-1.8696998357772827,78.51,102474,3236,34.95490264892578
3639.895751953125,420000,-23933.677734375,4717,0.0064,126,112856.28303243998,1.6973880529403687,81.55,104974,3322,28.180679321289062
3467.8056640625,430000,-24357.142578125,4989,0.0064,126,118994.64447684,3.7072160243988037,27.52,107474,3408,26.192089080810547
3273.013671875,440000,-29406.1875,5347,0.0064,125,129943.52603468999,-0.19332970678806305,27.76,109974,3495,26.17852783203125
2983.3125,450000,-34305.12109375,5679,0.0064,125,97530.75810063,1.1525193452835083,33.81,112474,3580,25.58730125427246
2451.21728515625,460000,-36042.70703125,6008,0.0064,125,128324.63220068999,1.1711516380310059,25.89,114974,3662,26.050952911376953
2289.425537109375,470000,-39910.3671875,6366,0.0064,125,117247.41972835001,1.5629918575286865,28.61,117474,3746,25.253633499145508
2009.5567626953125,480000,-44771.2109375,6712,0.0064,125,111498.69521996999,0.1349671632051468,24.59,119974,3832,20.06895637512207
1411.9149169921875,490000,-48396.2890625,7106,0.0064,125,127028.73984097,-0.0166357159614563,25.55,122474,3917,19.211328506469727
1562.068603515625,500000,-51498.67578125,7491,0.0064,125,119239.50033748001,0.8548533916473389,26.1,124974,3999,18.705400466918945
1189.3988037109375,510000,-52928.41796875,7886,0.0064,124,128166.15212145999,-1.5143793821334839,25.04,127474,4081,17.291955947875977
1399.73779296875,520000,-52624.0546875,8293,0.0064,124,121533.31748373999,5.536340713500977,24.27,129974,4164,18.368436813354492
992.0578002929688,530000,-53734.3984375,8650,0.0064,124,126463.23446954001,0.7938412427902222,24.22,132474,4246,17.21113395690918
1361.7196044921875,540000,-52547.8359375,9050,0.0064,124,122657.61655222999,1.3085832595825195,24.97,134974,4329,19.6640567779541
1225.6273193359375,550000,-55429.48046875,9449,0.0064,124,117142.79401825,2.183318853378296,24.89,137474,4412,19.486310958862305
1412.966796875,560000,-54745.72265625,9850,0.0064,124,123985.92802214,-1.0898691415786743,25.12,139974,4494,21.47112464904785
1167.6829833984375,570000,-55164.66796875,10230,0.0064,124,131369.06229017,0.8835207223892212,25.14,142474,4577,19.938982009887695
1211.2957763671875,580000,-52982.1640625,10547,0.0064,124,117979.0698511,-4.7060418128967285,32.93,144974,4662,20.501211166381836
1697.4849853515625,590000,-52738.4453125,10893,0.0064,124,121872.88493418999,1.6676781177520752,26.34,147474,4748,22.412090301513672
1772.37451171875,600000,-46188.2890625,11066,0.0064,124,90467.14536786001,1.771928310394287,60.04,149974,4834,25.169870376586914
1750.641845703125,610000,-43511.6484375,11277,0.0064,123,104913.95964276999,-2.736250400543213,56.91,152474,4920,22.97281265258789
1470.0413818359375,620000,-38874.6015625,11567,0.0064,123,122554.17745134,-1.926587700843811,34.99,154974,5006,22.013334274291992
1539.193359375,630000,-41787.59375,11954,0.0064,123,108212.41655117,0.02148456871509552,26.27,157474,5087,21.059972763061523
1322.93896484375,640000,-39250.0859375,12287,0.0064,123,117165.45567696002,-0.6204636096954346,27.73,159974,5169,20.728002548217773
1196.1282958984375,650000,-41503.80859375,12600,0.0064,123,113050.64372988,-4.983346939086914,41.77,162474,5251,18.694313049316406
1242.2847900390625,660000,-37959.56640625,12935,0.0064,123,113775.536529,0.9906657934188843,24.04,164974,5334,17.351428985595703
1558.9691162109375,670000,-43318.046875,13337,0.0064,123,90318.26454668,2.037533760070801,27.98,167474,5420,21.1135311126709
1965.462158203125,680000,-45483.32421875,13707,0.0064,123,113450.77314379,-1.461913824081421,28.97,169974,5506,21.837936401367188
1423.2071533203125,690000,-42753.265625,13853,0.0064,123,102454.47707655,3.4427971839904785,75.17,172474,5593,21.609086990356445
1440.97998046875,700000,-36812.515625,14103,0.0064,123,122221.24534219998,4.966562271118164,28.67,174974,5679,19.145095825195312
1405.948974609375,710000,-40226.796875,14438,0.0064,123,121950.38615347001,-5.276733875274658,24.3,177474,5766,19.319429397583008
1433.356689453125,720000,-42607.25390625,14837,0.0064,123,123388.78083505001,5.430454254150391,24.44,179974,5853,18.45440673828125
1240.97509765625,730000,-42411.73828125,15049,0.0064,122,125777.80750545001,4.834614276885986,34.54,182474,5939,17.48636245727539
1210.1156005859375,740000,-34560.94921875,15301,0.0064,122,129563.43517717,2.8330471515655518,26.5,184974,6026,14.40700626373291
1172.65625,750000,-38216.13671875,15670,0.0064,122,120563.91224599,0.42306292057037354,23.05,187474,6112,15.565948486328125
1102.8642578125,760000,-43203.83984375,16067,0.0064,122,119843.42441948998,4.286808967590332,26.04,189974,6199,17.00726890563965
857.6456909179688,770000,-43919.3515625,16486,0.0064,122,132335.3,3.9487409591674805,23.24,192474,6287,17.172727584838867
868.0728759765625,780000,-46033.90625,16923,0.0064,122,127146.98410463,-3.0626118183135986,23.23,194974,6375,14.930122375488281
921.4347534179688,790000,-48164.2890625,17352,0.0064,122,110267.03228126,0.09093096852302551,23.23,197474,6462,14.667600631713867
856.191650390625,800000,-54977.1484375,17764,0.0064,122,126159.37493932001,0.19360408186912537,24.5,199974,6549,17.490446090698242
982.71337890625,810000,-56763.39453125,18169,0.0064,122,125713.49179591,1.6389482021331787,23.78,202474,6637,20.66969108581543
1007.4871826171875,820000,-55000.37890625,18559,0.0064,121,125070.04348924002,2.7944390773773193,23.31,204974,6724,20.5510196685791
1018.7505493164062,830000,-54394.88671875,18923,0.0064,121,122927.32149698999,-3.028062343597412,23.52,207474,6811,17.816329956054688
1026.23388671875,840000,-55112.5546875,19286,0.0064,121,121349.00527165999,-1.3349273204803467,24.95,209974,6899,18.676189422607422
907.5255737304688,850000,-51169.0,19596,0.0064,121,126688.41864866,3.322422504425049,36.91,212474,6986,17.313730239868164
974.3912963867188,860000,-49124.63671875,19866,0.0064,121,127189.07917245998,3.0696377754211426,26.31,214974,7073,16.440780639648438
1115.4786376953125,870000,-45541.46484375,20193,0.0064,121,108831.45179014001,4.346354007720947,22.71,217474,7161,15.554299354553223
1114.84423828125,880000,-45942.0078125,20516,0.0064,121,122093.6732825,-0.8226596117019653,33.37,219974,7248,14.468963623046875
915.2852172851562,890000,-41765.8671875,20915,0.0064,121,127409.14504062998,3.0010342597961426,22.63,222474,7335,12.95065975189209
2491.847900390625,900000,-50200.2734375,21330,0.0064,121,113081.34536195,-4.667651653289795,24.51,224974,7421,26.025798797607422
1884.4371337890625,910000,-47921.21875,21644,0.0064,121,118605.05541294001,1.5387883186340332,22.73,227474,7508,23.93507957458496
1034.619140625,920000,-50233.77734375,21957,0.0064,121,129469.8136606,-1.8650950193405151,24.63,229974,7595,20.769071578979492
1079.833740234375,930000,-49831.859375,22363,0.0064,121,124460.16391633998,-0.34097009897232056,23.43,232474,7681,18.928447723388672
931.16748046875,940000,-49801.93359375,22735,0.0064,120,125921.26497687999,0.7308744192123413,25.13,234974,7768,15.840699195861816
913.2764282226562,950000,-49792.734375,23073,0.0064,120,129027.72938777,-3.7383499145507812,23.76,237474,7855,15.613393783569336
1167.8795166015625,960000,-48152.56640625,23498,0.0064,120,131118.07204803,1.6187143325805664,23.22,239974,7942,16.67234992980957
1328.671875,970000,-54052.83203125,23919,0.0064,120,122722.15353558,-2.7192461490631104,25.12,242474,8029,16.89682960510254
1086.1700439453125,980000,-54086.546875,24340,0.0064,120,118060.50987094,-3.407758951187134,22.52,244974,8116,14.66111946105957
880.44580078125,990000,-55335.4296875,24788,0.0064,120,112130.50609989,3.7505393028259277,23.35,247474,8203,17.005901336669922
1031.8760986328125,1000000,-56040.765625,25198,0.0064,120,120201.34767794,6.377570629119873,22.89,249974,8290,16.30612564086914
