train/n_updates,train/critic_loss,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/episodes,train/learning_rate,train/ent_coef_loss,time/total_timesteps,rollout/ep_len_mean,train/ent_coef,train/actor_loss
132474,14019.2890625,-96543.8610884,124,4262,24767,0.0003,1.0838408470153809,530000,5.0,131.24423217773438,1386497.5
134974,13462.4716796875,-97179.16163709,124,4342,26382,0.0003,1.0874919891357422,540000,5.0,117.4332504272461,1379396.0
137474,11405.638671875,-97440.29024231002,124,4422,28170,0.0003,-0.709823727607727,550000,5.0,103.47715759277344,1366517.75
139974,9003.52734375,-1000108.10066215,124,4498,28756,0.0003,1.6610749959945679,560000,54.75,92.80632019042969,1324489.625
142474,15942.51171875,-2626270.50106778,124,4575,28774,0.0003,-0.6923404335975647,570000,154.05,95.00262451171875,1270257.25
144974,14557.341796875,-3790433.136488,124,4657,28827,0.0003,-2.0591936111450195,580000,251.5,108.586669921875,1323411.125
147474,14464.9599609375,-4989809.65960338,124,4739,28845,0.0003,-3.3806066513061523,590000,336.54,118.2052230834961,1244305.0
149974,13190.8955078125,-5915176.366264011,124,4819,28860,0.0003,5.37252140045166,600000,376.73,133.87625122070312,1348204.0
152474,11724.240234375,-6018744.98356238,124,4900,28877,0.0003,0.962451159954071,610000,391.34,139.82765197753906,1278102.75
154974,15204.9892578125,-6688708.4208522,124,4981,28891,0.0003,-0.008386611938476562,620000,450.76,141.089599609375,1295377.5
157474,14722.0732421875,-7591187.937586119,124,5062,28903,0.0003,0.36592113971710205,630000,539.13,142.8526153564453,1276852.75
159974,10654.7509765625,-8445072.235663239,124,5143,28914,0.0003,0.03386181592941284,640000,619.15,145.67881774902344,1289198.0
162474,13686.3203125,-9295024.42699148,124,5228,28928,0.0003,-0.8500030040740967,650000,698.23,144.8871307373047,1303257.75
164974,9461.8134765625,-10140920.189028358,124,5309,28940,0.0003,-1.5075223445892334,660000,760.12,143.8059539794922,1182183.625
167474,10620.4052734375,-8276295.9954530215,124,5394,28959,0.0003,-0.014264285564422607,670000,695.97,141.33120727539062,1192312.375
169974,8845.1435546875,-7235147.407163631,124,5475,28987,0.0003,0.30500075221061707,680000,641.52,141.57772827148438,1198473.0
172474,10260.6337890625,-6838292.148785391,124,5560,29001,0.0003,-1.1459262371063232,690000,614.43,139.0305633544922,1117331.5
174974,8309.595703125,-6741469.598738161,124,5641,29013,0.0003,-0.8676681518554688,700000,613.28,135.12257385253906,1172099.125
177474,8039.93310546875,-4971995.579341601,123,5726,29046,0.0003,0.9186598062515259,710000,474.24,134.3623046875,1101335.125
179974,7896.18505859375,-197025.60078863,123,5808,29384,0.0003,-1.7436840534210205,720000,14.98,131.2529296875,1134620.125
182474,7033.6708984375,-501929.3709221,123,5895,29851,0.0003,0.8434120416641235,730000,45.82,128.19271850585938,1112390.25
184974,10819.0380859375,-1329131.51299009,123,5976,29929,0.0003,0.45721057057380676,740000,128.84,120.1158218383789,1085758.25
187474,7098.759765625,-1993682.77937888,123,6061,29965,0.0003,1.4255516529083252,750000,195.74,113.34165954589844,1054619.75
189974,7200.01416015625,-3032296.76541516,123,6144,29986,0.0003,1.2518731355667114,760000,299.5,104.83074188232422,1063082.625
192474,8344.2265625,-2432439.42334888,123,6229,30054,0.0003,-0.8312160968780518,770000,238.93,97.32434844970703,1074032.5
194974,8841.185546875,-475964.4711781799,123,6313,30213,0.0003,-1.0919106006622314,780000,46.31,96.48793029785156,998351.375
197474,6883.6572265625,-96801.24717312999,123,6397,31171,0.0003,1.7954524755477905,790000,5.08,96.65084838867188,1102847.5
199974,5459.0810546875,-96619.16602812998,123,6479,32629,0.0003,0.2597735822200775,800000,5.0,93.46038055419922,1031637.0625
202474,9506.3974609375,-96478.4052464,123,6562,34005,0.0003,0.08878263086080551,810000,5.02,91.9070053100586,964803.75
204974,6306.5166015625,-96578.76509366003,123,6635,35325,0.0003,0.7068698406219482,820000,5.0,92.64824676513672,1020344.3125
207474,7271.25341796875,-195814.31769702001,123,6716,36311,0.0003,1.6504374742507935,830000,14.95,87.52706909179688,1022442.75
209974,8020.556640625,-195056.72161715,123,6798,36830,0.0003,-0.8284016251564026,840000,14.95,84.37826538085938,1014047.625
212474,5293.017578125,-194961.18545028,123,6879,38225,0.0003,0.31803417205810547,850000,14.95,83.80583190917969,989447.25
214974,7209.64599609375,-96392.75970826001,123,6958,39337,0.0003,-1.6494091749191284,860000,5.0,83.89486694335938,909018.125
217474,6912.322265625,-195213.54377751998,123,7038,40853,0.0003,-0.189116969704628,870000,14.95,81.2772216796875,931195.6875
219974,4439.76708984375,-195536.01079429,123,7119,41476,0.0003,2.0071184635162354,880000,15.07,82.26619720458984,957545.0
222474,10360.4384765625,-294900.3504181599,123,7199,42021,0.0003,1.0265085697174072,890000,24.99,79.35972595214844,882048.5
224974,11771.9755859375,-989118.3706892802,123,7280,42101,0.0003,0.7367222309112549,900000,94.58,78.56564331054688,909244.625
227474,8429.83984375,-1782245.4754945904,123,7364,42182,0.0003,-0.7622848749160767,910000,174.24,76.13877868652344,943908.8125
229974,5123.33935546875,-1977954.3480986997,123,7443,42205,0.0003,1.4511712789535522,920000,194.36,74.89618682861328,864738.0625
232474,5663.76953125,-1285427.32793169,123,7527,42303,0.0003,2.477609634399414,930000,124.73,72.9532470703125,970258.625
234974,3797.650390625,-1086461.55139707,123,7606,42354,0.0003,-0.40680205821990967,940000,104.93,72.78760528564453,912134.1875
237474,6091.64599609375,-689718.4575147799,123,7690,42568,0.0003,-2.1900882720947266,950000,64.71,73.71358489990234,893932.8125
239974,7353.873046875,-197246.1870631,123,7770,42855,0.0003,0.7570838332176208,960000,15.27,72.12370300292969,930661.5
242474,5069.4697265625,-787655.76312158,123,7854,43019,0.0003,-3.609591484069824,970000,74.65,69.81098937988281,889982.6875
244974,5123.8720703125,-491932.14006581,123,7935,43167,0.0003,1.2329542636871338,980000,44.8,70.02816772460938,919450.75
247474,5160.55322265625,-1479436.66641416,123,8019,43208,0.0003,-1.7785011529922485,990000,144.45,69.80522918701172,883901.9375
249974,3838.7529296875,-2269958.47879224,123,8100,43222,0.0003,-1.1499587297439575,1000000,224.19,69.62841033935547,885518.875
