train/actor_loss,train/n_updates,rollout/ep_rew_mean,time/total_timesteps,train/ent_coef,rollout/ep_len_mean,time/episodes,time/fps,time/time_elapsed,train/ent_coef_loss,train/critic_loss,train/learning_rate
139713.25,134974,-136812.39807117998,540000,44.74996566772461,6.0,63878,215,2500,-2.401456117630005,55361628.0,0.001
147698.203125,137474,-136670.30430494,550000,40.79573059082031,6.0,65545,215,2549,-2.2381653785705566,88326880.0,0.001
138240.1875,139974,-136887.09501992,560000,42.11248779296875,6.0,67213,215,2597,5.106683254241943,27406652.0,0.001
142262.40625,142474,-136840.20973136998,570000,49.84360885620117,6.0,68873,215,2646,-3.564281463623047,120625832.0,0.001
135926.625,144974,-137211.9043141,580000,41.70563888549805,6.0,70537,215,2694,4.2101945877075195,37273112.0,0.001
146952.03125,147474,-140714.32911151,590000,42.67482376098633,6.32,72198,215,2743,1.294775366783142,54658632.0,0.001
145267.515625,149974,-136734.84747505002,600000,44.409690856933594,6.0,73864,214,2791,-0.8765577077865601,47591624.0,0.001
136251.765625,152474,-136734.96627833,610000,32.53092956542969,6.0,75531,214,2840,-0.3582286834716797,48561424.0,0.001
141506.71875,154974,-136831.35456223003,620000,39.286502838134766,6.0,77197,214,2888,-13.68596076965332,42979920.0,0.001
138446.75,157474,-138336.39919057998,630000,40.092864990234375,6.0,78824,214,2936,-1.310556173324585,33719872.0,0.001
141517.21875,159974,-137073.72349926,640000,34.87653732299805,6.0,80488,214,2985,1.395472526550293,13541756.0,0.001
139723.0,162474,-137040.01499014,650000,27.088640213012695,6.0,82154,214,3033,-0.07345819473266602,11882398.0,0.001
136641.46875,164974,-136705.35290502998,660000,31.438232421875,6.0,83822,214,3082,-1.0576350688934326,61589624.0,0.001
139006.6875,167474,-136762.52516059,670000,30.687578201293945,6.0,85488,214,3130,4.645936012268066,51734624.0,0.001
138165.390625,169974,-136839.46715051,680000,31.01478385925293,6.0,87154,213,3179,0.6879391670227051,64285040.0,0.001
131483.4375,172474,-136741.01141804998,690000,26.849979400634766,6.0,88822,213,3227,0.7761138677597046,18708454.0,0.001
132064.5,174974,-136730.78326177,700000,30.31377601623535,6.0,90488,213,3275,-0.969314694404602,10883434.0,0.001
129902.8359375,177474,-136754.98987343002,710000,24.813867568969727,6.0,92154,213,3324,0.2579858601093292,22137058.0,0.001
128978.40625,179974,-136635.7483188,720000,24.028308868408203,6.0,93822,213,3372,3.5728023052215576,61551736.0,0.001
132004.65625,182474,-136851.57972751002,730000,23.676055908203125,6.0,95488,213,3421,-3.5196356773376465,32339586.0,0.001
133852.046875,184974,-136647.13730775,740000,24.682165145874023,6.0,97154,213,3469,0.030361682176589966,10160114.0,0.001
134603.9375,187474,-136662.71488539,750000,21.89127540588379,6.0,98822,213,3518,1.7107093334197998,31627662.0,0.001
131248.0,189974,-136654.42201871,760000,23.99092674255371,6.0,100488,213,3566,3.660984992980957,9871988.0,0.001
131678.96875,192474,-136839.92001123002,770000,22.79785919189453,6.0,102154,212,3615,-13.28922176361084,13956814.0,0.001
125421.828125,194974,-136609.91979389,780000,19.515687942504883,6.0,103822,212,3663,1.5229823589324951,27778412.0,0.001
124403.390625,197474,-136903.65174277002,790000,21.018569946289062,6.0,105488,212,3712,0.860517144203186,10252908.0,0.001
130966.25,199974,-136609.51245436003,800000,20.772531509399414,6.0,107154,212,3760,-3.3235702514648438,8371576.5,0.001
130134.8203125,202474,-136619.88707577,810000,20.678316116333008,6.0,108822,212,3808,5.530585289001465,37166256.0,0.001
129637.234375,204974,-136619.87674604,820000,21.622663497924805,6.0,110488,212,3857,-0.12505853176116943,9189216.0,0.001
128923.4609375,207474,-136606.29071029,830000,18.57159996032715,6.0,112154,212,3905,-0.11199605464935303,32518884.0,0.001
125221.59375,209974,-136632.12586941,840000,20.097412109375,6.0,113822,212,3954,2.1787281036376953,13908949.0,0.001
135046.0625,212474,-136706.95498,850000,16.966428756713867,6.0,115488,212,4002,-5.60040807723999,20975552.0,0.001
134828.703125,214974,-136880.67081989,860000,19.42683219909668,6.0,117152,212,4051,-2.97922682762146,8480254.0,0.001
126772.609375,217474,-136623.89393958,870000,17.752979278564453,6.0,118820,212,4099,2.6290225982666016,11084054.0,0.001
129706.7265625,219974,-136506.86131441,880000,20.51166343688965,6.0,120486,212,4148,-0.23136186599731445,21013936.0,0.001
126895.015625,222474,-136547.57321432,890000,18.469329833984375,6.0,122152,212,4196,-1.3648738861083984,4317520.0,0.001
126608.9296875,224974,-136640.23121122,900000,20.272981643676758,6.0,123820,212,4244,-1.670971155166626,13219156.0,0.001
130883.046875,227474,-137034.96029764,910000,18.90302085876465,6.0,125486,211,4293,1.0953590869903564,9170918.0,0.001
130542.4375,229974,-136690.77151526,920000,20.727853775024414,6.0,127147,211,4341,-0.5005209445953369,59977332.0,0.001
128962.921875,232474,-136614.84514149,930000,17.837881088256836,6.0,128803,211,4390,-0.9303967952728271,8442480.0,0.001
125408.515625,234974,-136651.78411496,940000,18.923221588134766,6.0,130461,211,4438,1.0924952030181885,6336747.0,0.001
130594.234375,237474,-136742.27499912996,950000,17.519222259521484,6.0,132113,211,4487,0.9527941942214966,43046288.0,0.001
126990.453125,239974,-136624.11245120998,960000,18.773216247558594,6.0,133779,211,4535,-2.522152900695801,22043368.0,0.001
130555.6171875,242474,-136642.08444695998,970000,19.642108917236328,6.0,135445,211,4582,-0.678697943687439,18614688.0,0.001
125430.796875,244974,-136658.08398788,980000,17.096628189086914,6.0,137113,211,4628,2.3423280715942383,6522282.0,0.001
127413.4140625,247474,-136633.74597066,990000,16.017114639282227,6.0,138769,211,4677,2.6927309036254883,5027558.0,0.001
131921.5625,249974,-136838.26883011,1000000,17.625263214111328,6.0,140437,211,4727,0.7896211743354797,72911584.0,0.001
